_ID,_VALUE,TimeCount:int
TOURNAMEN_ENEMY_ROUND_538,538,34
TOURNAMEN_ENEMY_ROUND_539,539,35
TOURNAMEN_ENEMY_ROUND_540,540,36
TOURNAMEN_ENEMY_ROUND_541,541,1
TOURNAMEN_ENEMY_ROUND_542,542,2
TOURNAMEN_ENEMY_ROUND_543,543,3
TOURNAMEN_ENEMY_ROUND_544,544,4
TOURNAMEN_ENEMY_ROUND_545,545,5
TOURNAMEN_ENEMY_ROUND_546,546,6
TOURNAMEN_ENEMY_ROUND_547,547,7
TOURNAMEN_ENEMY_ROUND_548,548,8
TOURNAMEN_ENEMY_ROUND_549,549,9
TOURNAMEN_ENEMY_ROUND_550,550,10
TOURNAMEN_ENEMY_ROUND_551,551,11
TOURNAMEN_ENEMY_ROUND_552,552,12
TOURNAMEN_ENEMY_ROUND_553,553,13
TOURNAMEN_ENEMY_ROUND_554,554,14
TOURNAMEN_ENEMY_ROUND_555,555,15
TOURNAMEN_ENEMY_ROUND_556,556,16
TOURNAMEN_ENEMY_ROUND_557,557,17
TOURNAMEN_ENEMY_ROUND_558,558,18
TOURNAMEN_ENEMY_ROUND_559,559,19
TOURNAMEN_ENEMY_ROUND_560,560,20
TOURNAMEN_ENEMY_ROUND_561,561,21
TOURNAMEN_ENEMY_ROUND_562,562,22
TOURNAMEN_ENEMY_ROUND_563,563,23
TOURNAMEN_ENEMY_ROUND_564,564,24
TOURNAMEN_ENEMY_ROUND_565,565,25
TOURNAMEN_ENEMY_ROUND_566,566,26
TOURNAMEN_ENEMY_ROUND_567,567,27
TOURNAMEN_ENEMY_ROUND_568,568,28
TOURNAMEN_ENEMY_ROUND_569,569,29
TOURNAMEN_ENEMY_ROUND_570,570,30
TOURNAMEN_ENEMY_ROUND_571,571,31
TOURNAMEN_ENEMY_ROUND_572,572,32
TOURNAMEN_ENEMY_ROUND_573,573,33
TOURNAMEN_ENEMY_ROUND_574,574,34
TOURNAMEN_ENEMY_ROUND_575,575,35
TOURNAMEN_ENEMY_ROUND_576,576,36
TOURNAMEN_ENEMY_ROUND_577,577,1
TOURNAMEN_ENEMY_ROUND_578,578,2
TOURNAMEN_ENEMY_ROUND_579,579,3
TOURNAMEN_ENEMY_ROUND_580,580,4
TOURNAMEN_ENEMY_ROUND_581,581,5
TOURNAMEN_ENEMY_ROUND_582,582,6
TOURNAMEN_ENEMY_ROUND_583,583,7
TOURNAMEN_ENEMY_ROUND_584,584,8
TOURNAMEN_ENEMY_ROUND_585,585,9
TOURNAMEN_ENEMY_ROUND_586,586,10
TOURNAMEN_ENEMY_ROUND_587,587,11
TOURNAMEN_ENEMY_ROUND_588,588,12
TOURNAMEN_ENEMY_ROUND_589,589,13
TOURNAMEN_ENEMY_ROUND_590,590,14
TOURNAMEN_ENEMY_ROUND_591,591,15
TOURNAMEN_ENEMY_ROUND_592,592,16
TOURNAMEN_ENEMY_ROUND_593,593,17
TOURNAMEN_ENEMY_ROUND_594,594,18
TOURNAMEN_ENEMY_ROUND_595,595,19
TOURNAMEN_ENEMY_ROUND_596,596,20
TOURNAMEN_ENEMY_ROUND_597,597,21
TOURNAMEN_ENEMY_ROUND_598,598,22
TOURNAMEN_ENEMY_ROUND_599,599,23
TOURNAMEN_ENEMY_ROUND_600,600,24
TOURNAMEN_ENEMY_ROUND_601,601,25
TOURNAMEN_ENEMY_ROUND_602,602,26
TOURNAMEN_ENEMY_ROUND_603,603,27
TOURNAMEN_ENEMY_ROUND_604,604,28
TOURNAMEN_ENEMY_ROUND_605,605,29
TOURNAMEN_ENEMY_ROUND_606,606,30
TOURNAMEN_ENEMY_ROUND_607,607,31
TOURNAMEN_ENEMY_ROUND_608,608,32
TOURNAMEN_ENEMY_ROUND_609,609,33
TOURNAMEN_ENEMY_ROUND_610,610,34
TOURNAMEN_ENEMY_ROUND_611,611,35
TOURNAMEN_ENEMY_ROUND_612,612,36
TOURNAMEN_ENEMY_ROUND_613,613,1
TOURNAMEN_ENEMY_ROUND_614,614,2
TOURNAMEN_ENEMY_ROUND_615,615,3
TOURNAMEN_ENEMY_ROUND_616,616,4
TOURNAMEN_ENEMY_ROUND_617,617,5
TOURNAMEN_ENEMY_ROUND_618,618,6
TOURNAMEN_ENEMY_ROUND_619,619,7
TOURNAMEN_ENEMY_ROUND_620,620,8
TOURNAMEN_ENEMY_ROUND_621,621,9
TOURNAMEN_ENEMY_ROUND_622,622,10
TOURNAMEN_ENEMY_ROUND_623,623,11
TOURNAMEN_ENEMY_ROUND_624,624,12
TOURNAMEN_ENEMY_ROUND_625,625,13
TOURNAMEN_ENEMY_ROUND_626,626,14
TOURNAMEN_ENEMY_ROUND_627,627,15
TOURNAMEN_ENEMY_ROUND_628,628,16
TOURNAMEN_ENEMY_ROUND_629,629,17
TOURNAMEN_ENEMY_ROUND_630,630,18
TOURNAMEN_ENEMY_ROUND_631,631,19
TOURNAMEN_ENEMY_ROUND_632,632,20
TOURNAMEN_ENEMY_ROUND_633,633,21
TOURNAMEN_ENEMY_ROUND_634,634,22
TOURNAMEN_ENEMY_ROUND_635,635,23
TOURNAMEN_ENEMY_ROUND_636,636,24
TOURNAMEN_ENEMY_ROUND_637,637,25
TOURNAMEN_ENEMY_ROUND_638,638,26
TOURNAMEN_ENEMY_ROUND_639,639,27
TOURNAMEN_ENEMY_ROUND_640,640,28
TOURNAMEN_ENEMY_ROUND_641,641,29
TOURNAMEN_ENEMY_ROUND_642,642,30
TOURNAMEN_ENEMY_ROUND_643,643,31
TOURNAMEN_ENEMY_ROUND_644,644,32
TOURNAMEN_ENEMY_ROUND_645,645,33
TOURNAMEN_ENEMY_ROUND_646,646,34
TOURNAMEN_ENEMY_ROUND_647,647,35
TOURNAMEN_ENEMY_ROUND_648,648,36
TOURNAMEN_ENEMY_ROUND_649,649,1
TOURNAMEN_ENEMY_ROUND_650,650,2
TOURNAMEN_ENEMY_ROUND_651,651,3
TOURNAMEN_ENEMY_ROUND_652,652,4
TOURNAMEN_ENEMY_ROUND_653,653,5
TOURNAMEN_ENEMY_ROUND_654,654,6
TOURNAMEN_ENEMY_ROUND_655,655,7
TOURNAMEN_ENEMY_ROUND_656,656,8
TOURNAMEN_ENEMY_ROUND_657,657,9
TOURNAMEN_ENEMY_ROUND_658,658,10
TOURNAMEN_ENEMY_ROUND_659,659,11
TOURNAMEN_ENEMY_ROUND_660,660,12
TOURNAMEN_ENEMY_ROUND_661,661,13
TOURNAMEN_ENEMY_ROUND_662,662,14
TOURNAMEN_ENEMY_ROUND_663,663,15
TOURNAMEN_ENEMY_ROUND_664,664,16
TOURNAMEN_ENEMY_ROUND_665,665,17
TOURNAMEN_ENEMY_ROUND_666,666,18
TOURNAMEN_ENEMY_ROUND_667,667,19
TOURNAMEN_ENEMY_ROUND_668,668,20
TOURNAMEN_ENEMY_ROUND_669,669,21
TOURNAMEN_ENEMY_ROUND_670,670,22
TOURNAMEN_ENEMY_ROUND_671,671,23
TOURNAMEN_ENEMY_ROUND_672,672,24
TOURNAMEN_ENEMY_ROUND_673,673,25
TOURNAMEN_ENEMY_ROUND_674,674,26
TOURNAMEN_ENEMY_ROUND_675,675,27
TOURNAMEN_ENEMY_ROUND_676,676,28
TOURNAMEN_ENEMY_ROUND_677,677,29
TOURNAMEN_ENEMY_ROUND_678,678,30
TOURNAMEN_ENEMY_ROUND_679,679,31
TOURNAMEN_ENEMY_ROUND_680,680,32
TOURNAMEN_ENEMY_ROUND_681,681,33
TOURNAMEN_ENEMY_ROUND_682,682,34
TOURNAMEN_ENEMY_ROUND_683,683,35
TOURNAMEN_ENEMY_ROUND_684,684,36
TOURNAMEN_ENEMY_ROUND_685,685,1
TOURNAMEN_ENEMY_ROUND_686,686,2
TOURNAMEN_ENEMY_ROUND_687,687,3
TOURNAMEN_ENEMY_ROUND_688,688,4
TOURNAMEN_ENEMY_ROUND_689,689,5
TOURNAMEN_ENEMY_ROUND_690,690,6
TOURNAMEN_ENEMY_ROUND_691,691,7
TOURNAMEN_ENEMY_ROUND_692,692,8
TOURNAMEN_ENEMY_ROUND_693,693,9
TOURNAMEN_ENEMY_ROUND_694,694,10
TOURNAMEN_ENEMY_ROUND_695,695,11
TOURNAMEN_ENEMY_ROUND_696,696,12
TOURNAMEN_ENEMY_ROUND_697,697,13
TOURNAMEN_ENEMY_ROUND_698,698,14
TOURNAMEN_ENEMY_ROUND_699,699,15
TOURNAMEN_ENEMY_ROUND_700,700,16
TOURNAMEN_ENEMY_ROUND_701,701,17
TOURNAMEN_ENEMY_ROUND_702,702,18
TOURNAMEN_ENEMY_ROUND_703,703,19
TOURNAMEN_ENEMY_ROUND_704,704,20
TOURNAMEN_ENEMY_ROUND_705,705,21
TOURNAMEN_ENEMY_ROUND_706,706,22
TOURNAMEN_ENEMY_ROUND_707,707,23
TOURNAMEN_ENEMY_ROUND_708,708,24
TOURNAMEN_ENEMY_ROUND_709,709,25
TOURNAMEN_ENEMY_ROUND_710,710,26
TOURNAMEN_ENEMY_ROUND_711,711,27
TOURNAMEN_ENEMY_ROUND_712,712,28
TOURNAMEN_ENEMY_ROUND_713,713,29
TOURNAMEN_ENEMY_ROUND_714,714,30
TOURNAMEN_ENEMY_ROUND_715,715,31
TOURNAMEN_ENEMY_ROUND_716,716,32
TOURNAMEN_ENEMY_ROUND_717,717,33
TOURNAMEN_ENEMY_ROUND_718,718,34
TOURNAMEN_ENEMY_ROUND_719,719,35
TOURNAMEN_ENEMY_ROUND_720,720,36
TOURNAMEN_ENEMY_ROUND_721,721,1
TOURNAMEN_ENEMY_ROUND_722,722,2
TOURNAMEN_ENEMY_ROUND_723,723,3
TOURNAMEN_ENEMY_ROUND_724,724,4
TOURNAMEN_ENEMY_ROUND_725,725,5
TOURNAMEN_ENEMY_ROUND_726,726,6
TOURNAMEN_ENEMY_ROUND_727,727,7
TOURNAMEN_ENEMY_ROUND_728,728,8
TOURNAMEN_ENEMY_ROUND_729,729,9
TOURNAMEN_ENEMY_ROUND_730,730,10
TOURNAMEN_ENEMY_ROUND_731,731,11
TOURNAMEN_ENEMY_ROUND_732,732,12
TOURNAMEN_ENEMY_ROUND_733,733,13
TOURNAMEN_ENEMY_ROUND_734,734,14
TOURNAMEN_ENEMY_ROUND_735,735,15
TOURNAMEN_ENEMY_ROUND_736,736,16
TOURNAMEN_ENEMY_ROUND_737,737,17
TOURNAMEN_ENEMY_ROUND_738,738,18
TOURNAMEN_ENEMY_ROUND_739,739,19
TOURNAMEN_ENEMY_ROUND_740,740,20
TOURNAMEN_ENEMY_ROUND_741,741,21
TOURNAMEN_ENEMY_ROUND_742,742,22
TOURNAMEN_ENEMY_ROUND_743,743,23
TOURNAMEN_ENEMY_ROUND_744,744,24
TOURNAMEN_ENEMY_ROUND_745,745,25
TOURNAMEN_ENEMY_ROUND_746,746,26
TOURNAMEN_ENEMY_ROUND_747,747,27
TOURNAMEN_ENEMY_ROUND_748,748,28
TOURNAMEN_ENEMY_ROUND_749,749,29
TOURNAMEN_ENEMY_ROUND_750,750,30
TOURNAMEN_ENEMY_ROUND_751,751,31
TOURNAMEN_ENEMY_ROUND_752,752,32
TOURNAMEN_ENEMY_ROUND_753,753,33
TOURNAMEN_ENEMY_ROUND_754,754,34
TOURNAMEN_ENEMY_ROUND_755,755,35
TOURNAMEN_ENEMY_ROUND_756,756,36
TOURNAMEN_ENEMY_ROUND_757,757,1
TOURNAMEN_ENEMY_ROUND_758,758,2
TOURNAMEN_ENEMY_ROUND_759,759,3
TOURNAMEN_ENEMY_ROUND_760,760,4
TOURNAMEN_ENEMY_ROUND_761,761,5
TOURNAMEN_ENEMY_ROUND_762,762,6
TOURNAMEN_ENEMY_ROUND_763,763,7
TOURNAMEN_ENEMY_ROUND_764,764,8
TOURNAMEN_ENEMY_ROUND_765,765,9
TOURNAMEN_ENEMY_ROUND_766,766,10
TOURNAMEN_ENEMY_ROUND_767,767,11
TOURNAMEN_ENEMY_ROUND_768,768,12
TOURNAMEN_ENEMY_ROUND_769,769,13
TOURNAMEN_ENEMY_ROUND_770,770,14
TOURNAMEN_ENEMY_ROUND_771,771,15
TOURNAMEN_ENEMY_ROUND_772,772,16
TOURNAMEN_ENEMY_ROUND_773,773,17
TOURNAMEN_ENEMY_ROUND_774,774,18
TOURNAMEN_ENEMY_ROUND_775,775,19
TOURNAMEN_ENEMY_ROUND_776,776,20
TOURNAMEN_ENEMY_ROUND_777,777,21
TOURNAMEN_ENEMY_ROUND_778,778,22
TOURNAMEN_ENEMY_ROUND_779,779,23
TOURNAMEN_ENEMY_ROUND_780,780,24
TOURNAMEN_ENEMY_ROUND_781,781,25
TOURNAMEN_ENEMY_ROUND_782,782,26
TOURNAMEN_ENEMY_ROUND_783,783,27
TOURNAMEN_ENEMY_ROUND_784,784,28
TOURNAMEN_ENEMY_ROUND_785,785,29
TOURNAMEN_ENEMY_ROUND_786,786,30
TOURNAMEN_ENEMY_ROUND_787,787,31
TOURNAMEN_ENEMY_ROUND_788,788,32
TOURNAMEN_ENEMY_ROUND_789,789,33
TOURNAMEN_ENEMY_ROUND_790,790,34
TOURNAMEN_ENEMY_ROUND_791,791,35
TOURNAMEN_ENEMY_ROUND_792,792,36
TOURNAMEN_ENEMY_ROUND_793,793,1
TOURNAMEN_ENEMY_ROUND_794,794,2
TOURNAMEN_ENEMY_ROUND_795,795,3
TOURNAMEN_ENEMY_ROUND_796,796,4
TOURNAMEN_ENEMY_ROUND_797,797,5
TOURNAMEN_ENEMY_ROUND_798,798,6
TOURNAMEN_ENEMY_ROUND_799,799,7
TOURNAMEN_ENEMY_ROUND_800,800,8
