_ID,_VALUE,Name:loc,Quest:id[],#Name:string,Reward:id[],RewardNum:int[],NeedFinishQuest:int[]
,,,ACHIEVE_QUEST_MUSIC_UNLOCK_1,累计解锁{0}个音乐,,,
,,,ACHIEVE_QUEST_MUSIC_UNLOCK_2,累计解锁{0}个音乐,,,
,,,ACHIEVE_QUEST_MUSIC_UNLOCK_3,累计解锁{0}个音乐,,,
,,,ACHIEVE_QUEST_BADGE_UNLOCK_1,累计解锁{0}个徽章,,,
,,,ACHIEVE_QUEST_BADGE_UNLOCK_2,累计解锁{0}个徽章,,,
,,,ACHIEVE_QUEST_BADGE_UNLOCK_3,累计解锁{0}个徽章,,,
,,,ACHIEVE_QUEST_BADGE_UNLOCK_4,累计解锁{0}个徽章,,,
,,,ACHIEVE_QUEST_BADGE_UNLOCK_5,累计解锁{0}个徽章,,,
ACHIEVE_QUEST_OTHER_FRIEND,18,LOC_ACHIEVE_QUEST_SMALL_TITLE_OTHER_FRIEND,ACHIEVE_QUEST_FRIEND_MVP_ATTACK_1,累计挑战{0}次好友MVP,ITEM_COLLECTION_BADGE_OTHER_FRIEND_1,1,4
,,,ACHIEVE_QUEST_FRIEND_MVP_ATTACK_2,累计挑战{0}次好友MVP,ITEM_COLLECTION_BADGE_OTHER_FRIEND_2,1,7
,,,ACHIEVE_QUEST_FRIEND_MVP_ATTACK_3,累计挑战{0}次好友MVP,ITEM_COLLECTION_BADGE_OTHER_FRIEND_3,1,10
,,,ACHIEVE_QUEST_FRIEND_MVP_ATTACK_4,累计挑战{0}次好友MVP,,,
,,,ACHIEVE_QUEST_FRIEND_MVP_ATTACK_5,累计挑战{0}次好友MVP,,,
,,,ACHIEVE_QUEST_FRIEND_POINT_GIVE_1,累计赠送{0}次友情点,,,
,,,ACHIEVE_QUEST_FRIEND_POINT_GIVE_2,累计赠送{0}次友情点,,,
,,,ACHIEVE_QUEST_FRIEND_POINT_GIVE_3,累计赠送{0}次友情点,,,
,,,ACHIEVE_QUEST_FRIEND_POINT_GIVE_4,累计赠送{0}次友情点,,,
,,,ACHIEVE_QUEST_FRIEND_POINT_GIVE_5,累计赠送{0}次友情点,,,
ACHIEVE_QUEST_OTHER_SPECIAL,19,LOC_ACHIEVE_QUEST_SMALL_TITLE_OTHER_SPECIAL,ACHIEVE_QUEST_SUPER_LUCK,一次十连孵蛋获得超过{0}个SS级魔物,,,
,,,ACHIEVE_QUEST_COUNTER_ATTACK,在竞技场中战胜战斗力大于自身的对手{0}次,,,
,,,ACHIEVE_QUEST_LOGIN_SPECIAL_1,累计登录游戏{0}天,,,
