_ID,_VALUE,#AutoTips:string,AutoDungeonSize:string,AutoPortalEventLayer:string[],AutoEnemyMonsterNum:int[],AutoMonsterLib:id[],AutoEnemySpecialEffectLib:id[],AutoItemNum:string,AutoItemLib:id[],AutoEventNum:string,AutoEventLib:id[],EventBirthGrid:int[],AutoDefaultOpen:int,MonsterAttrLevel:int[],MonsterStar:int[],MonsterHpRate:int[],MonsterAttackRate:int[],ScrollStar:int[],ScrollHpRate:int[],ScrollAttackRate:int[],UsedMonsterAttrLevel:int[],UsedMonsterStar:int[],UsedMonsterHpRate:int[],UsedMonsterAttackRate:int[],UsedScrollStar:int[],UsedScrollHpRate:int[],UsedScrollAttackRate:int[]
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,170,8,1500,330,8,750,220,98,5,1010,250,4,520,180
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,170,8,1500,330,8,750,220,98,5,1010,250,4,520,180
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,170,8,1500,330,8,750,220,98,5,1010,250,4,520,180
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_001,11017,沙漠困难自动第1层,5#5,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,1#2,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,2#5,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,160,8,400,200,8,230,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,166,8,400,200,8,230,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,172,8,400,200,8,230,130,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,178,8,400,200,8,230,130,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,184,8,400,200,8,230,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_002,11018,沙漠困难自动第2层,5#5,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,1#2,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,2#5,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,165,8,500,220,8,250,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,165,8,500,220,8,250,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,165,8,500,220,8,250,130,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,165,8,500,220,8,250,130,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,165,8,500,220,8,250,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_003,11019,沙漠困难自动第3层,5#5,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,1#2,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,2#5,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,170,8,600,240,8,270,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,170,8,600,240,8,270,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,170,8,600,240,8,270,130,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,170,8,600,240,8,270,130,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,170,8,600,240,8,270,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_004,11020,沙漠困难自动第4层,5#5,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,1#2,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,3#5,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,175,8,700,260,8,300,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,175,8,700,260,8,300,130,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,175,8,700,260,8,300,130,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,175,8,700,260,8,300,130,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,175,8,700,260,8,300,130,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_005,11021,沙漠困难自动第6层,6#6,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,2#3,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,2#6,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,185,9,800,270,9,350,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,185,9,800,270,9,350,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,185,9,800,270,9,350,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,185,9,800,270,9,350,150,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,185,9,800,270,9,350,150,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,185,9,800,270,9,350,150,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_006,11022,沙漠困难自动第7层,6#6,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,2#3,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,2#6,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,190,9,900,290,9,400,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,190,9,900,290,9,400,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,190,9,900,290,9,400,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,190,9,900,290,9,400,150,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,190,9,900,290,9,400,150,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,190,9,900,290,9,400,150,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_007,11023,沙漠困难自动第8层,6#6,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,3#3,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,3#6,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,195,9,1000,310,9,450,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,195,9,1000,310,9,450,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,195,9,1000,310,9,450,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,195,9,1000,310,9,450,150,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,195,9,1000,310,9,450,150,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,195,9,1000,310,9,450,150,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_008,11024,沙漠困难自动第9层,6#6,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,3#3,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,3#6,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,200,9,1100,330,9,500,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,200,9,1100,330,9,500,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,200,9,1100,330,9,500,150,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,200,9,1100,330,9,500,150,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,200,9,1100,330,9,500,150,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,200,9,1100,330,9,500,150,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_009,11025,沙漠困难自动第11层,6#6,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,3#4,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,4#6,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,210,10,1200,340,10,550,170,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,210,10,1200,340,10,550,170,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,210,10,1200,340,10,550,170,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,210,10,1200,340,10,550,170,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,210,10,1200,340,10,550,170,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,210,10,1200,340,10,550,170,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_010,11026,沙漠困难自动第12层,6#6,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,3#4,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,4#6,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,215,10,1300,380,10,600,190,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,215,10,1300,380,10,600,190,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,215,10,1300,380,10,600,190,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,215,10,1300,380,10,600,190,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,215,10,1300,380,10,600,190,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,215,10,1300,380,10,600,190,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_011,11027,沙漠困难自动第13层,6#6,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,3#4,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,4#7,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,220,10,1400,420,10,650,210,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,220,10,1400,420,10,650,210,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,220,10,1400,420,10,650,210,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,220,10,1400,420,10,650,210,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,220,10,1400,420,10,650,210,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,220,10,1400,420,10,650,210,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,220,10,1400,420,10,650,210,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_012,11028,沙漠困难自动第14层,6#6,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,3#4,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,4#7,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,225,10,1500,460,10,700,230,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,225,10,1500,460,10,700,230,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,225,10,1500,460,10,700,230,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,225,10,1500,460,10,700,230,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,225,10,1500,460,10,700,230,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,225,10,1500,460,10,700,230,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,225,10,1500,460,10,700,230,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_013,11029,沙漠困难自动第16层,7#7,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,4#5,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,5#7,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,245,10,1600,480,10,750,250,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,245,10,1600,480,10,750,250,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,245,10,1600,480,10,750,250,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,245,10,1600,480,10,750,250,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,245,10,1600,480,10,750,250,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,245,10,1600,480,10,750,250,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,245,10,1600,480,10,750,250,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_014,11030,沙漠困难自动第17层,7#7,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,4#5,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,5#7,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,255,10,1800,520,10,800,270,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,255,10,1800,520,10,800,270,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,255,10,1800,520,10,800,270,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,255,10,1800,520,10,800,270,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,255,10,1800,520,10,800,270,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,255,10,1800,520,10,800,270,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,255,10,1800,520,10,800,270,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_015,11031,沙漠困难自动第18层,7#7,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,4#5,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,5#8,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,265,10,2000,560,10,900,290,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,265,10,2000,560,10,900,290,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,265,10,2000,560,10,900,290,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,265,10,2000,560,10,900,290,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,265,10,2000,560,10,900,290,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,265,10,2000,560,10,900,290,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,265,10,2000,560,10,900,290,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,265,10,2000,560,10,900,290,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_DESERT_TEMPLATE_INFERNAL_016,11032,沙漠困难自动第19层,7#7,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,4#5,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,5#8,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,0,0,275,10,2200,600,10,1000,310,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,0,,275,10,2200,600,10,1000,310,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,275,10,2200,600,10,1000,310,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,275,10,2200,600,10,1000,310,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,DUNGEON_DESERT_LIB_ITEMLIB_GROUP_005,,DUNGEON_LIB_EVENT_HELP_THEME_8,0,,275,10,2200,600,10,1000,310,1,1,1,1,1,1,1
,,,,,5,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,275,10,2200,600,10,1000,310,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,275,10,2200,600,10,1000,310,1,1,1,1,1,1,1
,,,,,5,,None,,,,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_1,0,,275,10,2200,600,10,1000,310,1,1,1,1,1,1,1
DUNGEON_AUTO_GENERATE_GLACIER_TEMPLATE_ORDINARY_001,12001,冰川普通自动第1层,5#5,,5,DUNGEON_LIB_GLACIER_MONSTER_RANDOM_01,None,1#2,DUNGEON_LIB_ITEMLIB_GROUP_001,3#5,DUNGEON_LIB_EVENT_THEME_GLACIER_BOSS_SLEEP_1,0,0,70,4,140,100,3,120,100,82,5,130,100,4,120,100
,,,,,5,DUNGEON_LIB_GLACIER_MONSTER_RANDOM_01,None,,DUNGEON_LIB_ITEMLIB_GROUP_001,,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,0,,70,4,140,100,3,120,100,82,5,130,100,4,120,100
,,,,,5,DUNGEON_LIB_GLACIER_MONSTER_RANDOM_01,None,,,,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,0,,70,4,140,100,3,120,100,82,5,130,100,4,120,100
,,,,,5,,None,,,,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,0,,70,4,140,100,3,120,100,82,5,130,100,4,120,100
,,,,,5,,None,,,,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,0,,70,4,140,100,3,120,100,82,5,130,100,4,120,100
DUNGEON_AUTO_GENERATE_GLACIER_TEMPLATE_ORDINARY_002,12002,冰川普通自动第2层,5#5,,5,DUNGEON_LIB_GLACIER_MONSTER_RANDOM_01,None,1#2,DUNGEON_LIB_ITEMLIB_GROUP_001,3#5,DUNGEON_LIB_EVENT_THEME_GLACIER_BOSS_SLEEP_1,0,0,75,4,150,100,3,140,100,84,5,140,100,4,130,100
,,,,,5,DUNGEON_LIB_GLACIER_MONSTER_RANDOM_01,None,,DUNGEON_LIB_ITEMLIB_GROUP_001,,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,0,,75,4,150,100,3,140,100,84,5,140,100,4,130,100
,,,,,5,DUNGEON_LIB_GLACIER_MONSTER_RANDOM_02,None,,,,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,0,,75,4,150,100,3,140,100,84,5,140,100,4,130,100
,,,,,5,,None,,,,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,0,,75,4,150,100,3,140,100,84,5,140,100,4,130,100
