_ID,_VALUE,TimeCount:int,#Remark:string,Floor:int,Buff:string,EnemyModelType:string,EnemyModel:id,BossStar:int,MapId:id
TOURNAMEN_ENEMY_203,203,4,,38,GuildTower_16,Hero,HERO_G_KATRINN,10,LEVEL_GUILD_TOWER_188
TOURNAMEN_ENEMY_204,204,4,,39,GuildTower_10,Hero,HERO_DEVILING,10,LEVEL_GUILD_TOWER_189
TOURNAMEN_ENEMY_205,205,4,,40,GuildTower_21,Hero,HERO_DARK_LORD,10,LEVEL_GUILD_TOWER_190
TOURNAMEN_ENEMY_206,206,4,,41,GuildTower_20,Hero,HERO_ORC_LORD,10,LEVEL_GUILD_TOWER_191
TOURNAMEN_ENEMY_207,207,4,,42,GuildTower_15,Hero,HERO_GRYPHON,10,LEVEL_GUILD_TOWER_192
TOURNAMEN_ENEMY_208,208,4,,43,GuildTower_17,Hero,HERO_GARM,10,LEVEL_GUILD_TOWER_193
TOURNAMEN_ENEMY_209,209,4,,44,GuildTower_8,Hero,HERO_G_RANDEL,10,LEVEL_GUILD_TOWER_194
TOURNAMEN_ENEMY_210,210,4,,45,GuildTower_20,Hero,HERO_MAYA,10,LEVEL_GUILD_TOWER_195
TOURNAMEN_ENEMY_211,211,4,,46,GuildTower_4,Hero,HERO_MOONLIGHT,10,LEVEL_GUILD_TOWER_196
TOURNAMEN_ENEMY_212,212,4,,47,GuildTower_11,Hero,HERO_SEYREN,10,LEVEL_GUILD_TOWER_197
TOURNAMEN_ENEMY_213,213,4,,48,GuildTower_24,Hero,HERO_TAO_GUNKA,10,LEVEL_GUILD_TOWER_198
TOURNAMEN_ENEMY_214,214,4,,49,GuildTower_7,Hero,HERO_MISTRESS,10,LEVEL_GUILD_TOWER_199
TOURNAMEN_ENEMY_215,215,4,,50,GuildTower_23,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_200
TOURNAMEN_ENEMY_216,216,4,,51,GuildTower_23,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_1936
TOURNAMEN_ENEMY_217,217,4,,52,GuildTower_23,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_1937
TOURNAMEN_ENEMY_218,218,4,,53,GuildTower_23,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_1938
TOURNAMEN_ENEMY_219,219,4,,54,GuildTower_23,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_1939
TOURNAMEN_ENEMY_220,220,4,,55,GuildTower_23,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_1940
TOURNAMEN_ENEMY_221,221,5,计数填1，表示线上玩家开始的第一轮,1,GuildTower_2,Hero,HERO_RAYDRIC,2,LEVEL_GUILD_TOWER_201
TOURNAMEN_ENEMY_222,222,5,,2,GuildTower_3,Hero,HERO_ISSUS,2,LEVEL_GUILD_TOWER_202
TOURNAMEN_ENEMY_223,223,5,,3,GuildTower_6,Hero,HERO_GHOSTRING,3,LEVEL_GUILD_TOWER_203
TOURNAMEN_ENEMY_224,224,5,,4,GuildTower_12,Hero,HERO_VANESSA,3,LEVEL_GUILD_TOWER_204
TOURNAMEN_ENEMY_225,225,5,,5,GuildTower_17,Hero,HERO_MAGALETA,3,LEVEL_GUILD_TOWER_205
TOURNAMEN_ENEMY_226,226,5,,6,GuildTower_3,Hero,HERO_MASTERING,3,LEVEL_GUILD_TOWER_206
TOURNAMEN_ENEMY_227,227,5,,7,GuildTower_14,Hero,HERO_ANTONIO,4,LEVEL_GUILD_TOWER_207
TOURNAMEN_ENEMY_228,228,5,,8,GuildTower_2,Hero,HERO_RAYDRIC,4,LEVEL_GUILD_TOWER_208
TOURNAMEN_ENEMY_229,229,5,,9,GuildTower_16,Hero,HERO_BARTLEY,4,LEVEL_GUILD_TOWER_209
TOURNAMEN_ENEMY_230,230,5,,10,GuildTower_19,Hero,HERO_DARK_ILLUSION,4,LEVEL_GUILD_TOWER_210
TOURNAMEN_ENEMY_231,231,5,,11,GuildTower_6,Hero,HERO_MASTERING,5,LEVEL_GUILD_TOWER_211
TOURNAMEN_ENEMY_232,232,5,,12,GuildTower_8,Hero,HERO_ORC_LORD,5,LEVEL_GUILD_TOWER_212
TOURNAMEN_ENEMY_233,233,5,,13,GuildTower_13,Hero,HERO_DEVILING,5,LEVEL_GUILD_TOWER_213
TOURNAMEN_ENEMY_234,234,5,,14,GuildTower_4,Hero,HERO_HAROLD,5,LEVEL_GUILD_TOWER_214
TOURNAMEN_ENEMY_235,235,5,,15,GuildTower_16,Hero,HERO_PETIT,6,LEVEL_GUILD_TOWER_215
TOURNAMEN_ENEMY_236,236,5,,16,GuildTower_18,Hero,HERO_EDDGA,6,LEVEL_GUILD_TOWER_216
TOURNAMEN_ENEMY_237,237,5,,17,GuildTower_24,Hero,HERO_HELENA,6,LEVEL_GUILD_TOWER_217
TOURNAMEN_ENEMY_238,238,5,,18,GuildTower_9,Hero,HERO_ANGELING,6,LEVEL_GUILD_TOWER_218
TOURNAMEN_ENEMY_239,239,5,,19,GuildTower_14,Hero,HERO_ORK_HERO,6,LEVEL_GUILD_TOWER_219
TOURNAMEN_ENEMY_240,240,5,,20,GuildTower_21,Hero,HERO_CAT_O_NINE_TAIL,6,LEVEL_GUILD_TOWER_220
TOURNAMEN_ENEMY_241,241,5,,21,GuildTower_15,Hero,HERO_GRYPHON,6,LEVEL_GUILD_TOWER_221
TOURNAMEN_ENEMY_242,242,5,,22,GuildTower_4,Hero,HERO_VANESSA,6,LEVEL_GUILD_TOWER_222
TOURNAMEN_ENEMY_243,243,5,,23,GuildTower_6,Hero,HERO_GOLDEN_BUG,7,LEVEL_GUILD_TOWER_223
TOURNAMEN_ENEMY_244,244,5,,24,GuildTower_18,Hero,HERO_KOBOLD_LEADER,7,LEVEL_GUILD_TOWER_224
TOURNAMEN_ENEMY_245,245,5,,25,GuildTower_20,Hero,HERO_ALICE,7,LEVEL_GUILD_TOWER_225
TOURNAMEN_ENEMY_246,246,5,,26,GuildTower_14,Hero,HERO_MINI_DEMON,7,LEVEL_GUILD_TOWER_226
TOURNAMEN_ENEMY_247,247,5,,27,GuildTower_3,Hero,HERO_OWL_BARON,8,LEVEL_GUILD_TOWER_227
TOURNAMEN_ENEMY_248,248,5,,28,GuildTower_12,Hero,HERO_DARK_ILLUSION,8,LEVEL_GUILD_TOWER_228
TOURNAMEN_ENEMY_249,249,5,,29,GuildTower_15,Hero,HERO_GOBLIN_LEADER,8,LEVEL_GUILD_TOWER_229
TOURNAMEN_ENEMY_250,250,5,,30,GuildTower_22,Hero,HERO_GOLDEN_BUG,8,LEVEL_GUILD_TOWER_230
TOURNAMEN_ENEMY_251,251,5,,31,GuildTower_8,Hero,HERO_ORK_HERO,9,LEVEL_GUILD_TOWER_231
TOURNAMEN_ENEMY_252,252,5,,32,GuildTower_21,Hero,HERO_NIGHTMARE_TERROR,9,LEVEL_GUILD_TOWER_232
TOURNAMEN_ENEMY_253,253,5,,33,GuildTower_22,Hero,HERO_G_RANDEL,9,LEVEL_GUILD_TOWER_233
TOURNAMEN_ENEMY_254,254,5,,34,GuildTower_15,Hero,HERO_DOPPELGANGER,9,LEVEL_GUILD_TOWER_234
TOURNAMEN_ENEMY_255,255,5,,35,GuildTower_19,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_235
TOURNAMEN_ENEMY_256,256,5,,36,GuildTower_7,Hero,HERO_MOONLIGHT,10,LEVEL_GUILD_TOWER_236
TOURNAMEN_ENEMY_257,257,5,,37,GuildTower_19,Hero,HERO_ATROCE,10,LEVEL_GUILD_TOWER_237
TOURNAMEN_ENEMY_258,258,5,,38,GuildTower_2,Hero,HERO_LEIB_OLMAI,10,LEVEL_GUILD_TOWER_238
TOURNAMEN_ENEMY_259,259,5,,39,GuildTower_6,Hero,HERO_TURTLE_GENERAL,10,LEVEL_GUILD_TOWER_239
TOURNAMEN_ENEMY_260,260,5,,40,GuildTower_23,Hero,HERO_ORK_HERO,10,LEVEL_GUILD_TOWER_240
TOURNAMEN_ENEMY_261,261,5,,41,GuildTower_5,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_241
TOURNAMEN_ENEMY_262,262,5,,42,GuildTower_14,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_242
TOURNAMEN_ENEMY_263,263,5,,43,GuildTower_21,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_243
TOURNAMEN_ENEMY_264,264,5,,44,GuildTower_13,Hero,HERO_MINI_DEMON,10,LEVEL_GUILD_TOWER_244
TOURNAMEN_ENEMY_265,265,5,,45,GuildTower_16,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_245
TOURNAMEN_ENEMY_266,266,5,,46,GuildTower_4,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_246
TOURNAMEN_ENEMY_267,267,5,,47,GuildTower_1,Hero,HERO_NIGHTMARE_TERROR,10,LEVEL_GUILD_TOWER_247
TOURNAMEN_ENEMY_268,268,5,,48,GuildTower_12,Hero,HERO_G_KATRINN,10,LEVEL_GUILD_TOWER_248
TOURNAMEN_ENEMY_269,269,5,,49,GuildTower_5,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_249
TOURNAMEN_ENEMY_270,270,5,,50,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_250
TOURNAMEN_ENEMY_271,271,5,,51,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1941
TOURNAMEN_ENEMY_272,272,5,,52,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1942
TOURNAMEN_ENEMY_273,273,5,,53,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1943
TOURNAMEN_ENEMY_274,274,5,,54,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1944
TOURNAMEN_ENEMY_275,275,5,,55,GuildTower_24,Hero,HERO_SHECI,10,LEVEL_GUILD_TOWER_1945
TOURNAMEN_ENEMY_276,276,6,计数填1，表示线上玩家开始的第一轮,1,GuildTower_7,Hero,HERO_KOBOLD_3,2,LEVEL_GUILD_TOWER_251
TOURNAMEN_ENEMY_277,277,6,,2,GuildTower_15,Hero,HERO_NIGHTMARE,2,LEVEL_GUILD_TOWER_252
TOURNAMEN_ENEMY_278,278,6,,3,GuildTower_21,Hero,HERO_SOHEE,3,LEVEL_GUILD_TOWER_253
TOURNAMEN_ENEMY_279,279,6,,4,GuildTower_8,Hero,HERO_MUMMY,3,LEVEL_GUILD_TOWER_254
TOURNAMEN_ENEMY_280,280,6,,5,GuildTower_17,Hero,HERO_MASTERING,3,LEVEL_GUILD_TOWER_255
TOURNAMEN_ENEMY_281,281,6,,6,GuildTower_5,Hero,HERO_HELENA,3,LEVEL_GUILD_TOWER_256
TOURNAMEN_ENEMY_282,282,6,,7,GuildTower_18,Hero,HERO_GIORGILI,4,LEVEL_GUILD_TOWER_257
TOURNAMEN_ENEMY_283,283,6,,8,GuildTower_11,Hero,HERO_TYRRHENIA,4,LEVEL_GUILD_TOWER_258
TOURNAMEN_ENEMY_284,284,6,,9,GuildTower_8,Hero,HERO_KOBOLD_ARCHER,4,LEVEL_GUILD_TOWER_259
TOURNAMEN_ENEMY_285,285,6,,10,GuildTower_22,Hero,HERO_SOHEE,4,LEVEL_GUILD_TOWER_260
TOURNAMEN_ENEMY_286,286,6,,11,GuildTower_7,Hero,HERO_ALICE,5,LEVEL_GUILD_TOWER_261
TOURNAMEN_ENEMY_287,287,6,,12,GuildTower_21,Hero,HERO_HIGH_ORC,5,LEVEL_GUILD_TOWER_262
TOURNAMEN_ENEMY_288,288,6,,13,GuildTower_20,Hero,HERO_MAYA,5,LEVEL_GUILD_TOWER_263
TOURNAMEN_ENEMY_289,289,6,,14,GuildTower_11,Hero,HERO_ATROCE,5,LEVEL_GUILD_TOWER_264
TOURNAMEN_ENEMY_290,290,6,,15,GuildTower_18,Hero,HERO_DEVILING,6,LEVEL_GUILD_TOWER_265
TOURNAMEN_ENEMY_291,291,6,,16,GuildTower_15,Hero,HERO_DOPPELGANGER,6,LEVEL_GUILD_TOWER_266
TOURNAMEN_ENEMY_292,292,6,,17,GuildTower_1,Hero,HERO_VAGABOND_WOLF,6,LEVEL_GUILD_TOWER_267
TOURNAMEN_ENEMY_293,293,6,,18,GuildTower_24,Hero,HERO_G_RANDEL,6,LEVEL_GUILD_TOWER_268
TOURNAMEN_ENEMY_294,294,6,,19,GuildTower_1,Hero,HERO_MARC,6,LEVEL_GUILD_TOWER_269
TOURNAMEN_ENEMY_295,295,6,,20,GuildTower_21,Hero,HERO_DARK_ILLUSION,6,LEVEL_GUILD_TOWER_270
TOURNAMEN_ENEMY_296,296,6,,21,GuildTower_1,Hero,HERO_EDDGA,6,LEVEL_GUILD_TOWER_271
TOURNAMEN_ENEMY_297,297,6,,22,GuildTower_3,Hero,HERO_ANTONIO,6,LEVEL_GUILD_TOWER_272
TOURNAMEN_ENEMY_298,298,6,,23,GuildTower_17,Hero,HERO_DEVILING,7,LEVEL_GUILD_TOWER_273
TOURNAMEN_ENEMY_299,299,6,,24,GuildTower_12,Hero,HERO_ORC_LORD,7,LEVEL_GUILD_TOWER_274
TOURNAMEN_ENEMY_300,300,6,,25,GuildTower_2,Hero,HERO_TAO_GUNKA,7,LEVEL_GUILD_TOWER_275
TOURNAMEN_ENEMY_301,301,6,,26,GuildTower_13,Hero,HERO_ANGELING,7,LEVEL_GUILD_TOWER_276
TOURNAMEN_ENEMY_302,302,6,,27,GuildTower_21,Hero,HERO_GRYPHON,8,LEVEL_GUILD_TOWER_277
TOURNAMEN_ENEMY_303,303,6,,28,GuildTower_4,Hero,HERO_G_EREMES,8,LEVEL_GUILD_TOWER_278
TOURNAMEN_ENEMY_304,304,6,,29,GuildTower_12,Hero,HERO_PETIT,8,LEVEL_GUILD_TOWER_279
TOURNAMEN_ENEMY_305,305,6,,30,GuildTower_22,Hero,HERO_GRYPHON,8,LEVEL_GUILD_TOWER_280
TOURNAMEN_ENEMY_306,306,6,,31,GuildTower_11,Hero,HERO_LEIB_OLMAI,9,LEVEL_GUILD_TOWER_281
TOURNAMEN_ENEMY_307,307,6,,32,GuildTower_23,Hero,HERO_WANDER_MAN,9,LEVEL_GUILD_TOWER_282
TOURNAMEN_ENEMY_308,308,6,,33,GuildTower_8,Hero,HERO_ANGELING,9,LEVEL_GUILD_TOWER_283
TOURNAMEN_ENEMY_309,309,6,,34,GuildTower_3,Hero,HERO_TAO_GUNKA,9,LEVEL_GUILD_TOWER_284
TOURNAMEN_ENEMY_310,310,6,,35,GuildTower_19,Hero,HERO_LEIB_OLMAI,10,LEVEL_GUILD_TOWER_285
TOURNAMEN_ENEMY_311,311,6,,36,GuildTower_1,Hero,HERO_LOLI_RURI,10,LEVEL_GUILD_TOWER_286
TOURNAMEN_ENEMY_312,312,6,,37,GuildTower_18,Hero,HERO_EDDGA,10,LEVEL_GUILD_TOWER_287
TOURNAMEN_ENEMY_313,313,6,,38,GuildTower_20,Hero,HERO_OSIRIS,10,LEVEL_GUILD_TOWER_288
TOURNAMEN_ENEMY_314,314,6,,39,GuildTower_1,Hero,HERO_DARK_LORD,10,LEVEL_GUILD_TOWER_289
TOURNAMEN_ENEMY_315,315,6,,40,GuildTower_21,Hero,HERO_DARK_LORD,10,LEVEL_GUILD_TOWER_290
TOURNAMEN_ENEMY_316,316,6,,41,GuildTower_20,Hero,HERO_DOPPELGANGER,10,LEVEL_GUILD_TOWER_291
TOURNAMEN_ENEMY_317,317,6,,42,GuildTower_15,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_292
TOURNAMEN_ENEMY_318,318,6,,43,GuildTower_17,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_293
TOURNAMEN_ENEMY_319,319,6,,44,GuildTower_8,Hero,HERO_ALICE,10,LEVEL_GUILD_TOWER_294
TOURNAMEN_ENEMY_320,320,6,,45,GuildTower_20,Hero,HERO_GARM,10,LEVEL_GUILD_TOWER_295
TOURNAMEN_ENEMY_321,321,6,,46,GuildTower_4,Hero,HERO_G_KATRINN,10,LEVEL_GUILD_TOWER_296
TOURNAMEN_ENEMY_322,322,6,,47,GuildTower_11,Hero,HERO_OSIRIS,10,LEVEL_GUILD_TOWER_297
TOURNAMEN_ENEMY_323,323,6,,48,GuildTower_24,Hero,HERO_DARK_LORD,10,LEVEL_GUILD_TOWER_298
TOURNAMEN_ENEMY_324,324,6,,49,GuildTower_10,Hero,HERO_MAGALETA,10,LEVEL_GUILD_TOWER_299
TOURNAMEN_ENEMY_325,325,6,,50,GuildTower_23,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_300
TOURNAMEN_ENEMY_326,326,6,,51,GuildTower_23,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_1946
TOURNAMEN_ENEMY_327,327,6,,52,GuildTower_23,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_1947
TOURNAMEN_ENEMY_328,328,6,,53,GuildTower_23,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_1948
TOURNAMEN_ENEMY_329,329,6,,54,GuildTower_23,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_1949
TOURNAMEN_ENEMY_330,330,6,,55,GuildTower_23,Hero,HERO_DRAKE,10,LEVEL_GUILD_TOWER_1950
TOURNAMEN_ENEMY_331,331,7,计数填1，表示线上玩家开始的第一轮,1,GuildTower_2,Hero,HERO_GOBLIN_1,2,LEVEL_GUILD_TOWER_301
TOURNAMEN_ENEMY_332,332,7,,2,GuildTower_3,Hero,HERO_WANDER_MAN,2,LEVEL_GUILD_TOWER_302
TOURNAMEN_ENEMY_333,333,7,,3,GuildTower_6,Hero,HERO_KOBOLD_LEADER,3,LEVEL_GUILD_TOWER_303
TOURNAMEN_ENEMY_334,334,7,,4,GuildTower_12,Hero,HERO_OBEAUNE,3,LEVEL_GUILD_TOWER_304
TOURNAMEN_ENEMY_335,335,7,,5,GuildTower_16,Hero,HERO_KOBOLD_ARCHER,3,LEVEL_GUILD_TOWER_305
TOURNAMEN_ENEMY_336,336,7,,6,GuildTower_4,Hero,HERO_HAROLD,3,LEVEL_GUILD_TOWER_306
TOURNAMEN_ENEMY_337,337,7,,7,GuildTower_14,Hero,HERO_MASTERING,4,LEVEL_GUILD_TOWER_307
TOURNAMEN_ENEMY_338,338,7,,8,GuildTower_2,Hero,HERO_KOBOLD_3,4,LEVEL_GUILD_TOWER_308
TOURNAMEN_ENEMY_339,339,7,,9,GuildTower_6,Hero,HERO_GOBLIN_1,4,LEVEL_GUILD_TOWER_309
TOURNAMEN_ENEMY_340,340,7,,10,GuildTower_19,Hero,HERO_GOBLIN_LEADER,4,LEVEL_GUILD_TOWER_310
TOURNAMEN_ENEMY_341,341,7,,11,GuildTower_6,Hero,HERO_MINI_DEMON,5,LEVEL_GUILD_TOWER_311
TOURNAMEN_ENEMY_342,342,7,,12,GuildTower_3,Hero,HERO_LOLI_RURI,5,LEVEL_GUILD_TOWER_312
TOURNAMEN_ENEMY_343,343,7,,13,GuildTower_13,Hero,HERO_WANDER_MAN,5,LEVEL_GUILD_TOWER_313
TOURNAMEN_ENEMY_344,344,7,,14,GuildTower_1,Hero,HERO_JAKK,5,LEVEL_GUILD_TOWER_314
TOURNAMEN_ENEMY_345,345,7,,15,GuildTower_6,Hero,HERO_JAKK,6,LEVEL_GUILD_TOWER_315
TOURNAMEN_ENEMY_346,346,7,,16,GuildTower_18,Hero,HERO_EDDGA,6,LEVEL_GUILD_TOWER_316
TOURNAMEN_ENEMY_347,347,7,,17,GuildTower_24,Hero,HERO_GOBLIN_1,6,LEVEL_GUILD_TOWER_317
TOURNAMEN_ENEMY_348,348,7,,18,GuildTower_7,Hero,HERO_EDDGA,6,LEVEL_GUILD_TOWER_318
TOURNAMEN_ENEMY_349,349,7,,19,GuildTower_14,Hero,HERO_GHOSTRING,6,LEVEL_GUILD_TOWER_319
TOURNAMEN_ENEMY_350,350,7,,20,GuildTower_21,Hero,HERO_DARK_ILLUSION,6,LEVEL_GUILD_TOWER_320
TOURNAMEN_ENEMY_351,351,7,,21,GuildTower_15,Hero,HERO_ANGELING,6,LEVEL_GUILD_TOWER_321
TOURNAMEN_ENEMY_352,352,7,,22,GuildTower_4,Hero,HERO_SHECI,6,LEVEL_GUILD_TOWER_322
TOURNAMEN_ENEMY_353,353,7,,23,GuildTower_6,Hero,HERO_WHISPER_BOSS,7,LEVEL_GUILD_TOWER_323
TOURNAMEN_ENEMY_354,354,7,,24,GuildTower_18,Hero,HERO_ALICE,7,LEVEL_GUILD_TOWER_324
TOURNAMEN_ENEMY_355,355,7,,25,GuildTower_20,Hero,HERO_GARM,7,LEVEL_GUILD_TOWER_325
TOURNAMEN_ENEMY_356,356,7,,26,GuildTower_14,Hero,HERO_LEIB_OLMAI,7,LEVEL_GUILD_TOWER_326
TOURNAMEN_ENEMY_357,357,7,,27,GuildTower_1,Hero,HERO_GRYPHON,8,LEVEL_GUILD_TOWER_327
TOURNAMEN_ENEMY_358,358,7,,28,GuildTower_12,Hero,HERO_LEIB_OLMAI,8,LEVEL_GUILD_TOWER_328
TOURNAMEN_ENEMY_359,359,7,,29,GuildTower_15,Hero,HERO_DOPPELGANGER,8,LEVEL_GUILD_TOWER_329
TOURNAMEN_ENEMY_360,360,7,,30,GuildTower_22,Hero,HERO_SEYREN,8,LEVEL_GUILD_TOWER_330
TOURNAMEN_ENEMY_361,361,7,,31,GuildTower_6,Hero,HERO_OSIRIS,9,LEVEL_GUILD_TOWER_331
TOURNAMEN_ENEMY_362,362,7,,32,GuildTower_21,Hero,HERO_ANGELING,9,LEVEL_GUILD_TOWER_332
TOURNAMEN_ENEMY_363,363,7,,33,GuildTower_22,Hero,HERO_PHREEONI,9,LEVEL_GUILD_TOWER_333
TOURNAMEN_ENEMY_364,364,7,,34,GuildTower_15,Hero,HERO_ALICE,9,LEVEL_GUILD_TOWER_334
TOURNAMEN_ENEMY_365,365,7,,35,GuildTower_19,Hero,HERO_BAPHOMET,10,LEVEL_GUILD_TOWER_335
TOURNAMEN_ENEMY_366,366,7,,36,GuildTower_4,Hero,HERO_G_RANDEL,10,LEVEL_GUILD_TOWER_336
TOURNAMEN_ENEMY_367,367,7,,37,GuildTower_16,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_337
TOURNAMEN_ENEMY_368,368,7,,38,GuildTower_9,Hero,HERO_MINI_DEMON,10,LEVEL_GUILD_TOWER_338
TOURNAMEN_ENEMY_369,369,7,,39,GuildTower_6,Hero,HERO_G_EREMES,10,LEVEL_GUILD_TOWER_339
TOURNAMEN_ENEMY_370,370,7,,40,GuildTower_23,Hero,HERO_MAYA,10,LEVEL_GUILD_TOWER_340
TOURNAMEN_ENEMY_371,371,7,,41,GuildTower_5,Hero,HERO_ANGELING,10,LEVEL_GUILD_TOWER_341
TOURNAMEN_ENEMY_372,372,7,,42,GuildTower_14,Hero,HERO_DELETER,10,LEVEL_GUILD_TOWER_342
TOURNAMEN_ENEMY_373,373,7,,43,GuildTower_10,Hero,HERO_TAO_GUNKA,10,LEVEL_GUILD_TOWER_343
TOURNAMEN_ENEMY_374,374,7,,44,GuildTower_13,Hero,HERO_MAYA,10,LEVEL_GUILD_TOWER_344
TOURNAMEN_ENEMY_375,375,7,,45,GuildTower_17,Hero,HERO_WANDER_MAN,10,LEVEL_GUILD_TOWER_345
TOURNAMEN_ENEMY_376,376,7,,46,GuildTower_7,Hero,HERO_WANDER_MAN,10,LEVEL_GUILD_TOWER_346
TOURNAMEN_ENEMY_377,377,7,,47,GuildTower_1,Hero,HERO_EDDGA,10,LEVEL_GUILD_TOWER_347
TOURNAMEN_ENEMY_378,378,7,,48,GuildTower_12,Hero,HERO_BAPHOMET,10,LEVEL_GUILD_TOWER_348
TOURNAMEN_ENEMY_379,379,7,,49,GuildTower_5,Hero,HERO_ORK_HERO,10,LEVEL_GUILD_TOWER_349
TOURNAMEN_ENEMY_380,380,7,,50,GuildTower_24,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_350
TOURNAMEN_ENEMY_381,381,7,,51,GuildTower_24,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_1951
TOURNAMEN_ENEMY_382,382,7,,52,GuildTower_24,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_1952
TOURNAMEN_ENEMY_383,383,7,,53,GuildTower_24,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_1953
TOURNAMEN_ENEMY_384,384,7,,54,GuildTower_24,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_1954
TOURNAMEN_ENEMY_385,385,7,,55,GuildTower_24,Hero,HERO_G_RANDGRIS,10,LEVEL_GUILD_TOWER_1955
TOURNAMEN_ENEMY_386,386,8,计数填1，表示线上玩家开始的第一轮,1,GuildTower_2,Hero,HERO_MASTERING,2,LEVEL_GUILD_TOWER_351
TOURNAMEN_ENEMY_387,387,8,,2,GuildTower_3,Hero,HERO_DEVILING,2,LEVEL_GUILD_TOWER_352
TOURNAMEN_ENEMY_388,388,8,,3,GuildTower_6,Hero,HERO_KOBOLD_3,3,LEVEL_GUILD_TOWER_353
TOURNAMEN_ENEMY_389,389,8,,4,GuildTower_12,Hero,HERO_GIORGILI,3,LEVEL_GUILD_TOWER_354
TOURNAMEN_ENEMY_390,390,8,,5,GuildTower_17,Hero,HERO_TYRRHENIA,3,LEVEL_GUILD_TOWER_355
TOURNAMEN_ENEMY_391,391,8,,6,GuildTower_7,Hero,HERO_TURTLE_GENERAL,3,LEVEL_GUILD_TOWER_356
TOURNAMEN_ENEMY_392,392,8,,7,GuildTower_14,Hero,HERO_DEVIRUCHI,4,LEVEL_GUILD_TOWER_357
TOURNAMEN_ENEMY_393,393,8,,8,GuildTower_2,Hero,HERO_NIGHTMARE,4,LEVEL_GUILD_TOWER_358
TOURNAMEN_ENEMY_394,394,8,,9,GuildTower_11,Hero,HERO_NIGHTMARE_TERROR,4,LEVEL_GUILD_TOWER_359
TOURNAMEN_ENEMY_395,395,8,,10,GuildTower_16,Hero,HERO_LOLI_RURI,4,LEVEL_GUILD_TOWER_360
TOURNAMEN_ENEMY_396,396,8,,11,GuildTower_6,Hero,HERO_NIGHTMARE,5,LEVEL_GUILD_TOWER_361
TOURNAMEN_ENEMY_397,397,8,,12,GuildTower_3,Hero,HERO_DARK_ILLUSION,5,LEVEL_GUILD_TOWER_362
TOURNAMEN_ENEMY_398,398,8,,13,GuildTower_13,Hero,HERO_CAT_O_NINE_TAIL,5,LEVEL_GUILD_TOWER_363
TOURNAMEN_ENEMY_399,399,8,,14,GuildTower_4,Hero,HERO_ORC_LORD,5,LEVEL_GUILD_TOWER_364
TOURNAMEN_ENEMY_400,400,8,,15,GuildTower_1,Hero,HERO_VAGABOND_WOLF,6,LEVEL_GUILD_TOWER_365
TOURNAMEN_ENEMY_401,401,8,,16,GuildTower_18,Hero,HERO_ANGELING,6,LEVEL_GUILD_TOWER_366
TOURNAMEN_ENEMY_402,402,8,,17,GuildTower_24,Hero,HERO_VAGABOND_WOLF,6,LEVEL_GUILD_TOWER_367
TOURNAMEN_ENEMY_403,403,8,,18,GuildTower_7,Hero,HERO_NIGHTMARE_TERROR,6,LEVEL_GUILD_TOWER_368
TOURNAMEN_ENEMY_404,404,8,,19,GuildTower_14,Hero,HERO_OWL_BARON,6,LEVEL_GUILD_TOWER_369
TOURNAMEN_ENEMY_405,405,8,,20,GuildTower_21,Hero,HERO_ANGELING,6,LEVEL_GUILD_TOWER_370
