_ID,_VALUE,#EventComment:string[],EventName:loc,BigEventMask:bool,EventOpen:bool,EventSpriteMiddle:string,EventSpriteAfter:string,EventSpriteFront:string,EventTriggerType:string,EventType:string,EventTextLoc:loc,EventChoiceLoc:loc[],EventChoiceSuccessRate:int[],EventChoiceEffectPreviewLoc:loc[],EventChoiceFeedbackLoc:loc[],EventChoiceChaAnimation:string[],EventSuccessDropTextLoc:loc[],EventFailDropTextLoc:loc[],EventSuccessLib:id[][],EventFailLib:id[][],EventEmoji:string,EventAnimType:string[],EventStandby:string,#EventPara1Des:string,EventPara1:int[],#EventPara2Des:string,EventPara2:int[],#EventPara3Des:string,EventPara3:int[],#EventPara4Des:string,EventPara4:int[],#EventPara5Des:string,EventPara5:int[],EventPara6:string,TargetEffect:id[]
DUNGEON_EVENT_INQUIRY_7,20007,皮里恩-上前询问,LOC_DUNGEON_EVENT_NAME_INQUIRY_7,FALSE,FALSE,Event_Phreeoni,,,Click,Common,LOC_DUNGEON_EVENT_INQUIRY_7,LOC_DUNGEON_EVENT_INQUIRY_PRESS_12,-1,LOC_DUNGEON_EVENT_INQUIRY_EFFECTPREVIEW_10,LOC_DUNGEON_EVENT_INQUIRY_BEHAVIOR_10,,LOC_DUNGEON_EVENT_INQUIRY_RESULT_SUCCESS_10,LOC_NONE,DUNGEON_LIB_MONSTER_GROUP_005,None,,None,Dungeon_Event_NPC,0,0,0,0,0,0,0,0,0,0,,
,,皮里恩-出手阻拦,,,,,,,,,,LOC_DUNGEON_EVENT_INQUIRY_PRESS_13,700,LOC_DUNGEON_EVENT_INQUIRY_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_INQUIRY_BEHAVIOR_11,,LOC_DUNGEON_EVENT_INQUIRY_RESULT_SUCCESS_11,LOC_DUNGEON_EVENT_INQUIRY_RESULT_FAILURE_8,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
,,皮里恩-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_INQUIRY_PRESS_14,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_INQUIRY_8,20008,皮里恩-上前询问,LOC_DUNGEON_EVENT_NAME_INQUIRY_8,FALSE,FALSE,Event_Phreeoni,,,Click,Common,LOC_DUNGEON_EVENT_INQUIRY_8,LOC_DUNGEON_EVENT_INQUIRY_PRESS_15,-1,LOC_DUNGEON_EVENT_INQUIRY_EFFECTPREVIEW_12,LOC_DUNGEON_EVENT_INQUIRY_BEHAVIOR_12,,LOC_DUNGEON_EVENT_INQUIRY_RESULT_SUCCESS_12,LOC_NONE,DUNGEON_LIB_MONSTER_GROUP_005,None,,None,Dungeon_Event_NPC,0,0,0,0,0,0,0,0,0,0,,
,,皮里恩-暗中观察,,,,,,,,,,LOC_DUNGEON_EVENT_INQUIRY_PRESS_16,400,LOC_DUNGEON_EVENT_INQUIRY_EFFECTPREVIEW_13,LOC_DUNGEON_EVENT_INQUIRY_BEHAVIOR_13,,LOC_DUNGEON_EVENT_INQUIRY_RESULT_SUCCESS_13,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_MONSTER_GROUP_005,,None,,0,0,0,0,0,0,0,0,0,0,,
,,皮里恩-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_INQUIRY_PRESS_17,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_1,30001,沉船-探索,LOC_DUNGEON_EVENT_NAME_EXPLORE_1,FALSE,FALSE,Event_Wreck,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_1,LOC_DUNGEON_EVENT_EXPLORE_PRESS_1,-1,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_1,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_1,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_2,30002,沉船-探索,LOC_DUNGEON_EVENT_NAME_EXPLORE_2,FALSE,FALSE,Event_Wreck,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_2,LOC_DUNGEON_EVENT_EXPLORE_PRESS_2,-1,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_2,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_2,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_2,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,沉船-详细探索,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_3,800,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_3,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_3,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_3,LOC_DUNGEON_EVENT_EXPLORE_RESULT_FAILURE_1,DUNGEON_LIB_ITEMLIB_GROUP_004,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_3,30003,雕像-探索雕像头部,LOC_DUNGEON_EVENT_NAME_EXPLORE_3,FALSE,FALSE,Event_Statue_2,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_3,LOC_DUNGEON_EVENT_EXPLORE_PRESS_4,-1,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_4,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_4,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_4,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,雕像-探索雕像脚部,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_5,-1,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_5,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_5,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_5,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_004,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_4,30004,雕像-探索雕像面部,LOC_DUNGEON_EVENT_NAME_EXPLORE_4,FALSE,FALSE,Event_Statue_2,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_4,LOC_DUNGEON_EVENT_EXPLORE_PRESS_6,650,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_6,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_6,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_6,LOC_DUNGEON_EVENT_EXPLORE_RESULT_FAILURE_2,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
,,雕像-探索雕像手部,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_7,650,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_7,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_7,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_7,LOC_DUNGEON_EVENT_EXPLORE_RESULT_FAILURE_3,DUNGEON_LIB_ITEMLIB_GROUP_004,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_5,30005,石碑-探索周围,LOC_DUNGEON_EVENT_NAME_EXPLORE_5,FALSE,FALSE,Event_Stone_Tablet,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_5,LOC_DUNGEON_EVENT_EXPLORE_PRESS_8,-1,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_8,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_8,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_8,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001#DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石碑-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_9,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_6,30006,石碑-探索石碑,LOC_DUNGEON_EVENT_NAME_EXPLORE_6,FALSE,FALSE,Event_Stone_Tablet,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_6,LOC_DUNGEON_EVENT_EXPLORE_PRESS_10,-1,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_9,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_9,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_9,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001#DUNGEON_LIB_MONSTER_GROUP_005,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石碑-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_11,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_7,30007,石棺-全部打开,LOC_DUNGEON_EVENT_NAME_EXPLORE_7,FALSE,FALSE,Event_Stone_Coffin,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_7,LOC_DUNGEON_EVENT_EXPLORE_PRESS_12,-1,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_10,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_10,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_10,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001#DUNGEON_LIB_MONSTER_GROUP_005,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-打开一条缝,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_13,350,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_11,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_11,LOC_DUNGEON_EVENT_EXPLORE_RESULT_FAILURE_4,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_MONSTER_GROUP_005,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_14,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_8,30008,石棺-取下符文,LOC_DUNGEON_EVENT_NAME_EXPLORE_8,FALSE,FALSE,Event_Stone_Coffin,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_8,LOC_DUNGEON_EVENT_EXPLORE_PRESS_15,-1,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_12,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_12,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_12,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001#DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-按动符文,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_16,350,LOC_DUNGEON_EVENT_EXPLORE_EFFECTPREVIEW_13,LOC_DUNGEON_EVENT_EXPLORE_BEHAVIOR_13,,LOC_DUNGEON_EVENT_EXPLORE_RESULT_SUCCESS_13,LOC_DUNGEON_EVENT_EXPLORE_RESULT_FAILURE_5,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_PRESS_17,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_ACTIVATION_1,40001,破败祭坛-激活祭坛,LOC_DUNGEON_EVENT_NAME_ACTIVATION_1,FALSE,FALSE,Event_Altar_2,,,Click,Common,LOC_DUNGEON_EVENT_ACTIVATION_1,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_1,-1,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_1,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_1,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_ACTIVATION_2,40002,破败祭坛-激活祭坛,LOC_DUNGEON_EVENT_NAME_ACTIVATION_2,FALSE,FALSE,Event_Altar_2,,,Click,Common,LOC_DUNGEON_EVENT_ACTIVATION_2,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_2,-1,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_2,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_2,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_2,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,破败祭坛-摆上贡品,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_3,700,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_3,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_3,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_3,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_FAILURE_1,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_ACTIVATION_3,40003,雕像-激活雕像,LOC_DUNGEON_EVENT_NAME_ACTIVATION_3,FALSE,FALSE,Event_Statue_2,,,Click,Common,LOC_DUNGEON_EVENT_ACTIVATION_3,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_4,-1,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_4,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_4,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_4,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,雕像-参拜雕像,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_5,-1,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_5,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_5,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_5,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_ACTIVATION_4,40004,雕像-打扫雕像,LOC_DUNGEON_EVENT_NAME_ACTIVATION_4,FALSE,FALSE,Event_Statue_2,,,Click,Common,LOC_DUNGEON_EVENT_ACTIVATION_4,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_6,500,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_6,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_6,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_6,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_FAILURE_2,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
,,雕像-向雕像祈祷,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_7,500,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_7,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_7,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_7,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_FAILURE_3,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_ACTIVATION_5,40005,石碑-尝试念出,LOC_DUNGEON_EVENT_NAME_ACTIVATION_5,FALSE,FALSE,Event_Stone_Tablet,,,Click,Common,LOC_DUNGEON_EVENT_ACTIVATION_5,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_8,-1,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_8,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_8,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_8,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001#DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石碑-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_9,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_ACTIVATION_6,40006,石碑-尝试念出,LOC_DUNGEON_EVENT_NAME_ACTIVATION_6,FALSE,FALSE,Event_Stone_Tablet,,,Click,Common,LOC_DUNGEON_EVENT_ACTIVATION_6,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_10,-1,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_9,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_9,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_9,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001#DUNGEON_LIB_MONSTER_GROUP_005,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石碑-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_11,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_ACTIVATION_7,40007,石棺-激活石棺,LOC_DUNGEON_EVENT_NAME_ACTIVATION_7,FALSE,FALSE,Event_Stone_Coffin,,,Click,Common,LOC_DUNGEON_EVENT_ACTIVATION_7,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_12,-1,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_10,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_10,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_10,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001#DUNGEON_LIB_MONSTER_GROUP_005,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-摧毁石棺,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_13,350,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_11,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_11,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_11,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_FAILURE_4,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,DUNGEON_LIB_MONSTER_GROUP_005,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_14,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_ACTIVATION_8,40008,石棺-拍打石棺,LOC_DUNGEON_EVENT_NAME_ACTIVATION_8,FALSE,FALSE,Event_Stone_Coffin,,,Click,Common,LOC_DUNGEON_EVENT_ACTIVATION_8,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_15,-1,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_12,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_12,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_12,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001#DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-脚踹石棺,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_16,350,LOC_DUNGEON_EVENT_ACTIVATION_EFFECTPREVIEW_13,LOC_DUNGEON_EVENT_ACTIVATION_BEHAVIOR_13,,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_SUCCESS_13,LOC_DUNGEON_EVENT_ACTIVATION_RESULT_FAILURE_5,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石棺-无视离开,,,,,,,,,,LOC_DUNGEON_EVENT_ACTIVATION_PRESS_17,-1,LOC_NONE,LOC_NONE,,LOC_NONE,LOC_NONE,None,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_ACTIVATION_1,50001,雕像-探索雕像头部,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_1,FALSE,FALSE,Event_Statue_2,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_1,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_1,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_1,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,雕像-向雕像祈祷,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_2,800,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_2,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_2,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_2,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_FAILURE_1,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_ACTIVATION_2,50002,雕像-探索雕像手部,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_2,FALSE,FALSE,Event_Statue_2,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_2,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_3,800,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_3,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_3,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_3,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_FAILURE_2,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
,,雕像-参拜雕像,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_4,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_4,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_4,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_4,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_ACTIVATION_3,50003,石碑-敲打石碑,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_3,FALSE,FALSE,Event_Stone_Tablet,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_3,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_5,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_5,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_5,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_5,LOC_NONE,DUNGEON_LIB_ITEMLIB_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
,,石碑-记录文字,,,,,,,,,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_6,-1,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_6,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_6,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_6,LOC_NONE,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_001,None,,None,,0,0,0,0,0,0,0,0,0,0,,
DUNGEON_EVENT_EXPLORE_ACTIVATION_4,50004,石碑-推到石碑,LOC_DUNGEON_EVENT_NAME_EXPLORE_ACTIVATION_4,FALSE,FALSE,Event_Stone_Tablet,,,Click,Common,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_4,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_PRESS_7,500,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_EFFECTPREVIEW_7,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_BEHAVIOR_7,,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_SUCCESS_7,LOC_DUNGEON_EVENT_EXPLORE_ACTIVATION_RESULT_FAILURE_3,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EFFECTLIB_BATTLE_EVENT_GROUP_002,,None,,0,0,0,0,0,0,0,0,0,0,,
