_ID,_VALUE,Theme:int,MapTitleLoc:loc,AutoGenerateTemplate:id,ManualGenerateTemplate:id,ArtTemplate:id,MapEffect:id[]
DUNGEON_MAP_MAGICFOREST_010,40010,4,LOC_DUNGEON_MAP_NAME_1_10,,DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_ORDINARY_002,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_011,40011,4,LOC_DUNGEON_MAP_NAME_1_11,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_ORDINARY_009,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_012,40012,4,LOC_DUNGEON_MAP_NAME_1_12,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_ORDINARY_010,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_013,40013,4,LOC_DUNGEON_MAP_NAME_1_13,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_ORDINARY_011,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_014,40014,4,LOC_DUNGEON_MAP_NAME_1_14,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_ORDINARY_012,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_015,40015,4,LOC_DUNGEON_MAP_NAME_1_15,,DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_ORDINARY_003,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_016,40016,4,LOC_DUNGEON_MAP_NAME_1_16,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_ORDINARY_013,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_017,40017,4,LOC_DUNGEON_MAP_NAME_1_17,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_ORDINARY_014,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_018,40018,4,LOC_DUNGEON_MAP_NAME_1_18,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_ORDINARY_015,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_019,40019,4,LOC_DUNGEON_MAP_NAME_1_19,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_ORDINARY_016,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_020,40020,4,LOC_DUNGEON_MAP_NAME_1_20,,DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_ORDINARY_004,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_021,41001,4,LOC_DUNGEON_MAP_NAME_1_21,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_001,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_022,41002,4,LOC_DUNGEON_MAP_NAME_1_22,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_002,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_023,41003,4,LOC_DUNGEON_MAP_NAME_1_23,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_003,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_024,41004,4,LOC_DUNGEON_MAP_NAME_1_24,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_004,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_025,41005,4,LOC_DUNGEON_MAP_NAME_1_25,,DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_INFERNAL_001,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_026,41006,4,LOC_DUNGEON_MAP_NAME_1_26,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_005,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_027,41007,4,LOC_DUNGEON_MAP_NAME_1_27,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_006,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_028,41008,4,LOC_DUNGEON_MAP_NAME_1_28,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_007,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_029,41009,4,LOC_DUNGEON_MAP_NAME_1_29,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_008,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_030,41010,4,LOC_DUNGEON_MAP_NAME_1_30,,DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_INFERNAL_002,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_031,41011,4,LOC_DUNGEON_MAP_NAME_1_31,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_009,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_032,41012,4,LOC_DUNGEON_MAP_NAME_1_32,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_010,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_033,41013,4,LOC_DUNGEON_MAP_NAME_1_33,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_011,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_034,41014,4,LOC_DUNGEON_MAP_NAME_1_34,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_012,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_035,41015,4,LOC_DUNGEON_MAP_NAME_1_35,,DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_INFERNAL_003,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_036,41016,4,LOC_DUNGEON_MAP_NAME_1_36,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_013,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_037,41017,4,LOC_DUNGEON_MAP_NAME_1_37,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_014,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_038,41018,4,LOC_DUNGEON_MAP_NAME_1_38,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_015,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_039,41019,4,LOC_DUNGEON_MAP_NAME_1_39,DUNGEON_AUTO_GENERATE_MAGICFOREST_TEMPLATE_INFERNAL_016,,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_040,41020,4,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_MAGICFOREST_MANUAL_GENERATE_TEMPLATE_INFERNAL_004,DUNGEON_ART_TEMPLATE_004,
DUNGEON_MAP_MAGICFOREST_2_001,50001,5,LOC_DUNGEON_MAP_NAME_1_1,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_001,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_002,50002,5,LOC_DUNGEON_MAP_NAME_1_2,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_002,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_003,50003,5,LOC_DUNGEON_MAP_NAME_1_3,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_003,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_004,50004,5,LOC_DUNGEON_MAP_NAME_1_4,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_004,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_005,50005,5,LOC_DUNGEON_MAP_NAME_1_5,,DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_ORDINARY_001,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_006,50006,5,LOC_DUNGEON_MAP_NAME_1_6,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_005,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_007,50007,5,LOC_DUNGEON_MAP_NAME_1_7,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_006,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_008,50008,5,LOC_DUNGEON_MAP_NAME_1_8,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_007,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_009,50009,5,LOC_DUNGEON_MAP_NAME_1_9,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_008,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_010,50010,5,LOC_DUNGEON_MAP_NAME_1_10,,DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_ORDINARY_002,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_011,50011,5,LOC_DUNGEON_MAP_NAME_1_11,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_009,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_012,50012,5,LOC_DUNGEON_MAP_NAME_1_12,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_010,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_013,50013,5,LOC_DUNGEON_MAP_NAME_1_13,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_011,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_014,50014,5,LOC_DUNGEON_MAP_NAME_1_14,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_012,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_015,50015,5,LOC_DUNGEON_MAP_NAME_1_15,,DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_ORDINARY_003,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_016,50016,5,LOC_DUNGEON_MAP_NAME_1_16,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_013,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_017,50017,5,LOC_DUNGEON_MAP_NAME_1_17,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_014,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_018,50018,5,LOC_DUNGEON_MAP_NAME_1_18,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_015,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_019,50019,5,LOC_DUNGEON_MAP_NAME_1_19,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_ORDINARY_016,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_020,50020,5,LOC_DUNGEON_MAP_NAME_1_20,,DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_ORDINARY_004,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_021,51001,5,LOC_DUNGEON_MAP_NAME_1_21,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_001,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_022,51002,5,LOC_DUNGEON_MAP_NAME_1_22,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_002,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_023,51003,5,LOC_DUNGEON_MAP_NAME_1_23,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_003,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_024,51004,5,LOC_DUNGEON_MAP_NAME_1_24,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_004,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_025,51005,5,LOC_DUNGEON_MAP_NAME_1_25,,DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_INFERNAL_001,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_026,51006,5,LOC_DUNGEON_MAP_NAME_1_26,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_005,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_027,51007,5,LOC_DUNGEON_MAP_NAME_1_27,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_006,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_028,51008,5,LOC_DUNGEON_MAP_NAME_1_28,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_007,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_029,51009,5,LOC_DUNGEON_MAP_NAME_1_29,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_008,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_030,51010,5,LOC_DUNGEON_MAP_NAME_1_30,,DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_INFERNAL_002,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_031,51011,5,LOC_DUNGEON_MAP_NAME_1_31,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_009,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_032,51012,5,LOC_DUNGEON_MAP_NAME_1_32,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_010,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_033,51013,5,LOC_DUNGEON_MAP_NAME_1_33,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_011,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_034,51014,5,LOC_DUNGEON_MAP_NAME_1_34,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_012,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_035,51015,5,LOC_DUNGEON_MAP_NAME_1_35,,DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_INFERNAL_003,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_036,51016,5,LOC_DUNGEON_MAP_NAME_1_36,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_013,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_037,51017,5,LOC_DUNGEON_MAP_NAME_1_37,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_014,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_038,51018,5,LOC_DUNGEON_MAP_NAME_1_38,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_015,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_039,51019,5,LOC_DUNGEON_MAP_NAME_1_39,DUNGEON_AUTO_GENERATE_MAGICFOREST_2_TEMPLATE_INFERNAL_016,,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_MAGICFOREST_2_040,51020,5,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_INFERNAL_004,DUNGEON_ART_TEMPLATE_005,
DUNGEON_MAP_LAVAFIEID_001,60001,6,LOC_DUNGEON_MAP_NAME_1_1,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_001,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_002,60002,6,LOC_DUNGEON_MAP_NAME_1_2,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_002,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_003,60003,6,LOC_DUNGEON_MAP_NAME_1_3,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_003,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_004,60004,6,LOC_DUNGEON_MAP_NAME_1_4,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_004,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_005,60005,6,LOC_DUNGEON_MAP_NAME_1_5,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_001,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_006,60006,6,LOC_DUNGEON_MAP_NAME_1_6,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_005,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_007,60007,6,LOC_DUNGEON_MAP_NAME_1_7,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_006,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_008,60008,6,LOC_DUNGEON_MAP_NAME_1_8,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_007,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_009,60009,6,LOC_DUNGEON_MAP_NAME_1_9,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_008,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_010,60010,6,LOC_DUNGEON_MAP_NAME_1_10,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_002,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_011,60011,6,LOC_DUNGEON_MAP_NAME_1_11,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_009,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_012,60012,6,LOC_DUNGEON_MAP_NAME_1_12,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_010,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_013,60013,6,LOC_DUNGEON_MAP_NAME_1_13,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_011,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_014,60014,6,LOC_DUNGEON_MAP_NAME_1_14,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_012,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_015,60015,6,LOC_DUNGEON_MAP_NAME_1_15,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_003,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_016,60016,6,LOC_DUNGEON_MAP_NAME_1_16,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_013,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_017,60017,6,LOC_DUNGEON_MAP_NAME_1_17,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_014,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_018,60018,6,LOC_DUNGEON_MAP_NAME_1_18,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_015,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_019,60019,6,LOC_DUNGEON_MAP_NAME_1_19,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_ORDINARY_016,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_020,60020,6,LOC_DUNGEON_MAP_NAME_1_20,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_004,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_021,61001,6,LOC_DUNGEON_MAP_NAME_1_21,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_001,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_022,61002,6,LOC_DUNGEON_MAP_NAME_1_22,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_002,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_023,61003,6,LOC_DUNGEON_MAP_NAME_1_23,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_003,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_024,61004,6,LOC_DUNGEON_MAP_NAME_1_24,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_004,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_025,61005,6,LOC_DUNGEON_MAP_NAME_1_25,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_001,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_026,61006,6,LOC_DUNGEON_MAP_NAME_1_26,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_005,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_027,61007,6,LOC_DUNGEON_MAP_NAME_1_27,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_006,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_028,61008,6,LOC_DUNGEON_MAP_NAME_1_28,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_007,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_029,61009,6,LOC_DUNGEON_MAP_NAME_1_29,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_008,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_030,61010,6,LOC_DUNGEON_MAP_NAME_1_30,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_002,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_031,61011,6,LOC_DUNGEON_MAP_NAME_1_31,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_009,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_032,61012,6,LOC_DUNGEON_MAP_NAME_1_32,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_010,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_033,61013,6,LOC_DUNGEON_MAP_NAME_1_33,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_011,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_034,61014,6,LOC_DUNGEON_MAP_NAME_1_34,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_012,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_035,61015,6,LOC_DUNGEON_MAP_NAME_1_35,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_003,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_036,61016,6,LOC_DUNGEON_MAP_NAME_1_36,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_013,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_037,61017,6,LOC_DUNGEON_MAP_NAME_1_37,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_014,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_038,61018,6,LOC_DUNGEON_MAP_NAME_1_38,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_015,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_039,61019,6,LOC_DUNGEON_MAP_NAME_1_39,DUNGEON_AUTO_GENERATE_LAVAFIEID_TEMPLATE_INFERNAL_016,,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_040,61020,6,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_004,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_041,61021,6,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_A1,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_042,61022,6,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_B2,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_043,61023,6,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_C3,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_044,61024,6,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_D4,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_045,61025,6,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_A1,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_046,61026,6,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_B2,DUNGEON_ART_TEMPLATE_006,
DUNGEON_MAP_LAVAFIEID_047,61027,6,LOC_DUNGEON_MAP_NAME_1_40,,DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_C3,DUNGEON_ART_TEMPLATE_006,
