_ID,_VALUE,#Name:string,AttackFrame:int[],TotalAttackFrame:int[],CastSkillBeginSlowTick:int,CastSkillEndSlowTick:int,CastSkillTick:int,CastSkillTotalTick:int,CastNexusTick:int,RandomValue:int
ANIMATION_SKIN_HERO_DRAKE_GHOST,252,海盗之王-鬼魂皮肤,11,26,0,0,20,53,2,8
,,,14,31,,,,,,
ANIMATION_SKIN_RETINUE_DRAKE_GHOST,253,海盗之王-鬼魂皮肤P,11,26,0,0,32,53,2,8
,,,14,31,,,,,,
ANIMATION_SKIN_HERO_CELIA_DARKSAGE,254,西里亚-法师皮肤,10,24,0,0,10,24,2,8
,,,12,31,,,,,,
ANIMATION_SKIN_RETINUE_CELIA_DARKSAGE,255,西里亚-法师皮肤P,10,24,0,0,10,24,2,8
,,,12,31,,,,,,
ANIMATION_HERO_CHEN,256,武术宗师陈里欧,10,25,0,0,3,50,2,11
,,,20,34,,,,,,
ANIMATION_RETINUE_CHEN,257,武术宗师陈里欧P,10,25,0,0,3,50,2,11
,,,20,34,,,,,,
ANIMATION_HERO_KNIGHT_OF_WINDSTORM_VIKINGS,258,冰暴骑士-维京皮肤,9,24,0,0,20,30,2,8
,,,13,25,,,,,,
ANIMATION_RETINUE_KNIGHT_OF_WINDSTORM_VIKINGS,259,冰暴骑士-维京皮肤P,9,24,0,0,20,30,2,8
,,,13,25,,,,,,
ANIMATION_HERO_VESPER_MECHASTORM,260,贝思波-T800皮肤,9,20,0,0,19,30,2,8
,,,13,20,,,,,,
ANIMATION_RETINUE_VESPER_MECHASTORM,261,贝思波-T800皮肤P,9,20,0,0,19,30,2,8
,,,13,20,,,,,,
ANIMATION_HERO_SHECI_ANGELWINGS,262,神射手迪文-天使羽翼皮肤,12,19,0,0,32,49,2,8
ANIMATION_RETINUE_SHECI_ANGELWINGS,263,神射手迪文-天使羽翼皮肤P,12,19,0,0,32,49,2,8
ANIMATION_HERO_STALKER_GERTIE,264,神行太保科迪,12,25,0,0,10,38,2,11
,,,10,25,,,,,,
ANIMATION_RETINUE_STALKER_GERTIE,265,神行太保科迪P,12,25,0,0,10,38,2,11
,,,10,25,,,,,,
ANIMATION_BOSS_MYSTERY_DARK_ILLUSION,266,迷幻森林·迷幻之王,9,25,0,0,9,25,2,8
,,,9,25,,,,,,
ANIMATION_HERO_LEAK,267,让特,20,32,0,0,25,60,2,11
,,,16,40,,,,,,
ANIMATION_RETINUE_LEAK,268,让特P,20,32,0,0,25,60,2,11
,,,16,40,,,,,,
ANIMATION_SKIN_HERO_LORD_OF_DEATH_FATALMOTORCYCLE,269,死灵骑士地狱摩托,12,25,0,0,15,40,2,11
,,,15,29,0,,,,,
ANIMATION_SKIN_RETINUE_LORD_OF_DEATH_FATALMOTORCYCLE,270,死灵骑士地狱摩托P,12,25,0,0,15,40,2,11
,,,15,29,0,,,,,
ANIMATION_HERO_PYURIEL,271,淘汰者傅里叶,13,34,0,0,15,38,2,11
,,,27,55,0,,,,,
ANIMATION_RETINUE_PYURIEL,272,淘汰者傅里叶P,13,34,0,0,15,38,2,11
,,,27,55,0,,,,,
ANIMATION_HERO_ANNIVERSARY_PORING,273,蛋糕波利,15,23,0,0,28,45,2,8
ANIMATION_RETINUE_ANNIVERSARY_PORING,274,蛋糕波利P,15,23,0,0,28,45,2,8
ANIMATION_SKIN_HERO_GLOOMUNDERNIGHT_NIGHTMARE,275,SKINBATTLE_HERO_GLOOMUNDERNIGHT,9,20,0,0,1,40,2,8
ANIMATION_SKIN_RETINUE_GLOOMUNDERNIGHT_NIGHTMARE,276,SKINBATTLE_RETINUE_GLOOMUNDERNIGHT,9,20,0,0,1,40,2,8
ANIMATION_SKIN_HERO_LADY_TANEE_BANANALOLI,277,SKINBATTLE_HERO_LADY_TANEE,10,22,0,0,20,30,2,11
,,,15,25,0,,,,,
ANIMATION_SKIN_RETINUE_LADY_TANEE_BANANALOLI,278,SKINBATTLE_RETINUE_LADY_TANEE,10,22,0,0,15,27,2,11
,,,15,25,0,,,,,
ANIMATION_SKIN_HERO_CELIA_PARTY_QUEEN,279,SKINBATTLE_HERO_CELIA,10,24,0,0,10,24,2,8
,,,12,31,,,,,,
ANIMATION_SKIN_RETINUE_CELIA_PARTY_QUEEN,280,SKINBATTLE_RETINUE_CELIA,10,24,0,0,10,24,2,8
,,,12,31,,,,,,
ANIMATION_INCANTATION_SAMURAI,281,元灵武士,18,37,0,0,15,38,2,11
,,,25,50,0,,,,,
ANIMATION_RETINUE_INCANTATION_SAMURAI,282,元灵武士P,18,37,0,0,15,38,2,11
,,,25,50,0,,,,,
