_ID,_VALUE,#Name:string,NameKey:loc,Lv:int[],HideUIName:bool,DesKey:loc[],ShortDesKey:loc,DamageType:string,#Parameter1Name:string,Parameter1:obsint[],#Parameter2Name:string,Parameter2:obsint[],#Parameter3Name:string,Parameter3:obsint[],#Parameter4Name:string,Parameter4:obsint[],#Parameter5Name:string,Parameter5:obsint[],#Parameter6Name:string,Parameter6:obsint[],PhysicalFactor:decimal[],MagicFactor:decimal[],BaseDamage:int[],CriticalHit:int[],CriticalDamage:int[],AdjustFactor:int,TargetTeam:string,TriggerConfig:int[][],TriggerType:string,TriggerCount:int[],IconSprite:string,CoolTime:int[],AnimationType:int,AnimationName:string,Priority:int,AttributeType:string[][],AttributeNum:decimal[][],AttributeKind:string[][],BuffTarget:string[],SkillBuff:bool,PassiveKind:string,SpecialType:string[],UnlockCondition:loc
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_ADVANCED_ADRENALINE_RUSH,,,,200,,80,,,,,,,,,0,0,0,0,0,,,5,,1,,0,,,,HP,0.05,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_ADVANCED_ADRENALINE_RUSH,,,,280,,90,,,,,,,,,0,0,0,0,0,,,5,,1,,0,,,,HP,0.08,Percentage,Hero,,,,
PASSIVE_HIGH_SPEED_CART_RAM,92503,手推车终结技,LOC_SKILL_NAMECN_PASSIVE_HIGH_SPEED_CART_RAM,1,,LOC_SKILL_DES_DETAIL_PASSIVE_HIGH_SPEED_CART_RAM,LOC_SKILL_DES_DETAIL_PASSIVE_HIGH_SPEED_CART_RAM,Physical,技能半径 R,50,眩晕时间/10,20,,,,,,,,,0.85,0,800,0,0,0,Enemy,200,AttackPer,0,ICON_PASSIVE_HIGHSPEEDCARTRAM,0,100,Skill,,,,,Hero,TRUE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_HIGH_SPEED_CART_RAM,,,,50,,25,,,,,,,,,1,0,3000,0,0,,,230,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_HIGH_SPEED_CART_RAM,,,,50,,35,,,,,,,,,1.25,0,7000,0,0,,,280,,0,,0,,,,,,,Hero,,,,
TALENT_BOOK_OF_WISDOM,92601,智慧之书,LOC_SKILL_NAMECN_TALENT_BOOK_OF_WISDOM,1,,LOC_SKILL_DES_DETAIL_TALENT_BOOK_OF_WISDOM,LOC_SKILL_DES_DETAIL_TALENT_GREEDY_MERCHANT,Magical,攻速增加/千分比,40,提升魔法伤害千分比,40,,,,,,,,,0,0,0,0,0,0,Friendly,0,Time,1,ICON_TALENT_BOOK_OF_WISDOM,0,900,,,,,,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_BOOK_OF_WISDOM,,,,60,,60,,,,,,,,,0,0,0,0,0,,,0,,1,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_BOOK_OF_WISDOM,,,,90,,90,,,,,,,,,0,0,0,0,0,,,0,,1,,0,,,,,,,Hero,,,,
PASSIVE_DOUBLE_FIRE_BOLT,92602,双倍火球,LOC_SKILL_NAMECN_PASSIVE_DOUBLE_FIRE_BOLT,1,,LOC_SKILL_DES_DETAIL_PASSIVE_DOUBLE_FIRE_BOLT,LOC_SKILL_DES_DETAIL_PASSIVE_ADVANCED_ADRENALINE_RUSH,Magical,再次火球的概率千分比,300,间隔时间/10,10,,,,,,,,,0,0.95,800,0,0,0,Enemy,5,AttackNum,0,ICON_PASSIVE_DOUBLEFIREBALL,5,100,Attack1,,,,,Hero,TRUE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_DOUBLE_FIRE_BOLT,,,,400,,10,,,,,,,,,0,1.05,4000,0,0,,,4,,0,,5,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_DOUBLE_FIRE_BOLT,,,,500,,10,,,,,,,,,0,1.2,8000,0,0,,,4,,0,,5,,,,,,,Hero,,,,
PASSIVE_CAST_CANCEL,92603,取消施法,LOC_SKILL_NAMECN_PASSIVE_CAST_CANCEL,1,,LOC_SKILL_DES_DETAIL_PASSIVE_CAST_CANCEL,LOC_SKILL_DES_DETAIL_PASSIVE_CAST_CANCEL,Magical,增加锁定技能cd的时间/10,60,降低攻速千分比,0,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_CANCELCASTING,4,,,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_CAST_CANCEL,,,,70,,0,,,,,,,,,0,0,0,0,0,,,0,,0,,2,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_CAST_CANCEL_LV3,,,,90,,100,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
TALENT_THOUSAND_YEARS_OF_LOVE,92701,千年之恋,LOC_SKILL_NAMECN_TALENT_THOUSAND_YEARS_OF_LOVE,1,,LOC_SKILL_DES_DETAIL_TALENT_THOUSAND_YEARS_OF_LOVE,LOC_SKILL_DES_DETAIL_TALENT_THOUSAND_YEARS_OF_LOVE,Magical,魔攻增加/千分比,15,增加魔攻的最大值千分比,225,增加魔攻的间隔时间/10,10,减轻伤害千分比,150,持续时间/10,50,,,0,0,0,0,0,0,Friendly,0,Time,1,ICON_TALENT_ETERNAL_LOVE,0,900,,,,,,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_THOUSAND_YEARS_OF_LOVE,,,,18,,270,,10,,200,,50,,,0,0,0,0,0,,,0,,1,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_THOUSAND_YEARS_OF_LOVE,,,,22,,330,,10,,300,,70,,,0,0,0,0,0,,,0,,1,,0,,,,,,,Hero,,,,
PASSIVE_BLESSING_OF_THE_VIRGIN,92702,圣母之祈福,LOC_SKILL_NAMECN_PASSIVE_BLESSING_OF_THE_VIRGIN,1,,LOC_SKILL_DES_DETAIL_PASSIVE_BLESSING_OF_THE_VIRGIN,LOC_SKILL_DES_DETAIL_PASSIVE_BLESSING_OF_THE_VIRGIN,Magical,最终护甲值,500,持续时间/10,70,,,,,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_PASSIVE_ASSUMPTIO,7,900,,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_BLESSING_OF_THE_VIRGIN,,,,1000,,80,,,,,,,,,0,0,0,0,0,,,0,,0,,7,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_BLESSING_OF_THE_VIRGIN,,,,1500,,100,,,,,,,,,0,0,0,0,0,,,0,,0,,7,,,,,,,Hero,,,,
PASSIVE_WATER_ELEMENT_ADDITIONAL,92703,水属性增益,LOC_SKILL_NAMECN_PASSIVE_WATER_ELEMENT_ADDITIONAL,1,,LOC_SKILL_DES_DETAIL_PASSIVE_WATER_ELEMENT_ADDITIONAL,LOC_SKILL_DES_DETAIL_PASSIVE_WATER_ELEMENT_ADDITIONAL,Magical,水元素增加的魔法伤害,60,增加的水元素,1,,,,,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_PASSIVE_WATERBOOST,0,900,,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_WATER_ELEMENT_ADDITIONAL,,,,80,,1,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_WATER_ELEMENT_ADDITIONAL,,,,100,,2,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
TALENT_MECHANICAL_CORE,92801,机械核心,LOC_SKILL_NAMECN_TALENT_MECHANICAL_CORE,1,,LOC_SKILL_DES_DETAIL_TALENT_MECHANICAL_CORE,LOC_SKILL_DES_DETAIL_TALENT_MECHANICAL_CORE,Physical,触发生命值千分比,1000,增加物理伤害千分比,70,增加物理伤害千分比,30,,,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_TALENT_MECH_CORE,0,900,,,,,,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_DETAIL_TALENT_MECHANICAL_CORE,,,,950,,100,,50,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_TALENT_MECHANICAL_CORE,,,,900,,180,,70,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
PASSIVE_MINI_NUKE,92802,小型核弹,LOC_SKILL_NAMECN_PASSIVE_MINI_NUKE,1,,LOC_SKILL_DES_DETAIL_PASSIVE_MINI_NUKE,LOC_SKILL_DES_DETAIL_PASSIVE_MINI_NUKE,Physical,伤害半径/10,50,增加攻击触发千分比概率,80,,,,,,,,,1.05,0,800,0,0,0,Enemy,80,AttackPer,0,ICON_PASSIVE_NUCLEARBOMB,6,200,Attack1,,,,,Hero,TRUE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_MINI_NUKE,,,,50,,110,,,,,,,,,1.3,0,8000,0,0,,,110,AttackPer,0,,6,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_MINI_NUKE,,,,50,,150,,,,,,,,,1.6,0,16000,0,0,,,150,AttackPer,0,,6,,,,,,,Hero,,,,
PASSIVE_DARK_ENERGY,92803,黑暗邪能,LOC_SKILL_NAMECN_PASSIVE_DARK_ENERGY,1,,LOC_SKILL_DES_DETAIL_PASSIVE_DARK_ENERGY,LOC_SKILL_DES_DETAIL_PASSIVE_DARK_ENERGY,Physical,暗属性无视物理护甲千分比,50,,,,,,,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_PASSIVE_DARKENERGY,0,,,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_DARK_ENERGY,,,,80,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_DARK_ENERGY,,,,120,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
TALENT_BURNING_BODY,92901,燃火之躯,LOC_SKILL_NAMECN_TALENT_BURNING_BODY,1,,LOC_SKILL_DES_TALENT_BURNING_BODY,LOC_SKILL_DES_TALENT_BURNING_BODY,Magical,最大减伤千分比,200,最小减伤千分比,40,最大减伤血量千分比,200,最小减伤血量千分比,1000,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_TALENT_FIRE_BODY,0,900,,,Armor#MagicDef,0.03#0.03,Percentage#Percentage,Hero,FALSE,Talent,"[[100,80,60,40,20,],[4,8,12,16,20]]",
,,,,2,,LOC_SKILL_DES_TALENT_BURNING_BODY,,,,300,,60,,200,,1000,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor#MagicDef,0.05#0.05,Percentage#Percentage,Hero,,,"[[100,80,60,40,20,],[6,12,18,24,30]]",
,,,,3,,LOC_SKILL_DES_TALENT_BURNING_BODY,,,,400,,80,,200,,1000,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor#MagicDef,0.07#0.07,Percentage#Percentage,Hero,,,"[[100,80,60,40,20,],[8,16,24,32,40]]",
PASSIVE_BURNING_HAMMER,92902,烈焰重锤,LOC_SKILL_NAMECN_PASSIVE_BURNING_HAMMER,1,,LOC_SKILL_DES_PASSIVE_BURNING_HAMMER,LOC_SKILL_DES_PASSIVE_BURNING_HAMMER,Magical,消耗自身最大生命值千分比,20,对敌人额外增加物理伤害,300,,,,,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_PASSIVE_FLAMEHAMMER,0,,,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_PASSIVE_BURNING_HAMMER,,,,15,,400,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_BURNING_HAMMER,,,,10,,500,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
PASSIVE_BURNING_WILL,92903,火之意志,LOC_SKILL_NAMECN_PASSIVE_BURNING_WILL,1,,LOC_SKILL_DES_PASSIVE_BURNING_WILL,LOC_SKILL_DES_PASSIVE_BURNING_WILL,Magical,触发生命值千分比,150,攻速提升千分比,800,移速提升千分比,100,,,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_PASSIVE_FIREWILL,0,,,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_PASSIVE_BURNING_WILL,,,,200,,1000,,150,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_BURNING_WILL,,,,250,,1250,,250,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
TALENT_HEAL_BANANA,93001,治愈之蕉,LOC_SKILL_NAMECN_TALENT_HEAL_BANANA,1,,LOC_SKILL_DES_TALENT_HEAL_BANANA,LOC_SKILL_NAMECN_TALENT_HEAL_BANANA,Physical,军团数量,2,魔物治疗效果倍率千分比,1200,,,,,,,,,0.25,0,300,0,0,0,Friendly,150,AttackPer,0,ICON_TALENT_HEALING_BANANA,12,100,Attack2,,,,,Group,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_TALENT_HEAL_BANANA,,,,2,,1300,,,,,,,,,0.35,0,2500,0,0,,,200,,0,,12,,,,,,,Group,,,,
,,,,3,,LOC_SKILL_DES_TALENT_HEAL_BANANA_LV3,,,,2,,1500,,,,,,,,,0.55,0,5500,0,0,,,250,,0,,12,,,,,,,Group,,,,
PASSIVE_SILENCE_CHEER,93002,默默打气,LOC_SKILL_NAMECN_PASSIVE_SILENCE_CHEER,1,,LOC_SKILL_DES_PASSIVE_SILENCE_CHEER,LOC_SKILL_NAMECN_PASSIVE_SILENCE_CHEER,Physical,军团数量,2,提升军团攻速千分比,100,持续时间/10,50,是否额外对自身生效,0,,,,,0,0,0,0,0,0,Friendly,5,AttackNum,0,ICON_PASSIVE_SILENTPUMPING,12,900,,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_PASSIVE_SILENCE_CHEER,,,,2,,150,,50,,0,,,,,0,0,0,0,0,,,5,,0,,12,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_SILENCE_CHEER_LV3,,,,2,,200,,50,,1,,,,,0,0,0,0,0,,,5,,0,,12,,,,,,,Hero,,,,
PASSIVE_TROPICAL_WIND,93003,热带之风,LOC_SKILL_NAMECN_PASSIVE_TROPICAL_WIND,1,,LOC_SKILL_DES_PASSIVE_TROPICAL_WIND,LOC_SKILL_NAMECN_PASSIVE_TROPICAL_WIND,Physical,缩减默默打气冷却千分比,200,缩减治愈之蕉冷却千分比,200,缩减默默打气冷却时间（显示用）,240,缩减治愈之蕉冷却时间（显示用）,240,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_PASSIVE_TROPICALWIND,0,200,Attack2,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_PASSIVE_TROPICAL_WIND,,,,400,,400,,480,,480,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_TROPICAL_WIND,,,,600,,600,,720,,720,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
TALENT_GHOST_SPEAR,93101,亡灵长枪,LOC_SKILL_NAMECN_TALENT_GHOST_SPEAR,1,,LOC_SKILL_DES_TALENT_GHOST_SPEAR,LOC_SKILL_NAMECN_TALENT_GHOST_SPEAR,Physical,重伤  加伤千分比,60,重伤  减少治疗量千分比,100,持续时间/10,50,重伤  最大层数,5,是否开启冲锋后重伤和恐惧效果,0,恐惧buff等级,0,0,0,0,0,0,0,Enemy,0,,0,ICON_TALENT_UNDEAD_LANCE,0,900,,,,,,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_TALENT_GHOST_SPEAR,,,,80,,150,,50,,5,,0,,0,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_TALENT_GHOST_SPEAR_LV3,,,,100,,200,,50,,5,,1,,1,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
PASSIVE_CURSE_SHIELD,93102,诅咒之盾,LOC_SKILL_NAMECN_PASSIVE_CURSE_SHIELD,1,,LOC_SKILL_DES_PASSIVE_CURSE_SHIELD,LOC_SKILL_NAMECN_PASSIVE_CURSE_SHIELD,Physical,军团数量,2,恐惧  降低攻速千分比,100,恐惧  降低双攻千分比,100,持续时间/10,50,显示用血量,500,,,0,0,0,0,0,0,Enemy,500,,0,ICON_PASSIVE_CURSEDSHIELD,15,200,Skill,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_PASSIVE_CURSE_SHIELD,,,,2,,150,,150,,50,,600,,,0,0,0,0,0,,,600,,0,,15,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_CURSE_SHIELD,,,,2,,200,,200,,60,,700,,,0,0,0,0,0,,,700,,0,,15,,,,,,,Hero,,,,
PASSIVE_ANNIHILATION_SWING,93103,湮灭挥击,LOC_SKILL_NAMECN_PASSIVE_ANNIHILATION_SWING,1,,LOC_SKILL_DES_PASSIVE_ANNIHILATION_SWING,LOC_SKILL_NAMECN_PASSIVE_ANNIHILATION_SWING,Physical,伤害半径/10,80,角度,120,重伤buff的等级,1,增加重伤buff的层数,2,,,,,0.6,0,500,0,0,0,Enemy,5,AttackNum,0,ICON_PASSIVE_OBLIVIONSTRIKE,3,100,Attack2,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_PASSIVE_ANNIHILATION_SWING,,,,80,,120,,2,,2,,,,,0.7,0,4500,0,0,,,5,,0,,3,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_ANNIHILATION_SWING,,,,80,,120,,3,,2,,,,,0.85,0,8500,0,0,,,4,,0,,3,,,,,,,Hero,,,,
TALENT_INSPIRING_VOICE,93201,激励之音,LOC_SKILL_NAMECN_TALENT_INSPIRING_VOICE,1,,LOC_SKILL_DES_TALENT_INSPIRING_VOICE,LOC_SKILL_DES_TALENT_INSPIRING_VOICE,Physical,军团数量,2,增加双攻千分比,20,增加暴击概率千分比,20,增加暴伤概率千分比,30,最高Buff倍数,16,,,0,0,0,0,0,0,Friendly,200,AttackPer,0,ICON_TALENT_MOTIVATION_VOICE,10,200,Skill,,,,,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_TALENT_INSPIRING_VOICE,,,,2,,25,,25,,40,,16,,,0,0,0,0,0,,,200,,0,,9,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_TALENT_INSPIRING_VOICE,,,,2,,30,,30,,50,,16,,,0,0,0,0,0,,,200,,0,,8,,,,,,,Hero,,,,
PASSIVE_SMOKY_BOMB,93202,烟雾爆弹,LOC_SKILL_NAMECN_PASSIVE_SMOKY_BOMB,1,,LOC_SKILL_DES_PASSIVE_SMOKY_BOMB,LOC_SKILL_DES_PASSIVE_SMOKY_BOMB,Physical,军团数量,2,黑暗状态时间/10,40,增加魅惑单位伤害千分比,1000,攻击降低千分比,300,普攻触发眩晕千分比,350,,,0.3,0,500,0,0,0,Enemy,5,AttackNum,0,ICON_PASSIVE_SMOKEBOMB,10,100,Attack2,,,,,Hero,TRUE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_PASSIVE_SMOKY_BOMB,,,,2,,40,,1000,,300,,350,,,0.45,0,2500,0,0,,,5,,0,,9,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_SMOKY_BOMB,,,,2,,40,,1000,,350,,400,,,0.6,0,5500,0,0,,,5,,0,,8,,,,,,,Hero,,,,
PASSIVE_GUARDIAN_VOICE,93203,守护之音,LOC_SKILL_NAMECN_PASSIVE_GUARDIAN_VOICE,1,,LOC_SKILL_DES_PASSIVE_GUARDIAN_VOICE,LOC_SKILL_DES_PASSIVE_GUARDIAN_VOICE,Physical,军团数量,2,无敌时间/10,20,吸血时间/10,50,吸血千分比,100,,,,,0,0,0,0,0,0,Friendly,200,AttackPer,0,ICON_PASSIVE_GUARDIANVOICE ,10,200,Skill,,,,,Hero,FALSE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_PASSIVE_GUARDIAN_VOICE,,,,2,,20,,50,,120,,,,,0,0,0,0,0,,,200,,0,,9,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_GUARDIAN_VOICE,,,,2,,25,,60,,150,,,,,0,0,0,0,0,,,200,,0,,8,,,,,,,Hero,,,,
TALENT_PRECISE_WIPPING,93301,精准鞭打 ,LOC_TALENT_PRECISE_WIPPING,1,,LOC_SKILL_DES_TALENT_PRECISE_WIPPING,LOC_SKILL_DES_TALENT_PRECISE_WIPPING,Physical,提高物理攻击力千分比,10,持续时间/10,9900,最大叠加层数,15,,,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_TALENT_PRECISION_WHIP,0,900,,,CriticalHit,0.05,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_TALENT_PRECISE_WIPPING,,,,15,,9900,,15,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,CriticalHit,0.07,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_TALENT_PRECISE_WIPPING,,,,20,,9900,,15,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,CriticalHit,0.1,Percentage,Hero,,,,
PASSIVE_WINK_ATTACK,93302,媚眼攻击 ,LOC_PASSIVE_WINK_ATTACK,1,,LOC_SKILL_DES_PASSIVE_WINK_ATTACK,LOC_SKILL_DES_PASSIVE_WINK_ATTACK,Physical,军团数量,2,魅惑概率千分比,150,黑暗状态下魅惑概率千分比,300,持续时间/10,20,,,,,0.45,0,500,0,0,0,Enemy,200,AttackPer,0,ICON_PASSIVE_WINKATTACK,9,100,Attack2,,,,,Hero,TRUE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_PASSIVE_WINK_ATTACK,,,,2,,250,,500,,25,,,,,0.6,0,5000,0,0,,,200,,0,,9,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_WINK_ATTACK,,,,2,,500,,1000,,30,,,,,0.85,0,8500,0,0,,,200,,0,,9,,,,,,,Hero,,,,
PASSIVE_BLESS_DANCING,93303,祈福之舞 ,LOC_PASSIVE_BLESS_DANCING,1,,LOC_SKILL_DES_PASSIVE_BLESS_DANCING,LOC_SKILL_DES_PASSIVE_BLESS_DANCING,Physical,舞蹈期间伤害减少千分比,500,祈福伤害提升千分比,150,祈福受到伤害减少千分比,150,祈福持续时间/10,120,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_PASSIVE_BLESSINGDANCE,0,200,Victory,,,,,Hero,FALSE,Passive,Ani:1#74,LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_PASSIVE_BLESS_DANCING,,,,750,,200,,200,,120,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_BLESS_DANCING,,,,1000,,300,,300,,150,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
TALENT_HAND_OF_PHARAOH,93401,法老之手,LOC_SKILL_NAMECN_TALENT_HAND_OF_PHARAOH,1,,LOC_SKILL_DES_TALENT_HAND_OF_PHARAOH,LOC_SKILL_DES_TALENT_HAND_OF_PHARAOH,Magical,溅射半径,5,溅射角度,360,溅射伤害比例/千分比,200,,,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_TALENT_PHARAOH_HAND,0,,,,HealthSteal,0.15,Percentage,Hero,FALSE,Talent,,
,,,,2,,LOC_SKILL_DES_TALENT_HAND_OF_PHARAOH,,,,5,,360,,300,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HealthSteal,0.2,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_TALENT_HAND_OF_PHARAOH,,,,5,,360,,450,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HealthSteal,0.3,Percentage,Hero,,,,
PASSIVE_SPIRIT_DEATH_CLAW,93402,魂断勾爪 ,LOC_SKILL_NAMECN_PASSIVE_SPIRIT_DEATH_CLAW,1,,LOC_SKILL_DES_PASSIVE_SPIRIT_DEATH_CLAW,LOC_SKILL_DES_PASSIVE_SPIRIT_DEATH_CLAW,Magical,军团数量,2,拉动速度（米/秒）,20,拉到持续时间/10,5,,,,,,,0,0.35,300,0,0,0,Enemy,5,AttackNum,0,ICON_PASSIVE_SOULCLAW,8,200,Attack2,,,,,Hero,TRUE,Passive,,LOC_PASSIVE_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_PASSIVE_SPIRIT_DEATH_CLAW,,,,2,,30,,5,,,,,,,0,0.5,3500,0,0,,,5,,0,,8,,,,,,,Hero,,,,
,,,,3,,LOC_SKILL_DES_PASSIVE_SPIRIT_DEATH_CLAW,,,,2,,40,,5,,,,,,,0,0.65,6500,0,0,,,5,,0,,8,,,,,,,Hero,,,,
PASSIVE_CURSE_OF_SOULS,93403,灵魂诅咒 ,LOC_SKILL_NAMECN_PASSIVE_CURSE_OF_SOULS,1,,LOC_SKILL_DES_PASSIVE_CURSE_OF_SOULS_LV1,LOC_SKILL_DES_PASSIVE_CURSE_OF_SOULS_LV1,Magical,持续时间/10,40,受到伤害增加千分比,10,最大层数,5,造成最大生命值伤害千分比,60,伤害返还和增伤持续时间/10,40,伤害上限魔攻千分比,4000,0,0,0,0,0,0,Friendly,0,,0,ICON_PASSIVE_SOULCURSE,0,,,,,,,Hero,TRUE,Passive,"[50,0]",LOC_PASSIVE_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_PASSIVE_CURSE_OF_SOULS_LV2,,,,40,,20,,5,,80,,40,,5000,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,"[100,0]",
,,,,3,,LOC_SKILL_DES_PASSIVE_CURSE_OF_SOULS_LV3,,,,50,,30,,5,,100,,50,,6000,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,"[150,0]",
TALENT_ARCHON_GUIDING,93501,统领全局 ,LOC_SKILL_NAMECN_TALENT_ARCHON_GUIDING,1,,LOC_SKILL_DES_TALENT_ARCHON_GUIDING,LOC_SKILL_DES_TALENT_ARCHON_GUIDING,Magical,伤害减少千分比,15,伤害减少上限千分比,150,造成伤害提升千分比,25,造成伤害提升上限千分比,250,,,,,0,0,0,0,0,0,Friendly,0,,0,ICON_TALENT_CONTROL_FIELD,0,,,,,,,Hero,FALSE,Talent,,
