_ID,_VALUE,NameKey:loc,#Name:string,DesKey:loc,#Des:string,Type:string,Type_Factor_1:int,Type_Factor_2:int,AccomplishCondition_Type:string,Condition_Factor_1:long,Condition_Factor_2:long,Condition_Factor_3:long,ConvertServerFactor:int,Reward1:id,RewardNum1:int,Reward2:id,RewardNum2:int,Reward3:id,RewardNum3:int,Rare:id,Sort:int,UDiceCategory:string,UdiceCategoryName:loc,HideInAchieve:string
SEVENDAY_QUEST_40205,40205,LOC_SEVENDAY_QUEST_NAME_8,英雄升星,LOC_SEVENDAY_QUEST_DES_77,拥有1个5星英雄,Sevenday,4,2,UpgradeHeroStar,1,5,,1,ITEM_LUCKY_BAG,3,,,,,,,,,
SEVENDAY_QUEST_40206,40206,LOC_SEVENDAY_QUEST_NAME_8,英雄升星,LOC_SEVENDAY_QUEST_DES_78,拥有1个6星英雄,Sevenday,4,2,UpgradeHeroStar,1,6,,1,ITEM_LUCKY_BAG,5,,,,,,,,,
SEVENDAY_QUEST_40207,40207,LOC_SEVENDAY_QUEST_NAME_8,英雄升星,LOC_SEVENDAY_QUEST_DES_79,拥有1个7星英雄,Sevenday,4,2,UpgradeHeroStar,1,7,,1,ITEM_LUCKY_BAG,5,,,,,,,,,
SEVENDAY_QUEST_50101,50101,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_80,军团挑战通关第5层,Sevenday,5,1,CorpsBattlefloor,1,5,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50102,50102,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_81,军团挑战通关第10层,Sevenday,5,1,CorpsBattlefloor,1,10,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50103,50103,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_82,军团挑战通关第15层,Sevenday,5,1,CorpsBattlefloor,1,15,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50104,50104,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_83,军团挑战通关第20层,Sevenday,5,1,CorpsBattlefloor,1,20,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50105,50105,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_84,军团挑战通关第25层,Sevenday,5,1,CorpsBattlefloor,1,25,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50106,50106,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_85,军团挑战通关第30层,Sevenday,5,1,CorpsBattlefloor,1,30,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50107,50107,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_86,军团挑战通关第35层,Sevenday,5,1,CorpsBattlefloor,1,35,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50108,50108,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_87,军团挑战通关第40层,Sevenday,5,1,CorpsBattlefloor,1,40,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50109,50109,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_88,军团挑战通关第45层,Sevenday,5,1,CorpsBattlefloor,1,45,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50110,50110,LOC_SEVENDAY_QUEST_NAME_9,军团挑战,LOC_SEVENDAY_QUEST_DES_89,军团挑战通关第50层,Sevenday,5,1,CorpsBattlefloor,1,50,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50201,50201,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_90,金币大作战通关简单难度,Sevenday,5,2,AttackOnSubLevel,1,101,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50202,50202,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_91,金币大作战通关普通难度,Sevenday,5,2,AttackOnSubLevel,1,102,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_50203,50203,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_92,金币大作战通关困难难度,Sevenday,5,2,AttackOnSubLevel,1,103,,1,ITEM_LUCKY_BAG,3,,,,,,,,,
SEVENDAY_QUEST_50205,50205,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_93,战魂试炼通关简单难度,Sevenday,5,2,AttackOnSubLevel,1,201,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50206,50206,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_94,战魂试炼通关普通难度,Sevenday,5,2,AttackOnSubLevel,1,202,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_50207,50207,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_95,战魂试炼通关困难难度,Sevenday,5,2,AttackOnSubLevel,1,203,,1,ITEM_LUCKY_BAG,3,,,,,,,,,
SEVENDAY_QUEST_50209,50209,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_96,原石宝库通关简单难度,Sevenday,5,2,AttackOnSubLevel,1,301,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_50210,50210,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_97,原石宝库通关普通难度,Sevenday,5,2,AttackOnSubLevel,1,302,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_50211,50211,LOC_SEVENDAY_QUEST_NAME_10,进击兵团,LOC_SEVENDAY_QUEST_DES_98,原石宝库通关困难难度,Sevenday,5,2,AttackOnSubLevel,1,303,,1,ITEM_LUCKY_BAG,3,,,,,,,,,
SEVENDAY_QUEST_60101,60101,LOC_SEVENDAY_QUEST_NAME_11,遗落宝藏,LOC_SEVENDAY_QUEST_DES_99,遗落宝藏累计胜利3次,Sevenday,6,1,CrusadeChallengeWinNum,3,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_60102,60102,LOC_SEVENDAY_QUEST_NAME_11,遗落宝藏,LOC_SEVENDAY_QUEST_DES_100,遗落宝藏累计胜利5次,Sevenday,6,1,CrusadeChallengeWinNum,5,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_60103,60103,LOC_SEVENDAY_QUEST_NAME_11,遗落宝藏,LOC_SEVENDAY_QUEST_DES_101,遗落宝藏累计胜利8次,Sevenday,6,1,CrusadeChallengeWinNum,8,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_60104,60104,LOC_SEVENDAY_QUEST_NAME_11,遗落宝藏,LOC_SEVENDAY_QUEST_DES_102,遗落宝藏累计胜利12次,Sevenday,6,1,CrusadeChallengeWinNum,12,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_60105,60105,LOC_SEVENDAY_QUEST_NAME_11,遗落宝藏,LOC_SEVENDAY_QUEST_DES_103,遗落宝藏累计胜利15次,Sevenday,6,1,CrusadeChallengeWinNum,15,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_60106,60106,LOC_SEVENDAY_QUEST_NAME_11,遗落宝藏,LOC_SEVENDAY_QUEST_DES_104,遗落宝藏累计胜利18次,Sevenday,6,1,CrusadeChallengeWinNum,18,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_60301,60301,LOC_SEVENDAY_QUEST_NAME_12,情深义重,LOC_SEVENDAY_QUEST_DES_105,4个连携技能达到5级,Sevenday,6,2,FriendBossKillTimes,1,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_60302,60302,LOC_SEVENDAY_QUEST_NAME_12,情深义重,LOC_SEVENDAY_QUEST_DES_106,4个连携技能达到10级,Sevenday,6,2,FriendBossKillTimes,2,,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_60303,60303,LOC_SEVENDAY_QUEST_NAME_12,情深义重,LOC_SEVENDAY_QUEST_DES_107,3个连携技能达到20级,Sevenday,6,2,FriendBossKillTimes,3,,,1,ITEM_LUCKY_BAG,3,,,,,,,,,
SEVENDAY_QUEST_60304,60304,LOC_SEVENDAY_QUEST_NAME_12,情深义重,LOC_SEVENDAY_QUEST_DES_108,2个连携技能达到30级,Sevenday,6,2,FriendBossKillTimes,4,,,1,ITEM_LUCKY_BAG,4,,,,,,,,,
SEVENDAY_QUEST_60305,60305,LOC_SEVENDAY_QUEST_NAME_12,情深义重,LOC_SEVENDAY_QUEST_DES_109,1个连携技能达到40级,Sevenday,6,2,FriendBossKillTimes,5,,,1,ITEM_LUCKY_BAG,5,,,,,,,,,
SEVENDAY_QUEST_60306,60306,LOC_SEVENDAY_QUEST_NAME_12,情深义重,LOC_SEVENDAY_QUEST_DES_110,1个连携技能达到50级,Sevenday,6,2,FriendBossKillTimes,6,,,1,ITEM_LUCKY_BAG,6,,,,,,,,,
SEVENDAY_QUEST_70101,70101,LOC_SEVENDAY_QUEST_NAME_16,累积充值,LOC_SEVENDAY_QUEST_DES_111,激活月卡,Sevenday,7,1,MonthCard,1,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_70102,70102,LOC_SEVENDAY_QUEST_NAME_16,累积充值,LOC_SEVENDAY_QUEST_DES_112,激活至尊月卡,Sevenday,7,1,SupremeCard,1,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_70103,70103,LOC_SEVENDAY_QUEST_NAME_16,累积充值,LOC_SEVENDAY_QUEST_DES_113,激活双月卡,Sevenday,7,1,DoubleCard,2,,,1,ITEM_LUCKY_BAG,1,,,,,,,,,
SEVENDAY_QUEST_70201,70201,LOC_SEVENDAY_QUEST_NAME_14,最强战力,LOC_SEVENDAY_QUEST_DES_116,最强5人战力达到50000,Sevenday,7,2,StrongestFightPower,50000,,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_70202,70202,LOC_SEVENDAY_QUEST_NAME_14,最强战力,LOC_SEVENDAY_QUEST_DES_117,最强5人战力达到80000,Sevenday,7,2,StrongestFightPower,80000,,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_70203,70203,LOC_SEVENDAY_QUEST_NAME_14,最强战力,LOC_SEVENDAY_QUEST_DES_118,最强5人战力达到100000,Sevenday,7,2,StrongestFightPower,100000,,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_70204,70204,LOC_SEVENDAY_QUEST_NAME_14,最强战力,LOC_SEVENDAY_QUEST_DES_119,最强5人战力达到120000,Sevenday,7,2,StrongestFightPower,120000,,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_70205,70205,LOC_SEVENDAY_QUEST_NAME_14,最强战力,LOC_SEVENDAY_QUEST_DES_120,最强5人战力达到150000,Sevenday,7,2,StrongestFightPower,150000,,,1,ITEM_LUCKY_BAG,2,,,,,,,,,
SEVENDAY_QUEST_80001,80001,LOC_SEVENDAY_QUEST_NAME_15,半价限购,,,Sevenday,1,3,HalfPrice,2500,1250,,1,ITEM_BANQUET_TICKET,10,,,,,,,,,
SEVENDAY_QUEST_80002,80002,LOC_SEVENDAY_QUEST_NAME_15,半价限购,,,Sevenday,2,3,HalfPrice,1000,500,,1,ITEM_GOLD,6000000,,,,,,,,,
SEVENDAY_QUEST_80003,80003,LOC_SEVENDAY_QUEST_NAME_15,半价限购,,,Sevenday,3,3,HalfPrice,1200,600,,1,ITEM_BATTLE_SOUL,1200000,,,,,,,,,
SEVENDAY_QUEST_80004,80004,LOC_SEVENDAY_QUEST_NAME_15,半价限购,,,Sevenday,4,3,HalfPrice,500,250,,1,ITEM_HERO_EVOLVE_STONE,10000,,,,,,,,,
SEVENDAY_QUEST_80005,80005,LOC_SEVENDAY_QUEST_NAME_15,半价限购,,,Sevenday,5,3,HalfPrice,2940,1470,,1,ITEM_SPAR_SUPER_BOX_TICKET,5,,,,,,,,,
SEVENDAY_QUEST_80006,80006,LOC_SEVENDAY_QUEST_NAME_15,半价限购,,,Sevenday,6,3,HalfPrice,1080,540,,1,ITEM_ESSENCE_GENERAL_LEGENDARY,30,,,,,,,,,
SEVENDAY_QUEST_80007,80007,LOC_SEVENDAY_QUEST_NAME_15,半价限购,,,Sevenday,7,3,HalfPrice,9000,4500,,1,ITEM_OPTIONAL_EGGYRA_RPS,3,,,,,,,,,
SEVENDAY_QUEST_90001,90001,,,,,Sevenday,0,,SevenDayBox,20,,,1,ITEM_EMBLEM_TURTLE_GENERAL,10,ITEM_BATTLE_SOUL,50000,ITEM_BANQUET_TICKET,2,,,,,
SEVENDAY_QUEST_90002,90002,,,,,Sevenday,0,,SevenDayBox,40,,,1,ITEM_EMBLEM_TURTLE_GENERAL,10,ITEM_BATTLE_SOUL,100000,ITEM_BANQUET_TICKET,2,,,,,
SEVENDAY_QUEST_90003,90003,,,,,Sevenday,0,,SevenDayBox,60,,,1,ITEM_EMBLEM_TURTLE_GENERAL,10,ITEM_BATTLE_SOUL,100000,ITEM_BANQUET_TICKET,4,,,,,
SEVENDAY_QUEST_90004,90004,,,,,Sevenday,0,,SevenDayBox,80,,,1,ITEM_EMBLEM_TURTLE_GENERAL,10,ITEM_BATTLE_SOUL,150000,ITEM_BANQUET_TICKET,4,,,,,
SEVENDAY_QUEST_90005,90005,,,,,Sevenday,0,,SevenDayBox,100,,,1,ITEM_EMBLEM_TURTLE_GENERAL,20,ITEM_BATTLE_SOUL,150000,ITEM_BANQUET_TICKET,8,,,,,
DICE_DAILY_QUEST_NORMAL_1,100001,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,登录福利,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_NORMAL_1,登录游戏,Dice,,,DailyLogin,1,,,1,ITEM_DICE_TICKET,1,,,,,RARITY_TYPE_BLUE,100,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_NORMAL_2,100002,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,魔物升星,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_NORMAL_2,任意魔物升星1次,Dice,,,EvolveMonster,1,,,1,ITEM_DICE_TICKET,1,,,,,RARITY_TYPE_BLUE,1,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_NORMAL_3,100003,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,装备升级,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_NORMAL_3,任意装备升级1次,Dice,,,UpgradeEquipment,1,,,1,ITEM_DICE_TICKET,1,,,,,RARITY_TYPE_BLUE,2,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_NORMAL_4,100004,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,宝石升级,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_NORMAL_4,任意宝石升级1次,Dice,,,UpgradeGem,1,,,1,ITEM_DICE_TICKET,1,,,,,RARITY_TYPE_BLUE,3,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_NORMAL_5,100005,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,购买杂货,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_NORMAL_5,杂货店购买道具1次,Dice,,,BuyShopItem,1,,,1,ITEM_DICE_TICKET,1,,,,,RARITY_TYPE_BLUE,4,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_NORMAL_6,100006,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,喂食魔物,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_NORMAL_6,喂食任意魔物1次,Dice,,,FeedMonster,1,,,1,ITEM_DICE_TICKET,1,,,,,RARITY_TYPE_BLUE,5,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_NORMAL_7,100007,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,召唤师竞技参与,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_NORMAL_7,召唤师竞技参与1次,Dice,,,SummonJoin,1,,,1,ITEM_DICE_TICKET,1,,,,,RARITY_TYPE_BLUE,6,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_RARE_1,100008,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,召唤师竞技取胜,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_RARE_1,召唤师竞技取胜3次,Dice,,,SummonWin,3,,,1,ITEM_DICE_TICKET,5,,,,,RARITY_TYPE_PURPLE,1001,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_RARE_2,100009,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,进行孵蛋,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_RARE_2,进行孵蛋3次,Dice,,,BuyTreasureNum,3,,,1,ITEM_DICE_TICKET,5,,,,,RARITY_TYPE_PURPLE,1002,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_RARE_3,100010,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,购买ZENY,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_RARE_3,购买Zeny5次,Dice,,,BuyGoldNum,5,,,1,ITEM_DICE_TICKET,5,,,,,RARITY_TYPE_PURPLE,1003,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_RARE_4,100011,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,使用黄金波利,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_RARE_4,任意使用300黄金波利,Dice,,,UseGoldPoring,300,,,1,ITEM_DICE_TICKET,5,,,,,RARITY_TYPE_PURPLE,1004,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_SUPER_RARE_1,100012,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,召唤师竞技取胜,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_RARE_1,召唤师竞技取胜5次,Dice,,,SummonWin,5,,,1,ITEM_DICE_TICKET,10,,,,,RARITY_TYPE_ORANGE,2001,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_SUPER_RARE_2,100013,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,进行孵蛋,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_SUPER_RARE_1,进行孵蛋5次,Dice,,,BuyTreasureNum,5,,,1,ITEM_DICE_TICKET,10,,,,,RARITY_TYPE_ORANGE,2002,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_SUPER_RARE_3,100014,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,至尊开箱,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_SUPER_RARE_2,进行至尊开箱1次,Dice,,,BuySupremeGoblin,1,,,1,ITEM_DICE_TICKET,10,,,,,RARITY_TYPE_ORANGE,2003,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
DICE_DAILY_QUEST_SUPER_RARE_4,100015,LOC_DAILYQUEST_NAME_DAILY_QUEST_RUSH_TICKET,使用黄金波利,LOC_DAILYQUEST_DESCN_DICE_DAILY_QUEST_SUPER_RARE_3,任意使用500黄金波利,Dice,,,UseGoldPoring,500,,,1,ITEM_DICE_TICKET,10,,,,,RARITY_TYPE_ORANGE,2004,,LOC_DICE_ACHIEVE_QUEST_TITLE_SPECIAL_QUEST,
ACHIEVE_DICE_ONE_TIME_QUEST_1,200001,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,任务达人,LOC_DICE_ACHIEVE_QUEST_DES_DAILY_QUEST,完成每日任务,AchvDice,,,DailyQuestNum,10,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,999,DailyQuest,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,
ACHIEVE_DICE_ONE_TIME_QUEST_2,200002,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,任务达人,LOC_DICE_ACHIEVE_QUEST_DES_DAILY_QUEST,完成每日任务,AchvDice,,,DailyQuestNum,20,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,998,DailyQuest,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,
ACHIEVE_DICE_ONE_TIME_QUEST_3,200003,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,任务达人,LOC_DICE_ACHIEVE_QUEST_DES_DAILY_QUEST,完成每日任务,AchvDice,,,DailyQuestNum,40,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,997,DailyQuest,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,
ACHIEVE_DICE_ONE_TIME_QUEST_4,200004,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,任务达人,LOC_DICE_ACHIEVE_QUEST_DES_DAILY_QUEST,完成每日任务,AchvDice,,,DailyQuestNum,60,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,996,DailyQuest,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,
ACHIEVE_DICE_ONE_TIME_QUEST_5,200005,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,任务达人,LOC_DICE_ACHIEVE_QUEST_DES_DAILY_QUEST,完成每日任务,AchvDice,,,DailyQuestNum,80,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,995,DailyQuest,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,
ACHIEVE_DICE_ONE_TIME_QUEST_6,200006,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,任务达人,LOC_DICE_ACHIEVE_QUEST_DES_DAILY_QUEST,完成每日任务,AchvDice,,,DailyQuestNum,110,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,994,DailyQuest,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,
ACHIEVE_DICE_ONE_TIME_QUEST_7,200007,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,任务达人,LOC_DICE_ACHIEVE_QUEST_DES_DAILY_QUEST,完成每日任务,AchvDice,,,DailyQuestNum,150,,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,993,DailyQuest,LOC_DICE_ACHIEVE_QUEST_TITLE_DAILY_QUEST,
ACHIEVE_DICE_ONE_TIME_QUEST_8,200008,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,全民淘金,LOC_DICE_ACHIEVE_QUEST_DES_BUY_GOLD,进行金钱攻击,AchvDice,,,BuyGoldNum,5,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,992,BuyZeny,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_9,200009,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,全民淘金,LOC_DICE_ACHIEVE_QUEST_DES_BUY_GOLD,进行金钱攻击,AchvDice,,,BuyGoldNum,10,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,991,BuyZeny,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_10,200010,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,全民淘金,LOC_DICE_ACHIEVE_QUEST_DES_BUY_GOLD,进行金钱攻击,AchvDice,,,BuyGoldNum,20,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,990,BuyZeny,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_11,200011,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,全民淘金,LOC_DICE_ACHIEVE_QUEST_DES_BUY_GOLD,进行金钱攻击,AchvDice,,,BuyGoldNum,30,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,989,BuyZeny,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_12,200012,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,全民淘金,LOC_DICE_ACHIEVE_QUEST_DES_BUY_GOLD,进行金钱攻击,AchvDice,,,BuyGoldNum,40,,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,988,BuyZeny,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_13,200013,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,全民淘金,LOC_DICE_ACHIEVE_QUEST_DES_BUY_GOLD,进行金钱攻击,AchvDice,,,BuyGoldNum,50,,,1,ITEM_DICE_ACHIEVE_TICKET,3,,,,,RARITY_TYPE_DICE_NORMAL,987,BuyZeny,LOC_DICE_ACHIEVE_QUEST_TITLE_BUY_GOLD,
ACHIEVE_DICE_ONE_TIME_QUEST_14,200014,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_15,15章,AchvDice,,,CompleteNormalLevel,1,1510,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,986,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
ACHIEVE_DICE_ONE_TIME_QUEST_15,200015,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,主线冒险,LOC_DICE_ACHIEVE_QUEST_DES_COMPLETE_NORMAL_LEVEL_17,17章,AchvDice,,,CompleteNormalLevel,1,1710,,1,ITEM_DICE_ACHIEVE_TICKET,1,,,,,RARITY_TYPE_DICE_NORMAL,985,CompleteNormalLevel,LOC_DICE_ACHIEVE_QUEST_TITLE_COMPLETE_NORMAL_LEVEL,
