_ID,_VALUE,#GroupName:string,DropType:string,ItemID:id[],#ItemName:string[],ItemDropWeight:int[],ItemMinCount:int[],ItemMaxCount:int[],VipLimit:int[]
TEAM_BATTLE_MAIN_DROP_BOX_5_2,4114,组队副本宝箱5_2,Item,ITEM_HERO_SHOP_COIN,灵晶,1,210,210,0
TEAM_BATTLE_MAIN_DROP_BOX_5_3,4115,组队副本宝箱5_3,Item,ITEM_HERO_SHOP_COIN,灵晶,1,220,220,0
TEAM_BATTLE_MAIN_DROP_BOX_6_1,4116,组队副本宝箱6_1,Item,ITEM_HERO_SHOP_COIN,灵晶,1,230,230,0
TEAM_BATTLE_MAIN_DROP_BOX_6_2,4117,组队副本宝箱6_2,Item,ITEM_HERO_SHOP_COIN,灵晶,1,240,240,0
TEAM_BATTLE_MAIN_DROP_BOX_6_3,4118,组队副本宝箱6_3,Item,ITEM_HERO_SHOP_COIN,灵晶,1,250,250,0
TEAM_BATTLE_MAIN_DROP_BOX_7_1,4119,组队副本宝箱7_1,Item,ITEM_HERO_SHOP_COIN,灵晶,1,260,260,0
TEAM_BATTLE_MAIN_DROP_BOX_7_2,4120,组队副本宝箱7_2,Item,ITEM_HERO_SHOP_COIN,灵晶,1,270,270,0
TEAM_BATTLE_MAIN_DROP_BOX_7_3,4121,组队副本宝箱7_3,Item,ITEM_HERO_SHOP_COIN,灵晶,1,280,280,0
TEAM_BATTLE_AUXILIARY_DROP_1,4201,组队副本附带产出,Item,ITEM_GOLD,金币,1,5000,5000,0
SUPREME_PRIVILEGE_REWARD_DROP_1,5001,至尊特权每日掉落1,Item,ITEM_HERO_REFRESH_ORDER,刷新石,1,10,10,0
SUPREME_PRIVILEGE_REWARD_DROP_2,5002,至尊特权每日掉落2,Item,ITEM_OPTIONAL_SUPREME_PACKAGE,至尊特权资源礼包,1,1,1,0
SUPREME_PRIVILEGE_REWARD_DROP_3,5003,至尊特权每日掉落3,Item,ITEM_SENIOR_RUSH_TICKET,高级扫荡券,1,5,5,0
SUPREME_PRIVILEGE_REWARD_DROP_4,5004,至尊特权每日掉落4,Item,ITEM_CRYSTAL,水晶,1,60,60,0
SUPREME_PRIVILEGE_GIFT_DROP_1,5101,至尊特权6元掉落1,Item,ITEM_CRYSTAL,水晶,1,120,120,0
SUPREME_PRIVILEGE_GIFT_DROP_2,5102,至尊特权6元掉落2,Item,ITEM_BANQUET_TICKET,十连券,1,1,1,0
SUPREME_PRIVILEGE_GIFT_DROP_3,5103,至尊特权6元掉落3,Item,ITEM_SPAR_KEY,晶石钥匙,1,1,1,0
SUPREME_PRIVILEGE_GIFT_DROP_4,5104,至尊特权6元掉落4,Item,ITEM_HERO_REFRESH_ORDER,刷新石,1,5,5,0
SUPREME_PRIVILEGE_GIFT_DROP_DICE,5105,至尊特权6元掉落5,Item,ITEM_DICE_TICKET,汽水易拉罐,1,5,5,0
HERO_DROP_S,6000,探宝必出S英雄掉落,Hero,HERO_ALICE,朵茜,1,1,1,0
HERO_DROP,6001,探宝英雄掉落,Hero,HERO_ALICE,西奥,2550,1,1,0
EMBLEM_DROP_1,6002,探宝英雄掉落2,Hero,HERO_ALICE,卡莲,3570,1,1,0
UNIFORM_DROP_1,6003,前3次必出传说,Hero,HERO_ALICE,科什莫,2,1,1,0
ITEM_DROP_1,6004,探宝1到40级道具,Item,ITEM_BATTLE_SOUL_PACKAGE_2,中战魂包,20,1,1,0
,,,,ITEM_BATTLE_SOUL_PACKAGE_3,大战魂包,5,1,1,0
,,,,ITEM_GOLD_PACKAGE_3,严肃面具,20,2,3,0
,,,,ITEM_GOLD_PACKAGE_4,迷离面具,5,1,1,0
EMBLEM_DROP_2,6005,探宝41到80级徽章,Item,ITEM_EMBLEM_ALICE,巴伦骑士徽章,65,6,6,0
UNIFORM_DROP_2,6006,探宝41到80级军装,Item,ITEM_CORPS_BREAK_ARCHER_BLUE_1,灵钢弓,15,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_2,丝质长袍,15,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_3,轻灵短靴,15,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_4,希尔箭,15,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_5,黑爪圣链,12,5,5,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_1,灵钢长剑,15,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_2,铸钢甲,15,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_3,绝影战马,15,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_4,精钢马铠,15,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_5,蓝骑圣典,12,5,5,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_1,血纹剑,15,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_2,精粹钢链甲,15,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_3,鞣革靴,15,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_4,魔化盾,15,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_5,黄金圣杯,12,5,5,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_6,沉银弓,15,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_7,轻丝长袍,15,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_8,风灵短靴,15,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_9,强化希尔箭,15,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_BLUE_10,天陨圣链,12,5,5,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_6,飓风长剑,15,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_7,光铸护甲,15,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_8,狮虎战马,15,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_9,尖刺陨铁马铠,15,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_10,黑骑圣典,12,5,5,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_6,巨锋剑,15,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_7,战痕钢甲,15,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_8,火焰厚革靴,15,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_9,屠戮者盾,15,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_10,杀戮圣杯,12,5,5,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_1,希尔制式弓,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_2,附魔斗篷,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_3,灵纹便鞋,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_4,流光希尔箭,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_5,猛毒神链,8,3,3,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_1,流云枪,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_2,固化希尔肩甲,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_3,龙血战马,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_4,轻化附魔马铠,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_5,金骑神典,8,3,3,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_1,希尔制式剑,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_2,固化精炼甲,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_3,轻化百革靴,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_4,希尔制式盾,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_5,英勇神杯,8,3,3,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_6,龙骨魔化弓,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_7,能量斗篷,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_8,疾风便鞋,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_9,精灵祝福箭,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_10,深渊神链,8,3,3,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_6,灭魂枪,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_7,鲜血苍穹肩甲,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_8,魔化龙血战马,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_9,地狱荆棘马铠,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_10,龙骑神典,8,3,3,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_6,英勇守护之剑,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_7,极寒冰晶战甲,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_8,大地守护之靴,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_9,弑杀魔化盾,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_10,守护神杯,8,3,3,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_11,神赐屠龙弓,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_12,神圣斗篷,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_13,风暴便鞋,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_14,屠龙黑箭,26,30,30,0
,,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_15,神血神链,8,3,3,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_11,神赐灭世枪,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_12,圣光赐福肩甲,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_13,龙翼战马,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_14,圣光冲锋马铠,26,30,30,0
,,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_15,圣骑神典,8,3,3,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_11,神赐英雄剑,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_12,贤者祝福战甲,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_13,盖亚战靴,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_14,抵天之盾,26,30,30,0
,,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_15,英雄神杯,8,3,3,0
ITEM_DROP_2,6007,探宝41到80级道具,Item,ITEM_BATTLE_SOUL_PACKAGE_2,中战魂包,25,1,1,0
,,,,ITEM_BATTLE_SOUL_PACKAGE_3,大战魂包,10,1,1,0
,,,,ITEM_GOLD_PACKAGE_3,严肃面具,25,2,3,0
,,,,ITEM_GOLD_PACKAGE_4,迷离面具,10,1,1,0
BANQUET_DROP,6008,盛宴道具掉落,Item,ITEM_BATTLE_SOUL_PACKAGE_2,中战魂包,20,2,3,0
,,,,ITEM_BATTLE_SOUL_PACKAGE_3,大战魂包,15,1,1,0
,,,,ITEM_BATTLE_SOUL_PACKAGE_4,特大战魂包,5,1,1,0
,,,,ITEM_GOLD_PACKAGE_2,恶毒面具,28,2,3,0
,,,,ITEM_GOLD_PACKAGE_3,严肃面具,17,1,2,0
,,,,ITEM_GOLD_PACKAGE_4,迷离面具,15,1,1,0
HERO_WDROP_1,6101,探宝伪随机掉落1,Hero,HERO_ALICE,朵茜,0,1,1,0
HERO_WDROP_2,6102,探宝伪随机掉落2,Hero,HERO_ALICE,朵茜,50,1,1,0
HERO_WDROP_3,6103,探宝伪随机掉落3,Hero,HERO_ALICE,魅黛尔,100,1,1,0
HERO_WDROP_4,6104,探宝伪随机掉落4,Hero,HERO_ALICE,卡莲,100,1,1,0
HERO_WDROP_5,6105,探宝伪随机掉落5,Hero,HERO_ALICE,多拉贡,100,1,1,0
HERO_WDROP_6,6106,探宝伪随机掉落6,Hero,HERO_ALICE,魅黛尔,100,1,1,0
HERO_WDROP_7,6107,探宝伪随机掉落7,Hero,HERO_ALICE,科莱克,100,1,1,0
HERO_WDROP_8,6108,探宝伪随机掉落8,Hero,HERO_ALICE,巴伦,100,1,1,0
HERO_WDROP_9,6109,探宝伪随机掉落9,Hero,HERO_ALICE,菲兹尔,100,1,1,0
HERO_WDROP_10,6110,探宝伪随机掉落10,Hero,HERO_ALICE,卡莲,100,1,1,0
HERO_WDROP_11,6111,探宝伪随机掉落11,Hero,HERO_ALICE,路克,100,1,1,0
HERO_WDROP_12,6112,探宝伪随机掉落12,Hero,HERO_ALICE,达雷奥斯,100,1,1,0
HERO_WDROP_13,6113,探宝伪随机掉落13,Hero,HERO_ALICE,达雷奥斯,200,1,1,0
HERO_WDROP_14,6114,探宝伪随机掉落14,Hero,HERO_ALICE,路克,100,1,1,0
HERO_WDROP_15,6115,探宝伪随机掉落15,Hero,HERO_ALICE,瓦尔基里,100,1,1,0
SINGLE_TREASURE_HERO,6201,单抽英雄掉落组,Hero,HERO_ALICE,西奥,340,1,1,0
SINGLE_TREASURE_ITEM,6202,单抽道具落组,Item,ITEM_EMBLEM_ALICE,西奥徽章,850,1,3,0
TREASURE_EMBLEM_DROP_1,6301,探宝1到30级徽章,Item,ITEM_EMBLEM_ALICE,西奥徽章,425,3,5,0
TREASURE_EMBLEM_DROP_2,6302,探宝31到40级徽章,Item,ITEM_EMBLEM_ALICE,西奥徽章,40,1,3,0
TREASURE_EMBLEM_DROP_3,6303,探宝41到50级徽章,Item,ITEM_EMBLEM_ALICE,西奥徽章,20,2,3,0
TREASURE_EMBLEM_DROP_4,6304,探宝51到60级徽章,Item,ITEM_EMBLEM_ALICE,西奥徽章,0,2,4,0
TREASURE_EMBLEM_DROP_5,6305,探宝61到100级徽章,Item,ITEM_EMBLEM_ALICE,西奥徽章,0,3,4,0
BANQUET_HERO_DROP_1,6501,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,安吉拉骑士徽章,100,1,1,0
BANQUET_HERO_DROP_2,6511,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,科什莫骑士徽章,4,1,1,0
,,,,ITEM_EMBLEM_ALICE,科什莫骑士徽章,1,2,2,0
BANQUET_HERO_DROP_3,6521,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,悟影骑士徽章,100,1,1,0
BANQUET_HERO_DROP_4,6531,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,芙拉骑士徽章,4,1,1,0
,,,,ITEM_EMBLEM_ALICE,芙拉骑士徽章,1,2,2,0
BANQUET_HERO_DROP_5,6541,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,迪雅骑士徽章,4,1,1,0
,,,,ITEM_EMBLEM_ALICE,迪雅骑士徽章,1,2,2,0
BANQUET_HERO_DROP_6,6551,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,格瑞兹骑士徽章,100,1,1,0
BANQUET_HERO_DROP_7,6561,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,蒂姆战机骑士徽章,100,1,1,0
BANQUET_HERO_DROP_8,6571,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,魅黛尔骑士徽章,4,1,1,0
,,,,ITEM_EMBLEM_ALICE,魅黛尔骑士徽章,1,2,2,0
BANQUET_HERO_DROP_9,6581,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,破坏者骑士徽章,100,1,1,0
BANQUET_HERO_DROP_10,6591,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,瓦尔基里骑士徽章,4,1,1,0
,,,,ITEM_EMBLEM_ALICE,瓦尔基里骑士徽章,1,2,2,0
BANQUET_HERO_DROP_11,6502,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,安吉拉骑士徽章,5,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,45,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,25,1250,1250,0
,,,,ITEM_GOLD,金币,25,25000,25000,0
BANQUET_HERO_DROP_12,6512,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,科什莫骑士徽章,75,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,425,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,250,1250,1250,0
,,,,ITEM_GOLD,金币,250,25000,25000,0
BANQUET_HERO_DROP_13,6522,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,悟影骑士徽章,5,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,45,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,25,1250,1250,0
,,,,ITEM_GOLD,金币,25,25000,25000,0
BANQUET_HERO_DROP_14,6532,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,芙拉骑士徽章,75,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,425,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,250,1250,1250,0
,,,,ITEM_GOLD,金币,250,25000,25000,0
BANQUET_HERO_DROP_15,6542,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,迪雅骑士徽章,75,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,425,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,250,1250,1250,0
,,,,ITEM_GOLD,金币,250,25000,25000,0
BANQUET_HERO_DROP_16,6552,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,格瑞兹骑士徽章,5,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,45,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,25,1250,1250,0
,,,,ITEM_GOLD,金币,25,25000,25000,0
BANQUET_HERO_DROP_17,6562,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,蒂姆战机骑士徽章,5,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,45,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,25,1250,1250,0
,,,,ITEM_GOLD,金币,25,25000,25000,0
BANQUET_HERO_DROP_18,6572,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,魅黛尔骑士徽章,75,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,425,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,250,1250,1250,0
,,,,ITEM_GOLD,金币,250,25000,25000,0
BANQUET_HERO_DROP_19,6582,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,破坏者骑士徽章,5,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,45,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,25,1250,1250,0
,,,,ITEM_GOLD,金币,25,25000,25000,0
BANQUET_HERO_DROP_20,6592,盛宴道具掉落,Item,ITEM_EMBLEM_ALICE,瓦尔基里骑士徽章,75,1,1,0
,,,,ITEM_HERO_EVOLVE_STONE,升星石,425,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,250,1250,1250,0
,,,,ITEM_GOLD,金币,250,25000,25000,0
BANQUET_HERO_DROP_NEW_1,6601,盛宴随机史诗徽章,Item,ITEM_EMBLEM_ALICE,布雷斯徽章,1,3,4,0
BANQUET_HERO_DROP_NEW_2,6602,随机其他道具,Item,ITEM_HERO_EVOLVE_STONE,升星石,425,25,25,0
,,,,ITEM_BATTLE_SOUL,战魂,250,1250,1250,0
,,,,ITEM_GOLD,金币,250,25000,25000,0
FIRST_TREASURE_DROP_1,6901,首抽必出杰,Hero,HERO_ALICE,杰,100,1,1,0
FIRST_TREASURE_DROP_2,6902,首抽三选一,Hero,HERO_ALICE,布雷斯,100,1,1,0
,,,,HERO_ALICE,路克,100,1,1,0
FIRST_TREASURE_DROP_3,6903,首抽三选一,Hero,HERO_ALICE,温蒂妮,100,1,1,0
,,,,HERO_ALICE,多拉贡,100,1,1,0
FIRST_TREASURE_DROP_4,6904,首抽三选一,Hero,HERO_ALICE,达雷奥斯,100,1,1,0
,,,,HERO_ALICE,菲兹尔,100,1,1,0
FIRST_TREASURE_DROP_5,6905,首抽SS提升概率,Hero,HERO_ALICE,卡莲,25,1,1,0
TEAM_BATTLE_FIRST_DROP_1,7001,组队铜宝箱首次,Item,ITEM_HERO_SHOP_COIN,灵晶,1,250,250,0
TEAM_BATTLE_FIRST_DROP_2,7002,组队银宝箱首次,Item,ITEM_HERO_SHOP_COIN,灵晶,1,500,500,0
TEAM_BATTLE_FIRST_DROP_3,7003,组队金宝箱首次,Item,ITEM_HERO_SHOP_COIN,灵晶,1,1800,1800,0
TEAM_BATTLE_NORMAL_DROP_1,7101,组队铜宝箱常规,Item,ITEM_HERO_SHOP_COIN,灵晶,1,80,80,0
TEAM_BATTLE_NORMAL_DROP_2,7102,组队银宝箱常规,Item,ITEM_HERO_SHOP_COIN,灵晶,1,120,120,0
TEAM_BATTLE_NORMAL_DROP_3,7103,组队金宝箱常规,Item,ITEM_HERO_SHOP_COIN,灵晶,1,550,550,0
SPAR_RED_DROP,8001,红槽位掉落,Item,ITEM_SPAR_RED_ATK_4,物攻,67,1,1,0
,,,,ITEM_SPAR_RED_MGK_4,法强,67,1,1,0
,,,,ITEM_SPAR_RED_CRT_4,暴击,67,1,1,0
,,,,ITEM_SPAR_YELLOW_HP_4,生命,0,1,1,0
,,,,ITEM_SPAR_YELLOW_ARM_4,物抗,50,1,1,0
,,,,ITEM_SPAR_YELLOW_SPR_4,法抗,50,1,1,0
,,,,ITEM_SPAR_BLUE_CRTH_4,暴伤,50,1,1,0
,,,,ITEM_SPAR_BLUE_ARP_4,物穿,0,1,1,0
,,,,ITEM_SPAR_BLUE_MPEN_4,法穿,0,1,1,0
,,,,ITEM_SPAR_GREEN_HP_CRTH_4,生命+暴伤,50,1,1,0
,,,,ITEM_SPAR_GREEN_ARM_MPEN_4,物抗+法穿,50,1,1,0
,,,,ITEM_SPAR_GREEN_SPR_ARP_4,法抗+物穿,50,1,1,0
,,,,ITEM_SPAR_PURPLE_ATK_ARP_4,物攻+物穿,67,1,1,0
,,,,ITEM_SPAR_PURPLE_MGK_MPEN_4,法强+法穿,67,1,1,0
,,,,ITEM_SPAR_PURPLE_CRT_CRTH_4,暴击+暴伤,67,1,1,0
,,,,ITEM_SPAR_ORANGE_ATK_SPR_4,物攻+法抗,67,1,1,0
,,,,ITEM_SPAR_ORANGE_MGK_ARM_4,法强+物抗,67,1,1,0
,,,,ITEM_SPAR_ORANGE_CRT_HP_4,暴击+生命,67,1,1,0
,,,,ITEM_SPAR_COLOR_4,棱彩,100,1,1,0
SPAR_YELLOW_DROP,8002,黄槽位掉落,Item,ITEM_SPAR_RED_ATK_4,物攻,75,1,1,0
,,,,ITEM_SPAR_RED_MGK_4,法强,0,1,1,0
,,,,ITEM_SPAR_RED_CRT_4,暴击,75,1,1,0
,,,,ITEM_SPAR_YELLOW_HP_4,生命,67,1,1,0
,,,,ITEM_SPAR_YELLOW_ARM_4,物抗,67,1,1,0
,,,,ITEM_SPAR_YELLOW_SPR_4,法抗,67,1,1,0
,,,,ITEM_SPAR_BLUE_CRTH_4,暴伤,75,1,1,0
,,,,ITEM_SPAR_BLUE_ARP_4,物穿,0,1,1,0
,,,,ITEM_SPAR_BLUE_MPEN_4,法穿,0,1,1,0
,,,,ITEM_SPAR_GREEN_HP_CRTH_4,生命+暴伤,67,1,1,0
,,,,ITEM_SPAR_GREEN_ARM_MPEN_4,物抗+法穿,67,1,1,0
,,,,ITEM_SPAR_GREEN_SPR_ARP_4,法抗+物穿,67,1,1,0
,,,,ITEM_SPAR_PURPLE_ATK_ARP_4,物攻+物穿,0,1,1,0
,,,,ITEM_SPAR_PURPLE_MGK_MPEN_4,法强+法穿,0,1,1,0
,,,,ITEM_SPAR_PURPLE_CRT_CRTH_4,暴击+暴伤,75,1,1,0
,,,,ITEM_SPAR_ORANGE_ATK_SPR_4,物攻+法抗,67,1,1,0
,,,,ITEM_SPAR_ORANGE_MGK_ARM_4,法强+物抗,67,1,1,0
,,,,ITEM_SPAR_ORANGE_CRT_HP_4,暴击+生命,67,1,1,0
,,,,ITEM_SPAR_COLOR_4,棱彩,100,1,1,0
SPAR_BLUE_DROP,8003,蓝槽位掉落,Item,ITEM_SPAR_RED_ATK_4,物攻,43,1,1,0
,,,,ITEM_SPAR_RED_MGK_4,法强,0,1,1,0
,,,,ITEM_SPAR_RED_CRT_4,暴击,43,1,1,0
,,,,ITEM_SPAR_YELLOW_HP_4,生命,0,1,1,0
,,,,ITEM_SPAR_YELLOW_ARM_4,物抗,43,1,1,0
,,,,ITEM_SPAR_YELLOW_SPR_4,法抗,43,1,1,0
,,,,ITEM_SPAR_BLUE_CRTH_4,暴伤,67,1,1,0
,,,,ITEM_SPAR_BLUE_ARP_4,物穿,67,1,1,0
,,,,ITEM_SPAR_BLUE_MPEN_4,法穿,67,1,1,0
,,,,ITEM_SPAR_GREEN_HP_CRTH_4,生命+暴伤,67,1,1,0
,,,,ITEM_SPAR_GREEN_ARM_MPEN_4,物抗+法穿,67,1,1,0
,,,,ITEM_SPAR_GREEN_SPR_ARP_4,法抗+物穿,67,1,1,0
,,,,ITEM_SPAR_PURPLE_ATK_ARP_4,物攻+物穿,67,1,1,0
,,,,ITEM_SPAR_PURPLE_MGK_MPEN_4,法强+法穿,67,1,1,0
,,,,ITEM_SPAR_PURPLE_CRT_CRTH_4,暴击+暴伤,67,1,1,0
,,,,ITEM_SPAR_ORANGE_ATK_SPR_4,物攻+法抗,43,1,1,0
,,,,ITEM_SPAR_ORANGE_MGK_ARM_4,法强+物抗,43,1,1,0
,,,,ITEM_SPAR_ORANGE_CRT_HP_4,暴击+生命,43,1,1,0
,,,,ITEM_SPAR_COLOR_4,棱彩,100,1,1,0
SPAR_COLOR_DROP,8004,棱彩掉落,Item,ITEM_SPAR_RED_ATK_4,物攻,7,1,1,0
,,,,ITEM_SPAR_RED_MGK_4,法强,4,1,1,0
,,,,ITEM_SPAR_RED_CRT_4,暴击,7,1,1,0
,,,,ITEM_SPAR_YELLOW_HP_4,生命,5,1,1,0
,,,,ITEM_SPAR_YELLOW_ARM_4,物抗,7,1,1,0
,,,,ITEM_SPAR_YELLOW_SPR_4,法抗,7,1,1,0
,,,,ITEM_SPAR_BLUE_CRTH_4,暴伤,7,1,1,0
,,,,ITEM_SPAR_BLUE_ARP_4,物穿,4,1,1,0
,,,,ITEM_SPAR_BLUE_MPEN_4,法穿,4,1,1,0
,,,,ITEM_SPAR_GREEN_HP_CRTH_4,生命+暴伤,5,1,1,0
,,,,ITEM_SPAR_GREEN_ARM_MPEN_4,物抗+法穿,7,1,1,0
,,,,ITEM_SPAR_GREEN_SPR_ARP_4,法抗+物穿,7,1,1,0
,,,,ITEM_SPAR_PURPLE_ATK_ARP_4,物攻+物穿,4,1,1,0
,,,,ITEM_SPAR_PURPLE_MGK_MPEN_4,法强+法穿,4,1,1,0
,,,,ITEM_SPAR_PURPLE_CRT_CRTH_4,暴击+暴伤,7,1,1,0
,,,,ITEM_SPAR_ORANGE_ATK_SPR_4,物攻+法抗,7,1,1,0
,,,,ITEM_SPAR_ORANGE_MGK_ARM_4,法强+物抗,7,1,1,0
