_ID,_VALUE,#Name:string,Sort:int,Type:string,UnlockConditionType:string,UnlockConditionFactor1:int,UnlockConditionFactor2:int,Painting:string,Badge:string,Music:id,Name:loc,HowToUnlock:loc,AttributeType:string{},AttributeNum:int{},AttributeKind:string{},BuffTarget:string,AttributeDes:loc{},PowerKind:string,Power:int,BuffSort:int,EquipAttributeType:string{},EquipAttributeNum:int{},EquipAttributeKind:string{},EquipBuffTarget:string,EquipAttributeDes:loc{},EquipPowerKind:string,EquipPower:int,IsShow:bool,BadgeFX:string,BadgeType:int
COLLECTION_BADGE_GROW_EQUIP_STRONGTHEN_3,3027,装备锻造匠3,3973,badge,Drop,,23027,,ICON_COLLECTION_BADGE_GROW_EQUIP_STRONGTHEN_3,,LOC_NAME_COLLECTION_BADGE_GROW_EQUIP_STRONGTHEN_3,LOC_DES_COLLECTION_BADGE_GROW_EQUIP_STRONGTHEN_3,Damage,1500,Constant,Group,LOC_BADGE_BUFF_DES_DAMAGE,Constant,15,6977,Damage,50,Percentage,Group,LOC_BADGE_BUFF_DES_DAMAGE,Percentage,25,TRUE,FX_UI_Badge_Stars_High,9
COLLECTION_BADGE_GROW_EQUIP_ADVANCED_1,3028,装备大师1,3972,badge,Drop,,23028,,ICON_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_1,,LOC_NAME_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_1,LOC_DES_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_1,Magic,500,Constant,Group,LOC_BADGE_BUFF_DES_MAGIC,Constant,5,6969,Magic,20,Percentage,Group,LOC_BADGE_BUFF_DES_MAGIC,Percentage,10,TRUE,,10
COLLECTION_BADGE_GROW_EQUIP_ADVANCED_2,3029,装备大师2,3971,badge,Drop,,23029,,ICON_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_2,,LOC_NAME_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_2,LOC_DES_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_2,Magic,1000,Constant,Group,LOC_BADGE_BUFF_DES_MAGIC,Constant,10,6968,Magic,30,Percentage,Group,LOC_BADGE_BUFF_DES_MAGIC,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,10
COLLECTION_BADGE_GROW_EQUIP_ADVANCED_3,3030,装备大师3,3970,badge,Drop,,23030,,ICON_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_3,,LOC_NAME_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_3,LOC_DES_COLLECTION_BADGE_GROW_EQUIP_ADVANCED_3,Magic,1500,Constant,Group,LOC_BADGE_BUFF_DES_MAGIC,Constant,15,6967,Magic,50,Percentage,Group,LOC_BADGE_BUFF_DES_MAGIC,Percentage,25,TRUE,FX_UI_Badge_Stars_High,10
COLLECTION_BADGE_PVP_WIN_NUM_1,3031,竞技巨星1,3969,badge,Drop,,23031,,ICON_COLLECTION_BADGE_PVP_WIN_NUM_1,,LOC_NAME_COLLECTION_BADGE_PVP_WIN_NUM_1,LOC_DES_COLLECTION_BADGE_PVP_WIN_NUM_1,Damage,500,Constant,Hero,LOC_BADGE_BUFF_DES_DAMAGE,Constant,5,8979,PhysicalAttack#MagicalAttack,20#20,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ATTACK,Percentage,10,TRUE,,11
COLLECTION_BADGE_PVP_WIN_NUM_2,3032,竞技巨星2,3968,badge,Drop,,23032,,ICON_COLLECTION_BADGE_PVP_WIN_NUM_2,,LOC_NAME_COLLECTION_BADGE_PVP_WIN_NUM_2,LOC_DES_COLLECTION_BADGE_PVP_WIN_NUM_2,Damage,1000,Constant,Hero,LOC_BADGE_BUFF_DES_DAMAGE,Constant,10,8978,PhysicalAttack#MagicalAttack,30#30,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ATTACK,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,11
COLLECTION_BADGE_PVP_WIN_NUM_3,3033,竞技巨星3,3967,badge,Drop,,23033,,ICON_COLLECTION_BADGE_PVP_WIN_NUM_3,,LOC_NAME_COLLECTION_BADGE_PVP_WIN_NUM_3,LOC_DES_COLLECTION_BADGE_PVP_WIN_NUM_3,Damage,1500,Constant,Hero,LOC_BADGE_BUFF_DES_DAMAGE,Constant,15,8977,PhysicalAttack#MagicalAttack,50#50,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ATTACK,Percentage,25,TRUE,FX_UI_Badge_Stars_High,11
COLLECTION_BADGE_PVP_RANK_1,3034,绝对强者1,3966,badge,Drop,,23034,,ICON_COLLECTION_BADGE_PVP_RANK_1,,LOC_NAME_COLLECTION_BADGE_PVP_RANK_1,LOC_DES_COLLECTION_BADGE_PVP_RANK_1,Damage#Magic,300#300,Constant#Constant,Group,LOC_BADGE_BUFF_DES_DAMAGE#LOC_BADGE_BUFF_DES_MAGIC,Constant,5,6959,Damage#Magic,10#10,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_DAMAGE#LOC_BADGE_BUFF_DES_MAGIC,Percentage,10,TRUE,,12
COLLECTION_BADGE_PVP_RANK_2,3035,绝对强者2,3965,badge,Drop,,23035,,ICON_COLLECTION_BADGE_PVP_RANK_2,,LOC_NAME_COLLECTION_BADGE_PVP_RANK_2,LOC_DES_COLLECTION_BADGE_PVP_RANK_2,Damage#Magic,600#600,Constant#Constant,Group,LOC_BADGE_BUFF_DES_DAMAGE#LOC_BADGE_BUFF_DES_MAGIC,Constant,10,6958,Damage#Magic,20#20,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_DAMAGE#LOC_BADGE_BUFF_DES_MAGIC,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,12
COLLECTION_BADGE_PVP_RANK_3,3036,绝对强者3,3964,badge,Drop,,23036,,ICON_COLLECTION_BADGE_PVP_RANK_3,,LOC_NAME_COLLECTION_BADGE_PVP_RANK_3,LOC_DES_COLLECTION_BADGE_PVP_RANK_3,Damage#Magic,900#900,Constant#Constant,Group,LOC_BADGE_BUFF_DES_DAMAGE#LOC_BADGE_BUFF_DES_MAGIC,Constant,15,6957,Damage#Magic,30#30,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_DAMAGE#LOC_BADGE_BUFF_DES_MAGIC,Percentage,25,TRUE,FX_UI_Badge_Stars_High,12
COLLECTION_BADGE_GUILD_TECHNOLOGY_1,3037,科学的力量1,3963,badge,Drop,,23037,,ICON_COLLECTION_BADGE_GUILD_TECHNOLOGY_1,,LOC_NAME_COLLECTION_BADGE_GUILD_TECHNOLOGY_1,LOC_DES_COLLECTION_BADGE_GUILD_TECHNOLOGY_1,MagicDef,10,Constant,Hero,LOC_BADGE_BUFF_DES_MAGIC_DEF,Constant,5,8949,MagicalArmorIgnoreFactor,20,Percentage,Group,LOC_BADGE_BUFF_DES_MAGICAL_DEF_IGNORE,Percentage,10,TRUE,,13
COLLECTION_BADGE_GUILD_TECHNOLOGY_2,3038,科学的力量2,3962,badge,Drop,,23038,,ICON_COLLECTION_BADGE_GUILD_TECHNOLOGY_2,,LOC_NAME_COLLECTION_BADGE_GUILD_TECHNOLOGY_2,LOC_DES_COLLECTION_BADGE_GUILD_TECHNOLOGY_2,MagicDef,20,Constant,Hero,LOC_BADGE_BUFF_DES_MAGIC_DEF,Constant,10,8948,MagicalArmorIgnoreFactor,30,Percentage,Group,LOC_BADGE_BUFF_DES_MAGICAL_DEF_IGNORE,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,13
COLLECTION_BADGE_GUILD_TECHNOLOGY_3,3039,科学的力量3,3961,badge,Drop,,23039,,ICON_COLLECTION_BADGE_GUILD_TECHNOLOGY_3,,LOC_NAME_COLLECTION_BADGE_GUILD_TECHNOLOGY_3,LOC_DES_COLLECTION_BADGE_GUILD_TECHNOLOGY_3,MagicDef,30,Constant,Hero,LOC_BADGE_BUFF_DES_MAGIC_DEF,Constant,15,8947,MagicalArmorIgnoreFactor,50,Percentage,Group,LOC_BADGE_BUFF_DES_MAGICAL_DEF_IGNORE,Percentage,25,TRUE,FX_UI_Badge_Stars_High,13
COLLECTION_BADGE_GUILD_BATTLE_1,3040,公会之星1,3960,badge,Drop,,23040,,ICON_COLLECTION_BADGE_GUILD_BATTLE_1,,LOC_NAME_COLLECTION_BADGE_GUILD_BATTLE_1,LOC_DES_COLLECTION_BADGE_GUILD_BATTLE_1,Armor,10,Constant,Group,LOC_BADGE_BUFF_DES_ARMOR,Constant,5,6949,SkillDamage,20,Percentage,Group,LOC_BADGE_BUFF_DES_SKILL_DAMAGE,Percentage,10,TRUE,,14
COLLECTION_BADGE_GUILD_BATTLE_2,3041,公会之星2,3959,badge,Drop,,23041,,ICON_COLLECTION_BADGE_GUILD_BATTLE_2,,LOC_NAME_COLLECTION_BADGE_GUILD_BATTLE_2,LOC_DES_COLLECTION_BADGE_GUILD_BATTLE_2,Armor,20,Constant,Group,LOC_BADGE_BUFF_DES_ARMOR,Constant,10,6948,SkillDamage,30,Percentage,Group,LOC_BADGE_BUFF_DES_SKILL_DAMAGE,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,14
COLLECTION_BADGE_GUILD_BATTLE_3,3042,公会之星3,3958,badge,Drop,,23042,,ICON_COLLECTION_BADGE_GUILD_BATTLE_3,,LOC_NAME_COLLECTION_BADGE_GUILD_BATTLE_3,LOC_DES_COLLECTION_BADGE_GUILD_BATTLE_3,Armor,30,Constant,Group,LOC_BADGE_BUFF_DES_ARMOR,Constant,15,6947,SkillDamage,50,Percentage,Group,LOC_BADGE_BUFF_DES_SKILL_DAMAGE,Percentage,25,TRUE,FX_UI_Badge_Stars_High,14
COLLECTION_BADGE_GUILD_RIGHT_1,3043,老练的会员1,3957,badge,Drop,,23043,,ICON_COLLECTION_BADGE_GUILD_RIGHT_1,,LOC_NAME_COLLECTION_BADGE_GUILD_RIGHT_1,LOC_DES_COLLECTION_BADGE_GUILD_RIGHT_1,Magic,500,Constant,Character,LOC_BADGE_BUFF_DES_MAGIC,Constant,5,7969,CriticalDamage,40,Percentage,Group,LOC_BADGE_BUFF_DES_CRITICAL_DAMAGE,Percentage,10,TRUE,,15
COLLECTION_BADGE_GUILD_RIGHT_2,3044,老练的会员2,3956,badge,Drop,,23044,,ICON_COLLECTION_BADGE_GUILD_RIGHT_2,,LOC_NAME_COLLECTION_BADGE_GUILD_RIGHT_2,LOC_DES_COLLECTION_BADGE_GUILD_RIGHT_2,Magic,1000,Constant,Character,LOC_BADGE_BUFF_DES_MAGIC,Constant,10,7968,CriticalDamage,60,Percentage,Group,LOC_BADGE_BUFF_DES_CRITICAL_DAMAGE,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,15
COLLECTION_BADGE_GUILD_RIGHT_3,3045,老练的会员3,3955,badge,Drop,,23045,,ICON_COLLECTION_BADGE_GUILD_RIGHT_3,,LOC_NAME_COLLECTION_BADGE_GUILD_RIGHT_3,LOC_DES_COLLECTION_BADGE_GUILD_RIGHT_3,Magic,1500,Constant,Character,LOC_BADGE_BUFF_DES_MAGIC,Constant,15,7967,CriticalDamage,100,Percentage,Group,LOC_BADGE_BUFF_DES_CRITICAL_DAMAGE,Percentage,25,TRUE,FX_UI_Badge_Stars_High,15
COLLECTION_BADGE_OTHER_SHOPPING_1,3046,购物达人1,3954,badge,Drop,,23046,,ICON_COLLECTION_BADGE_OTHER_SHOPPING_1,,LOC_NAME_COLLECTION_BADGE_OTHER_SHOPPING_1,LOC_DES_COLLECTION_BADGE_OTHER_SHOPPING_1,Damage,500,Constant,Character,LOC_BADGE_BUFF_DES_DAMAGE,Constant,5,7979,PhysicalArmorIgnoreFactor,20,Percentage,Group,LOC_BADGE_BUFF_DES_PHYSICAL_DEF_IGNORE,Percentage,10,TRUE,,16
COLLECTION_BADGE_OTHER_SHOPPING_2,3047,购物达人2,3953,badge,Drop,,23047,,ICON_COLLECTION_BADGE_OTHER_SHOPPING_2,,LOC_NAME_COLLECTION_BADGE_OTHER_SHOPPING_2,LOC_DES_COLLECTION_BADGE_OTHER_SHOPPING_2,Damage,1000,Constant,Character,LOC_BADGE_BUFF_DES_DAMAGE,Constant,10,7978,PhysicalArmorIgnoreFactor,30,Percentage,Group,LOC_BADGE_BUFF_DES_PHYSICAL_DEF_IGNORE,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,16
COLLECTION_BADGE_OTHER_SHOPPING_3,3048,购物达人3,3952,badge,Drop,,23048,,ICON_COLLECTION_BADGE_OTHER_SHOPPING_3,,LOC_NAME_COLLECTION_BADGE_OTHER_SHOPPING_3,LOC_DES_COLLECTION_BADGE_OTHER_SHOPPING_3,Damage,1500,Constant,Character,LOC_BADGE_BUFF_DES_DAMAGE,Constant,15,7977,PhysicalArmorIgnoreFactor,50,Percentage,Group,LOC_BADGE_BUFF_DES_PHYSICAL_DEF_IGNORE,Percentage,25,TRUE,FX_UI_Badge_Stars_High,16
COLLECTION_BADGE_OTHER_COLLECT_1,3049,收藏家1,3951,badge,Drop,,23049,,ICON_COLLECTION_BADGE_OTHER_COLLECT_1,,LOC_NAME_COLLECTION_BADGE_OTHER_COLLECT_1,LOC_DES_COLLECTION_BADGE_OTHER_COLLECT_1,Armor#MagicDef,8#8,Constant#Constant,Group,LOC_BADGE_BUFF_DES_ARMOR#LOC_BADGE_BUFF_DES_MAGIC_DEF,Constant,5,6929,Armor#MagicDef,10#10,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ARMOR#LOC_BADGE_BUFF_DES_MAGIC_DEF,Percentage,10,TRUE,,17
COLLECTION_BADGE_OTHER_COLLECT_2,3050,收藏家2,3950,badge,Drop,,23050,,ICON_COLLECTION_BADGE_OTHER_COLLECT_2,,LOC_NAME_COLLECTION_BADGE_OTHER_COLLECT_2,LOC_DES_COLLECTION_BADGE_OTHER_COLLECT_2,Armor#MagicDef,12#12,Constant#Constant,Group,LOC_BADGE_BUFF_DES_ARMOR#LOC_BADGE_BUFF_DES_MAGIC_DEF,Constant,10,6928,Armor#MagicDef,20#20,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ARMOR#LOC_BADGE_BUFF_DES_MAGIC_DEF,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,17
COLLECTION_BADGE_OTHER_COLLECT_3,3051,收藏家3,3949,badge,Drop,,23051,,ICON_COLLECTION_BADGE_OTHER_COLLECT_3,,LOC_NAME_COLLECTION_BADGE_OTHER_COLLECT_3,LOC_DES_COLLECTION_BADGE_OTHER_COLLECT_3,Armor#MagicDef,20#20,Constant#Constant,Group,LOC_BADGE_BUFF_DES_ARMOR#LOC_BADGE_BUFF_DES_MAGIC_DEF,Constant,15,6927,Armor#MagicDef,30#30,Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ARMOR#LOC_BADGE_BUFF_DES_MAGIC_DEF,Percentage,25,TRUE,FX_UI_Badge_Stars_High,17
COLLECTION_BADGE_OTHER_FRIEND_1,3052,最佳好友1,3948,badge,Drop,,23052,,ICON_COLLECTION_BADGE_OTHER_FRIEND_1,,LOC_NAME_COLLECTION_BADGE_OTHER_FRIEND_1,LOC_DES_COLLECTION_BADGE_OTHER_FRIEND_1,HP,2500,Constant,Character,LOC_BADGE_BUFF_DES_HP,Constant,5,7989,Cure,40,Percentage,Group,LOC_BADGE_BUFF_DES_CURE,Percentage,10,TRUE,,18
COLLECTION_BADGE_OTHER_FRIEND_2,3053,最佳好友2,3947,badge,Drop,,23053,,ICON_COLLECTION_BADGE_OTHER_FRIEND_2,,LOC_NAME_COLLECTION_BADGE_OTHER_FRIEND_2,LOC_DES_COLLECTION_BADGE_OTHER_FRIEND_2,HP,5000,Constant,Character,LOC_BADGE_BUFF_DES_HP,Constant,10,7988,Cure,60,Percentage,Group,LOC_BADGE_BUFF_DES_CURE,Percentage,15,TRUE,FX_UI_Badge_Stars_Low,18
COLLECTION_BADGE_OTHER_FRIEND_3,3054,最佳好友3,3946,badge,Drop,,23054,,ICON_COLLECTION_BADGE_OTHER_FRIEND_3,,LOC_NAME_COLLECTION_BADGE_OTHER_FRIEND_3,LOC_DES_COLLECTION_BADGE_OTHER_FRIEND_3,HP,7500,Constant,Character,LOC_BADGE_BUFF_DES_HP,Constant,15,7987,Cure,100,Percentage,Group,LOC_BADGE_BUFF_DES_CURE,Percentage,25,TRUE,FX_UI_Badge_Stars_High,18
COLLECTION_BADGE_SPECIAL_BIDDER_1,3055,竞拍达人1,3945,badge,Drop,,23055,,ICON_COLLECTION_Bidder_1,,LOC_NAME_COLLECTION_BADGE_SPECIAL_BIDDER_1,LOC_DES_COLLECTION_BADGE_SPECIAL_BIDDER_1,HP#Damage#Magic#Armor#MagicDef,10#10#10#10#10,Percentage#Percentage#Percentage#Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ALL_ATTR,Percentage,10,6916,HP#Damage#Magic#Armor#MagicDef,20#20#20#20#20,Percentage#Percentage#Percentage#Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ALL_ATTR,Percentage,20,TRUE,,19
COLLECTION_BADGE_SPECIAL_BIDDER_2,3056,竞拍达人2,3944,badge,Drop,,23056,,ICON_COLLECTION_Bidder_2,,LOC_NAME_COLLECTION_BADGE_SPECIAL_BIDDER_2,LOC_DES_COLLECTION_BADGE_SPECIAL_BIDDER_2,HP#Damage#Magic#Armor#MagicDef,20#20#20#20#20,Percentage#Percentage#Percentage#Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ALL_ATTR,Percentage,20,6915,HP#Damage#Magic#Armor#MagicDef,30#30#30#30#30,Percentage#Percentage#Percentage#Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ALL_ATTR,Percentage,30,TRUE,FX_UI_Badge_Stars_Low,19
COLLECTION_BADGE_SPECIAL_BIDDER_3,3057,竞拍达人3,3943,badge,Drop,,23057,,ICON_COLLECTION_Bidder_3,,LOC_NAME_COLLECTION_BADGE_SPECIAL_BIDDER_3,LOC_DES_COLLECTION_BADGE_SPECIAL_BIDDER_3,HP#Damage#Magic#Armor#MagicDef,30#30#30#30#30,Percentage#Percentage#Percentage#Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ALL_ATTR,Percentage,30,6914,HP#Damage#Magic#Armor#MagicDef,50#50#50#50#50,Percentage#Percentage#Percentage#Percentage#Percentage,Group,LOC_BADGE_BUFF_DES_ALL_ATTR,Percentage,50,TRUE,FX_UI_Badge_Stars_High,19
