_ID,_VALUE,#Des:string,PadType:string,PadPosition:int,Reverse:bool,HideSpine:bool,PoringAnimation:string[],Speech:id[],Name:loc[]
TUTORIAL_DIALOG_DISPOSAL_2,1049,布阵位置限制引导,float,2,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_DISPOSAL_2
TUTORIAL_DIALOG_DISPOSAL_3,1050,上阵人数限制+换人引导,float,2,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_DISPOSAL_3
TUTORIAL_DIALOG_NEW_TYPE_CHARACTER,1051,获得新兵种引导,float,2,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_NEW_TYPE_CHARACTER
TUTORIAL_DIALOG_ATTACK_ON_CORPS_1,1052,原石宝库解锁引导,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_ATTACK_ON_CORPS_1
TUTORIAL_DIALOG_ATTACK_ON_CORPS_2,1053,,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_ATTACK_ON_CORPS_2
TUTORIAL_DIALOG_ATTACK_ON_SOUL_1,1054,战魂试炼解锁引导,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_ATTACK_ON_SOUL_1
TUTORIAL_DIALOG_ATTACK_ON_SOUL_2,1055,,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_ATTACK_ON_SOUL_2
TUTORIAL_DIALOG_ATTACK_ON_FRUIT_1,1056,金币大作战解锁引导,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_ATTACK_ON_FRUIT_1
TUTORIAL_DIALOG_ATTACK_ON_FRUIT_2,1057,,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_ATTACK_ON_FRUIT_2
TUTORIAL_DIALOG_SWEEP,1058,扫荡引导,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SWEEP
TUTORIAL_DIALOG_HERO_EVOLVE_1,1059,英雄进化引导,float,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_EVOLVE_1
TUTORIAL_DIALOG_HERO_EVOLVE_2,1060,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_EVOLVE_2_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_EVOLVE_2_2
TUTORIAL_DIALOG_CORPS_CHALLENGE_1,1062,军团挑战引导,float,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CORPS_CHALLENGE_1
TUTORIAL_DIALOG_CORPS_CHALLENGE_2,1063,,float,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CORPS_CHALLENGE_2
TUTORIAL_DIALOG_CORPS_CHALLENGE_3,1064,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CORPS_CHALLENGE_3_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_CORPS_CHALLENGE_3_2
TUTORIAL_DIALOG_CRUSADE_CHALLENGE_1,1066,遗落的宝藏引导,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CRUSADE_CHALLENGE_1
TUTORIAL_DIALOG_CRUSADE_CHALLENGE_2,1067,,fixed,2,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CRUSADE_CHALLENGE_2
TUTORIAL_DIALOG_CRUSADE_CHALLENGE_3,1068,,fixed,2,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CRUSADE_CHALLENGE_3
TUTORIAL_DIALOG_COMPETITION_ARENA_1,1069,竞技场引导,float,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_COMPETITION_ARENA_1
TUTORIAL_DIALOG_COMPETITION_ARENA_3,1070,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_COMPETITION_ARENA_3_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_COMPETITION_ARENA_3_2
TUTORIAL_DIALOG_COMPETITION_DEFENSE_1,1072,竞技场防御引导,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_COMPETITION_DEFENSE_1_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_COMPETITION_DEFENSE_1_2
TUTORIAL_DIALOG_SOLDIERS_TECHNOLOGV_1,1074,士兵科技引导,float,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SOLDIERS_TECHNOLOGV_1
TUTORIAL_DIALOG_SOLDIERS_TECHNOLOGV_2,1075,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SOLDIERS_TECHNOLOGV_2_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SOLDIERS_TECHNOLOGV_2_2
TUTORIAL_DIALOG_BOSS_DRAGON_1,1077,,float,7,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_BOSS_DRAGON_1
TUTORIAL_DIALOG_BOSS_DRAGON_2,1078,,float,8,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_BOSS_DRAGON_2
TUTORIAL_DIALOG_UNLOCK_RANDOM_QUEST,1079,悬赏任务,fixed,3,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_UNLOCK_RANDOM_QUEST
TUTORIAL_REPEATABILITY_TRAVEL_SHOP,1080,,float,5,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_REPEATABILITY_TRAVEL_SHOP
TUTORIAL_DIALOG_CHANGE_NAME,1081,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CHANGE_NAME
TUTORIAL_DIALOG_SHOP,1082,商店,fixed,5,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SHOP
TUTORIAL_DIALOG_AUTOMATIC_DISPOSAL,1083,一键布阵,float,5,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_AUTOMATIC_DISPOSAL
TUTORIAL_DIALOG_GUILD_1,1084,公会,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_GUILD_1
TUTORIAL_DIALOG_GUILD_2,1085,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_GUILD_2
TUTORIAL_DIALOG_SPAR_UNLOCK_1,1086,晶石引导,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SPAR_UNLOCK_1
TUTORIAL_DIALOG_SPAR_UNLOCK_2,1087,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SPAR_UNLOCK_2_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SPAR_UNLOCK_2_2
TUTORIAL_DIALOG_SPAR_UNLOCK_3,1089,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SPAR_UNLOCK_3_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SPAR_UNLOCK_3_2
TUTORIAL_DIALOG_SPAR_UNLOCK_4,1091,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SPAR_UNLOCK_4
TUTORIAL_DIALOG_SPAR_OPEN_1,1092,晶石引导2,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SPAR_OPEN_1
TUTORIAL_DIALOG_EMBLEM_1,1093,徽章精炼,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_EMBLEM_1
TUTORIAL_DIALOG_EMBLEM_2,1094,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_EMBLEM_2_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_EMBLEM_2_2
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_EMBLEM_2_3
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_EMBLEM_2_4
TUTORIAL_DIALOG_EMBLEM_3,1098,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_EMBLEM_3
TUTORIAL_DIALOG_GOLDMINE_1,1099,矿洞勘探,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_GOLDMINE_1
TUTORIAL_DIALOG_GUILD_TEAM_1,1100,公会组队试炼,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_1
TUTORIAL_DIALOG_GUILD_TEAM_2,1101,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_2
TUTORIAL_DIALOG_GUILD_TEAM_3,1102,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_3
TUTORIAL_DIALOG_GUILD_TEAM_4,1103,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_4_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_4_2
TUTORIAL_DIALOG_GUILD_TEAM_5,1105,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_5
TUTORIAL_DIALOG_GUILD_TEAM_TRIAL_1,1106,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_TRIAL_1_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_TRIAL_1_2
TUTORIAL_DIALOG_GUILD_TEAM_TRIAL_2,1108,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_TRIAL_2_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_TRIAL_2_2
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_TRIAL_2_3
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_TRIAL_2_4
TUTORIAL_DIALOG_GUILD_TEAM_TRIAL_3,1112,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_TRIAL_3_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_TRIAL_3_2
TUTORIAL_DIALOG_GUILD_SPORTS_1,1114,公会竞技,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_1
TUTORIAL_DIALOG_GUILD_SPORTS_2,1115,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_2
TUTORIAL_DIALOG_GUILD_SPORTS_3,1116,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_3_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_3_2
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_3_3
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_3_4
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_3_5
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_3_6
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_SPORTS_3_7
TUTORIAL_DIALOG_TEAM_LEVEL_1,1123,组队副本,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_1
TUTORIAL_DIALOG_TEAM_LEVEL_2,1124,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_2_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_2_2
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_2_3
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_2_4
TUTORIAL_DIALOG_TEAM_LEVEL_3,1128,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_3_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_3_2
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_3_3
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_3_4
TUTORIAL_DIALOG_TEAM_LEVEL_4,1132,,float,5,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_4_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_4_2
TUTORIAL_DIALOG_TEAM_LEVEL_SHOP_1,1134,组队商店,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_SHOP_1
TUTORIAL_DIALOG_TEAM_LEVEL_SHOP_2,1135,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_TEAM_LEVEL_SHOP_2
TUTORIAL_DIALOG_BATTLE_CHAIN_SKILL_1,1136,战斗连携技能,float,6,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_BATTLE_CHAIN_SKILL_1
TUTORIAL_DIALOG_BATTLE_CHAIN_SKILL_2,1137,,float,6,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_BATTLE_CHAIN_SKILL_2
TUTORIAL_DIALOG_BATTLE_CHAIN_SKILL_3,1138,,float,6,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_BATTLE_CHAIN_SKILL_3
,,,,,,,Idle,,LOC_TUTORIALTEXT_BATTLE_CHAIN_SKILL_4
TUTORIAL_DIALOG_BATTLE_UNLOCK_BATTLE_SLOT_1,1140,战斗阵位解锁,float,6,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_UNLOCK_BATTLE_SLOT_1
TUTORIAL_DIALOG_BATTLE_UNLOCK_BATTLE_SLOT_2,1141,,float,6,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_UNLOCK_BATTLE_SLOT_2
TUTORIAL_DIALOG_BATTLE_UNLOCK_BATTLE_SLOT_3,1142,,float,6,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_UNLOCK_BATTLE_SLOT_3
TUTORIAL_DIALOG_CORPS_HERO_UPGRADE_1,1143,英雄升级突破引导,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_1
TUTORIAL_DIALOG_CORPS_HERO_UPGRADE_2,1144,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_2
TUTORIAL_DIALOG_CORPS_HERO_UPGRADE_3,1145,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_3_2
TUTORIAL_DIALOG_CORPS_HERO_BREAK_1,1146,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_5
TUTORIAL_DIALOG_CORPS_HERO_BREAK_2,1147,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_6
TUTORIAL_DIALOG_CORPS_HERO_BREAK_3,1148,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_7
TUTORIAL_DIALOG_CORPS_HERO_BREAK_4,1149,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_8
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_8_1
TUTORIAL_DIALOG_CORPS_HERO_BREAK_5,1151,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_UPGRADE_9
TUTORIAL_DIALOG_HERO_CHAIN_1,1152,连携2界面引导,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_CHAIN_1
TUTORIAL_DIALOG_HERO_CHAIN_2,1153,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_CHAIN_2_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_CHAIN_2_2
TUTORIAL_DIALOG_HERO_CHAIN_3,1155,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_CHAIN_3
TUTORIAL_DIALOG_HERO_CHAIN_4,1156,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_CHAIN_4
TUTORIAL_DIALOG_HERO_CHAIN_5,1157,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_CHAIN_5_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_HERO_CHAIN_5_2
TUTORIAL_DIALOG_FEEDER_MAP_1,1159,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_FEEDER_MAP_1
,,,fixed,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_FEEDER_MAP_2
TUTORIAL_DIALOG_SKY_SINGLE_MAP_1,1161,天空单人挑战,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SKY_SINGLE_MAP_1
TUTORIAL_DIALOG_SKY_SINGLE_MAP_2,1162,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SKY_SINGLE_MAP_2
TUTORIAL_DIALOG_SKY_SINGLE_MAP_3,1163,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SKY_SINGLE_MAP_3
TUTORIAL_DIALOG_SKY_SINGLE_MAP_BATTLE_1,1164,,float,6,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_SKY_SINGLE_MAP_BATTLE_1
TUTORIAL_DIALOG_CALL_HERO_KARGATH_1,1165,召唤卡加斯,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CALL_HERO_KARGATH_1
TUTORIAL_DIALOG_CALL_HERO_KARGATH_2,1166,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CALL_HERO_KARGATH_2
TUTORIAL_DIALOG_CALL_HERO_KARGATH_3,1167,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CALL_HERO_KARGATH_3
TUTORIAL_CALL_HERO_1,1168,招募引导,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CALL_HERO_1
TUTORIAL_CALL_HERO_2,1169,,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CALL_HERO_2
TUTORIAL_NEW_EQUIPMENT_1,1170,新装备引导,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_NEW_EQUIPMENT_1
TUTORIAL_DIALOG_DAILY_QUEST_NEW_1,1171,每日任务魔魂,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_DAILY_QUEST_NEW_1
TUTORIAL_DIALOG_CHAIN_SKILL_LV_UP_1,1172,连携强化引导,fixed,,FALSE,FALSE,Idle,,LOC_TUTORIALTEXT_DIALOG_CHAIN_SKILL_LV_UP_1_1
,,,,,,,Idle,,LOC_TUTORIALTEXT_DIALOG_CHAIN_SKILL_LV_UP_1_2
