_ID,_VALUE,Name:string,Category:string,BagSort:int,BagCategory:int,#BagCategoryType:string,SubCategory:string,GotoType:string,HeroName:id,CategoryDes:string,Rarity:id,NameKey:loc,DesKey:loc,UISpriteIcon:string,UISmallSpriteIcon:string,UIShopIcon:string,ExchangeItem:id,ExchangeNum:int,Price:int,SparItemId:id,EquipmentAttributeId:id,RandomPackageDrop:int{},SkinTimeLimit:id,SkinSaleItem:id,SkinSaleNum:int,IsShowInDrop:bool
ITEM_CORPS_BREAK_INFANTRY_ORANGE_12,642,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,851,0,,,TravelShop,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_12,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_INFANTRY_ORANGE_13,643,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,852,0,,,TravelShop,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_13,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_INFANTRY_ORANGE_14,644,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,853,0,,,TravelShop,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_14,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_INFANTRY_ORANGE_15,645,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,854,0,,,TravelShop,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_15,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_ARCHER_ORANGE_16,646,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,855,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Archer_Orange_16,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_ARCHER_ORANGE_17,647,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,856,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Archer_Orange_17,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_ARCHER_ORANGE_18,648,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,857,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Archer_Orange_18,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_ARCHER_ORANGE_19,649,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,858,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Archer_Orange_19,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_ARCHER_ORANGE_20,650,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,859,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Archer_Orange_20,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_KNIGHT_ORANGE_16,651,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,860,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Knight_Orange_16,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_KNIGHT_ORANGE_17,652,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,861,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Knight_Orange_17,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_KNIGHT_ORANGE_18,653,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,862,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Knight_Orange_18,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_KNIGHT_ORANGE_19,654,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,863,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Knight_Orange_19,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_KNIGHT_ORANGE_20,655,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,864,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Knight_Orange_20,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_INFANTRY_ORANGE_16,656,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,865,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_16,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_INFANTRY_ORANGE_17,657,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,866,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_17,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_INFANTRY_ORANGE_18,658,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,867,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_18,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_INFANTRY_ORANGE_19,659,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,868,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_19,,,,,1,,,,,,,FALSE
ITEM_CORPS_BREAK_INFANTRY_ORANGE_20,660,$$$$$$$$$$$$$$$$$$$$$$$$$,CorpsBreak,869,0,,,,,军团突破装备,RARITY_TYPE_ORANGE,LOC_HOME_SHOW_REWARD_LIMIT,,Icon_Break_Infantry_Orange_20,,,,,1,,,,,,,FALSE
ITEM_BLUE_ROSE,661,Blue Rose,Currency,33,3,,,,,湛蓝玫瑰,RARITY_TYPE_RED,LOC_ITEM_NAMECN_BLUE_ROSE,LOC_ITEM_DES_BLUE_ROSE,ICON_Blue_Rose,,,,,1,,,,,,,FALSE
ITEM_EXCLUSIVE_STRONG_WASH,89002,EXCLUSIVE STRONG WASH,Currency,34,3,,,,,专属强效洗练道具,RARITY_TYPE_RED,LOC_ITEM_NAMECN_EXCLUSIVE_STRONG_WASH,LOC_ITEM_DESCN_EXCLUSIVE_STRONG_WASH,ICON_Strong_Detergent,ICON_Strong_Detergent,,,,1,,,,,,,FALSE
ITEM_OPTIONAL_EQUIPMENT_24_BOX,662,Optional Equipment 24 Box,OptionalPackage,35,3,,,,,24阶装备可选宝箱,RARITY_TYPE_RED,LOC_ITEM_NAMECN_OPTIONAL_EQUIPMENT_24_BOX,LOC_ITEM_DESCN_OPTIONAL_EQUIPMENT_24_BOX,ICON_God_Equipment_Box,ICON_God_Equipment_Box,,ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_24,,1,,,,,,,TRUE
ICON_GEM_ENHANCEMENT_GIFT_BOX,663,Gem Enhancement Gift Box,RandomPackage,36,3,,,,,宝石强化礼盒,RARITY_TYPE_RED,LOC_ITEM_NAMECN_GEM_ENHANCEMENT_GIFT_BOX,LOC_ITEM_DESCN_GEM_ENHANCEMENT_GIFT_BOX,ICON_Gem_Enhancement_Gift_Box,ICON_Gem_Enhancement_Gift_Box,,,,1,,,8000006#100|8000007#100,,,,FALSE
ICON_GEM_ENHANCEMENT_GIFT_BOX_2,664,Gem Enhancement Gift Box,RandomPackage,37,3,,,,,宝石结晶礼盒,RARITY_TYPE_RED,LOC_ITEM_NAMECN_GEM_ENHANCEMENT_GIFT_BOX_2,LOC_ITEM_DESCN_GEM_ENHANCEMENT_GIFT_BOX_2,ICON_Gem_Enhancement_Gift_Box,ICON_Gem_Enhancement_Gift_Box,,,,1,,,8000008#100,,,,TRUE
ITEM_SPAR_RED_ATK_1,1001,Broken Power Gem,Spar,870,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_RED_ATK_1,LOC_ITEM_DESCN_ITEM_SPAR_RED_ATK_1,SPAR_RED_1,,,,,10,SPAR_RED_ATK_1,,,,,,FALSE
ITEM_SPAR_RED_ATK_2,1002,Delicate Power Gem,Spar,871,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_ATK_2,LOC_ITEM_DESCN_ITEM_SPAR_RED_ATK_2,SPAR_RED_2,,,,,20,SPAR_RED_ATK_2,,,,,,FALSE
ITEM_SPAR_RED_ATK_3,1003,Perfect Power Gem,Spar,872,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_ATK_3,LOC_ITEM_DESCN_ITEM_SPAR_RED_ATK_3,SPAR_RED_3,,,,,40,SPAR_RED_ATK_3,,,,,,FALSE
ITEM_SPAR_RED_ATK_4,1004,Eternal Power Gem,Spar,873,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_ATK_4,LOC_ITEM_DESCN_ITEM_SPAR_RED_ATK_4,SPAR_RED_4,,,,,80,SPAR_RED_ATK_4,,,,,,FALSE
ITEM_SPAR_RED_MGK_1,1005,Broken Wisdom Gem,Spar,874,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_RED_MGK_1,LOC_ITEM_DESCN_ITEM_SPAR_RED_MGK_1,SPAR_RED_1,,,,,10,SPAR_RED_MGK_1,,,,,,FALSE
ITEM_SPAR_RED_MGK_2,1006,Delicate Wisdom Gem,Spar,875,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_MGK_2,LOC_ITEM_DESCN_ITEM_SPAR_RED_MGK_2,SPAR_RED_2,,,,,20,SPAR_RED_MGK_2,,,,,,FALSE
ITEM_SPAR_RED_MGK_3,1007,Perfect Wisdom Gem,Spar,876,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_MGK_3,LOC_ITEM_DESCN_ITEM_SPAR_RED_MGK_3,SPAR_RED_3,,,,,40,SPAR_RED_MGK_3,,,,,,FALSE
ITEM_SPAR_RED_MGK_4,1008,Eternal Wisdom Gem,Spar,877,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_MGK_4,LOC_ITEM_DESCN_ITEM_SPAR_RED_MGK_4,SPAR_RED_4,,,,,80,SPAR_RED_MGK_4,,,,,,FALSE
ITEM_SPAR_RED_CRT_1,1009,Broken Deadly Gem,Spar,878,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_RED_CRT_1,LOC_ITEM_DESCN_ITEM_SPAR_RED_CRT_1,SPAR_RED_1,,,,,10,SPAR_RED_CRT_1,,,,,,FALSE
ITEM_SPAR_RED_CRT_2,1010,Delicate Deadly Gem,Spar,879,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_CRT_2,LOC_ITEM_DESCN_ITEM_SPAR_RED_CRT_2,SPAR_RED_2,,,,,20,SPAR_RED_CRT_2,,,,,,FALSE
ITEM_SPAR_RED_CRT_3,1011,Perfect Deadly Gem,Spar,880,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_CRT_3,LOC_ITEM_DESCN_ITEM_SPAR_RED_CRT_3,SPAR_RED_3,,,,,40,SPAR_RED_CRT_3,,,,,,FALSE
ITEM_SPAR_RED_CRT_4,1012,Eternal Deadly Gem,Spar,881,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_RED_CRT_4,LOC_ITEM_DESCN_ITEM_SPAR_RED_CRT_4,SPAR_RED_4,,,,,80,SPAR_RED_CRT_4,,,,,,FALSE
ITEM_SPAR_YELLOW_HP_1,1013,Broken Dynamic Gem,Spar,882,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_HP_1,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_HP_1,SPAR_YELLOW_1,,,,,10,SPAR_YELLOW_HP_1,,,,,,FALSE
ITEM_SPAR_YELLOW_HP_2,1014,Delicate Dynamic Gem,Spar,883,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_HP_2,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_HP_2,SPAR_YELLOW_2,,,,,20,SPAR_YELLOW_HP_2,,,,,,FALSE
ITEM_SPAR_YELLOW_HP_3,1015,Perfect Dynamic Gem,Spar,884,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_HP_3,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_HP_3,SPAR_YELLOW_3,,,,,40,SPAR_YELLOW_HP_3,,,,,,FALSE
ITEM_SPAR_YELLOW_HP_4,1016,Eternal Dynamic Gem,Spar,885,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_HP_4,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_HP_4,SPAR_YELLOW_4,,,,,80,SPAR_YELLOW_HP_4,,,,,,FALSE
ITEM_SPAR_YELLOW_ARM_1,1017,Broken Hard Gem,Spar,886,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_ARM_1,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_ARM_1,SPAR_YELLOW_1,,,,,10,SPAR_YELLOW_ARM_1,,,,,,FALSE
ITEM_SPAR_YELLOW_ARM_2,1018,Delicate Hard Gem,Spar,887,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_ARM_2,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_ARM_2,SPAR_YELLOW_2,,,,,20,SPAR_YELLOW_ARM_2,,,,,,FALSE
ITEM_SPAR_YELLOW_ARM_3,1019,Perfect Hard Gem,Spar,888,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_ARM_3,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_ARM_3,SPAR_YELLOW_3,,,,,40,SPAR_YELLOW_ARM_3,,,,,,FALSE
ITEM_SPAR_YELLOW_ARM_4,1020,Eternal Hard Gem,Spar,889,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_ARM_4,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_ARM_4,SPAR_YELLOW_4,,,,,80,SPAR_YELLOW_ARM_4,,,,,,FALSE
ITEM_SPAR_YELLOW_SPR_1,1021,Broken Strange Gem,Spar,890,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_SPR_1,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_SPR_1,SPAR_YELLOW_1,,,,,10,SPAR_YELLOW_SPR_1,,,,,,FALSE
ITEM_SPAR_YELLOW_SPR_2,1022,Delicate Strange Gem,Spar,891,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_SPR_2,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_SPR_2,SPAR_YELLOW_2,,,,,20,SPAR_YELLOW_SPR_2,,,,,,FALSE
ITEM_SPAR_YELLOW_SPR_3,1023,Perfect Strange Gem,Spar,892,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_SPR_3,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_SPR_3,SPAR_YELLOW_3,,,,,40,SPAR_YELLOW_SPR_3,,,,,,FALSE
ITEM_SPAR_YELLOW_SPR_4,1024,Eternal Strange Gem,Spar,893,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_YELLOW_SPR_4,LOC_ITEM_DESCN_ITEM_SPAR_YELLOW_SPR_4,SPAR_YELLOW_4,,,,,80,SPAR_YELLOW_SPR_4,,,,,,FALSE
ITEM_SPAR_BLUE_CRTH_1,1025,Broken Barbarous Gem,Spar,894,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_CRTH_1,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_CRTH_1,SPAR_WHITE_1,,,,,10,SPAR_BLUE_CRTH_1,,,,,,FALSE
ITEM_SPAR_BLUE_CRTH_2,1026,Delicate Barbarous Gem,Spar,895,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_CRTH_2,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_CRTH_2,SPAR_WHITE_2,,,,,20,SPAR_BLUE_CRTH_2,,,,,,FALSE
ITEM_SPAR_BLUE_CRTH_3,1027,Perfect Barbarous Gem,Spar,896,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_CRTH_3,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_CRTH_3,SPAR_WHITE_3,,,,,40,SPAR_BLUE_CRTH_3,,,,,,FALSE
ITEM_SPAR_BLUE_CRTH_4,1028,Eternal Barbarous Gem,Spar,897,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_CRTH_4,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_CRTH_4,SPAR_WHITE_4,,,,,80,SPAR_BLUE_CRTH_4,,,,,,FALSE
ITEM_SPAR_BLUE_ARP_1,1029,Broken Massacre Gem,Spar,898,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_ARP_1,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_ARP_1,SPAR_WHITE_1,,,,,10,SPAR_BLUE_ARP_1,,,,,,FALSE
ITEM_SPAR_BLUE_ARP_2,1030,Delicate Massacre Gem,Spar,899,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_ARP_2,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_ARP_2,SPAR_WHITE_2,,,,,20,SPAR_BLUE_ARP_2,,,,,,FALSE
ITEM_SPAR_BLUE_ARP_3,1031,Perfect Massacre Gem,Spar,900,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_ARP_3,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_ARP_3,SPAR_WHITE_3,,,,,40,SPAR_BLUE_ARP_3,,,,,,FALSE
ITEM_SPAR_BLUE_ARP_4,1032,Eternal Massacre Gem,Spar,901,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_ARP_4,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_ARP_4,SPAR_WHITE_4,,,,,80,SPAR_BLUE_ARP_4,,,,,,FALSE
ITEM_SPAR_BLUE_MPEN_1,1033,Broken Severe Gem,Spar,902,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_MPEN_1,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_MPEN_1,SPAR_WHITE_1,,,,,10,SPAR_BLUE_MPEN_1,,,,,,FALSE
ITEM_SPAR_BLUE_MPEN_2,1034,Delicate Severe Gem,Spar,903,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_MPEN_2,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_MPEN_2,SPAR_WHITE_2,,,,,20,SPAR_BLUE_MPEN_2,,,,,,FALSE
ITEM_SPAR_BLUE_MPEN_3,1035,Perfect Severe Gem,Spar,904,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_MPEN_3,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_MPEN_3,SPAR_WHITE_3,,,,,40,SPAR_BLUE_MPEN_3,,,,,,FALSE
ITEM_SPAR_BLUE_MPEN_4,1036,Eternal Severe Gem,Spar,905,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_BLUE_MPEN_4,LOC_ITEM_DESCN_ITEM_SPAR_BLUE_MPEN_4,SPAR_WHITE_4,,,,,80,SPAR_BLUE_MPEN_4,,,,,,FALSE
ITEM_SPAR_GREEN_HP_CRTH_1,1037,Broken Shining Gem,Spar,906,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_HP_CRTH_1,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_HP_CRTH_1,SPAR_WHITE_1,,,,,10,SPAR_GREEN_HP_CRTH_1,,,,,,FALSE
ITEM_SPAR_GREEN_HP_CRTH_2,1038,Delicate Shining Gem,Spar,907,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_HP_CRTH_2,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_HP_CRTH_2,SPAR_WHITE_2,,,,,20,SPAR_GREEN_HP_CRTH_2,,,,,,FALSE
ITEM_SPAR_GREEN_HP_CRTH_3,1039,Perfect Shining Gem,Spar,908,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_HP_CRTH_3,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_HP_CRTH_3,SPAR_WHITE_3,,,,,40,SPAR_GREEN_HP_CRTH_3,,,,,,FALSE
ITEM_SPAR_GREEN_HP_CRTH_4,1040,Eternal Shining Gem,Spar,909,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_HP_CRTH_4,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_HP_CRTH_4,SPAR_WHITE_4,,,,,80,SPAR_GREEN_HP_CRTH_4,,,,,,FALSE
ITEM_SPAR_GREEN_ARM_MPEN_1,1041,Broken Mixed Gem,Spar,910,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_ARM_MPEN_1,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_ARM_MPEN_1,SPAR_WHITE_1,,,,,10,SPAR_GREEN_ARM_MPEN_1,,,,,,FALSE
ITEM_SPAR_GREEN_ARM_MPEN_2,1042,Delicate Mixed Gem,Spar,911,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_ARM_MPEN_2,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_ARM_MPEN_2,SPAR_WHITE_2,,,,,20,SPAR_GREEN_ARM_MPEN_2,,,,,,FALSE
ITEM_SPAR_GREEN_ARM_MPEN_3,1043,Perfect Mixed Gem,Spar,912,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_ARM_MPEN_3,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_ARM_MPEN_3,SPAR_WHITE_3,,,,,40,SPAR_GREEN_ARM_MPEN_3,,,,,,FALSE
ITEM_SPAR_GREEN_ARM_MPEN_4,1044,Eternal Mixed Gem,Spar,913,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_ARM_MPEN_4,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_ARM_MPEN_4,SPAR_WHITE_4,,,,,80,SPAR_GREEN_ARM_MPEN_4,,,,,,FALSE
ITEM_SPAR_GREEN_SPR_ARP_1,1045,Broken Solid Gem,Spar,914,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_SPR_ARP_1,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_SPR_ARP_1,SPAR_WHITE_1,,,,,10,SPAR_GREEN_SPR_ARP_1,,,,,,FALSE
ITEM_SPAR_GREEN_SPR_ARP_2,1046,Delicate Solid Gem,Spar,915,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_SPR_ARP_2,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_SPR_ARP_2,SPAR_WHITE_2,,,,,20,SPAR_GREEN_SPR_ARP_2,,,,,,FALSE
ITEM_SPAR_GREEN_SPR_ARP_3,1047,Perfect Solid Gem,Spar,916,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_SPR_ARP_3,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_SPR_ARP_3,SPAR_WHITE_3,,,,,40,SPAR_GREEN_SPR_ARP_3,,,,,,FALSE
ITEM_SPAR_GREEN_SPR_ARP_4,1048,Eternal Solid Gem,Spar,917,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_GREEN_SPR_ARP_4,LOC_ITEM_DESCN_ITEM_SPAR_GREEN_SPR_ARP_4,SPAR_WHITE_4,,,,,80,SPAR_GREEN_SPR_ARP_4,,,,,,FALSE
ITEM_SPAR_PURPLE_ATK_ARP_1,1049,Broken Beast Gem,Spar,918,0,,,,,晶石,RARITY_TYPE_GREEN,LOC_ITEM_NAMECN_ITEM_SPAR_PURPLE_ATK_ARP_1,LOC_ITEM_DESCN_ITEM_SPAR_PURPLE_ATK_ARP_1,SPAR_YELLOW_1,,,,,10,SPAR_PURPLE_ATK_ARP_1,,,,,,FALSE
ITEM_SPAR_PURPLE_ATK_ARP_2,1050,Delicate Beast Gem,Spar,919,0,,,,,晶石,RARITY_TYPE_BLUE,LOC_ITEM_NAMECN_ITEM_SPAR_PURPLE_ATK_ARP_2,LOC_ITEM_DESCN_ITEM_SPAR_PURPLE_ATK_ARP_2,SPAR_YELLOW_2,,,,,20,SPAR_PURPLE_ATK_ARP_2,,,,,,FALSE
ITEM_SPAR_PURPLE_ATK_ARP_3,1051,Perfect Beast Gem,Spar,920,0,,,,,晶石,RARITY_TYPE_PURPLE,LOC_ITEM_NAMECN_ITEM_SPAR_PURPLE_ATK_ARP_3,LOC_ITEM_DESCN_ITEM_SPAR_PURPLE_ATK_ARP_3,SPAR_YELLOW_3,,,,,40,SPAR_PURPLE_ATK_ARP_3,,,,,,FALSE
ITEM_SPAR_PURPLE_ATK_ARP_4,1052,Eternal Beast Gem,Spar,921,0,,,,,晶石,RARITY_TYPE_ORANGE,LOC_ITEM_NAMECN_ITEM_SPAR_PURPLE_ATK_ARP_4,LOC_ITEM_DESCN_ITEM_SPAR_PURPLE_ATK_ARP_4,SPAR_YELLOW_4,,,,,80,SPAR_PURPLE_ATK_ARP_4,,,,,,FALSE
