_ID,_VALUE,#Name:string,NameKey:loc,Lv:int[],DesKey:loc[],ShortDesKey:loc,DamageType:string,SkillDamageType:string,DamageSpec:string,CastEffect:id,#Parameter1Name:string,Parameter1:obsint[],#Parameter2Name:string,Parameter2:obsint[],#Parameter3Name:string,Parameter3:obsint[],#Parameter4Name:string,Parameter4:obsint[],#Parameter5Name:string,Parameter5:obsint[],#Parameter6Name:string,Parameter6:obsint[],PhysicalFactor:decimal[],MagicFactor:decimal[],BaseDamage:int[],CriticalHit:int[],CriticalDamage:int[],AdjustFactor:int,TargetTeam:string,SkillRadius:int[][],TargetType:string,ActionDelay:decimal,ChantTime:decimal,CanBeInterrupt:bool,IconResName:string,Mana:int[],CoolTime:int[],CastDuration:decimal[],NexusEffect:id,EvolveDes:loc[],SkillBuff:bool
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_HEAL,,,,,,,,,,,,,,,,,,0,1.98,785,0,0,,Friendly,0|0|0,,,,,,3,20,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_HEAL,,,,,,,,,,,,,,,,,,0,2.18,10130,0,0,,Friendly,0|0|0,,,,,,3,20,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_HEAL,,,,,,,,,,,,,,,,,,0,2.47,20670,0,0,,Friendly,0|0|0,,,,,,3,20,0,,,
SKILL_EMERGENCY_TREAT,10026,紧急治疗,LOC_SKILL_NAME_SKILL_EMERGENCY_TREAT,1,LOC_SKILL_DES_DETAIL_SKILL_EMERGENCY_TREAT,,Magical,AOE,None,,,,,,,,,,,,,,0,1.77,225,0,0,0,Friendly,0|0|0,Self,0,0,FALSE,ICON_SKILL_FIRSTAID,3,20,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_EMERGENCY_TREAT,,,,,,,,,,,,,,,,,,0,1.98,785,0,0,,Friendly,0|0|0,,,,,,3,20,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_EMERGENCY_TREAT,,,,,,,,,,,,,,,,,,0,2.18,10130,0,0,,Friendly,0|0|0,,,,,,3,20,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_EMERGENCY_TREAT,,,,,,,,,,,,,,,,,,0,2.47,20670,0,0,,Friendly,0|0|0,,,,,,3,20,0,,,
SKILL_PROVOCATION,10027,挑衅,LOC_SKILL_NAME_SKILL_PROVOCATION,1,LOC_SKILL_DES_DETAIL_SKILL_PROVOCATION,,Magical,AOE,None,,攻击力下降千分比,500,防御力下降千分比,200,持续时间(秒)/10,70,,,,,,,0,0,0,0,0,0,Enemy,1|12|360,Ground,0,0,FALSE,ICON_SKILL_PROVOKE,5,22,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_PROVOCATION,,,,,,,550,,220,,80,,,,,,,0,0,0,0,0,,Enemy,1|12|360,,,,,,5,22,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_PROVOCATION,,,,,,,600,,260,,90,,,,,,,0,0,0,0,0,,Enemy,1|12|360,,,,,,5,22,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_PROVOCATION,,,,,,,700,,300,,100,,,,,,,0,0,0,0,0,,Enemy,1|12|360,,,,,,5,22,0,,,
SKILL_MADONNA_SONG,10028,圣母之颂歌,LOC_SKILL_NAME_SKILL_MADONNA_SONG,1,LOC_SKILL_DES_DETAIL_SKILL_MADONNA_SONG,,Magical,AOE,None,,技能冷却降低千分比,500,魔力恢复速度增加千分比,1500,持续时间(秒)/10,75,增加的魔力值,0,,,,,0,0,0,0,0,0,Friendly,0|0|0,None,0,0,FALSE,ICON_SKILL_MAGNIFLCAT,7,45,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_MADONNA_SONG,,,,,,,500,,1550,,80,,0,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,7,45,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_MADONNA_SONG,,,,,,,500,,1600,,85,,0,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,7,45,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_MADONNA_SONG_MAX,,,,,,,500,,1700,,90,,6,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,7,45,0,,,
SKILL_TREAT,10029,治疗术,LOC_SKILL_NAME_SKILL_TREAT,1,LOC_SKILL_DES_DETAIL_SKILL_TREAT,,Magical,AOE,None,,,,,,,,,,,,,,0,2.21,295,0,0,0,Friendly,0|0|0,None,0,0,FALSE,ICON_SKILL_CURE,4,18,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_TREAT,,,,,,,,,,,,,,,,,,0,2.47,980,0,0,,Friendly,0|0|0,,,,,,4,18,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_TREAT,,,,,,,,,,,,,,,,,,0,2.72,13410,0,0,,Friendly,0|0|0,,,,,,4,18,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_TREAT,,,,,,,,,,,,,,,,,,0,3.08,27360,0,0,,Friendly,0|0|0,,,,,,4,18,0,,,
SKILL_SNOW_STORM,10030,暴风雪,LOC_SKILL_NAME_SKILL_BLIZZARD,1,LOC_SKILL_DES_DETAIL_SKILL_BLIZZARD,,Magical,AOE,None,,暴风雪持续时间（倍）x10,50,单次冰冻概率千分比,75,最终次冰冻概率千分比,0,冰冻状态的伤害加深千分比,150,冰冻状态的暴风雪额外伤害千分比,400,冰冻持续时间/10,30,0,0.08,9,0,0,0,Enemy,1|15|360,Ground,0,0,FALSE,ICON_SKILL_STORMGUST,5,18,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_BLIZZARD,,,,,,,50,,75,,0,,150,,400,,30,0,0.1,50,0,0,,Enemy,1|15|360,,,,,,5,18,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_BLIZZARD,,,,,,,50,,75,,0,,150,,400,,30,0,0.11,540,0,0,,Enemy,1|15|360,,,,,,5,18,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_BLIZZARD_MAX,,,,,,,50,,115,,1000,,150,,400,,30,0,0.14,1360,0,0,,Enemy,1|15|360,,,,,,5,18,0,,,
SKILL_METEOR_STORM,10031,陨石术,LOC_SKILL_NAME_SKILL_METEOR_STORM,1,LOC_SKILL_DES_DETAIL_SKILL_METEOR_STORM,,Magical,AOE,None,,陨石术持续时间（倍）x10,50,单次眩晕概率万分比,1500,眩晕时间（倍）x10,30,,,,,,,0,0.21,24,0,0,0,Enemy,1|16|360,Ground,0,0,FALSE,ICON_SKILL_METEORSTORM,5,20,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_METEOR_STORM,,,,,,,50,,2000,,30,,,,,,,0,0.25,140,0,0,,Enemy,1|16|360,,,,,,5,20,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_METEOR_STORM,,,,,,,50,,2500,,30,,,,,,,0,0.3,1415,0,0,,Enemy,1|16|360,,,,,,5,20,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_METEOR_STORM,,,,,,,50,,3000,,40,,,,,,,0,0.36,3540,0,0,,Enemy,1|16|360,,,,,,5,20,0,,,
,,,,5,LOC_SKILL_DES_DETAIL_SKILL_METEOR_STORM,,,,,,,50,,3000,,50,,,,,,,0,0.36,3540,0,0,,Enemy,1|20|360,,,,,,5,20,0,,,
SKILL_STOIC,10032,霸体,LOC_SKILL_NAME_SKILL_STOIC,1,LOC_SKILL_DES_DETAIL_SKILL_STOIC_LV1,,Magical,AOE,None,,霸体持续时间（倍）x10,70,增加物理防御万分比,5000,增加魔抗万分比,0,增加物理攻击万分比,13000,,,,,0,0,0,0,0,0,Friendly,0|0|0,None,0,0,FALSE,ICON_SKILL_ENDURE,4,27,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_STOIC_LV1,,,,,,,80,,5000,,0,,15000,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,27,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_STOIC_LV1,,,,,,,95,,5000,,0,,17500,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,27,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_STOIC,,,,,,,120,,8000,,4500,,20000,,,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,27,0,,,
SKILL_WAR_DRUM,10033,战鼓震天,LOC_SKILL_NAME_SKILL_WAR_DRUM,1,LOC_SKILL_DES_DETAIL_SKILL_WAR_DRUM,,Magical,AOE,None,,buff持续时间（倍）x10,50,每秒增加减伤万分比,500,每秒增加双攻万分比,800,,,,,,,0,0.46,70,0,0,0,Friendly,1|14|360,Anyone,0,0,TRUE,ICON_SKILL_BATTLETHEME,7,30,5,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_WAR_DRUM,,,,,,,60,,650,,1100,,,,,,,0,0.52,410,0,0,,Friendly,1|14|360,,,,,,7,30,5,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_WAR_DRUM,,,,,,,70,,800,,1500,,,,,,,0,0.58,3140,0,0,,Friendly,1|14|360,,,,,,7,30,5,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_WAR_DRUM,,,,,,,80,,1000,,2000,,,,,,,0,0.65,6400,0,0,,Friendly,1|14|360,,,,,,7,30,5,,,
,,,,5,LOC_SKILL_DES_DETAIL_SKILL_WAR_DRUM,,,,,,,80,,1000,,2000,,,,,,,0,0.65,6400,0,0,,Friendly,1|20|360,,,,,,7,30,5,,,
SKILL_FIRE_PILLAR_ATTACK_EX,10034,火柱攻击(强),LOC_SKILL_NAME_SKILL_FIRE_PILLAR_ATTACK_EX,1,LOC_SKILL_DES_DETAIL_SKILL_FIRE_PILLAR_ATTACK_EX,,Magical,AOE,None,,灼烧持续时间（倍）x10,40,灼烧魔攻万分比,1040,,,,,,,,,0,1.67,180,0,0,0,Enemy,1|9|360,Ground,0,0,FALSE,ICON_SKILL_FIREPILLAR,5,15,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_FIRE_PILLAR_ATTACK_EX,,,,,,,40,,1220,,,,,,,,,0,1.95,1100,0,0,,Enemy,1|9|360,,,,,,5,15,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_FIRE_PILLAR_ATTACK_EX,,,,,,,40,,1460,,,,,,,,,0,2.33,11180,0,0,,Enemy,1|9|360,,,,,,5,15,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_FIRE_PILLAR_ATTACK_EX,,,,,,,40,,1750,,,,,,,,,0,2.8,27965,0,0,,Enemy,1|9|360,,,,,,5,15,0,,,
SKILL_DIE_HARD_ATTACK,10035,舍命攻击,LOC_SKILL_NAME_SKILL_DIE_HARD_ATTACK,1,LOC_SKILL_DES_DETAIL_SKILL_DIE_HARD_ATTACK,,Physical,AOE,None,,buff持续时间（倍）x10,60,攻速增加万分比,4000,每次攻击扣除当前血量万分比,500,扣除血量换成攻击万分比,35000,附加攻击不得超过自身攻击（倍）x10,35,,,0,0,0,0,0,0,Friendly,0|0|0,None,0,0,FALSE,ICON_SKILL_MARTYRRECKONING,4,23,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_DIE_HARD_ATTACK,,,,,,,65,,4200,,500,,40000,,35,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,23,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_DIE_HARD_ATTACK,,,,,,,70,,4500,,500,,45000,,35,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,23,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_DIE_HARD_ATTACK,,,,,,,80,,5000,,500,,50000,,35,,,0,0,0,0,0,,Friendly,0|0|0,,,,,,4,23,0,,,
SKILL_FLAME_COUNTERGUARD,10036,火焰之壁,LOC_SKILL_NAME_SKILL_FLAME_COUNTERGUARD,1,LOC_SKILL_DES_DETAIL_SKILL_FLAME_COUNTERGUARD,,Magical,AOE,None,,火墙持续时间（倍）x10,40,,,,,,,,,,,0,0.49,55,0,0,0,Enemy,2|8|24,Ground,0,0,FALSE,ICON_SKILL_FIREWALL,5,16,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_FLAME_COUNTERGUARD,,,,,,,40,,,,,,,,,,,0,0.58,330,0,0,,Enemy,2|8|24,,,,,,5,16,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_FLAME_COUNTERGUARD,,,,,,,40,,,,,,,,,,,0,0.68,3300,0,0,,Enemy,2|8|24,,,,,,5,16,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_FLAME_COUNTERGUARD,,,,,,,40,,,,,,,,,,,0,0.82,8250,0,0,,Enemy,2|8|24,,,,,,5,16,0,,,
SKILL_MUD_FLAT,10037,泥沼地,LOC_SKILL_NAME_SKILL_MUD_FLAT,1,LOC_SKILL_DES_DETAIL_SKILL_MUD_FLAT,,Magical,AOE,None,,持续时间（倍）x10,40,降低物理防御万分比,4000,,,,,,,,,0,0.38,35,0,0,0,Enemy,1|10|360,Ground,0,0,FALSE,ICON_SKILL_QUAGMIRE,6,20,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_MUD_FLAT,,,,,,,40,,4000,,,,,,,,,0,0.44,130,0,0,,Enemy,1|10|360,,,,,,6,20,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_MUD_FLAT,,,,,,,40,,4000,,,,,,,,,0,0.53,2295,0,0,,Enemy,1|10|360,,,,,,6,20,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_MUD_FLAT,,,,,,,40,,4000,,,,,,,,,0,0.63,5740,0,0,,Enemy,1|10|360,,,,,,6,20,0,,,
SKILL_BRUTAL_FIERCE_CATCH,10038,野蛮凶抓（砍）,LOC_SKILL_NAME_SKILL_BRUTAL_FIERCE_CATCH,1,LOC_SKILL_DES_DETAIL_SKILL_BRUTAL_FIERCE_CATCH,,Physical,AOE,None,,,,,,,,,,,,,,1.72,0,170,0,0,0,Enemy,1|10|150,Front,0,0,FALSE,ICON_SKILL_SHATTERINGSTRIKE,4,14,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_BRUTAL_FIERCE_CATCH,,,,,,,,,,,,,,,,,,2,0,550,0,0,,Enemy,1|10|150,,,,,,4,14,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_BRUTAL_FIERCE_CATCH,,,,,,,,,,,,,,,,,,2.4,0,10370,0,0,,Enemy,1|10|150,,,,,,4,14,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_BRUTAL_FIERCE_CATCH,,,,,,,,,,,,,,,,,,2.88,0,25200,0,0,,Enemy,1|10|150,,,,,,4,14,0,,,
SKILL_GRIM_TOOTH,10039,无影之牙,LOC_SKILL_NAME_SKILL_GRIM_TOOTH,1,LOC_SKILL_DES_DETAIL_SKILL_GRIM_TOOTH,,Physical,AOE,None,,对魔物伤害（倍）x10,11,移动速度（倍）x10,600,技能伤害长度（倍）x10,100,,,,,,,1.24,0,125,0,0,0,Enemy,2|35|9,Front,0,0,FALSE,ICON_SKILL_GRIMTOOTH,5,15,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_GRIM_TOOTH,,,,,,,11,,600,,100,,,,,,,1.44,0,415,0,0,,Enemy,2|35|9,,,,,,5,15,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_GRIM_TOOTH,,,,,,,11,,600,,100,,,,,,,1.72,0,7450,0,0,,Enemy,2|35|9,,,,,,5,15,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_GRIM_TOOTH,,,,,,,11,,600,,100,,,,,,,2.07,0,18630,0,0,,Enemy,2|35|9,,,,,,5,15,0,,,
SKILL_GROUND_SLAM,10040,大地之击,LOC_SKILL_NAME_SKILL_GROUND_SLAM,1,LOC_SKILL_DES_DETAIL_SKILL_GROUND_SLAM,,Physical,AOE,None,,眩晕时间（倍）x10,30,,,,,,,,,,,2,0,200,0,0,0,Enemy,1|12|150,Front,0,0,FALSE,ICON_SKILL_HAMMERFALL,6,21,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_GROUND_SLAM,,,,,,,30,,,,,,,,,,,2.39,0,650,0,0,,Enemy,1|12|150,,,,,,6,21,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_GROUND_SLAM,,,,,,,30,,,,,,,,,,,2.85,0,12310,0,0,,Enemy,1|12|150,,,,,,6,21,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_GROUND_SLAM,,,,,,,30,,,,,,,,,,,3.42,0,30780,0,0,,Enemy,1|12|150,,,,,,6,21,0,,,
SKILL_CHARGE_ATTACK,10041,冲锋攻击,LOC_SKILL_NAME_SKILL_CHARGE_ATTACK,1,LOC_SKILL_DES_DETAIL_SKILL_CHARGE_ATTACK,,Physical,AOE,None,,击退敌军初速度（倍）x10,400,击退敌军减速加速度（倍）x10,1300,移动速度（倍）x10,600,技能伤害长度（倍）x10,60,,,,,1.28,0,120,0,0,0,Enemy,2|30|9,Front,0,0,FALSE,ICON_SKILL_CHARGEATTACK,5,18,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_CHARGE_ATTACK,,,,,,,400,,1300,,600,,60,,,,,1.49,0,430,0,0,,Enemy,2|30|9,,,,,,5,18,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_CHARGE_ATTACK,,,,,,,400,,1300,,600,,60,,,,,1.78,0,7270,0,0,,Enemy,2|30|9,,,,,,5,18,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_CHARGE_ATTACK,,,,,,,400,,1300,,600,,60,,,,,2.13,0,18190,0,0,,Enemy,2|30|9,,,,,,5,18,0,,,
SKILL_STONE_THROW,10042,投掷石头,LOC_SKILL_NAME_SKILL_STONE_THROW,1,LOC_SKILL_DES_DETAIL_SKILL_STONE_THROW,,Physical,AOE,None,,伤害半径（倍）x10,50,石头数量,6,间隔帧数,8,晕眩时间（倍）x10,20,晕眩概率（万分比）,1000,,,0.56,0,50,0,0,0,Enemy,1|10|360,Ground,0,0,TRUE,ICON_SKILL_STONEFLING,6,20,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_STONE_THROW,,,,,,,50,,6,,8,,20,,1000,,,0.65,0,185,0,0,,Enemy,1|10|360,,,,,,6,20,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_STONE_THROW,,,,,,,50,,6,,8,,20,,1000,,,0.77,0,3180,0,0,,Enemy,1|10|360,,,,,,6,20,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_STONE_THROW,,,,,,,50,,6,,8,,20,,1000,,,0.93,0,7950,0,0,,Enemy,1|10|360,,,,,,6,20,0,,,
SKILL_SPIRIT_SHACK,10043,精神撼动,LOC_SKILL_NAMECN_PASSIVE_MIND_BREAKER,1,LOC_SKILL_DES_DETAIL_SKILL_MASTERS_FETTERS,,Magical,AOE,None,,buff持续时间（倍）x10,50,降低魔法攻击万分比,3000,,,,,,,,,0,1.73,160,0,0,0,Enemy,0|0|0,None,0,0,FALSE,ICON_SKILL_MINDBREAKER,5,19,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_MASTERS_FETTERS,,,,,,,50,,3000,,,,,,,,,0,2.02,575,0,0,,Enemy,0|0|0,,,,,,5,19,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_MASTERS_FETTERS,,,,,,,50,,3000,,,,,,,,,0,2.4,9790,0,0,,Enemy,0|0|0,,,,,,5,19,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_MASTERS_FETTERS,,,,,,,50,,3000,,,,,,,,,0,2.88,24480,0,0,,Enemy,0|0|0,,,,,,5,19,0,,,
SKILL_GROUND_SLAM_EX,10044,大地之击(强),LOC_SKILL_NAME_SKILL_GROUND_SLAM_EX,1,LOC_SKILL_DES_DETAIL_SKILL_GROUND_SLAM_EX,,Physical,AOE,None,,眩晕时间（倍）x10,40,,,,,,,,,,,1.65,0,185,0,0,0,Enemy,1|13|360,Ground,0,0,FALSE,ICON_SKILL_HAMMERFALL,7,21,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_GROUND_SLAM_EX,,,,,,,40,,,,,,,,,,,1.95,0,1120,0,0,,Enemy,1|13|360,,,,,,7,21,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_GROUND_SLAM_EX,,,,,,,40,,,,,,,,,,,2.33,0,11200,0,0,,Enemy,1|13|360,,,,,,7,21,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_GROUND_SLAM_EX,,,,,,,60,,,,,,,,,,,2.8,0,28000,0,0,,Enemy,1|13|360,,,,,,7,21,0,,,
SKILL_WATERBALL,10045,水球术,LOC_SKILL_NAME_SKILL_WATERBALL,1,LOC_SKILL_DES_DETAIL_SKILL_WATERBALL,,Magical,AOE,None,,水球数量,5,间隔帧数,13,,,,,,,,,0,0.8,100,0,0,0,Enemy,0|0|0,None,0,0,FALSE,ICON_SKILL_WATERBALL,7,27,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_WATERBALL,,,,,,,6,,10,,,,,,,,,0,0.83,600,0,0,,Enemy,0|0|0,,,,,,7,27,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_WATERBALL,,,,,,,7,,8,,,,,,,,,0,0.86,5000,0,0,,Enemy,0|0|0,,,,,,7,27,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_WATERBALL,,,,,,,10,,5,,,,,,,,,0,0.9,9000,0,0,,Enemy,0|0|0,,,,,,7,27,0,,,
SKILL_SECOND_SWORD_COMBO,10046,二刀连击,LOC_SKILL_NAME_SKILL_SECOND_SWORD_COMBO,1,LOC_SKILL_DES_DETAIL_SKILL_SECOND_SWORD_COMBO,,Physical,AOE,None,,buff持续时间（倍）x10,50,受到物理伤害增加万分比,3500,间隔帧数,5,,,,,,,0.86,0,95,0,0,0,Enemy,1|10|150,Front,0,0,FALSE,ICON_SKILL_DOUBLEATTACK,4,15,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_SECOND_SWORD_COMBO,,,,,,,50,,3500,,5,,,,,,,1,0,570,0,0,,Enemy,1|10|150,,,,,,4,15,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_SECOND_SWORD_COMBO,,,,,,,50,,3500,,5,,,,,,,1.2,0,5760,0,0,,Enemy,1|10|150,,,,,,4,15,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_SECOND_SWORD_COMBO,,,,,,,50,,3500,,5,,,,,,,1.44,0,14400,0,0,,Enemy,1|10|150,,,,,,4,15,0,,,
SKILL_THUNDER_BOLT,10047,雷击术,LOC_SKILL_NAME_SKILL_THUNDER_BOLT,1,LOC_SKILL_DES_DETAIL_SKILL_THUNDER_BOLT,,Magical,AOE,None,,buff持续时间（倍）x10,35,魔抗降低万分比,2000,受到魔法伤害增加万分比,600,,,,,,,0,2.4,270,0,0,0,Enemy,1|6|360,Ground,0,0,FALSE,ICON_SKILL_LIGHTENINGBOLT,6,14,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_THUNDER_BOLT,,,,,,,35,,2000,,800,,,,,,,0,2.8,1620,0,0,,Enemy,1|6|360,,,,,,6,14,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_THUNDER_BOLT,,,,,,,35,,2000,,1000,,,,,,,0,3.3,16200,0,0,,Enemy,1|6|360,,,,,,6,14,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_THUNDER_BOLT,,,,,,,35,,2000,,1200,,,,,,,0,3.95,40500,0,0,,Enemy,1|6|360,,,,,,6,14,0,,,
SKILL_IMPOSITIO_MANUS,10048,神威祈福,LOC_SKILL_NAME_SKILL_IMPOSITIO_MANUS,1,LOC_SKILL_DES_DETAIL_SKILL_IMPOSITIO_MANUS,,Physical,AOE,None,,buff持续时间（倍）x10,80,伤害提升万分比,3000,,,,,,,,,0,0,0,0,0,0,Friendly,1|13|360,Ground,0,0,FALSE,ICON_SKILL_IMPOSITIOMANUS,5,20,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_IMPOSITIO_MANUS,,,,,,,85,,3300,,,,,,,,,0,0,0,0,0,,Friendly,1|13|360,,,,,,5,20,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_IMPOSITIO_MANUS,,,,,,,90,,3600,,,,,,,,,0,0,0,0,0,,Friendly,1|13|360,,,,,,5,20,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_IMPOSITIO_MANUS,,,,,,,100,,4000,,,,,,,,,0,0,0,0,0,,Friendly,1|13|360,,,,,,5,20,0,,,
SKILL_BERSERK_SPEAR,10049,狂怒之枪（锤）,LOC_SKILL_NAME_SKILL_BERSERK_SPEAR,1,LOC_SKILL_DES_DETAIL_SKILL_BERSERK_SPEAR,,Physical,AOE,None,,buff持续时间（倍）x10,120,攻速增加万分比,2500,溅射半径（倍）x10,62,溅射伤害万分比,9000,,,,,0.15,0,25,0,0,0,Friendly,0|0|0,Self,0,0,FALSE,ICON_SKILL_FRENZY,4,50,0,,,FALSE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_BERSERK_SPEAR,,,,,,,120,,2500,,62,,9000,,,,,0.2,0,75,0,0,,Friendly,0|0|0,,,,,,4,50,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_BERSERK_SPEAR,,,,,,,120,,2500,,62,,9000,,,,,0.25,0,1105,0,0,,Friendly,0|0|0,,,,,,4,50,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_BERSERK_SPEAR,,,,,,,120,,2500,,62,,9000,,,,,0.3,0,2550,0,0,,Friendly,0|0|0,,,,,,4,50,0,,,
SKILL_ANGER_BURST,10050,怒爆,LOC_SKILL_NAME_SKILL_ANGER_BURST,1,LOC_SKILL_DES_DETAIL_SKILL_ANGER_BURST,,Physical,AOE,None,,损失最大生命万分比,2000,,,,,,,,,,,1.36,0,130,0,0,0,Enemy,1|11|360,Anyone,0,0,FALSE,ICON_SKILL_MAGNUM,3,17,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_ANGER_BURST,,,,,,,2000,,,,,,,,,,,1.59,0,450,0,0,,Enemy,1|11|360,,,,,,3,17,0,,,
,,,,3,LOC_SKILL_DES_DETAIL_SKILL_ANGER_BURST,,,,,,,2000,,,,,,,,,,,1.9,0,7750,0,0,,Enemy,1|11|360,,,,,,3,17,0,,,
,,,,4,LOC_SKILL_DES_DETAIL_SKILL_ANGER_BURST,,,,,,,2000,,,,,,,,,,,2.28,0,19380,0,0,,Enemy,1|11|360,,,,,,3,17,0,,,
SKILL_MAGIC_CRASHER,10051,魔击术,LOC_SKILL_NAME_SKILL_MAGIC_CRASHER,1,LOC_SKILL_DES_DETAIL_SKILL_MAGIC_CRASHER,,Physical,AOE,None,,,,,,,,,,,,,,0,1.57,145,0,0,0,Enemy,1|9|360,Ground,0,0,FALSE,ICON_SKILL_STAVECRASHER,5,15,0,,,TRUE
,,,,2,LOC_SKILL_DES_DETAIL_SKILL_MAGIC_CRASHER,,,,,,,,,,,,,,,,,,0,1.84,500,0,0,,Enemy,1|9|360,,,,,,5,15,0,,,
