_ID,_VALUE,ModelType:string,Model:id,ChallengeCost:int[],SubLevelName:loc[],MapLevel:id[],IntimacyUnlockLv:int[],PlayerUnlockLv:int[],IsShowHeadPortrait:bool[],FirstDrop:int[][],Drop:int[][],FirstShowItem1:id[],FirstShowItemCount1:int[],FirstShowItem2:id[],FirstShowItemCount2:int[],ShowItem1:id[],ShowItemCount1:int[],ShowItem2:id[],ShowItemCount2:int[],Rules:id[],ThreeStarLoc:loc[],FailureLoc:loc[]
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_ATROCE_LV_3,11,1,true,17020#100000|17901#100000,18020#100000|18901#100000,ITEM_EMBLEM_ATROCE,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ATROCE,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_ATROCE_LV_4,16,1,false,17120#100000|17901#100000,18901#100000,ITEM_EMBLEM_ATROCE,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_ATROCE,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_ATROCE
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_ATROCE_LV_5,21,1,true,17020#100000|17901#100000,18020#100000|18901#100000,ITEM_EMBLEM_ATROCE,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_ATROCE,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_154,154,Hero,HERO_NIGHTMARE_TERROR,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_NIGHTMARE_TERROR_LV_1,3,1,true,17021#100000|17901#100000,18021#100000|18901#100000,ITEM_EMBLEM_NIGHTMARE_TERROR,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_NIGHTMARE_TERROR,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_NIGHTMARE_TERROR,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_NIGHTMARE_TERROR
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_NIGHTMARE_TERROR_LV_2,7,1,false,17121#100000|17901#100000,18901#100000,ITEM_EMBLEM_NIGHTMARE_TERROR,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_NIGHTMARE_TERROR_LV_3,11,1,true,17021#100000|17901#100000,18021#100000|18901#100000,ITEM_EMBLEM_NIGHTMARE_TERROR,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_NIGHTMARE_TERROR,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_NIGHTMARE_TERROR_LV_4,16,1,false,17121#100000|17901#100000,18901#100000,ITEM_EMBLEM_NIGHTMARE_TERROR,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_NIGHTMARE_TERROR,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_NIGHTMARE_TERROR
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_NIGHTMARE_TERROR_LV_5,21,1,true,17021#100000|17901#100000,18021#100000|18901#100000,ITEM_EMBLEM_NIGHTMARE_TERROR,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_NIGHTMARE_TERROR,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_155,155,Hero,HERO_WANDER_MAN,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_WANDER_MAN_LV_1,3,1,true,17022#100000|17901#100000,18022#100000|18901#100000,ITEM_EMBLEM_WANDER_MAN,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_WANDER_MAN,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_WANDER_MAN,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_WANDER_MAN
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_WANDER_MAN_LV_2,7,1,false,17122#100000|17901#100000,18901#100000,ITEM_EMBLEM_WANDER_MAN,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_WANDER_MAN_LV_3,11,1,true,17022#100000|17901#100000,18022#100000|18901#100000,ITEM_EMBLEM_WANDER_MAN,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_WANDER_MAN,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_WANDER_MAN_LV_4,16,1,false,17122#100000|17901#100000,18901#100000,ITEM_EMBLEM_WANDER_MAN,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_WANDER_MAN,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_WANDER_MAN
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_WANDER_MAN_LV_5,21,1,true,17022#100000|17901#100000,18022#100000|18901#100000,ITEM_EMBLEM_WANDER_MAN,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_WANDER_MAN,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_156,156,Hero,HERO_OWL_BARON,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_OWL_BARON_LV_1,3,1,true,17023#100000|17901#100000,18023#100000|18901#100000,ITEM_EMBLEM_OWL_BARON,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OWL_BARON,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_OWL_BARON,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_OWL_BARON
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_OWL_BARON_LV_2,7,1,false,17123#100000|17901#100000,18901#100000,ITEM_EMBLEM_OWL_BARON,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_OWL_BARON_LV_3,11,1,true,17023#100000|17901#100000,18023#100000|18901#100000,ITEM_EMBLEM_OWL_BARON,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OWL_BARON,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_OWL_BARON_LV_4,16,1,false,17123#100000|17901#100000,18901#100000,ITEM_EMBLEM_OWL_BARON,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_OWL_BARON,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_OWL_BARON
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_OWL_BARON_LV_5,21,1,true,17023#100000|17901#100000,18023#100000|18901#100000,ITEM_EMBLEM_OWL_BARON,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OWL_BARON,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_157,157,Hero,HERO_MINI_DEMON,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_MINI_DEMON_LV_1,3,1,true,17024#100000|17901#100000,18024#100000|18901#100000,ITEM_EMBLEM_MINI_DEMON,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_MINI_DEMON,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_MINI_DEMON,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_MINI_DEMON
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_MINI_DEMON_LV_2,7,1,false,17124#100000|17901#100000,18901#100000,ITEM_EMBLEM_MINI_DEMON,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_MINI_DEMON_LV_3,11,1,true,17024#100000|17901#100000,18024#100000|18901#100000,ITEM_EMBLEM_MINI_DEMON,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_MINI_DEMON,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_MINI_DEMON_LV_4,16,1,false,17124#100000|17901#100000,18901#100000,ITEM_EMBLEM_MINI_DEMON,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_MINI_DEMON,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_MINI_DEMON
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_MINI_DEMON_LV_5,21,1,true,17024#100000|17901#100000,18024#100000|18901#100000,ITEM_EMBLEM_MINI_DEMON,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_MINI_DEMON,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_158,158,Hero,HERO_DELETER,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_DELETER_LV_1,3,1,true,17025#100000|17901#100000,18025#100000|18901#100000,ITEM_EMBLEM_DELETER,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DELETER,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_DELETER,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_DELETER
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_DELETER_LV_2,7,1,false,17125#100000|17901#100000,18901#100000,ITEM_EMBLEM_DELETER,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_DELETER_LV_3,11,1,true,17025#100000|17901#100000,18025#100000|18901#100000,ITEM_EMBLEM_DELETER,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DELETER,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_DELETER_LV_4,16,1,false,17125#100000|17901#100000,18901#100000,ITEM_EMBLEM_DELETER,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_DELETER,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_DELETER
,,,,3,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_DELETER_LV_5,21,1,true,17025#100000|17901#100000,18025#100000|18901#100000,ITEM_EMBLEM_DELETER,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DELETER,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
INTIMACY_CHALLENGE_101,101,Hero,HERO_BAPHOMET,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_1,3,1,true,17001#100000|17901#100000,18001#100000|18901#100000,ITEM_EMBLEM_BAPHOMET,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_BAPHOMET,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_BAPHOMET,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_BAPHOMET
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_2,6,1,false,17101#100000|17901#100000,18901#100000,ITEM_EMBLEM_BAPHOMET,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_3,9,1,true,17001#100000|17901#100000,18001#100000|18901#100000,ITEM_EMBLEM_BAPHOMET,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_BAPHOMET,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_4,12,1,false,17101#100000|17901#100000,18901#100000,ITEM_EMBLEM_BAPHOMET,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_BAPHOMET,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_BAPHOMET
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_5,15,1,true,17001#100000|17901#100000,18001#100000|18901#100000,ITEM_EMBLEM_BAPHOMET,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_BAPHOMET,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_6,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_6,18,1,false,17101#100000|17901#100000,18901#100000,ITEM_EMBLEM_BAPHOMET,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_7,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_7,21,1,true,17001#100000|17901#100000,18001#100000|18901#100000,ITEM_EMBLEM_BAPHOMET,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_BAPHOMET,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_BAPHOMET,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_BAPHOMET
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_8,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_8,24,50,true,17101#100000|17901#100000,19001#100000|19901#100000,ITEM_EMBLEM_BAPHOMET,5,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_BAPHOMET,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_9,LEVEL_INTIMACY_CHALLENGE_MONSTER_BAPHOMET_LV_9,24,80,true,17001#100000|17901#100000,19001#100000|19901#100000,ITEM_EMBLEM_BAPHOMET,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_BAPHOMET,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
INTIMACY_CHALLENGE_102,102,Hero,HERO_OSIRIS,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_1,3,1,true,17002#100000|17901#100000,18002#100000|18901#100000,ITEM_EMBLEM_OSIRIS,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OSIRIS,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_OSIRIS,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_OSIRIS
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_2,6,1,false,17102#100000|17901#100000,18901#100000,ITEM_EMBLEM_OSIRIS,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_3,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_3,9,1,true,17002#100000|17901#100000,18002#100000|18901#100000,ITEM_EMBLEM_OSIRIS,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OSIRIS,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_4,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_4,12,1,false,17102#100000|17901#100000,18901#100000,ITEM_EMBLEM_OSIRIS,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_OSIRIS,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_OSIRIS
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_5,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_5,15,1,true,17002#100000|17901#100000,18002#100000|18901#100000,ITEM_EMBLEM_OSIRIS,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OSIRIS,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_6,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_6,18,1,false,17102#100000|17901#100000,18901#100000,ITEM_EMBLEM_OSIRIS,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_7,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_7,21,1,true,17002#100000|17901#100000,18002#100000|18901#100000,ITEM_EMBLEM_OSIRIS,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OSIRIS,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_OSIRIS,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_OSIRIS
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_8,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_8,24,50,true,17102#100000|17901#100000,19002#100000|19901#100000,ITEM_EMBLEM_OSIRIS,5,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OSIRIS,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_9,LEVEL_INTIMACY_CHALLENGE_MONSTER_OSIRIS_LV_9,24,80,true,17002#100000|17901#100000,19002#100000|19901#100000,ITEM_EMBLEM_OSIRIS,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_OSIRIS,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_3,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_4,LOC_INTIMACY_CHALLENGE_PET_FAILURE_LUNATIC
INTIMACY_CHALLENGE_106,106,Hero,HERO_DRAKE,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_1,LEVEL_INTIMACY_CHALLENGE_MONSTER_DRAKE_LV_1,3,1,true,17005#100000|17901#100000,18005#100000|18901#100000,ITEM_EMBLEM_DRAKE,10,ITEM_HERO_EVOLVE_STONE,500,ITEM_EMBLEM_DRAKE,1,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_1,LOC_INTIMACY_CHALLENGE_MONSTER_STAR3_DRAKE,LOC_INTIMACY_CHALLENGE_MONSTER_FAILURE_DRAKE
,,,,6,LOC_GUARDIAN_OF_GOD_DIFFICULT_2,LEVEL_INTIMACY_CHALLENGE_MONSTER_DRAKE_LV_2,6,1,false,17105#100000|17901#100000,18901#100000,ITEM_EMBLEM_DRAKE,5,ITEM_HERO_EVOLVE_STONE,500,None,0,ITEM_HERO_EVOLVE_STONE,0,BATTLE_RESULT_CONDITION_2,LOC_INTIMACY_CHALLENGE_PET_STAR3_CONDITION_3_MONSTER,LOC_INTIMACY_CHALLENGE_PET_FAILURE_PORING
