_ID,_VALUE,ExchangeItem:id[],ExchangeNum:int[]
,,ITEM_SPAR_YELLOW_HP_4,1
,,ITEM_SPAR_YELLOW_ARM_1,1
,,ITEM_SPAR_YELLOW_ARM_2,1
,,ITEM_SPAR_YELLOW_ARM_3,1
,,ITEM_SPAR_YELLOW_ARM_4,1
,,ITEM_SPAR_YELLOW_SPR_1,1
,,ITEM_SPAR_YELLOW_SPR_2,1
,,ITEM_SPAR_YELLOW_SPR_3,1
,,ITEM_SPAR_YELLOW_SPR_4,1
,,ITEM_SPAR_BLUE_CRTH_1,1
,,ITEM_SPAR_BLUE_CRTH_2,1
,,ITEM_SPAR_BLUE_CRTH_3,1
,,ITEM_SPAR_BLUE_CRTH_4,1
,,ITEM_SPAR_BLUE_ARP_1,1
,,ITEM_SPAR_BLUE_ARP_2,1
,,ITEM_SPAR_BLUE_ARP_3,1
,,ITEM_SPAR_BLUE_ARP_4,1
,,ITEM_SPAR_BLUE_MPEN_1,1
,,ITEM_SPAR_BLUE_MPEN_2,1
,,ITEM_SPAR_BLUE_MPEN_3,1
,,ITEM_SPAR_BLUE_MPEN_4,1
,,ITEM_SPAR_GREEN_HP_CRTH_1,1
,,ITEM_SPAR_GREEN_HP_CRTH_2,1
,,ITEM_SPAR_GREEN_HP_CRTH_3,1
,,ITEM_SPAR_GREEN_HP_CRTH_4,1
,,ITEM_SPAR_GREEN_ARM_MPEN_1,1
,,ITEM_SPAR_GREEN_ARM_MPEN_2,1
,,ITEM_SPAR_GREEN_ARM_MPEN_3,1
,,ITEM_SPAR_GREEN_ARM_MPEN_4,1
,,ITEM_SPAR_GREEN_SPR_ARP_1,1
,,ITEM_SPAR_GREEN_SPR_ARP_2,1
,,ITEM_SPAR_GREEN_SPR_ARP_3,1
,,ITEM_SPAR_GREEN_SPR_ARP_4,1
,,ITEM_SPAR_PURPLE_ATK_ARP_1,1
,,ITEM_SPAR_PURPLE_ATK_ARP_2,1
,,ITEM_SPAR_PURPLE_ATK_ARP_3,1
,,ITEM_SPAR_PURPLE_ATK_ARP_4,1
,,ITEM_SPAR_PURPLE_MGK_MPEN_1,1
,,ITEM_SPAR_PURPLE_MGK_MPEN_2,1
,,ITEM_SPAR_PURPLE_MGK_MPEN_3,1
,,ITEM_SPAR_PURPLE_MGK_MPEN_4,1
,,ITEM_SPAR_PURPLE_CRT_CRTH_1,1
,,ITEM_SPAR_PURPLE_CRT_CRTH_2,1
,,ITEM_SPAR_PURPLE_CRT_CRTH_3,1
,,ITEM_SPAR_PURPLE_CRT_CRTH_4,1
,,ITEM_SPAR_ORANGE_ATK_SPR_1,1
,,ITEM_SPAR_ORANGE_ATK_SPR_2,1
,,ITEM_SPAR_ORANGE_ATK_SPR_3,1
,,ITEM_SPAR_ORANGE_ATK_SPR_4,1
,,ITEM_SPAR_ORANGE_MGK_ARM_1,1
,,ITEM_SPAR_ORANGE_MGK_ARM_2,1
,,ITEM_SPAR_ORANGE_MGK_ARM_3,1
,,ITEM_SPAR_ORANGE_MGK_ARM_4,1
,,ITEM_SPAR_ORANGE_CRT_HP_1,1
,,ITEM_SPAR_ORANGE_CRT_HP_2,1
,,ITEM_SPAR_ORANGE_CRT_HP_3,1
,,ITEM_SPAR_ORANGE_CRT_HP_4,1
ITEM_PACKAGE_OPTIONAL_ESSENCE_GENERAL_LEGENDARY,80,ITEM_SCROLL_EMBLEM_ATROCE_S,1
,,ITEM_SCROLL_EMBLEM_BAPHOMET_S,1
,,ITEM_SCROLL_EMBLEM_PHREEONI_S,1
,,ITEM_SCROLL_EMBLEM_BIGFOOT,1
,,ITEM_SCROLL_EMBLEM_WANDER_MAN_S,1
,,ITEM_SCROLL_EMBLEM_GRYPHON_S,1
,,ITEM_SCROLL_EMBLEM_EDDGA_S,1
,,ITEM_SCROLL_EMBLEM_ORC_LORD_S,1
,,ITEM_SCROLL_EMBLEM_MISTRESS_S,1
,,ITEM_SCROLL_EMBLEM_G_RANDGRIS_S,1
,,ITEM_SCROLL_EMBLEM_GARM_S,1
,,ITEM_SCROLL_EMBLEM_OWL_BARON_S,1
,,ITEM_SCROLL_EMBLEM_GLORIOUS,1
,,ITEM_SCROLL_EMBLEM_VORTEX,1
,,ITEM_SCROLL_EMBLEM_REVERIE,1
,,ITEM_SCROLL_EMBLEM_PROFOUND,1
,,ITEM_SCROLL_EMBLEM_SHOCK,1
,,ITEM_SCROLL_EMBLEM_FLAME,1
ITEM_PACKAGE_OPTIONAL_ESSENCE_GENERAL_EPIC,81,ITEM_SCROLL_EMBLEM_MUKA,1
,,ITEM_SCROLL_EMBLEM_WHISPER,1
,,ITEM_SCROLL_EMBLEM_GOBLIN_ARCHER,1
,,ITEM_SCROLL_EMBLEM_MUNAK,1
,,ITEM_SCROLL_EMBLEM_ORK_WARRIOR,1
,,ITEM_SCROLL_EMBLEM_ORC_BABY,1
,,ITEM_SCROLL_EMBLEM_BLOOD_BUTTERFLY,1
,,ITEM_SCROLL_EMBLEM_JAKK_S,1
,,ITEM_SCROLL_EMBLEM_DESERT_WOLF,1
,,ITEM_SCROLL_EMBLEM_NINE_TAIL,1
,,ITEM_SCROLL_EMBLEM_EGGYRA,1
,,ITEM_SCROLL_EMBLEM_MD_MARSE,1
ITEM_PACKAGE_OPTIONAL_ESSENCE_GENERAL_SUPERRARE,82,ITEM_SCROLL_EMBLEM_WILOW,1
,,ITEM_SCROLL_EMBLEM_SAVAGE,1
,,ITEM_SCROLL_EMBLEM_PICKY,1
,,ITEM_SCROLL_EMBLEM_SPORE,1
,,ITEM_SCROLL_EMBLEM_LUNATIC,1
,,ITEM_SCROLL_EMBLEM_PORING,1
,,ITEM_SCROLL_EMBLEM_YOYO,1
ITEM_PACKAGE_OPTIONAL_LEGENDARY_ESSENCE_SHARDS,83,ITEM_SCROLL_EMBLEM_ATROCE_S,30
,,ITEM_SCROLL_EMBLEM_BAPHOMET_S,30
,,ITEM_SCROLL_EMBLEM_PHREEONI_S,30
,,ITEM_SCROLL_EMBLEM_BIGFOOT,30
,,ITEM_SCROLL_EMBLEM_WANDER_MAN_S,30
,,ITEM_SCROLL_EMBLEM_GRYPHON_S,30
,,ITEM_SCROLL_EMBLEM_EDDGA_S,30
,,ITEM_SCROLL_EMBLEM_ORC_LORD_S,30
,,ITEM_SCROLL_EMBLEM_MISTRESS_S,30
,,ITEM_SCROLL_EMBLEM_G_RANDGRIS_S,30
,,ITEM_SCROLL_EMBLEM_GARM_S,30
,,ITEM_SCROLL_EMBLEM_OWL_BARON_S,30
,,ITEM_SCROLL_EMBLEM_GLORIOUS,30
,,ITEM_SCROLL_EMBLEM_VORTEX,30
,,ITEM_SCROLL_EMBLEM_REVERIE,30
,,ITEM_SCROLL_EMBLEM_PROFOUND,30
,,ITEM_SCROLL_EMBLEM_SHOCK,30
,,ITEM_SCROLL_EMBLEM_FLAME,30
ITEM_PACKAGE_OPTIONAL_EGGYRA_RPS,84,ITEM_EMBLEM_EGGYRA_SCISSORS,60
,,ITEM_EMBLEM_EGGYRA_ROCK,60
,,ITEM_EMBLEM_EGGYRA_PAPER,60
ITEM_PACKAGE_OPTIONAL_SS_MONSTER_RPS,85,ITEM_EMBLEM_BAPHOMET,60
,,ITEM_EMBLEM_OSIRIS,60
,,ITEM_EMBLEM_DRAKE,60
,,ITEM_EMBLEM_ORK_HERO,60
,,ITEM_EMBLEM_MOONLIGHT,60
,,ITEM_EMBLEM_GARM,60
,,ITEM_EMBLEM_G_RANDGRIS,60
,,ITEM_EMBLEM_MISTRESS,60
,,ITEM_EMBLEM_DARK_LORD,60
,,ITEM_EMBLEM_EDDGA,60
,,ITEM_EMBLEM_PHREEONI,60
,,ITEM_EMBLEM_DOPPELGANGER,60
,,ITEM_EMBLEM_TURTLE_GENERAL,60
,,ITEM_EMBLEM_TAO_GUNKA,60
,,ITEM_EMBLEM_MAYA,60
,,ITEM_EMBLEM_KNIGHT_OF_WINDSTORM,60
,,ITEM_EMBLEM_DARK_SNAKE_LORD,60
,,ITEM_EMBLEM_DRACULA_BARON,60
,,ITEM_EMBLEM_VESPER,60
,,ITEM_EMBLEM_GLOOMUNDERNIGHT,60
,,ITEM_EMBLEM_BACSOJIN,60
,,ITEM_EMBLEM_LADY_TANEE,60
,,ITEM_EMBLEM_LORD_OF_DEATH,60
ITEM_PACKAGE_OPTIONAL_EGGYRA_ALL,86,ITEM_EMBLEM_EGGYRA_SCISSORS,60
,,ITEM_EMBLEM_EGGYRA_ROCK,60
,,ITEM_EMBLEM_EGGYRA_PAPER,60
,,ITEM_EMBLEM_EGGYRA_WHITE,60
,,ITEM_EMBLEM_EGGYRA_BLACK,60
ITEM_PACKAGE_OPTIONAL_SS_MONSTER_ALL,87,ITEM_EMBLEM_BAPHOMET,60
,,ITEM_EMBLEM_OSIRIS,60
,,ITEM_EMBLEM_DRAKE,60
,,ITEM_EMBLEM_ORK_HERO,60
,,ITEM_EMBLEM_MOONLIGHT,60
,,ITEM_EMBLEM_GARM,60
,,ITEM_EMBLEM_G_RANDGRIS,60
,,ITEM_EMBLEM_MISTRESS,60
,,ITEM_EMBLEM_DARK_LORD,60
,,ITEM_EMBLEM_EDDGA,60
,,ITEM_EMBLEM_PHREEONI,60
,,ITEM_EMBLEM_DOPPELGANGER,60
,,ITEM_EMBLEM_TURTLE_GENERAL,60
,,ITEM_EMBLEM_TAO_GUNKA,60
,,ITEM_EMBLEM_MAYA,60
,,ITEM_EMBLEM_SEYREN,60
,,ITEM_EMBLEM_SHECI,60
,,ITEM_EMBLEM_G_EREMES,60
,,ITEM_EMBLEM_G_KATRINN,60
,,ITEM_EMBLEM_MAGALETA,60
,,ITEM_EMBLEM_G_RANDEL,60
,,ITEM_EMBLEM_KNIGHT_OF_WINDSTORM,60
,,ITEM_EMBLEM_DARK_SNAKE_LORD,60
,,ITEM_EMBLEM_DRACULA_BARON,60
,,ITEM_EMBLEM_VESPER,60
,,ITEM_EMBLEM_GLOOMUNDERNIGHT,60
,,ITEM_EMBLEM_BACSOJIN,60
,,ITEM_EMBLEM_LADY_TANEE,60
,,ITEM_EMBLEM_LORD_OF_DEATH,60
,,ITEM_EMBLEM_HARWORD,60
,,ITEM_EMBLEM_CELIA,60
,,ITEM_EMBLEM_CLOWN_ALPHOCCIO,60
,,ITEM_EMBLEM_GYPSY_TRENTINI,60
ITEM_PACKAGE_OPTIONAL_SUPER_RESCOURCE,88,ITEM_GOLD,15000000
,,ITEM_BATTLE_SOUL,3000000
,,ITEM_HERO_EVOLVE_STONE,20000
ITEM_PACKAGE_OPTIONAL_A_MONSTER_ALL,89,ITEM_EMBLEM_CAT_O_NINE_TAIL,30
,,ITEM_EMBLEM_GOBLIN_LEADER,30
,,ITEM_EMBLEM_HIGH_ORC,30
,,ITEM_EMBLEM_JAKK,30
,,ITEM_EMBLEM_SOHEE,30
,,ITEM_EMBLEM_MASTERING,30
,,ITEM_EMBLEM_MARC,30
,,ITEM_EMBLEM_GHOSTRING,30
,,ITEM_EMBLEM_WHISPER_BOSS,30
,,ITEM_EMBLEM_DALEME,30
,,ITEM_EMBLEM_PETIT,30
,,ITEM_EMBLEM_VAGABOND_WOLF,30
,,ITEM_EMBLEM_KOBOLD_LEADER,30
,,ITEM_EMBLEM_MINOROUS,30
,,ITEM_EMBLEM_ANTONIO,30
,,ITEM_EMBLEM_DEVIRUCHI,30
,,ITEM_EMBLEM_ISSUS,30
,,ITEM_EMBLEM_VANESSA,30
,,ITEM_EMBLEM_HAROLD,30
,,ITEM_EMBLEM_HELENA,30
,,ITEM_EMBLEM_GIORGILI,30
ITEM_PACKAGE_OPTIONAL_ARTIFACT_MATERIAL_GIFT_4,90,ITEM_ARTIFACT_MATERIAL_BASIC_1,3
,,ITEM_ARTIFACT_MATERIAL_BASIC_2,3
ITEM_PACKAGE_OPTIONAL_ARTIFACT_MATERIAL_GIFT_5,91,ITEM_ARTIFACT_MATERIAL_INTERMEDIATE_1,2
,,ITEM_ARTIFACT_MATERIAL_INTERMEDIATE_2,2
,,ITEM_ARTIFACT_MATERIAL_INTERMEDIATE_3,2
,,ITEM_ARTIFACT_MATERIAL_INTERMEDIATE_4,2
,,ITEM_ARTIFACT_MATERIAL_INTERMEDIATE_5,2
ITEM_PACKAGE_OPTIONAL_ARTIFACT_MATERIAL_GIFT_6,92,ITEM_ARTIFACT_MATERIAL_ADVANCED_1,1
,,ITEM_ARTIFACT_MATERIAL_ADVANCED_2,1
,,ITEM_ARTIFACT_MATERIAL_ADVANCED_3,1
,,ITEM_ARTIFACT_MATERIAL_ADVANCED_4,1
ITEM_PACKAGE_OPTIONAL_EGGYRA_RPS_ONE,93,ITEM_EMBLEM_EGGYRA_SCISSORS,1
,,ITEM_EMBLEM_EGGYRA_ROCK,1
,,ITEM_EMBLEM_EGGYRA_PAPER,1
ITEM_PACKAGE_OPTIONAL_B_MONSTER_ALL,94,ITEM_EMBLEM_OBEAUNE,20
,,ITEM_EMBLEM_BARTLEY,20
,,ITEM_EMBLEM_MUMMY,20
,,ITEM_EMBLEM_KOBOLD_3,20
,,ITEM_EMBLEM_NIGHTMARE,20
,,ITEM_EMBLEM_GOBLIN_2,20
,,ITEM_EMBLEM_RAYDRIC,20
,,ITEM_EMBLEM_BON_GUN,20
,,ITEM_EMBLEM_GOBLIN_1,20
,,ITEM_EMBLEM_KOBOLD_ARCHER,20
,,ITEM_EMBLEM_TYRRHENIA,20
ITEM_PACKAGE_GEM_ENHANCEMENT_GRANILE,95,ITEM_SPAR_SUPER_BOX_TICKET,10
,,ITEM_GRANILE,100000
ITEM_PACKAGE_OPTIONAL_EGGYRA_ALL_ONE,96,ITEM_EMBLEM_EGGYRA_SCISSORS,1
,,ITEM_EMBLEM_EGGYRA_ROCK,1
,,ITEM_EMBLEM_EGGYRA_PAPER,1
,,ITEM_EMBLEM_EGGYRA_WHITE,1
,,ITEM_EMBLEM_EGGYRA_BLACK,1
ITEM_PACKAGE_OPTIONAL_ORANGE_SPAR_PACKAGE_2,97,ITEM_SPAR_RED_ATK_4,1
,,ITEM_SPAR_RED_MGK_4,1
,,ITEM_SPAR_RED_CRT_4,1
,,ITEM_SPAR_YELLOW_HP_4,1
,,ITEM_SPAR_YELLOW_ARM_4,1
,,ITEM_SPAR_YELLOW_SPR_4,1
,,ITEM_SPAR_BLUE_CRTH_4,1
,,ITEM_SPAR_BLUE_ARP_4,1
,,ITEM_SPAR_BLUE_MPEN_4,1
,,ITEM_SPAR_GREEN_HP_CRTH_4,1
,,ITEM_SPAR_GREEN_ARM_MPEN_4,1
,,ITEM_SPAR_GREEN_SPR_ARP_4,1
,,ITEM_SPAR_PURPLE_ATK_ARP_4,1
,,ITEM_SPAR_PURPLE_MGK_MPEN_4,1
,,ITEM_SPAR_PURPLE_CRT_CRTH_4,1
,,ITEM_SPAR_ORANGE_ATK_SPR_4,1
,,ITEM_SPAR_ORANGE_MGK_ARM_4,1
,,ITEM_SPAR_ORANGE_CRT_HP_4,1
ITEM_PACKAGE_NEW_EQUIPMENT_PACKAGE_25,98,ITEM_NEW_EQUIPMENT_97,1
,,ITEM_NEW_EQUIPMENT_98,1
,,ITEM_NEW_EQUIPMENT_99,1
,,ITEM_NEW_EQUIPMENT_100,1
