_INDEX,Id:string,ProductId:string,IdNum:int,Type:string,PriceTier:int,Hide:bool,DisplayOrder:int,Name:string,GMOrderId:int,NameKey:loc,Gem:int,VipExp:int,FirstBonusGem:int,DefaultBonusGem:int,IsPromotion:bool,AvailableChannelId:int{},Tag:string,Platform:string,CNY:int,USD:int,TWD:int,HKD:int,MOP:int,KRW:int,THB:int,PHP:int,SGD:int,IDR:int,MYR:int
89,CRYSTAL_PRICE_Bag_2699,com.ggt.rott.ios.bag2699,2699,bag,2699,FALSE,0,打折礼包2699,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1950,0,0,FALSE,700,appstore,ios,17800,2699,89000,20800,17800,3300000,82900,135000,3898,38900000,11490
90,CRYSTAL_PRICE_Bag_4499,com.ggt.rott.ios.bag4499,4499,bag,4499,FALSE,0,打折礼包4499,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,3240,0,0,FALSE,700,appstore,ios,28300,4499,149000,35800,28300,5500000,140000,225000,6398,65900000,18490
91,CRYSTAL_PRICE_Bag_5999,com.ggt.rott.ios.bag5999,5999,bag,5999,FALSE,0,打折礼包5999,11,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,4320,0,0,FALSE,700,appstore,ios,38800,5999,199000,44800,38800,7500000,180000,299000,8898,89900000,24990
92,CRYSTAL_PRICE_Bag_7999,com.ggt.rott.ios.bag7999,7999,bag,7999,FALSE,0,打折礼包7999,13,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,5760,0,0,FALSE,700,appstore,ios,51800,7999,269000,61800,51800,9900000,250000,399000,10898,119900000,34990
93,CRYSTAL_PRICE_PT,com.ggt.rott.ios.tp,200,passport,200,FALSE,0,通行证,200,LOC_CRYSTALPRICE_NAME_PASSPORT,0,1296,0,0,FALSE,700,appstore,ios,11800,1799,59000,13800,11800,2200000,54900,89900,2598,26900000,7490
94,CRYSTAL_PRICE_MC,com.ggt.rott.ios.mc.discount,100,mc,100,FALSE,2,月卡,100,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC,500,500,0,0,TRUE,700,appstore,ios,2500,399,13000,2800,2500,490000,11900,19900,598,5900000,1690
95,CRYSTAL_PRICE_MC_PRO,com.ggt.rott.ios.supermc,101,supermc,101,FALSE,1,至尊月卡,101,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC_PRO,720,720,0,0,TRUE,700,appstore,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
96,CRYSTAL_PRICE_Tier_1,com.ggt.rottsea.ios.gp1,1,crystal,1,FALSE,3,一小捧钻石,1,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_1,72,72,72,0,FALSE,703,appstore sea,ios,600,99,3300,800,600,120000,2900,4900,148,1500000,390
97,CRYSTAL_PRICE_Tier_2,com.ggt.rottsea.ios.gp2,2,crystal,2,FALSE,4,一小堆钻石,2,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_2,360,360,360,15,FALSE,703,appstore sea,ios,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
98,CRYSTAL_PRICE_Tier_3,com.ggt.rottsea.ios.gp3,3,crystal,3,FALSE,5,一大堆钻石,3,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_3,720,720,720,60,FALSE,703,appstore sea,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
99,CRYSTAL_PRICE_Tier_4,com.ggt.rottsea.ios.gp4,4,crystal,4,FALSE,6,一小袋钻石,4,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_4,1800,1800,1800,145,FALSE,703,appstore sea,ios,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
100,CRYSTAL_PRICE_Tier_5,com.ggt.rottsea.ios.gp5,5,crystal,5,FALSE,7,一大袋钻石,5,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_5,3600,3600,3600,600,FALSE,703,appstore sea,ios,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
101,CRYSTAL_PRICE_Tier_6,com.ggt.rottsea.ios.gp6,6,crystal,6,FALSE,8,一小箱钻石,6,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_6,5040,5040,5040,1260,TRUE,703,appstore sea,ios,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
102,CRYSTAL_PRICE_Tier_7,com.ggt.rottsea.ios.gp7,7,crystal,7,FALSE,9,一大箱钻石,7,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_7,7200,7200,7200,2700,TRUE,703,appstore sea,ios,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
103,CRYSTAL_PRICE_Bag_1,com.ggt.rottsea.ios.bag1,1001,bag,1,FALSE,0,打折礼包1,1,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,72,0,0,FALSE,703,appstore sea,ios,600,99,3300,800,600,120000,2900,4900,148,1500000,390
104,CRYSTAL_PRICE_Bag_2,com.ggt.rottsea.ios.bag2,1002,bag,2,FALSE,0,打折礼包2,2,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_02,0,360,0,0,FALSE,703,appstore sea,ios,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
105,CRYSTAL_PRICE_Bag_3,com.ggt.rottsea.ios.bag3,1003,bag,3,FALSE,0,打折礼包3,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_03,0,720,0,0,FALSE,703,appstore sea,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
106,CRYSTAL_PRICE_Bag_4,com.ggt.rottsea.ios.bag4,1004,bag,4,FALSE,0,打折礼包4,6,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_04,0,1800,0,0,FALSE,703,appstore sea,ios,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
107,CRYSTAL_PRICE_Bag_5,com.ggt.rottsea.ios.bag5,1005,bag,5,FALSE,0,打折礼包5,7,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_05,0,3600,0,0,FALSE,703,appstore sea,ios,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
108,CRYSTAL_PRICE_Bag_6,com.ggt.rottsea.ios.bag6,1006,bag,6,FALSE,0,打折礼包6,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_06,0,5040,0,0,FALSE,703,appstore sea,ios,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
109,CRYSTAL_PRICE_Bag_7,com.ggt.rottsea.ios.bag7,1007,bag,7,FALSE,0,打折礼包7,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_07,0,7200,0,0,FALSE,703,appstore sea,ios,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
110,CRYSTAL_PRICE_Bag_0899,com.ggt.rottsea.ios.bag0899,899,bag,899,FALSE,0,打折礼包899,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,650,0,0,FALSE,703,appstore sea,ios,6000,899,29000,6800,6000,1100000,27900,44900,1298,12900000,3790
111,CRYSTAL_PRICE_Bag_1499,com.ggt.rottsea.ios.bag1499,1499,bag,1499,FALSE,0,打折礼包1499,4,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1080,0,0,FALSE,703,appstore sea,ios,9800,1499,49000,11800,9800,1900000,44900,74900,2198,21900000,5990
112,CRYSTAL_PRICE_Bag_1999,com.ggt.rottsea.ios.bag1999,1999,bag,1999,FALSE,0,打折礼包1999,5,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1440,0,0,FALSE,703,appstore sea,ios,12800,1999,67000,15800,12800,2500000,59900,99900,2898,29900000,7990
113,CRYSTAL_PRICE_Bag_2699,com.ggt.rottsea.ios.bag2699,2699,bag,2699,FALSE,0,打折礼包2699,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1950,0,0,FALSE,703,appstore sea,ios,17800,2699,89000,20800,17800,3300000,82900,135000,3898,38900000,11490
114,CRYSTAL_PRICE_Bag_4499,com.ggt.rottsea.ios.bag4499,4499,bag,4499,FALSE,0,打折礼包4499,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,3240,0,0,FALSE,703,appstore sea,ios,28300,4499,149000,35800,28300,5500000,140000,225000,6398,65900000,18490
115,CRYSTAL_PRICE_Bag_5999,com.ggt.rottsea.ios.bag5999,5999,bag,5999,FALSE,0,打折礼包5999,11,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,4320,0,0,FALSE,703,appstore sea,ios,38800,5999,199000,44800,38800,7500000,180000,299000,8898,89900000,24990
116,CRYSTAL_PRICE_Bag_7999,com.ggt.rottsea.ios.bag7999,7999,bag,7999,FALSE,0,打折礼包7999,13,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,5760,0,0,FALSE,703,appstore sea,ios,51800,7999,269000,61800,51800,9900000,250000,399000,10898,119900000,34990
117,CRYSTAL_PRICE_PT,com.ggt.rottsea.ios.tp,200,passport,200,FALSE,0,通行证,200,LOC_CRYSTALPRICE_NAME_PASSPORT,0,1296,0,0,FALSE,703,appstore sea,ios,11800,1799,59000,13800,11800,2200000,54900,89900,2598,26900000,7490
118,CRYSTAL_PRICE_MC,com.ggt.rottsea.ios.mc.discount1,100,mc,100,FALSE,2,月卡,100,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC,500,500,0,0,TRUE,703,appstore sea,ios,2500,399,13000,2800,2500,490000,11900,19900,598,5900000,1690
119,CRYSTAL_PRICE_MC_PRO,com.ggt.rottsea.ios.supermc,101,supermc,101,FALSE,1,至尊月卡,101,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC_PRO,720,720,0,0,TRUE,703,appstore sea,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
120,CRYSTAL_PRICE_Tier_1,com.ggt.rottsea.aos.gp1,1,crystal,1,FALSE,3,一小捧钻石,1,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_1,72,72,72,0,FALSE,704,googleplay sea,android,600,99,3300,800,600,120000,2900,4900,148,1500000,390
121,CRYSTAL_PRICE_Tier_2,com.ggt.rottsea.aos.gp2,2,crystal,2,FALSE,4,一小堆钻石,2,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_2,360,360,360,15,FALSE,704,googleplay sea,android,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
122,CRYSTAL_PRICE_Tier_3,com.ggt.rottsea.aos.gp3,3,crystal,3,FALSE,5,一大堆钻石,3,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_3,720,720,720,60,FALSE,704,googleplay sea,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
123,CRYSTAL_PRICE_Tier_4,com.ggt.rottsea.aos.gp4,4,crystal,4,FALSE,6,一小袋钻石,4,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_4,1800,1800,1800,145,FALSE,704,googleplay sea,android,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
124,CRYSTAL_PRICE_Tier_5,com.ggt.rottsea.aos.gp5,5,crystal,5,FALSE,7,一大袋钻石,5,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_5,3600,3600,3600,600,FALSE,704,googleplay sea,android,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
125,CRYSTAL_PRICE_Tier_6,com.ggt.rottsea.aos.gp6,6,crystal,6,FALSE,8,一小箱钻石,6,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_6,5040,5040,5040,1260,TRUE,704,googleplay sea,android,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
126,CRYSTAL_PRICE_Tier_7,com.ggt.rottsea.aos.gp7,7,crystal,7,FALSE,9,一大箱钻石,7,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_7,7200,7200,7200,2700,TRUE,704,googleplay sea,android,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
127,CRYSTAL_PRICE_Bag_1,com.ggt.rottsea.aos.bag1,1001,bag,1,FALSE,0,打折礼包1,1,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,72,0,0,FALSE,704,googleplay sea,android,600,99,3300,800,600,120000,2900,4900,148,1500000,390
128,CRYSTAL_PRICE_Bag_2,com.ggt.rottsea.aos.bag2,1002,bag,2,FALSE,0,打折礼包2,2,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_02,0,360,0,0,FALSE,704,googleplay sea,android,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
129,CRYSTAL_PRICE_Bag_3,com.ggt.rottsea.aos.bag3,1003,bag,3,FALSE,0,打折礼包3,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_03,0,720,0,0,FALSE,704,googleplay sea,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
130,CRYSTAL_PRICE_Bag_4,com.ggt.rottsea.aos.bag4,1004,bag,4,FALSE,0,打折礼包4,6,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_04,0,1800,0,0,FALSE,704,googleplay sea,android,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
131,CRYSTAL_PRICE_Bag_5,com.ggt.rottsea.aos.bag5,1005,bag,5,FALSE,0,打折礼包5,7,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_05,0,3600,0,0,FALSE,704,googleplay sea,android,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
132,CRYSTAL_PRICE_Bag_6,com.ggt.rottsea.aos.bag6,1006,bag,6,FALSE,0,打折礼包6,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_06,0,5040,0,0,FALSE,704,googleplay sea,android,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
133,CRYSTAL_PRICE_Bag_7,com.ggt.rottsea.aos.bag7,1007,bag,7,FALSE,0,打折礼包7,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_07,0,7200,0,0,FALSE,704,googleplay sea,android,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
134,CRYSTAL_PRICE_Bag_0899,com.ggt.rottsea.aos.bag0899,899,bag,899,FALSE,0,打折礼包899,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,650,0,0,FALSE,704,googleplay sea,android,6000,899,29000,6800,6000,1100000,27900,44900,1298,12900000,3790
135,CRYSTAL_PRICE_Bag_1499,com.ggt.rottsea.aos.bag1499,1499,bag,1499,FALSE,0,打折礼包1499,4,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1080,0,0,FALSE,704,googleplay sea,android,9800,1499,49000,11800,9800,1900000,44900,74900,2198,21900000,5990
136,CRYSTAL_PRICE_Bag_1999,com.ggt.rottsea.aos.bag1999,1999,bag,1999,FALSE,0,打折礼包1999,5,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1440,0,0,FALSE,704,googleplay sea,android,12800,1999,67000,15800,12800,2500000,59900,99900,2898,29900000,7990
137,CRYSTAL_PRICE_Bag_2699,com.ggt.rottsea.aos.bag2699,2699,bag,2699,FALSE,0,打折礼包2699,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1950,0,0,FALSE,704,googleplay sea,android,17800,2699,89000,20800,17800,3300000,82900,135000,3898,38900000,11490
138,CRYSTAL_PRICE_Bag_4499,com.ggt.rottsea.aos.bag4499,4499,bag,4499,FALSE,0,打折礼包4499,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,3240,0,0,FALSE,704,googleplay sea,android,28300,4499,149000,35800,28300,5500000,140000,225000,6398,65900000,18490
139,CRYSTAL_PRICE_Bag_5999,com.ggt.rottsea.aos.bag5999,5999,bag,5999,FALSE,0,打折礼包5999,11,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,4320,0,0,FALSE,704,googleplay sea,android,38800,5999,199000,44800,38800,7500000,180000,299000,8898,89900000,24990
140,CRYSTAL_PRICE_Bag_7999,com.ggt.rottsea.aos.bag7999,7999,bag,7999,FALSE,0,打折礼包7999,13,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,5760,0,0,FALSE,704,googleplay sea,android,51800,7999,269000,61800,51800,9900000,250000,399000,10898,119900000,34990
141,CRYSTAL_PRICE_PT,com.ggt.rottsea.aos.tp,200,passport,200,FALSE,0,通行证,200,LOC_CRYSTALPRICE_NAME_PASSPORT,0,1296,0,0,FALSE,704,googleplay sea,android,11800,1799,59000,13800,11800,2200000,54900,89900,2598,26900000,7490
142,CRYSTAL_PRICE_MC,com.ggt.rottsea.aos.mc.discount,100,mc,100,FALSE,2,月卡,100,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC,500,500,0,0,TRUE,704,googleplay sea,android,2500,399,13000,2800,2500,490000,11900,19900,598,5900000,1690
143,CRYSTAL_PRICE_MC_PRO,com.ggt.rottsea.aos.supermc,101,supermc,101,FALSE,1,至尊月卡,101,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC_PRO,720,720,0,0,TRUE,704,googleplay sea,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
144,CRYSTAL_PRICE_Tier_1,com.gravity.rod.ios.gp1,1,crystal,1,FALSE,3,一小捧钻石,1,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_1,72,72,72,0,FALSE,706,appstore,ios,600,99,3300,800,600,120000,2900,4900,148,1500000,390
145,CRYSTAL_PRICE_Tier_2,com.gravity.rod.ios.gp2,2,crystal,2,FALSE,4,一小堆钻石,2,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_2,360,360,360,15,FALSE,706,appstore,ios,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
146,CRYSTAL_PRICE_Tier_3,com.gravity.rod.ios.gp3,3,crystal,3,FALSE,5,一大堆钻石,3,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_3,720,720,720,60,FALSE,706,appstore,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
147,CRYSTAL_PRICE_Tier_4,com.gravity.rod.ios.gp4,4,crystal,4,FALSE,6,一小袋钻石,4,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_4,1800,1800,1800,145,FALSE,706,appstore,ios,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
148,CRYSTAL_PRICE_Tier_5,com.gravity.rod.ios.gp5,5,crystal,5,FALSE,7,一大袋钻石,5,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_5,3600,3600,3600,600,FALSE,706,appstore,ios,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
149,CRYSTAL_PRICE_Tier_6,com.gravity.rod.ios.gp6,6,crystal,6,FALSE,8,一小箱钻石,6,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_6,5040,5040,5040,1260,TRUE,706,appstore,ios,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
150,CRYSTAL_PRICE_Tier_7,com.gravity.rod.ios.gp7,7,crystal,7,FALSE,9,一大箱钻石,7,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_7,7200,7200,7200,2700,TRUE,706,appstore,ios,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
151,CRYSTAL_PRICE_Bag_1,com.gravity.rod.ios.bag1,1001,bag,1,FALSE,0,打折礼包1,1,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,72,0,0,FALSE,706,appstore,ios,600,99,3300,800,600,120000,2900,4900,148,1500000,390
152,CRYSTAL_PRICE_Bag_2,com.gravity.rod.ios.bag2,1002,bag,2,FALSE,0,打折礼包2,2,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_02,0,360,0,0,FALSE,706,appstore,ios,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
153,CRYSTAL_PRICE_Bag_3,com.gravity.rod.ios.bag3,1003,bag,3,FALSE,0,打折礼包3,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_03,0,720,0,0,FALSE,706,appstore,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
154,CRYSTAL_PRICE_Bag_4,com.gravity.rod.ios.bag4,1004,bag,4,FALSE,0,打折礼包4,6,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_04,0,1800,0,0,FALSE,706,appstore,ios,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
155,CRYSTAL_PRICE_Bag_5,com.gravity.rod.ios.bag5,1005,bag,5,FALSE,0,打折礼包5,7,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_05,0,3600,0,0,FALSE,706,appstore,ios,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
156,CRYSTAL_PRICE_Bag_6,com.gravity.rod.ios.bag6,1006,bag,6,FALSE,0,打折礼包6,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_06,0,5040,0,0,FALSE,706,appstore,ios,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
157,CRYSTAL_PRICE_Bag_7,com.gravity.rod.ios.bag7,1007,bag,7,FALSE,0,打折礼包7,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_07,0,7200,0,0,FALSE,706,appstore,ios,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
158,CRYSTAL_PRICE_Bag_0899,com.gravity.rod.ios.bag0899,899,bag,899,FALSE,0,打折礼包899,3,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,650,0,0,FALSE,706,appstore,ios,6000,899,29000,6800,6000,1100000,27900,44900,1298,12900000,3790
159,CRYSTAL_PRICE_Bag_1499,com.gravity.rod.ios.bag1499,1499,bag,1499,FALSE,0,打折礼包1499,4,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1080,0,0,FALSE,706,appstore,ios,9800,1499,49000,11800,9800,1900000,44900,74900,2198,21900000,5990
160,CRYSTAL_PRICE_Bag_1999,com.gravity.rod.ios.bag1999,1999,bag,1999,FALSE,0,打折礼包1999,5,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1440,0,0,FALSE,706,appstore,ios,12800,1999,67000,15800,12800,2500000,59900,99900,2898,29900000,7990
161,CRYSTAL_PRICE_Bag_2699,com.gravity.rod.ios.bag2699,2699,bag,2699,FALSE,0,打折礼包2699,8,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,1950,0,0,FALSE,706,appstore,ios,17800,2699,89000,20800,17800,3300000,82900,135000,3898,38900000,11490
162,CRYSTAL_PRICE_Bag_4499,com.gravity.rod.ios.bag4499,4499,bag,4499,FALSE,0,打折礼包4499,9,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,3240,0,0,FALSE,706,appstore,ios,28300,4499,149000,35800,28300,5500000,140000,225000,6398,65900000,18490
163,CRYSTAL_PRICE_Bag_5999,com.gravity.rod.ios.bag5999,5999,bag,5999,FALSE,0,打折礼包5999,11,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,4320,0,0,FALSE,706,appstore,ios,38800,5999,199000,44800,38800,7500000,180000,299000,8898,89900000,24990
164,CRYSTAL_PRICE_Bag_7999,com.gravity.rod.ios.bag7999,7999,bag,7999,FALSE,0,打折礼包7999,13,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,5760,0,0,FALSE,706,appstore,ios,51800,7999,269000,61800,51800,9900000,250000,399000,10898,119900000,34990
165,CRYSTAL_PRICE_PT,com.gravity.rod.ios.tp,200,passport,200,FALSE,0,通行证,200,LOC_CRYSTALPRICE_NAME_PASSPORT,0,1296,0,0,FALSE,706,appstore,ios,11800,1799,59000,13800,11800,2200000,54900,89900,2598,26900000,7490
166,CRYSTAL_PRICE_MC,com.gravity.rod.ios.mc.discount,100,mc,100,FALSE,2,月卡,100,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC,500,500,0,0,TRUE,706,appstore,ios,2500,399,13000,2800,2500,490000,11900,19900,598,5900000,1690
167,CRYSTAL_PRICE_MC_PRO,com.gravity.rod.ios.supermc,101,supermc,101,FALSE,1,至尊月卡,101,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_MC_PRO,720,720,0,0,TRUE,706,appstore,ios,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
168,CRYSTAL_PRICE_Tier_1,com.gravity.rod.gp1,1,crystal,1,FALSE,3,一小捧钻石,1,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_1,72,72,72,0,FALSE,707,googleplay_taiwan,android,600,99,3300,800,600,120000,2900,4900,148,1500000,390
169,CRYSTAL_PRICE_Tier_2,com.gravity.rod.gp2,2,crystal,2,FALSE,4,一小堆钻石,2,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_2,360,360,360,15,FALSE,707,googleplay_taiwan,android,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
170,CRYSTAL_PRICE_Tier_3,com.gravity.rod.gp3,3,crystal,3,FALSE,5,一大堆钻石,3,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_3,720,720,720,60,FALSE,707,googleplay_taiwan,android,6800,999,33000,7800,6800,1200000,29900,49900,1498,14900000,3990
171,CRYSTAL_PRICE_Tier_4,com.gravity.rod.gp4,4,crystal,4,FALSE,6,一小袋钻石,4,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_4,1800,1800,1800,145,FALSE,707,googleplay_taiwan,android,16300,2499,83000,19800,16300,3100000,74900,125000,3498,35900000,10490
172,CRYSTAL_PRICE_Tier_5,com.gravity.rod.gp5,5,crystal,5,FALSE,7,一大袋钻石,5,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_5,3600,3600,3600,600,FALSE,707,googleplay_taiwan,android,32800,4999,169000,39800,32800,6500000,160000,249000,6898,73900000,19990
173,CRYSTAL_PRICE_Tier_6,com.gravity.rod.gp6,6,crystal,6,FALSE,8,一小箱钻石,6,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_6,5040,5040,5040,1260,TRUE,707,googleplay_taiwan,android,44800,6999,229000,54800,44800,8900000,210000,349000,9898,99900000,29990
174,CRYSTAL_PRICE_Tier_7,com.gravity.rod.gp7,7,crystal,7,FALSE,9,一大箱钻石,7,LOC_CRYSTALPRICE_NAME_CRYSTAL_PRICE_Tier_7,7200,7200,7200,2700,TRUE,707,googleplay_taiwan,android,64800,9999,329000,78800,64800,11900000,300000,499000,14898,149900000,39990
175,CRYSTAL_PRICE_Bag_1,com.gravity.rod.bag1,1001,bag,1,FALSE,0,打折礼包1,1,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_01,0,72,0,0,FALSE,707,googleplay_taiwan,android,600,99,3300,800,600,120000,2900,4900,148,1500000,390
176,CRYSTAL_PRICE_Bag_2,com.gravity.rod.bag2,1002,bag,2,FALSE,0,打折礼包2,2,LOC_CRYSTALPRICE_NAME_DISCOUNT_BAG_02,0,360,0,0,FALSE,707,googleplay_taiwan,android,3000,499,17000,3800,3000,590000,14900,24900,698,7500000,1990
