_ID,_VALUE,DefaultSkin:id,Prefab:string,SummonPrefab:string,Animation:id,Projectiles:id,ProjectileHeight:decimal,SkillEffect:id{},SkillProj:id{},TotalHeight:decimal,HudHeight:decimal,HeadHeight:decimal,BodyHeight:decimal,#DeadAniType:string,DeadFlyTime:decimal,DeadFlyV:decimal,DeadEffectTime:decimal,ExtraAtkEff:id{},ExtraSkillEff:id{},PassiveEff:id{},PassiveProj:id{}
SKINBATTLE_RETINUE_JAKK,131,,Pet/Jakk_Pet,,ANIMATION_RETINUE_JAKK,PROJ_FIRE_BALL,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_G_RANDEL,132,,Pet/G_Randel_H_Pet,,ANIMATION_RETINUE_G_RANDEL,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_MAGALETA,133,,Pet/Magaleta_Pet,,ANIMATION_RETINUE_MAGALETA,PROJ_BULLET_LIGHT_KNIFE,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_HELENA,134,,Pet/Helena_Pet,,ANIMATION_RETINUE_HELENA,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_DALEME,135,,Pet/Daleme_Pet,,ANIMATION_RETINUE_DALEME,PROJ_BULLET_LIGHT_KNIFE,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_GIORGILI,136,,Pet/Giorgili_Pet,,ANIMATION_RETINUE_GIORGILI,PROJ_BULLET_LIGHT_KNIFE,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_TYRRHENIA,137,,Pet/Tyrrhenia_Pet,,ANIMATION_RETINUE_TYRRHENIA,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_G_RANDGRIS,138,,Pet/G_Randgris_Pet,,ANIMATION_RETINUE_G_RANDGRIS,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_TAO_GUNKA,139,,Pet/tree_Pet,,ANIMATION_RETINUE_TAO_GUNKA,PROJ_BULLET_STONE,2,,,3,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_RETINUE_ANGELING,140,,Pet/Angeling_Pet,,ANIMATION_RETINUE_ANGELING,,2,,,3,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_RETINUE_NIGHTMARE,141,,Pet/Nightmare_Pet,,ANIMATION_RETINUE_NIGHTMARE,,2,,,3,1,1,0.5,Getdown,1.5,0.3,1.5,,,,
SKINBATTLE_RETINUE_ALICE,142,,Pet/Alice_Pet,,ANIMATION_RETINUE_ALICE,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_ANTONIO,143,,Pet/Antonio_Pet,,ANIMATION_RETINUE_ANTONIO,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_G_KATRINN,144,,Pet/G_Katrinn_Pet,,ANIMATION_RETINUE_G_KATRINN,PROJ_BULLET_LIGHT_BALL,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_MASTERING,145,,Pet/poring_Pet,,ANIMATION_RETINUE_MASTERING,PROJ_BULLET_LIGHT_BALL,2,,,3,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_RETINUE_MARC,146,,Pet/Marc_Pet,,ANIMATION_RETINUE_MARC,PROJ_MARC,4,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_OBEAUNE,147,,Pet/Obeaune_Pet,,ANIMATION_RETINUE_OBEAUNE,PROJ_OBEAUNE_BULLET,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_G_EREMES,148,,Pet/G_Eremes_Pet,,ANIMATION_RETINUE_G_EREMES,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_PHREEONI,149,,Pet/Phreeoni_Pet,,ANIMATION_RETINUE_PHREEONI,PROJ_BULLET_STONE,2,,,3,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_RETINUE_GARM,150,,Pet/Vagabond_Wolf_Pet,,ANIMATION_VAGABOND_WOLF,,2,,,3,1,1,0.5,Getdown,0.95,0.3,0.95,,,,
SKINBATTLE_RETINUE_LOLI_RURI,151,,Pet/Loli_Ruri_Pet,,ANIMATION_RETINUE_LOLI_RURI,PROJ_LOLI_RURI,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_SOHEE,152,,Pet/Sohee_Pet,,ANIMATION_RETINUE_SOHEE,PROJ_SOHEE_BULLET,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_GOBLIN_2,153,,Pet/Goblin_2_Pet,,ANIMATION_RETINUE_GOBLIN_2,,2,,,3,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_RETINUE_OWL_BARON,154,,Pet/Owl_Baron_Pet,,ANIMATION_RETINUE_OWL_BARON,PROJ_BULLET_LIGHT_KNIFE,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_ISSUS,155,,Pet/Issus_Pet,,ANIMATION_RETINUE_ISSUS,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_VANESSA,156,,Pet/Vanessa_Pet,,ANIMATION_RETINUE_VANESSA,PROJ_ARROW_ATTLACK_3,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_HAROLD,157,,Pet/Harold_Pet,,ANIMATION_RETINUE_HAROLD,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_BARTLEY,158,,Pet/Bartley_Pet,,ANIMATION_RETINUE_BARTLEY,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_EGGYRA,159,,Pet/Eggyra_Pet,,ANIMATION_EGGYRA,,2,,,3,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_RETINUE_DARK_SNAKE_LORD,160,,Pet/Dark_Snake_Lord_Pet,,ANIMATION_RETINUE_DARK_SNAKE_LORD,PROJ_DARK_SNAKE_LORD,4,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_KNIGHT_OF_WINDSTORM,161,,Pet/Knight_Of_Windstorm_Pet,,ANIMATION_RETINUE_KNIGHT_OF_WINDSTORM,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_DRACULA_BARON,162,,Pet/Dracula_Pet,,ANIMATION_RETINUE_DRACULA_BARON,PROJ_DRACULA_BARON,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_TURTLE_FOOTBALL,163,SKINBATTLE_HERO_TURTLE_GENERAL,MonsterSkin/Turtle_Genera_Skin_Football,,ANIMATION_TURTLE_GENERA_FOOTBALL,PROJ_TURTLE_GENERA_BULLET_SKIN,4,EFFECT_WATERBALL_SKIN_SELF,PROJ_WATERBALL_BULLET_SKIN,6,1,1,0.5,,,,,,,,
SKINBATTLE_PET_TURTLE_FOOTBALL,164,SKINBATTLE_RETINUE_TURTLE_GENERAL,PetSkin/Turtle_Genera_Skin_Football_Pet,,ANIMATION_RETINUE_TURTLE_GENERAL_FOOTBALL,PROJ_TURTLE_GENERA_BULLET_SKIN,4,,,3,1,1,0.5,,,,,,,,
SKINBATTLE_HERO_GARM_GOLD,165,SKINBATTLE_HERO_GARM,MonsterSkin/Garm_Skin_Dragon,,ANIMATION_GARM_SKIN,,4,EFFECT_GARM_SNOWSTORM_SKIN,,6,1,1,0.5,Getdown,0.95,0.3,0.95,,,,
SKINBATTLE_RETINUE_GARM_GOLD,166,SKINBATTLE_RETINUE_GARM,PetSkin/Garm_Skin_Dragon_Pet,,ANIMATION_GARM_SKIN,,4,EFFECT_GARM_SNOWSTORM_SKIN,,3,1,1,0.5,Getdown,0.95,0.3,0.95,,,,
SKINBATTLE_HERO_EDDGA_SKIN,167,SKINBATTLE_HERO_EDDGA,MonsterSkin\Eddga_Skin_TheKing,,ANIMATION_EDDGA_SKIN,,4,EFFECT_STOIC_SKIN#EFFECT_STOIC_BUFF_SKIN,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_EDDGA_SKIN,168,SKINBATTLE_RETINUE_EDDGA,PetSkin\Eddga_Skin_TheKing_Pet,,ANIMATION_EDDGA_SKIN,,2,EFFECT_STOIC_SKIN#EFFECT_STOIC_BUFF_SKIN,,4,1,1,0.5,Getdown,1.5,0.3,1.5,,,,
SKINBATTLE_HERO_SHECI_SKIN,169,SKINBATTLE_HERO_SHECI,MonsterSkin/Sheci_Skin_Ostrich,,ANIMATION_SHECI_SKIN,PROJ_SHECI_BULLET_SKIN,4.5,EFFECT_ARROW_RAIN_SHOOT_SKIN,PROJ_ARROW_RAIN_SKIN,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_SHECI_SKIN,170,SKINBATTLE_RETINUE_SHECI,PetSkin/Sheci_Skin_Ostrich_Pet,,ANIMATION_SHECI_SKIN,PROJ_SHECI_BULLET_SKIN,4.5,EFFECT_ARROW_RAIN_SHOOT_SKIN,PROJ_ARROW_RAIN_SKIN,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_MAGALETA_SKIN,171,SKINBATTLE_HERO_MAGALETA,MonsterSkin/Magaleta_Skin_Alpaca,,ANIMATION_MAGALETA_SKIN,PROJ_MAGALETA_BULLET_SKIN,4,EFFECT_MADONNA_SONG_TARGET_SKIN,,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_MAGALETA_SKIN,172,SKINBATTLE_RETINUE_MAGALETA,PetSkin/Magaleta_Skin_Alpaca_Pet,,ANIMATION_MAGALETA_SKIN,PROJ_MAGALETA_BULLET_SKIN,4,EFFECT_MADONNA_SONG_TARGET_SKIN,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_G_KATRINN_SKIN,173,SKINBATTLE_HERO_G_KATRINN,MonsterSkin/G_Katrinn_Skin_Fox,,ANIMATION_G_KATRINN_SKIN,PROJ_G_KATRINN_BULLET_SKIN,4,EFFECT_MIND_COMBO_SKIN,,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_G_KATRINN_SKIN,174,SKINBATTLE_RETINUE_G_KATRINN,PetSkin/G_Katrinn_Skin_Fox_Pet,,ANIMATION_G_KATRINN_SKIN,PROJ_G_KATRINN_BULLET_SKIN,4,EFFECT_MIND_COMBO_SKIN,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_HARWORD,175,,Harword,,ANIMATION_HARWORD,,4,EFFECT_SKILL_MAMMONITE,,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_GREEDY_MERCHANT#EFFECT_ADVANCED_ADRENALINE_RUSH#EFFECT_HIGH_SPEED_CART_RAM,
SKINBATTLE_RETINUE_HARWORD,176,,Pet/Harword_Pet,,ANIMATION_RETINUE_HARWORD,,4,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_TAO_GUNKA_SKIN,177,SKINBATTLE_HERO_TAO_GUNKA,MonsterSkin/Tao_Gunka_Skin_F1,,ANIMATION_TAO_GUNKA_SKIN,PROJ_BULLET_STONE_SKIN,4,EFFECT_GANBANTEIN_SKIN,,6,1,1,0.5,Getdown,1.5,0.3,1.5,,,,
SKINBATTLE_RETINUE_TAO_GUNKA_SKIN,178,SKINBATTLE_RETINUE_TAO_GUNKA,PetSkin/Tao_Gunka_Skin_F1_Pet,,ANIMATION_TAO_GUNKA_SKIN,PROJ_BULLET_STONE_SKIN,4,EFFECT_GANBANTEIN_SKIN,,3,1,1,0.5,Getdown,1.5,0.3,1.5,,,,
SKINBATTLE_HERO_ORK_HERO_SKIN,179,SKINBATTLE_HERO_ORK_HERO,MonsterSkin/Orc_Hero_Skin_Chef,,ANIMATION_ORC_HERO_SKIN,,4,EFFECT_AUTO_DEFENSE_SKIN,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_HIGH_ORC_SKIN,180,SKINBATTLE_RETINUE_HIGH_ORC,PetSkin/Orc_Hero_Skin_Chef_Pet,,ANIMATION_ORC_HERO_SKIN,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_BAPHOMET_SKIN,181,SKINBATTLE_HERO_BAPHOMET,MonsterSkin/Baphomet_Skin_Devil,,ANIMATION_BAPHOMET_SKIN,,4,EFFECT_KNIGHT_ATTACK_SKIN,,7,1,1,0.5,Fallback,0.55,1.5,0.55,EFFECT_BAPHOMET_SKIN_ATK_EFF_1#EFFECT_BAPHOMET_SKIN_ATK_EFF_2,EFFECT_BAPHOMET_SKIN_SKILL_EFF,,
SKINBATTLE_RETINUE_BAPHOMET_SKIN,182,SKINBATTLE_RETINUE_BAPHOMET,PetSkin/Baphomet_Skin_Devil_Pet,,ANIMATION_BAPHOMET_SKIN,,2,,,4,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_HERO_CELIA,183,,Celia,,ANIMATION_CELIA,PROJ_CELIA_ATTACK_BULLET,4,EFFECT_SKILL_DISPEL_ENEMY|EFFECT_SKILL_DISPEL_SELF,,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,,PROJ_DOUBLE_FIRE_BOLT|PROJ_DOUBLE_FIRE_BOLT_BIG
SKINBATTLE_RETINUE_CELIA,184,,Pet/Celia_Pet,,ANIMATION_RETINUE_CELIA,PROJ_CELIA_ATTACK_BULLET,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_BACSOJIN,185,,Bacsojin,,ANIMATION_KNIGHT_OF_WINDSTORM,,4,EFFECT_SKILL_FLOODING_OF_JINSHAN,,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_THOUSAND_YEARS_OF_LOVE_HEAD#EFFECT_THOUSAND_YEARS_OF_LOVE_LINE#EFFECT_THOUSAND_YEARS_OF_LOVE_SHIELD#EFFECT_PASSIVE_BLESSING_OF_THE_VIRGIN_FIRE#EFFECT_PASSIVE_BLESSING_OF_THE_VIRGIN_BUFF,
SKINBATTLE_RETINUE_BACSOJIN,186,,Pet/Bacsojin_Pet,,ANIMATION_RETINUE_DARK_SNAKE_LORD,PROJ_DARK_SNAKE_LORD,4,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_DARK_LORD_HAWAII,187,SKINBATTLE_HERO_DARK_LORD,MonsterSkin/Dark_Lord_Skin_Hawaii,,ANIMATION_DARK_LORD,PROJ_DARK_LORD_BULLET_SKIN,6,EFFECT_SUMMONER_METEOR_STORM_SKIN,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,PROJ_PASSIVE_ANNIHILATION_BALL_SKIN
SKINBATTLE_SKIN_RETINUE_DARK_LORD_HAWAII,188,SKINBATTLE_RETINUE_DARK_LORD,PetSkin/Dark_Lord_Skin_Hawaii_Pet,,ANIMATION_RETINUE_DARK_LORD,PROJ_DARK_LORD_BULLET_SKIN,3,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_G_EREMES_NINJIA,189,SKINBATTLE_HERO_G_EREMES,MonsterSkin/G_Eremes_Skin_Ninja,,ANIMATION_G_EREMES,,4,EFFECT_HEART_SHOCKWAVE_BULLET_SKIN#EFFECT_HEART_SHOCKWAVE_HIT_SKIN,,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_TALENT_BLOOD_KING_SKIN,
SKINBATTLE_SKIN_RETINUE_G_EREMES_NINJIAG,190,SKINBATTLE_RETINUE_G_EREMES,PetSkin/G_Eremes_Skin_Ninja_Pet,,ANIMATION_RETINUE_G_EREMES,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_DOPPELGANGER_DARK_SWORD,191,SKINBATTLE_HERO_DOPPELGANGER,MonsterSkin/Doppelganger_Skin_DarkSword,,ANIMATION_DOPPELGANGER_DARKSWORD,,4,EFFECT_GROUND_SLAM_EX_SKIN,,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_DOPPELGANGER_DARK_SWORD,192,SKINBATTLE_RETINUE_DOPPELGANGER,PetSkin/Doppelganger_Skin_DarkSword_Pet,,ANIMATION_RETINUE_DOPPELGANGER_DARKSWORD,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_G_RANDGRIS_GODDESS,193,SKINBATTLE_HERO_G_RANDGRIS,MonsterSkin/G_Randgris_Skin_Goddess,,ANIMATION_RANDGRIS,,4,EFFECT_BACK_STAB_SKIN,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_G_RANDGRIS_GODDESS,194,SKINBATTLE_RETINUE_G_RANDGRIS,PetSkin/G_Randgris_Skin_Goddess_Pet,,ANIMATION_RETINUE_G_RANDGRIS,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_MOONLIGHT_NEKO,195,SKINBATTLE_HERO_MOONLIGHT,MonsterSkin/Moonlight_Skin_Neko,,ANIMATION_MOONLIGHT_SKIN,,4,,,6,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_MOONLIGHT_NEKO,196,SKINBATTLE_RETINUE_MOONLIGHT,PetSkin/Moonlight_Skin_Neko_Pet,,ANIMATION_RETINUE_MOONLIGHT_SKIN,,2,,,3,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_G_RANDEL_GRIFFON,197,SKINBATTLE_HERO_G_RANDEL,MonsterSkin/Randel_Skin_Griffon,,ANIMATION_SKIN_HERO_G_RANDEL_GRIFFON,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_RETINUE_G_RANDEL_GRIFFON,198,SKINBATTLE_RETINUE_G_RANDEL,PetSkin/Randel_Skin_Griffon_Pet,,ANIMATION_SKIN_RETINUE_G_RANDEL_GRIFFON,,4,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_DRACULA_BARON_POSEIDON,199,SKINBATTLE_HERO_DRACULA_BARON,MonsterSkin/Dracula_Skin_Poseidon,,ANIMATION_DRACULA_BARON_POSEIDON,PROJ_DRACULA_BARON_SKIN,4,EFFECT_SKILL_BLOOD_BURST_SKIN#EFFECT_SKILL_BLOOD_BURST_SMALL_SKIN#EFFECT_SKILL_BLOOD_BURST_EX_SKIN,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_PASSIVE_BLOODBOIL_SKIN#EFFECT_PASSIVE_KILLING_BOIL_SKIN,
SKINBATTLE_SKIN_RETINUE_DRACULA_BARON_POSEIDON,200,SKINBATTLE_RETINUE_DRACULA_BARON,PetSkin/Dracula_Skin_Poseidon_Pet,,ANIMATION_RETINUE_DRACULA_BARON_POSEIDON,PROJ_DRACULA_BARON_SKIN,4,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_PHREEONI_PUFU,201,SKINBATTLE_HERO_PHREEONI,MonsterSkin/Phreeoni_Skin_Fugu,,ANIMATION_PHREEONI_PUFU,PROJ_FUGU_BULLET,4,EFFECT_WAR_DRUM_CAST_SKIN#EFFECT_WAR_DRUM_CAST_KEEP_SKIN#EFFECT_WAR_DRUM_BUFF1_SKIN#EFFECT_WAR_DRUM_BUFF2_SKIN#EFFECT_WAR_DRUM_BUFF3_SKIN#EFFECT_WAR_DRUM_BUFF4_SKIN,,6,1,1,0.5,Bounce,0.95,1,0.95,,,EFFECT_TALENT_LONGTONGUE_SKIN#EFFECT_PASSIVE_BELLY_DANCE_SKIN,
SKINBATTLE_SKIN_RETINUE_PHREEONI_PUFU,202,SKINBATTLE_RETINUE_PHREEONI,PetSkin/Phreeoni_Skin_Fugu_Pet,,ANIMATION_RETINUE_PHREEONI_PUFU,PROJ_FUGU_BULLET,4,,,3,1,1,0.5,Bounce,0.95,1,0.95,,,,
SKINBATTLE_SKIN_HERO_MISSTRESS_SUMMER_BEACH,203,SKINBATTLE_HERO_MISTRESS,MonsterSkin/Mistress_Skin_Summer_Beach,,ANIMATION_HERO_MISSTRESS_SUMMER_BEACH,PROJ_MISTRESS_SKIN,4,EFFECT_LIGHT_COUNTER_GUARD_SKIN#EFFECT_LIGHT_COUNTER_GUARD_END_SKIN,,7,1,1,0.5,Bounce,0.95,1,0.95,,,EFFECT_PASSIVE_POTION_THROW_SKIN#EFFECT_TALENT_THE_SOLIDARITY_OF_LOVE_SKIN,
SKINBATTLE_SKIN_RETINUE_MISSTRESS_SUMMER_BEACH,204,SKINBATTLE_RETINUE_MISTRESS,PetSkin/Mistress_Skin_Summer_Beach_Pet,,ANIMATION_RETINUE_MISSTRESS_SUMMER_BEACH,PROJ_MISTRESS_SKIN,4,,,4,1,1,0.5,Bounce,0.95,1,0.95,,,,
SKINBATTLE_HERO_LADY_TANEE,205,,LadyTanee,,ANIMATION_LADY_TANEE,PROJ_TANEE_BULLET,4,EFFECT_TANEE_BANANA,,8,1,1,0.5,Bounce,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_LADY_TANEE,206,,Pet/LadyTanee_Pet,,ANIMATION_RETINUE_LADY_TANEE,PROJ_TANEE_BULLET,2,,,5,1,1,0.5,Bounce,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_LORD_OF_DEATH,207,,Lord_of_Death,,ANIMATION_LORD_OF_DEATH,,4,EFFECT_BLOODTHIRSTY_LEGION#EFFECT_BLOODTHIRSTY_LEGION_HIT,,8,1,1,0.5,Bounce,0.55,1.5,0.55,,,EFFECT_CURSE_SHIELD#EFFECT_ANNIHILATION_SWING,
SKINBATTLE_RETINUE_LORD_OF_DEATH,208,,Pet/Lord_of_Death_Pet,,ANIMATION_RETINUE_LORD_OF_DEATH,,4,,,5,1,1,0.5,Bounce,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_BOSS_LORD_OF_DEATH,209,,Boss/Boss_Lord_of_Death,,ANIMATION_WORLD_BOSS_LORD_OF_DEATH,,9,,,20,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_HERO_BOSS_MYSTERY_OSIRIS,210,,Boss/Boss_Osiris,,ANIMATION_MYSTERY_BOSS_OSIRIS,,9,,,20,1,1,0.5,Bounce,0.95,0.5,0.95,,,,
SKINBATTLE_SKIN_HERO_MAYA_POOLPARTY,211,SKINBATTLE_HERO_MAYA,MonsterSkin/MAYA_Skin_PoolParty,,ANIMATION_HERO_MAYA_POOLPARTY,,4,EFFECT_MAYA_POOLPARTY_VENOM_DUST,,7,1,1,0.5,Bounce,0.95,1,0.95,,,EFFECT_MAYA_POOLPARTY_TALENT_DOUBLEEDGED_POISONING#EFFECT_MAYA_POOLPARTY_PASSIVE_ENCHANT_DEADLY_POISON,
SKINBATTLE_SKIN_RETINUE_MAYA_POOLPARTY,212,SKINBATTLE_RETINUE_MAYA,PetSkin/MAYA_Skin_PoolParty_Pet,,ANIMATION_RETINUE_MAYA_POOLPARTY,,4,,,4,1,1,0.5,Bounce,0.95,1,0.95,,,,
SKINBATTLE_SKIN_HERO_SEYREN_DRAGON,213,SKINBATTLE_HERO_SEYREN,MonsterSkin/Seyren_Skin_Dragon,,ANIMATION_HERO_SEYREN_DRAGON,,4,EFFECT_SEYREN_DRAGON_SHAUT_EX,,8,1,1,0.5,Bounce,0.95,1,0.95,,,EFFECT_SEYREN_DRAGON_PASSIVE_CONCENTRATION#EFFECT_SEYREN_DRAGON_PASSIVE_CONCENTRATION_BUFF#EFFECT_SEYREN_DRAGON_PASSIVE_BROKEN_BLADE_LOW#EFFECT_SEYREN_DRAGON_PASSIVE_BROKEN_BLADE_HIGH,
SKINBATTLE_SKIN_RETINUE_SEYREN_DRAGON,214,SKINBATTLE_RETINUE_SEYREN,PetSkin/Seyren_Skin_Dragon_Pet,,ANIMATION_RETINUE_SEYREN_DRAGON,,4,,,5,1,1,0.5,Bounce,0.95,1,0.95,,,,
SKINBATTLE_HERO_CLOWN_ALPHOCCIO,215,,Clown_Alphoccio,,ANIMATION_HERO_CLOWN_ALPHOCCIO,PROJ_CLOWN_ALPHOCCIO_BULLET,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_CLOWN_ALPHOCCIO,216,,Pet/Clown_Alphoccio_Pet,,ANIMATION_RETINUE_CLOWN_ALPHOCCIO,PROJ_CLOWN_ALPHOCCIO_BULLET,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_HERO_GYPSY_TRENTINI,217,,Gypsy_Trentini,,ANIMATION_HERO_GYPSY_TRENTINI,,4,,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_RETINUE_GYPSY_TRENTINI,218,,Pet/Gypsy_Trentini_Pet,,ANIMATION_RETINUE_GYPSY_TRENTINI,,2,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_BACSOJIN_FASHION,219,SKINBATTLE_HERO_BACSOJIN,MonsterSkin/Bacsojin_Skin_Fashion,,ANIMATION_BACSOJIN_FASHION,,4,EFFECT_BACSOJIN_FASHION_SKILL_FLOODING_OF_JINSHAN,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_BACSOJIN_FASHION_THOUSAND_YEARS_OF_LOVE_HEAD#EFFECT_BACSOJIN_FASHION_THOUSAND_YEARS_OF_LOVE_LINE#EFFECT_BACSOJIN_FASHION_THOUSAND_YEARS_OF_LOVE_SHIELD#EFFECT_BACSOJIN_FASHION_PASSIVE_BLESSING_OF_THE_VIRGIN_FIRE#EFFECT_BACSOJIN_FASHION_PASSIVE_BLESSING_OF_THE_VIRGIN_BUFF,
SKINBATTLE_SKIN_RETINUE_BACSOJIN_FASHION,220,SKINBATTLE_RETINUE_BACSOJIN,PetSkin/Bacsojin_Skin_Fashion_Pet,,ANIMATION_RETINUE_BACSOJIN_FASHION,,4,,,4,1,1,0.5,Fallback,0.55,1.5,0.55,,,,
SKINBATTLE_SKIN_HERO_HARWORD_PUNK,221,SKINBATTLE_HERO_HARWORD,MonsterSkin/Harword_Skin_Punk,,ANIMATION_HARWORD_PUNK,,4,EFFECT_HARWORD_PUNK_SKILL_MAMMONITE,,7,1,1,0.5,Fallback,0.55,1.5,0.55,,,EFFECT_HARWORD_PUNK_GREEDY_MERCHANT#EFFECT_HARWORD_PUNK_ADVANCED_ADRENALINE_RUSH#EFFECT_HARWORD_PUNK_HIGH_SPEED_CART_RAM,
