_ID,_VALUE,#GroupName:string,ItemID:id[],#ItemName:string[],ItemDropWeight:int[],ItemNum:int[],Currency:id[],Price:int[],ApperarType:id[]
,,,ITEM_CORPS_BREAK_KNIGHT_GREEN_4,精致骑士马凯,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_GREEN_1,精致骑士长剑,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_GREEN_2,精致骑士铠甲,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_GREEN_3,精致步兵长靴,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_INFANTRY_GREEN_4,精致步兵盾牌,1,10,ITEM_CRYSTAL,30,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_1,巨鲸射手战弓,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_2,巨鲸射手斗篷,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_3,巨鲸射手便鞋,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_4,巨鲸射手利箭,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_1,巨鲸骑士长枪,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_2,巨鲸骑士肩甲,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_3,巨鲸骑士战马,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_4,巨鲸骑士马凯,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_1,巨鲸步兵长剑,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_2,巨鲸步兵铠甲,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_3,巨鲸步兵长靴,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_4,巨鲸步兵盾牌,1,10,ITEM_CRYSTAL,50,
DROP_SHOP_TRAVEL_17,2023,旅行商店格子5678的30-40,ITEM_CORPS_BREAK_ARCHER_BLUE_1,巨鲸射手战弓,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_2,巨鲸射手斗篷,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_3,巨鲸射手便鞋,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_4,巨鲸射手利箭,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_1,巨鲸骑士长枪,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_2,巨鲸骑士肩甲,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_3,巨鲸骑士战马,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_4,巨鲸骑士马凯,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_1,巨鲸步兵长剑,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_2,巨鲸步兵铠甲,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_3,巨鲸步兵长靴,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_4,巨鲸步兵盾牌,1,10,ITEM_CRYSTAL,50,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_6,冰风射手寒冰,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_7,冰风射手斗篷,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_8,冰风射手便鞋,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_9,冰风射手利箭,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_6,冰风骑士长枪,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_7,冰风骑士肩甲,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_8,冰风骑士战马,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_9,冰风骑士马凯,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_6,冰风步兵长剑,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_7,冰风步兵铠甲,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_8,冰风步兵长靴,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_9,冰风步兵盾牌,1,10,ITEM_CRYSTAL,70,
DROP_SHOP_TRAVEL_18,2024,旅行商店格子5678的40-50,ITEM_CORPS_BREAK_ARCHER_BLUE_6,冰风射手寒冰,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_7,冰风射手斗篷,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_8,冰风射手便鞋,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_ARCHER_BLUE_9,冰风射手利箭,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_6,冰风骑士长枪,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_7,冰风骑士肩甲,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_8,冰风骑士战马,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_KNIGHT_BLUE_9,冰风骑士马凯,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_6,冰风步兵长剑,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_7,冰风步兵铠甲,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_8,冰风步兵长靴,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_INFANTRY_BLUE_9,冰风步兵盾牌,1,10,ITEM_CRYSTAL,70,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_1,星陨射手战弓,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_2,星陨射手斗篷,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_3,星陨射手便鞋,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_4,星陨射手利箭,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_1,星陨骑士长枪,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_2,星陨骑士肩甲,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_3,星陨骑士战马,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_4,星陨骑士马凯,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_1,星陨步兵长剑,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_2,星陨步兵铠甲,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_3,星陨步兵长靴,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_4,星陨步兵盾牌,1,10,ITEM_CRYSTAL,90,
DROP_SHOP_TRAVEL_19,2025,旅行商店格子5678的50-60,ITEM_CORPS_BREAK_ARCHER_PURPLE_1,星陨射手战弓,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_2,星陨射手斗篷,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_3,星陨射手便鞋,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_4,星陨射手利箭,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_1,星陨骑士长枪,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_2,星陨骑士肩甲,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_3,星陨骑士战马,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_4,星陨骑士马凯,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_1,星陨步兵长剑,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_2,星陨步兵铠甲,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_3,星陨步兵长靴,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_4,星陨步兵盾牌,1,10,ITEM_CRYSTAL,90,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_6,狮鹫射手战弓,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_7,狮鹫射手斗篷,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_8,狮鹫射手便鞋,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_9,狮鹫射手利箭,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_6,狮鹫骑士长枪,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_7,狮鹫骑士肩甲,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_8,狮鹫骑士战马,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_9,狮鹫骑士马凯,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_6,狮鹫步兵长剑,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_7,狮鹫步兵铠甲,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_8,狮鹫步兵长靴,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_9,狮鹫步兵盾牌,1,10,ITEM_CRYSTAL,105,
DROP_SHOP_TRAVEL_20,2026,旅行商店格子5678的60-70,ITEM_CORPS_BREAK_ARCHER_PURPLE_6,狮鹫射手战弓,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_7,狮鹫射手斗篷,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_8,狮鹫射手便鞋,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_9,狮鹫射手利箭,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_6,狮鹫骑士长枪,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_7,狮鹫骑士肩甲,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_8,狮鹫骑士战马,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_9,狮鹫骑士马凯,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_6,狮鹫步兵长剑,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_7,狮鹫步兵铠甲,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_8,狮鹫步兵长靴,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_9,狮鹫步兵盾牌,1,10,ITEM_CRYSTAL,105,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_11,深渊射手战弓,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_12,深渊射手斗篷,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_13,深渊射手便鞋,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_14,深渊射手利箭,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_11,深渊骑士长枪,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_12,深渊骑士肩甲,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_13,深渊骑士战马,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_14,深渊骑士马凯,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_11,深渊步兵长剑,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_12,深渊步兵铠甲,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_13,深渊步兵长靴,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_14,深渊步兵盾牌,1,10,ITEM_CRYSTAL,120,
DROP_SHOP_TRAVEL_21,2027,旅行商店格子5678的70-80,ITEM_CORPS_BREAK_ARCHER_PURPLE_11,深渊射手战弓,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_12,深渊射手斗篷,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_13,深渊射手便鞋,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_ARCHER_PURPLE_14,深渊射手利箭,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_11,深渊骑士长枪,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_12,深渊骑士肩甲,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_13,深渊骑士战马,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_KNIGHT_PURPLE_14,深渊骑士马凯,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_11,深渊步兵长剑,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_12,深渊步兵铠甲,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_13,深渊步兵长靴,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_INFANTRY_PURPLE_14,深渊步兵盾牌,1,10,ITEM_CRYSTAL,120,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_1,战歌射手战弓,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_2,战歌射手斗篷,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_3,战歌射手便鞋,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_4,战歌射手利箭,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_1,战歌骑士长枪,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_2,战歌骑士肩甲,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_3,战歌骑士战马,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_4,战歌骑士马凯,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_1,战歌步兵长剑,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_2,战歌步兵铠甲,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_3,战歌步兵长靴,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_4,战歌步兵盾牌,1,10,ITEM_CRYSTAL,140,
DROP_SHOP_TRAVEL_22,2028,旅行商店格子5678的80-90,ITEM_CORPS_BREAK_ARCHER_ORANGE_1,战歌射手战弓,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_2,战歌射手斗篷,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_3,战歌射手便鞋,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_4,战歌射手利箭,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_1,战歌骑士长枪,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_2,战歌骑士肩甲,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_3,战歌骑士战马,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_4,战歌骑士马凯,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_1,战歌步兵长剑,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_2,战歌步兵铠甲,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_3,战歌步兵长靴,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_4,战歌步兵盾牌,1,10,ITEM_CRYSTAL,140,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_6,龙鳞射手战弓,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_7,龙鳞射手斗篷,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_8,龙鳞射手便鞋,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_9,龙鳞射手利箭,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_6,龙鳞骑士长枪,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_7,龙鳞骑士肩甲,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_8,龙鳞骑士战马,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_9,龙鳞骑士马凯,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_6,龙鳞步兵长剑,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_7,龙鳞步兵铠甲,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_8,龙鳞步兵长靴,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_9,龙鳞步兵盾牌,1,10,ITEM_CRYSTAL,160,
DROP_SHOP_TRAVEL_23,2029,旅行商店格子5678的90-100,ITEM_CORPS_BREAK_ARCHER_ORANGE_6,龙鳞射手战弓,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_7,龙鳞射手斗篷,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_8,龙鳞射手便鞋,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_9,龙鳞射手利箭,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_6,龙鳞骑士长枪,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_7,龙鳞骑士肩甲,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_8,龙鳞骑士战马,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_9,龙鳞骑士马凯,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_6,龙鳞步兵长剑,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_7,龙鳞步兵铠甲,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_8,龙鳞步兵长靴,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_9,龙鳞步兵盾牌,1,10,ITEM_CRYSTAL,160,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_11,神赐射手战弓,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_12,神赐射手斗篷,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_13,神赐射手便鞋,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_ARCHER_ORANGE_14,神赐射手利箭,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_11,神赐骑士长枪,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_12,神赐骑士肩甲,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_13,神赐骑士战马,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_KNIGHT_ORANGE_14,神赐骑士马凯,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_11,神赐步兵长剑,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_12,神赐步兵铠甲,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_13,神赐步兵长靴,1,10,ITEM_CRYSTAL,180,
,,,ITEM_CORPS_BREAK_INFANTRY_ORANGE_14,神赐步兵盾牌,1,10,ITEM_CRYSTAL,180,
DROP_SHOP_HERORS_10,2120,英雄商店,ITEM_EMBLEM_ALICE,多拉贡,15,1,ITEM_HERO_SHOP_COIN,60,
DROP_SHOP_HERORS_11,2121,英雄商店,ITEM_EMBLEM_ALICE,布雷斯,60,1,ITEM_HERO_SHOP_COIN,80,
DROP_SHOP_ARENA_1,3001,竞技场商店格子1,ITEM_BANQUET_TICKET,十连券,1,1,ITEM_ARENA_COIN,500,
DROP_SHOP_ARENA_2,3002,竞技场商店格子2,ITEM_SPAR_SUPER_BOX_TICKET,至尊券,1,1,ITEM_ARENA_COIN,1388,
DROP_SHOP_ARENA_3,3003,竞技场商店格子3,ITEM_GOLD,金币,1,500000,ITEM_ARENA_COIN,250,
DROP_SHOP_ARENA_4,3004,竞技场商店格子4,ITEM_HERO_EVOLVE_STONE,升星石,1,1600,ITEM_ARENA_COIN,250,
DROP_SHOP_ARENA_5,3005,竞技场商店格子5,ITEM_NORMAL_REFINED_STONE,精炼石,1,20,ITEM_ARENA_COIN,255,
DROP_SHOP_ARENA_6,3006,竞技场商店格子6,ITEM_HIGH_REFINED_STONE,高级精炼,1,2,ITEM_ARENA_COIN,520,
DROP_SHOP_ARENA_7,3007,竞技场商店格子7,ITEM_STONE_BLESSING,祝福原石,1,1,ITEM_ARENA_COIN,385,
DROP_SHOP_CRUSADE_1,4001,远征商店格子1,ITEM_MONSTER_SPLINTER_BLACK_1,B级黑,1,20,ITEM_CRUSADE_COIN,450,
DROP_SHOP_CRUSADE_2,4002,远征商店格子2,ITEM_MONSTER_SPLINTER_WHITE_1,B级白,1,20,ITEM_CRUSADE_COIN,450,
DROP_SHOP_CRUSADE_3,4003,远征商店格子3,ITEM_MONSTER_SPLINTER_BLACK_2,A级黑,1,30,ITEM_CRUSADE_COIN,2100,
DROP_SHOP_CRUSADE_4,4004,远征商店格子4,ITEM_MONSTER_SPLINTER_WHITE_2,A级白,1,30,ITEM_CRUSADE_COIN,2100,
DROP_SHOP_CRUSADE_5,4005,远征商店格子5,ITEM_SPAR_KEY,晶石钥匙,1,1,ITEM_CRUSADE_COIN,450,
DROP_SHOP_CRUSADE_6,4006,远征商店格子6,ITEM_BANQUET_TICKET,招募券,1,1,ITEM_CRUSADE_COIN,650,
DROP_SHOP_SPAR_1,5001,道具商城掉落组,ITEM_NORMAL_REFINED_STONE,精炼石,1,5,ITEM_CRYSTAL,30,
DROP_SHOP_SPAR_2,5002,道具商城掉落组,ITEM_NORMAL_REFINED_STONE,精炼石,1,50,ITEM_CRYSTAL,250,
DROP_SHOP_SPAR_3,5003,道具商城掉落组,ITEM_HIGH_REFINED_STONE,高级精炼石,1,1,ITEM_CRYSTAL,120,
DROP_SHOP_SPAR_4,5004,道具商城掉落组,ITEM_HIGH_REFINED_STONE,高级精炼石,1,10,ITEM_CRYSTAL,1000,
DROP_SHOP_SPAR_5,5005,道具商城掉落组,ITEM_STONE_BLESSING,祝福原石,1,5,ITEM_CRYSTAL,750,
DROP_SHOP_SPAR_6,5006,道具商城掉落组,ITEM_STONE_APOCALYPSE,天启原石,1,5,ITEM_CRYSTAL,1000,
DROP_SHOP_SPAR_7,5007,道具商城掉落组,ITEM_EDIT_PLAYER_NAME,改名卡,1,1,ITEM_CRYSTAL,550,
DROP_SHOP_SPAR_8,5008,道具商城掉落组,ITEM_EDIT_GUILD_NAME,公会改名卡,1,1,ITEM_CRYSTAL,550,
DROP_SHOP_CORPS_CHALLENGE_1,6001,军团商店掉落组,ITEM_CORPS_BREAK_KNIGHT_BLUE_5,蓝骑圣典,1,1,ITEM_MEDAL,30,
DROP_SHOP_CORPS_CHALLENGE_2,6002,军团商店掉落组,ITEM_CORPS_BREAK_ARCHER_BLUE_5,黑爪圣链,1,1,ITEM_MEDAL,30,
DROP_SHOP_CORPS_CHALLENGE_3,6003,军团商店掉落组,ITEM_CORPS_BREAK_INFANTRY_BLUE_5,黄金圣杯,1,1,ITEM_MEDAL,30,
