_ID,_VALUE,#Name:string,ChoicePoolId:int,ChoicePoolPos:int[],Times:int,#Remark:string,DropTimes:int,GuaranteeTimes:int,DrawQuestNum:int,isCountinQuest:int,DropID:id[],DropWeight:int[],GuaranteeWeight:int[],DropWeightChoice:int[],GuaranteeWeightChoice:int[],CostItem1:id,CostNum1:int,CostItem2:id,CostNum2:int,HatchEnergy:int,OpenTime:int,StartTime:int,EndTime:int,ShowRate:loc[],ShowTips:loc,Name:loc,Prefab:string,Sort:int,LinkID:id,Hero:id[]
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_1231_2,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_TEN_1231_1,31,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_1231_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1580335200,1581544800,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_1231_2,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_1231_2,32,UP池-单抽,0,0,1,德古拉、黑暗之王,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_1231_3,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1581562800,1582754400,LOC_PAN_LOTTERY_RULE_6,LOC_PAN_LOTTERY_INTRO_10,LOC_PAN_LOTTERY_NAME_10,MAIN_UP_2,6,LOTTERY_UP_TEN_1231_2,HERO_DRACULA_BARON
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_DARK_LORD
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_1231_4,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_TEN_1231_2,33,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_1231_3,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1581562800,1582754400,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_1231_4,13,13,,,,,,,,,,,,,,,,,
LOTTERY_CHOICE_34,34,精选池-单抽,12,6,1,俄塞里斯、巴风特、冰暴骑士,1,0,1,0,DROP_RO_LOTTERY_CHOICE_NEW_34_1,7,0,0,0,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1579730400,1580940000,LOC_LOTTERY_ADD_10,LOC_PAN_LOTTERY_TIPS_2,LOC_PAN_LOTTERY_LABEL_4,MAIN_CHOICE_1,34,LOTTERY_CHOICE_34_TEN,HERO_OSIRIS
,,,,1,,,,,,,DROP_RO_LOTTERY_CHOICE_2,180,0,180,0,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_2,,,,,,HERO_BAPHOMET
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_3,220,0,220,0,,,,,,,,,LOC_PAN_LOTTERY_FAQ_5,,,,,,HERO_KNIGHT_OF_WINDSTORM
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_4,530,0,530,0,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_5,50,0,50,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_NEW_34_6,13,0,20,0,,,,,,,,,,,,,,,
LOTTERY_CHOICE_34_TEN,35,精选池-十连,12,6,10,,9,1,10,1,DROP_RO_LOTTERY_CHOICE_NEW_34_1,7,7,0,0,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1579730400,1580940000,,,,,,,
,,,,1,,,,,,,DROP_RO_LOTTERY_CHOICE_2,180,930,180,930,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_3,220,0,220,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_4,530,0,530,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_5,50,50,50,50,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_NEW_34_6,13,13,20,20,,,,,,,,,,,,,,,
LOTTERY_UP_36,36,UP池-单抽,0,0,1,超魔导、月夜猫,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_36_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1580335200,1581544800,LOC_PAN_LOTTERY_RULE_6,LOC_PAN_LOTTERY_TIPS_2,LOC_PAN_LOTTERY_NAME_11,MAIN_UP_2,36,LOTTERY_UP_36_TEN,HERO_G_KATRINN
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_MOONLIGHT
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_36_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_36_TEN,37,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_36_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1580335200,1581544800,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_36_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_38,38,UP池-单抽,0,0,1,神工匠、蜂后,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_38_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1581562800,1582754400,LOC_PAN_LOTTERY_RULE_6,LOC_PAN_LOTTERY_INTRO_10,LOC_PAN_LOTTERY_NAME_10,MAIN_UP_2,38,LOTTERY_UP_38_TEN,HERO_HARWORD
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_MISTRESS
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_38_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_38_TEN,39,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_38_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1581562800,1582754400,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_38_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_CHOICE_40,40,精选池-单抽,13,6,1,骑士领主、海盗之王、乌龟将军,1,0,1,0,DROP_RO_LOTTERY_CHOICE_NEW_40_1,7,0,0,0,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1579730400,1580940000,LOC_LOTTERY_ADD_10,LOC_PAN_LOTTERY_TIPS_2,LOC_PAN_LOTTERY_LABEL_4,MAIN_CHOICE_1,40,LOTTERY_CHOICE_40_TEN,HERO_SEYREN
,,,,1,,,,,,,DROP_RO_LOTTERY_CHOICE_2,180,0,180,0,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_2,,,,,,HERO_DRAKE
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_3,220,0,220,0,,,,,,,,,LOC_PAN_LOTTERY_FAQ_5,,,,,,HERO_TURTLE_GENERAL
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_4,530,0,530,0,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_5,50,0,50,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_NEW_40_6,13,0,20,0,,,,,,,,,,,,,,,
LOTTERY_CHOICE_40_TEN,41,精选池-十连,13,6,10,,9,1,10,1,DROP_RO_LOTTERY_CHOICE_NEW_40_1,7,7,0,0,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1579730400,1580940000,,,,,,,
,,,,1,,,,,,,DROP_RO_LOTTERY_CHOICE_2,180,930,180,930,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_3,220,0,220,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_4,530,0,530,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_5,50,50,50,50,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_NEW_40_6,13,13,20,20,,,,,,,,,,,,,,,
LOTTERY_UP_42,42,UP池-单抽,0,0,1,智者、卡仑,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_42_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1586394000,1586998800,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_1,LOC_TH_LOTTERY_NAME_1,MAIN_UP_2,42,LOTTERY_UP_42_TEN,HERO_CELIA
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_GARM
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_42_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_42_TEN,43,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_42_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1586394000,1586998800,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_42_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_CHOICE_44,44,精选池-单抽,20,6,1,神官、墨蛇君、虎王,1,0,1,0,DROP_RO_LOTTERY_CHOICE_NEW_44_1,7,0,0,0,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1586998800,1587603600,LOC_LOTTERY_ADD_10,LOC_TH_LOTTERY_DES_2,LOC_TH_LOTTERY_NAME_2,MAIN_CHOICE_1,44,LOTTERY_CHOICE_44_TEN,HERO_MAGALETA
,,,,1,,,,,,,DROP_RO_LOTTERY_CHOICE_2,180,0,180,0,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_2,,,,,,HERO_DARK_SNAKE_LORD
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_3,220,0,220,0,,,,,,,,,LOC_PAN_LOTTERY_FAQ_5,,,,,,HERO_EDDGA
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_4,530,0,530,0,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_5,50,0,50,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_NEW_44_6,13,0,20,0,,,,,,,,,,,,,,,
LOTTERY_CHOICE_44_TEN,45,精选池-十连,20,6,10,,9,1,10,1,DROP_RO_LOTTERY_CHOICE_NEW_44_1,7,7,0,0,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1586998800,1587603600,,,,,,,
,,,,1,,,,,,,DROP_RO_LOTTERY_CHOICE_2,180,930,180,930,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_3,220,0,220,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_4,530,0,530,0,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_5,50,50,50,50,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_CHOICE_NEW_44_6,13,13,20,20,,,,,,,,,,,,,,,
LOTTERY_UP_46,46,UP池-单抽,0,0,1,德古拉、塔奥群卡,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_46_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1587603600,1588208400,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_3,LOC_TH_LOTTERY_NAME_3,MAIN_UP_2,46,LOTTERY_UP_46_TEN,HERO_DRACULA_BARON
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_TAO_GUNKA
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_46_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_46_TEN,47,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_46_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1587603600,1588208400,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_46_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_48,48,UP池-单抽,0,0,1,白素贞、黑暗之王,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_48_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1588212000,1589418000,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_4,LOC_TH_LOTTERY_NAME_4,MAIN_UP_2,48,LOTTERY_UP_48_TEN,HERO_BACSOJIN
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_DARK_LORD
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_48_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_48_TEN,49,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_48_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1588212000,1589418000,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_48_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2001,2001,UP池-单抽,0,0,1,兽人英雄、圣殿十字军,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2001_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1588816800,1590022800,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_2,LOC_TH_LOTTERY_NAME_7,MAIN_UP_2,2001,LOTTERY_UP_2001_TEN,HERO_ORK_HERO
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_G_RANDEL
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2001_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2001_TEN,2002,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2001_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1588816800,1590022800,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2001_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2003,2003,UP池-单抽,0,0,1,刺客、巴基力,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2003_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1591063200,1592442000,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_21,LOC_TH_LOTTERY_INTRO_21,MAIN_UP_2,2003,LOTTERY_UP_2003_TEN,HERO_G_EREMES
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_G_RANDGRIS
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2003_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2003_TEN,2004,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2003_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1591063200,1592442000,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2003_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2005,2005,UP池-单抽,0,0,1,墨蛇君、神官,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2005_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1590026400,1591232400,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_2,LOC_TH_LOTTERY_NAME_6,MAIN_UP_2,2005,LOTTERY_UP_2005_TEN,HERO_DARK_SNAKE_LORD
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_MAGALETA
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2005_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2005_TEN,2006,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2005_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1590026400,1591232400,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2005_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2007,2007,UP池-单抽,0,0,1,贝思波、乌龟将军,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2007_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1590631200,1591837200,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_6,LOC_TH_LOTTERY_NAME_5,MAIN_UP_2,2007,LOTTERY_UP_2007_TEN,HERO_VESPER
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_TURTLE_GENERAL
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,LOC_PAN_LOTTERY_RULE_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,LOC_PAN_LOTTERY_FAQ_9,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2007_6,13,0,,,,,,,,,,,,,,,,,
LOTTERY_UP_2007_TEN,2008,UP池-十连,0,0,10,,9,1,10,1,DROP_RO_LOTTERY_UP_NEW_2007_1,7,7,,,ITEM_BANQUET_TICKET,10,ITEM_CRYSTAL,2500,100,,1590631200,1591837200,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,930,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_3,220,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_4,530,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_5,50,50,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DROP_RO_LOTTERY_UP_NEW_2007_6,13,13,,,,,,,,,,,,,,,,,
LOTTERY_UP_2009,2009,UP池-单抽,0,0,1,超魔导、月夜猫,1,0,1,0,DROP_RO_LOTTERY_UP_NEW_2009_1,7,0,,,ITEM_BANQUET_TICKET,1,ITEM_CRYSTAL,250,10,,1591840800,1593046800,LOC_PAN_LOTTERY_RULE_6,LOC_TH_LOTTERY_DES_22,LOC_TH_LOTTERY_INTRO_22,MAIN_UP_2,2009,LOTTERY_UP_2009_TEN,HERO_G_KATRINN
,,,,,,,,,,,DROP_RO_LOTTERY_UP_2,180,0,,,,,,,,,,,LOC_PAN_LOTTERY_SPECIAL_RULE_1,,,,,,HERO_MOONLIGHT
