Name:string,_ID,_VALUE,NameKey:loc,#Name:string,isGiant:bool,Hitpoints:decimal,ScaleFactor:decimal,OverWriteAttackSpeed:bool,AttackSpeed:decimal,OverWriteMoveSpeed:bool,MoveSpeed:decimal,PhysicalAttack:obsint,MagicalAttack:obsint,PhysicalArmor:obsint,MagicalArmor:obsint,CriticalHit:obsint,CriticalDamage:obsint,SkillConfig:string,PassiveSkillConfig:string,FollowEffect:id
MINOROUS,BOSS_GUILD_STEP_5,1504,,公会BOSS5,TRUE,5955840,2.1,FALSE,,FALSE,,2129,1767,148,173,500,10500,Guild_Boss_Skill_5,Guild_Boss_Passive_5,EFFECT_MVP_LOW
GOBLIN_LEADER,BOSS_GUILD_STEP_6,1505,,公会BOSS6,TRUE,11105280,2.1,FALSE,,FALSE,,2303,1822,181,141,500,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_6,EFFECT_MVP_LOW
HIGH_ORC,BOSS_GUILD_STEP_7,1506,,公会BOSS7,TRUE,20397600,2.1,FALSE,,FALSE,,2487,2250,265,173,500,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_7,EFFECT_MVP_LOW
JAKK,BOSS_GUILD_STEP_8,1507,,公会BOSS8,TRUE,16149600,2.1,FALSE,,FALSE,,2313,2982,149,235,500,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_8,EFFECT_MVP_LOW
ANTONIO,BOSS_GUILD_STEP_9,1508,,公会BOSS9,TRUE,21754350,2.1,FALSE,,FALSE,,2714,2376,220,220,500,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_9,EFFECT_MVP_LOW
SOHEE,BOSS_GUILD_STEP_10,1509,,公会BOSS10,TRUE,18301500,2.1,FALSE,,FALSE,,2700,3397,175,253,500,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_10,EFFECT_MVP_LOW
MARC,BOSS_GUILD_STEP_11,1510,,公会BOSS11,TRUE,33354180,2.1,FALSE,,FALSE,,2763,3813,174,243,500,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_1,EFFECT_MVP_LOW
DEVIRUCHI,BOSS_GUILD_STEP_12,1511,,公会BOSS12,TRUE,38917260,2.1,FALSE,,FALSE,,3772,2826,245,287,500,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_2,EFFECT_MVP_LOW
GHOSTRING,BOSS_GUILD_STEP_13,1512,,公会BOSS13,TRUE,44870760,2.1,FALSE,,FALSE,,3151,3641,225,278,500,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_3,EFFECT_MVP_LOW
WHISPER_BOSS,BOSS_GUILD_STEP_14,1513,,公会BOSS14,TRUE,39304440,2.1,FALSE,,FALSE,,4224,3214,276,198,500,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_4,EFFECT_MVP_LOW
ISSUS,BOSS_GUILD_STEP_15,1514,,公会BOSS15,TRUE,50245920,2.1,FALSE,,FALSE,,4906,3591,335,323,500,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_5,EFFECT_MVP_LOW
VANESSA,BOSS_GUILD_STEP_16,1515,,公会BOSS16,TRUE,66106800,2.1,FALSE,,FALSE,,5545,3927,309,243,500,11500,Guild_Boss_Skill_2,Guild_Boss_Passive_6,EFFECT_MVP_LOW
HAROLD,BOSS_GUILD_STEP_17,1516,,公会BOSS17,TRUE,70811280,2.1,FALSE,,FALSE,,5263,4003,346,346,1600,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_7,EFFECT_MVP_LOW
HELENA,BOSS_GUILD_STEP_18,1517,,公会BOSS18,TRUE,77122800,2.1,FALSE,,FALSE,,5488,4079,389,360,500,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_8,EFFECT_MVP_LOW
DALEME,BOSS_GUILD_STEP_19,1518,,公会BOSS19,TRUE,103026600,2.1,FALSE,,FALSE,,4858,5742,281,496,500,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_9,EFFECT_MVP_LOW
GIORGILI,BOSS_GUILD_STEP_20,1519,,公会BOSS20,TRUE,90082800,2.1,FALSE,,FALSE,,4949,7033,290,470,500,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_10,EFFECT_MVP_LOW
PETIT,BOSS_GUILD_STEP_21,1520,,公会BOSS21,TRUE,151751880,2.1,FALSE,,FALSE,,5141,6774,375,485,500,11000,Guild_Boss_Skill_7,Guild_Boss_Passive_1,EFFECT_MVP_LOW
VAGABOND_WOLF,BOSS_GUILD_STEP_22,1521,,公会BOSS22,TRUE,168593400,2.1,FALSE,,FALSE,,7012,5234,484,317,500,11000,Guild_Boss_Skill_1,Guild_Boss_Passive_2,EFFECT_MVP_LOW
KOBOLD_LEADER,BOSS_GUILD_STEP_23,1522,,公会BOSS23,TRUE,217619460,2.1,FALSE,,FALSE,,8830,6265,445,490,1200,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_3,EFFECT_MVP_LOW
CAT_O_NINE_TAIL,BOSS_GUILD_STEP_24,1523,,公会BOSS24,TRUE,198030420,2.1,FALSE,,FALSE,,6377,8846,429,593,1200,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_4,EFFECT_MVP_LOW
MINOROUS,BOSS_GUILD_STEP_25,1524,,公会BOSS25,TRUE,256779720,2.1,FALSE,,FALSE,,8656,6854,489,573,500,11500,Guild_Boss_Skill_4,Guild_Boss_Passive_5,EFFECT_MVP_LOW
GOBLIN_LEADER,BOSS_GUILD_STEP_26,1525,,公会BOSS26,TRUE,254838150,2.1,FALSE,,FALSE,,9869,6968,588,459,500,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_6,EFFECT_MVP_LOW
HIGH_ORC,BOSS_GUILD_STEP_27,1526,,公会BOSS27,TRUE,455968170,2.1,FALSE,,FALSE,,10229,8749,885,576,500,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_7,EFFECT_MVP_LOW
JAKK,BOSS_GUILD_STEP_28,1527,,公会BOSS28,TRUE,310094190,2.1,FALSE,,FALSE,,8899,13157,485,802,500,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_8,EFFECT_MVP_LOW
ANTONIO,BOSS_GUILD_STEP_29,1528,,公会BOSS29,TRUE,461541780,2.1,FALSE,,FALSE,,11424,9595,694,694,500,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_9,EFFECT_MVP_LOW
SOHEE,BOSS_GUILD_STEP_30,1529,,公会BOSS30,TRUE,336132720,2.1,FALSE,,FALSE,,9747,13768,562,807,500,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_10,EFFECT_MVP_LOW
MARC,BOSS_GUILD_STEP_31,1530,,公会BOSS31,TRUE,405365310,2.1,FALSE,,FALSE,,11731,18701,594,828,500,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_1,EFFECT_MVP_LOW
DEVIRUCHI,BOSS_GUILD_STEP_32,1531,,公会BOSS32,TRUE,471895200,2.1,FALSE,,FALSE,,18164,11914,820,959,500,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_2,EFFECT_MVP_LOW
GHOSTRING,BOSS_GUILD_STEP_33,1532,,公会BOSS33,TRUE,569453220,2.1,FALSE,,FALSE,,12681,15341,779,911,500,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_3,EFFECT_MVP_LOW
WHISPER_BOSS,BOSS_GUILD_STEP_34,1533,,公会BOSS34,TRUE,457162650,2.1,FALSE,,FALSE,,19649,12866,888,637,500,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_4,EFFECT_MVP_LOW
ISSUS,BOSS_GUILD_STEP_35,1534,,公会BOSS35,TRUE,519160320,2.1,FALSE,,FALSE,,20766,13709,1048,953,500,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_5,EFFECT_MVP_LOW
VANESSA,BOSS_GUILD_STEP_36,1535,,公会BOSS36,TRUE,816120900,2.1,FALSE,,FALSE,,21710,13897,898,732,500,12000,Guild_Boss_Skill_1,Guild_Boss_Passive_6,EFFECT_MVP_LOW
HAROLD,BOSS_GUILD_STEP_37,1536,,公会BOSS37,TRUE,892697400,2.1,FALSE,,FALSE,,21429,14761,1026,1026,2000,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_7,EFFECT_MVP_LOW
HELENA,BOSS_GUILD_STEP_38,1537,,公会BOSS38,TRUE,1102600800,2.1,FALSE,,FALSE,,22399,14951,1095,1016,500,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_8,EFFECT_MVP_LOW
DALEME,BOSS_GUILD_STEP_39,1538,,公会BOSS39,TRUE,1478160900,2.1,FALSE,,FALSE,,15906,19078,691,1285,700,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_9,EFFECT_MVP_LOW
GIORGILI,BOSS_GUILD_STEP_40,1539,,公会BOSS40,TRUE,1361929500,2.1,FALSE,,FALSE,,16100,24490,705,1140,700,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_10,EFFECT_MVP_LOW
DARK_LORD,BOSS_DARK_LORD_GUILD_1,1540,,公会BOSS1_1,TRUE,244354320,2.1,FALSE,,FALSE,,17218,35882,1070,1417,800,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_1,EFFECT_MVP_HIGH
BAPHOMET,BOSS_BAPHOMET_GUILD_1,1541,,公会BOSS2_1,TRUE,311457510,2.1,FALSE,,FALSE,,34146,17218,1322,913,800,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_2,EFFECT_MVP_HIGH
OSIRIS,BOSS_OSIRIS_GUILD_1,1542,,公会BOSS3_1,TRUE,295083810,2.1,FALSE,,FALSE,,26411,17218,2549,1101,800,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_3,EFFECT_MVP_HIGH
EDDGA,BOSS_EDDGA_GUILD_1,1543,,公会BOSS4_1,TRUE,269189550,2.1,FALSE,,FALSE,,37367,17218,1680,1497,800,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_4,EFFECT_MVP_HIGH
PHREEONI,BOSS_PHREEONI_GUILD_1,1544,,公会BOSS5_1,TRUE,319302270,2.1,FALSE,,FALSE,,17218,23507,1227,1399,800,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_5,EFFECT_MVP_HIGH
DRAKE,BOSS_DRAKE_GUILD_1,1545,,公会BOSS6_1,TRUE,296061570,2.1,FALSE,,FALSE,,20622,17218,1421,1083,800,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_6,EFFECT_MVP_HIGH
DOPPELGANGER,BOSS_DOPPELGANGER_GUILD_1,1546,,公会BOSS7_1,TRUE,247582440,2.1,FALSE,,FALSE,,38409,17218,1322,1008,1800,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_7,EFFECT_MVP_HIGH
TURTLE_GENERAL,BOSS_TURTLE_GENERAL_GUILD_1,1547,,公会BOSS8_1,TRUE,221111730,2.1,FALSE,,FALSE,,17218,36065,944,1448,800,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_8,EFFECT_MVP_HIGH
ORK_HERO,BOSS_ORK_HERO_GUILD_1,1548,,公会BOSS9_1,TRUE,441902160,2.1,FALSE,,FALSE,,21111,17218,2083,1322,800,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_9,EFFECT_MVP_HIGH
MOONLIGHT,BOSS_MOONLIGHT_GUILD_1,1549,,公会BOSS10_1,TRUE,375463620,2.1,FALSE,,FALSE,,17218,23357,1070,1386,800,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_10,EFFECT_MVP_HIGH
GARM,BOSS_GARM_GUILD_1,1550,,公会BOSS11_1,TRUE,307193040,2.1,FALSE,,FALSE,,17218,31083,1070,1638,800,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_1,EFFECT_MVP_HIGH
G_RANDGRIS,BOSS_G_RANDGRIS_GUILD_1,1551,,公会BOSS12_1,TRUE,285165720,2.1,FALSE,,FALSE,,30694,17218,1120,894,2000,12500,Guild_Boss_Skill_3,Guild_Boss_Passive_2,EFFECT_MVP_HIGH
TAO_GUNKA,BOSS_TAO_GUNKA_GUILD_1,1552,,公会BOSS13_1,TRUE,286277040,2.1,FALSE,,FALSE,,17218,23686,1260,1436,800,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_3,EFFECT_MVP_HIGH
MAYA,BOSS_MAYA_GUILD_1,1553,,公会BOSS14_1,TRUE,261858870,2.1,FALSE,,FALSE,,30190,17218,1353,994,800,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_4,EFFECT_MVP_HIGH
MISTRESS,BOSS_MISTRESS_GUILD_1,1554,,公会BOSS15_1,TRUE,322083720,2.1,FALSE,,FALSE,,17218,26202,994,1353,800,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_5,EFFECT_MVP_HIGH
DELETER,BOSS_DELETER_GUILD_1,1555,,公会BOSS16_1,TRUE,246578850,2.1,FALSE,,FALSE,,17218,27395,1352,1008,800,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_6,EFFECT_MVP_HIGH
OWL_BARON,BOSS_OWL_BARON_GUILD_1,1556,,公会BOSS17_1,TRUE,230355720,2.1,FALSE,,FALSE,,17218,27341,1132,1648,800,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_7,EFFECT_MVP_HIGH
WANDER_MAN,BOSS_WANDER_MAN_GUILD_1,1557,,公会BOSS18_1,TRUE,239563170,2.1,FALSE,,FALSE,,30697,17218,818,1448,2400,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_8,EFFECT_MVP_HIGH
NIGHTMARE_TERROR,BOSS_NIGHTMARE_TERROR_GUILD_1,1558,,公会BOSS19_1,TRUE,271258470,2.1,FALSE,,FALSE,,17218,25976,1078,1280,800,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_9,EFFECT_MVP_HIGH
ATROCE,BOSS_ATROCE_GUILD_1,1559,,公会BOSS20_1,TRUE,283096800,2.1,FALSE,,FALSE,,25795,17218,1291,1008,1800,12000,Guild_Boss_Skill_4,Guild_Boss_Passive_10,EFFECT_MVP_HIGH
DARK_LORD,BOSS_DARK_LORD_GUILD_2,1560,,公会BOSS1_2,TRUE,284043600,2.1,FALSE,,FALSE,,17416,36443,1091,1445,800,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_1,EFFECT_MVP_HIGH
BAPHOMET,BOSS_BAPHOMET_GUILD_2,1561,,公会BOSS2_2,TRUE,362250720,2.1,FALSE,,FALSE,,34669,17416,1348,931,800,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_2,EFFECT_MVP_HIGH
OSIRIS,BOSS_OSIRIS_GUILD_2,1562,,公会BOSS3_2,TRUE,343158480,2.1,FALSE,,FALSE,,26792,17416,1580,1123,800,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_3,EFFECT_MVP_HIGH
EDDGA,BOSS_EDDGA_GUILD_2,1563,,公会BOSS4_2,TRUE,312999120,2.1,FALSE,,FALSE,,37935,17416,1713,1527,800,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_4,EFFECT_MVP_HIGH
PHREEONI,BOSS_PHREEONI_GUILD_2,1564,,公会BOSS5_2,TRUE,371388960,2.1,FALSE,,FALSE,,17416,23829,1252,1427,800,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_5,EFFECT_MVP_HIGH
DRAKE,BOSS_DRAKE_GUILD_2,1565,,公会BOSS6_2,TRUE,344313360,2.1,FALSE,,FALSE,,31078,17416,1449,1104,800,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_6,EFFECT_MVP_HIGH
DOPPELGANGER,BOSS_DOPPELGANGER_GUILD_2,1566,,公会BOSS7_2,TRUE,287807040,2.1,FALSE,,FALSE,,38994,17416,1348,1028,,,Guild_Boss_Skill_4,Guild_Boss_Passive_7,EFFECT_MVP_HIGH
TURTLE_GENERAL,BOSS_TURTLE_GENERAL_GUILD_2,1567,,公会BOSS8_2,TRUE,256993200,2.1,FALSE,,FALSE,,17416,36625,963,1477,800,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_8,EFFECT_MVP_HIGH
ORK_HERO,BOSS_ORK_HERO_GUILD_2,1568,,公会BOSS9_2,TRUE,514311840,2.1,FALSE,,FALSE,,21386,17416,2124,1348,800,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_9,EFFECT_MVP_HIGH
MOONLIGHT,BOSS_MOONLIGHT_GUILD_2,1569,,公会BOSS10_2,TRUE,436840560,2.1,FALSE,,FALSE,,17416,23677,1091,1413,800,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_10,EFFECT_MVP_HIGH
GARM,BOSS_GARM_GUILD_2,1570,,公会BOSS11_2,TRUE,357274080,2.1,FALSE,,FALSE,,17416,31557,1091,1670,800,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_1,EFFECT_MVP_HIGH
G_RANDGRIS,BOSS_G_RANDGRIS_GUILD_2,1571,,公会BOSS12_2,TRUE,331537680,2.1,FALSE,,FALSE,,31160,17416,1142,912,2000,12500,Guild_Boss_Skill_2,Guild_Boss_Passive_2,EFFECT_MVP_HIGH
TAO_GUNKA,BOSS_TAO_GUNKA_GUILD_2,1572,,公会BOSS13_2,TRUE,332893440,2.1,FALSE,,FALSE,,17416,24012,1285,1464,800,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_3,EFFECT_MVP_HIGH
MAYA,BOSS_MAYA_GUILD_2,1573,,公会BOSS14_2,TRUE,304490160,2.1,FALSE,,FALSE,,30633,17416,1380,1014,800,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_4,EFFECT_MVP_HIGH
MISTRESS,BOSS_MISTRESS_GUILD_2,1574,,公会BOSS15_2,TRUE,374589360,2.1,FALSE,,FALSE,,17416,26579,1014,1380,800,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_5,EFFECT_MVP_HIGH
DELETER,BOSS_DELETER_GUILD_2,1575,,公会BOSS16_2,TRUE,286678800,2.1,FALSE,,FALSE,,17416,27774,1378,1028,800,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_6,EFFECT_MVP_HIGH
OWL_BARON,BOSS_OWL_BARON_GUILD_2,1576,,公会BOSS17_2,TRUE,267636240,2.1,FALSE,,FALSE,,17416,27735,1155,1680,800,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_7,EFFECT_MVP_HIGH
WANDER_MAN,BOSS_WANDER_MAN_GUILD_2,1577,,公会BOSS18_2,TRUE,278470800,2.1,FALSE,,FALSE,,31135,17416,834,1477,2400,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_8,EFFECT_MVP_HIGH
NIGHTMARE_TERROR,BOSS_NIGHTMARE_TERROR_GUILD_2,1578,,公会BOSS19_2,TRUE,315405360,2.1,FALSE,,FALSE,,17416,26333,1099,1305,800,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_9,EFFECT_MVP_HIGH
ATROCE,BOSS_ATROCE_GUILD_2,1579,,公会BOSS20_2,TRUE,329204160,2.1,FALSE,,FALSE,,26148,17416,1316,1028,1800,12000,Guild_Boss_Skill_3,Guild_Boss_Passive_10,EFFECT_MVP_HIGH
DARK_LORD,BOSS_DARK_LORD_GUILD_3,1580,,公会BOSS1_3,TRUE,792617400,2.1,FALSE,,FALSE,,21163,41468,1113,1473,1000,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_1,EFFECT_MVP_HIGH
BAPHOMET,BOSS_BAPHOMET_GUILD_3,1581,,公会BOSS2_3,TRUE,1000969200,2.1,FALSE,,FALSE,,39605,21163,1375,949,1000,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_2,EFFECT_MVP_HIGH
OSIRIS,BOSS_OSIRIS_GUILD_3,1582,,公会BOSS3_3,TRUE,950076000,2.1,FALSE,,FALSE,,31139,21163,1610,1145,1000,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_3,EFFECT_MVP_HIGH
EDDGA,BOSS_EDDGA_GUILD_3,1583,,公会BOSS4_3,TRUE,869823000,2.1,FALSE,,FALSE,,43242,21163,1746,1557,1000,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_4,EFFECT_MVP_HIGH
PHREEONI,BOSS_PHREEONI_GUILD_3,1584,,公会BOSS5_3,TRUE,1025251200,2.1,FALSE,,FALSE,,21163,27987,1276,1455,1000,10000,Guild_Boss_Skill_1,Guild_Boss_Passive_5,EFFECT_MVP_HIGH
DRAKE,BOSS_DRAKE_GUILD_3,1585,,公会BOSS6_3,TRUE,953251200,2.1,FALSE,,FALSE,,35778,21163,1478,1126,1000,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_6,EFFECT_MVP_HIGH
DOPPELGANGER,BOSS_DOPPELGANGER_GUILD_3,1586,,公会BOSS7_3,TRUE,802648800,2.1,FALSE,,FALSE,,44396,21163,1375,1048,2000,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_7,EFFECT_MVP_HIGH
TURTLE_GENERAL,BOSS_TURTLE_GENERAL_GUILD_3,1587,,公会BOSS8_3,TRUE,720392400,2.1,FALSE,,FALSE,,21163,41690,982,1506,1000,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_8,EFFECT_MVP_HIGH
ORK_HERO,BOSS_ORK_HERO_GUILD_3,1588,,公会BOSS9_3,TRUE,1406323800,2.1,FALSE,,FALSE,,25387,21163,2165,1375,1000,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_9,EFFECT_MVP_HIGH
MOONLIGHT,BOSS_MOONLIGHT_GUILD_3,1589,,公会BOSS10_3,TRUE,1199334600,2.1,FALSE,,FALSE,,21163,27824,1113,1441,1000,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_10,EFFECT_MVP_HIGH
GARM,BOSS_GARM_GUILD_3,1590,,公会BOSS11_3,TRUE,987663600,2.1,FALSE,,FALSE,,21163,36208,1113,1703,1000,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_1,EFFECT_MVP_HIGH
G_RANDGRIS,BOSS_G_RANDGRIS_GUILD_3,1591,,公会BOSS12_3,TRUE,919090800,2.1,FALSE,,FALSE,,35786,21163,1165,930,2200,12500,Guild_Boss_Skill_1,Guild_Boss_Passive_2,EFFECT_MVP_HIGH
TAO_GUNKA,BOSS_TAO_GUNKA_GUILD_3,1592,,公会BOSS13_3,TRUE,922737600,2.1,FALSE,,FALSE,,21163,28181,1310,1493,1000,10000,Guild_Boss_Skill_2,Guild_Boss_Passive_3,EFFECT_MVP_HIGH
MAYA,BOSS_MAYA_GUILD_3,1593,,公会BOSS14_3,TRUE,847315800,2.1,FALSE,,FALSE,,35336,21163,1407,1034,1000,10000,Guild_Boss_Skill_3,Guild_Boss_Passive_4,EFFECT_MVP_HIGH
MISTRESS,BOSS_MISTRESS_GUILD_3,1594,,公会BOSS15_3,TRUE,1033464600,2.1,FALSE,,FALSE,,21163,30912,1034,1407,1000,10000,Guild_Boss_Skill_4,Guild_Boss_Passive_5,EFFECT_MVP_HIGH
DELETER,BOSS_DELETER_GUILD_3,1595,,公会BOSS16_3,TRUE,799720200,2.1,FALSE,,FALSE,,21163,32397,1405,1048,1000,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_6,EFFECT_MVP_HIGH
OWL_BARON,BOSS_OWL_BARON_GUILD_3,1596,,公会BOSS17_3,TRUE,749556000,2.1,FALSE,,FALSE,,21163,32200,1177,1713,1000,10000,Guild_Boss_Skill_6,Guild_Boss_Passive_7,EFFECT_MVP_HIGH
WANDER_MAN,BOSS_WANDER_MAN_GUILD_3,1597,,公会BOSS18_3,TRUE,777758400,2.1,FALSE,,FALSE,,36021,21163,851,1506,2600,10000,Guild_Boss_Skill_7,Guild_Boss_Passive_8,EFFECT_MVP_HIGH
NIGHTMARE_TERROR,BOSS_NIGHTMARE_TERROR_GUILD_3,1598,,公会BOSS19_3,TRUE,876214800,2.1,FALSE,,FALSE,,21163,30803,1121,1331,1000,10000,Guild_Boss_Skill_5,Guild_Boss_Passive_9,EFFECT_MVP_HIGH
ATROCE,BOSS_ATROCE_GUILD_3,1599,,公会BOSS20_3,TRUE,912997800,2.1,FALSE,,FALSE,,30607,21163,1342,1048,2000,12000,Guild_Boss_Skill_6,Guild_Boss_Passive_10,EFFECT_MVP_HIGH
Mimic,BOSS_MIMIC_GOLD_1,1600,,金币大作战-宝箱怪1,FALSE,400000000,1,FALSE,,FALSE,,110,110,60,60,500,20000,Gold_test_1,Gold_Pass_1,EFFECT_MVP_LOW
Mimic,BOSS_MIMIC_GOLD_2,1601,,金币大作战-宝箱怪2,FALSE,400000000,1,FALSE,,FALSE,,1229,1072,149,103,500,20000,Gold_test_2,Gold_Pass_2,EFFECT_MVP_LOW
Mimic,BOSS_MIMIC_GOLD_3,1602,,金币大作战-宝箱怪3,FALSE,400000000,1,FALSE,,FALSE,,2500,2500,400,400,500,20000,Gold_test_3,Gold_Pass_3,EFFECT_MVP_LOW
Mimic,BOSS_MIMIC_GOLD_4,1603,,金币大作战-宝箱怪4,FALSE,400000000,1,FALSE,,FALSE,,4000,4000,520,520,500,20000,Gold_test_4,Gold_Pass_4,EFFECT_MVP_LOW
Mimic,BOSS_MIMIC_GOLD_5,1604,,金币大作战-宝箱怪5,FALSE,400000000,1,FALSE,,FALSE,,8000,8000,700,700,500,20000,Gold_test_5,Gold_Pass_5,EFFECT_MVP_LOW
Mimic,BOSS_MIMIC_GOLD_6,1605,,金币大作战-宝箱怪6,FALSE,400000000,1,FALSE,,FALSE,,14000,14000,1000,1000,500,20000,Gold_test_6,Gold_Pass_6,EFFECT_MVP_LOW
Mimic,BOSS_MIMIC_GOLD_7,1606,,金币大作战-宝箱怪7,FALSE,400000000,1,FALSE,,FALSE,,43000,43000,1700,1700,500,20000,Gold_test_7,Gold_Pass_7,EFFECT_MVP_LOW
Tao_Gunka,BOSS_GUILD_TEAM_1_05,1700,,组队爬塔1_5,FALSE,32000,1.5,FALSE,,FALSE,,1600,1600,180,180,500,10000,Guild_Team_Test_1_05,Guild_Team_Pass_1_05,EFFECT_MVP_LOW
MAYA,BOSS_MAYA_TEAM_1_15,1701,,组队爬塔1_15,FALSE,150000,1.5,FALSE,,FALSE,,7000,7000,480,480,500,10000,Guild_Team_Test_1_15,Guild_Team_Pass_1_15,EFFECT_MVP_LOW
GOLDEN_BUG,BOSS_GOLDEN_BUG_TEAM_1_25,1702,,组队爬塔1_25,FALSE,360000,1.5,FALSE,,FALSE,,11000,11000,1080,1080,500,10000,Guild_Team_Test_1_25,Guild_Team_Pass_1_25,EFFECT_MVP_LOW
PHREEONI,BOSS_PHREEONI_TEAM_1_30,1703,,组队爬塔1_30,FALSE,400000,1,FALSE,,FALSE,,12000,12000,1080,1080,500,10000,Guild_Team_Test_1_30,Guild_Team_Pass_1_30,EFFECT_MVP_LOW
Mistress,BOSS_MISTRESS_TEAM_1_40,1704,,组队爬塔1_40,FALSE,700000,1.5,FALSE,,FALSE,,30000,30000,1920,1920,500,10000,Guild_Team_Test_1_40,Guild_Team_Pass_1_40,EFFECT_MVP_LOW
Seyren,BOSS_SEYREN_TEAM_1_50,1705,,组队爬塔1_50,FALSE,1300000,1.5,FALSE,,FALSE,,60000,60000,3360,3360,500,10000,Guild_Team_Test_1_50,Guild_Team_Pass_1_50,EFFECT_MVP_LOW
SOHEE,BOSS_SOHEE_TEAM_2_15,1706,,组队爬塔2_15,FALSE,100000,1.5,FALSE,,FALSE,,5000,5000,420,420,500,10000,Guild_Team_Test_2_15,Guild_Team_Pass_2_15,EFFECT_MVP_LOW
Eddga,BOSS_EDDGA_TEAM_2_20,1707,,组队爬塔2_20,FALSE,290000,1.5,FALSE,,FALSE,,7500,7500,600,600,500,10000,Guild_Team_Test_2_20,Guild_Team_Pass_2_20,EFFECT_MVP_LOW
DRAKE,BOSS_DRAKE_TEAM_2_30,1708,,组队爬塔2_30,FALSE,420000,1.5,FALSE,,FALSE,,16000,16000,1080,1080,500,10000,Guild_Team_Test_2_30,Guild_Team_Pass_2_30,EFFECT_MVP_LOW
