_ID,_VALUE,LastLevel:int,NameKey:loc,#Name:string,DesKey:loc,EnemyComatEff:int,OpenOurSquare:bool,OurSquare:int,OpenEnemySquare:bool,EnemySquare:int,MapLevelGrade:int,MapLevelPower:int,Recommend:int,AiSkillPointAddRate:decimal,PlayerSkillPointAddRate:decimal,AiStartSkillPoint:int,PlayerStartSkillPoint:int,BGM:id,IsSignificantBattle:bool,LevelType:string,NumOfTime:int,OutputHeroExp:int,OutputHeroGold:int,OutputBattleSoul:int,OutputTeamExp:int,AutoBattleDrop:int[][],FirstReward:id,FirstRewardNumber:int,OutputItem1:id,OutputItem1Num:int,OutputItem1Percentage:decimal,OutputItem2:id,OutputItem2Num:int,OutputItem2Percentage:decimal,OutputItem3:id,OutputItem3Num:int,OutputItem3Percentage:decimal,OutputItem4:id,OutputItem4Num:int,OutputItem4Percentage:decimal,OutputItem5:id,OutputItem5Num:int,OutputItem5Percentage:decimal,MapFileName:string,PlayerFileName:string,BattleScene:string,StartBattleCutscene:id,EnterBattleCutscene:id,RecommendedLevel:int,LevelReward:id,LevelRewardNum:int,IsBossLevel:bool,IsEndPoint:bool,JammingRule:string,OnHookScene:string,OnHookBGM:id
LEVEL_4702,4702,4701,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4702,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4703,4703,4702,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4703,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4704,4704,4703,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4704,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4705,4705,4704,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4705,,Battle_005,,,,ITEM_CRYSTAL,150,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4706,4706,4705,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4706,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4707,4707,4706,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4707,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4708,4708,4707,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4708,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4709,4709,4708,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4709,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4710,4710,4709,,艾尔帕兰,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,214,98,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4710,,Battle_005,,,,ITEM_CRYSTAL,300,TRUE,TRUE,,Map_on-hook_1,BGM_RO_BATTLE_ALDEBARAN
LEVEL_4801,4801,4710,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4801,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4802,4802,4801,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4802,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4803,4803,4802,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4803,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4804,4804,4803,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4804,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4805,4805,4804,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4805,,Battle_005,,,,ITEM_CRYSTAL,150,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4806,4806,4805,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4806,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4807,4807,4806,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4807,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4808,4808,4807,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4808,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4809,4809,4808,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4809,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4810,4810,4809,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,216,99,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4810,,Battle_005,,,,ITEM_CRYSTAL,300,TRUE,TRUE,,Map_on-hook_1,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4901,4901,4810,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4901,,Battle_004,,,,,,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4902,4902,4901,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4902,,Battle_004,,,,,,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4903,4903,4902,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4903,,Battle_004,,,,,,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4904,4904,4903,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4904,,Battle_004,,,,,,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4905,4905,4904,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4905,,Battle_004,,,,ITEM_CRYSTAL,150,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4906,4906,4905,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4906,,Battle_004,,,,,,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4907,4907,4906,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4907,,Battle_004,,,,,,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4908,4908,4907,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4908,,Battle_004,,,,,,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4909,4909,4908,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4909,,Battle_004,,,,,,FALSE,FALSE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_4910,4910,4909,,里希塔乐镇,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,218,100,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,4910,,Battle_004,,,,ITEM_CRYSTAL,300,TRUE,TRUE,,Map_on-hook_4,BGM_RO_BATTLE_LIGHTTHALZEN
LEVEL_5001,5001,4910,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5001,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5002,5002,5001,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5002,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5003,5003,5002,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5003,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5004,5004,5003,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5004,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5005,5005,5004,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5005,,Battle_005,,,,ITEM_CRYSTAL,150,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5006,5006,5005,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5006,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5007,5007,5006,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5007,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5008,5008,5007,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5008,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5009,5009,5008,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5009,,Battle_005,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5010,5010,5009,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,220,101,55,700003#100000|710020#500,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5010,,Battle_005,,,,ITEM_CRYSTAL,300,TRUE,TRUE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5101,5101,5010,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5101,,Battle_008,,,,,,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5102,5102,5101,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5102,,Battle_008,,,,,,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5103,5103,5102,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5103,,Battle_008,,,,,,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5104,5104,5103,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5104,,Battle_008,,,,,,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5105,5105,5104,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5105,,Battle_008,,,,ITEM_CRYSTAL,150,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5106,5106,5105,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5106,,Battle_008,,,,,,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5107,5107,5106,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5107,,Battle_008,,,,,,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5108,5108,5107,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5108,,Battle_008,,,,,,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5109,5109,5108,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5109,,Battle_008,,,,,,FALSE,FALSE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5110,5110,5109,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,222,102,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5110,,Battle_008,,,,ITEM_CRYSTAL,300,TRUE,TRUE,,Map_on-hook_5,BGM_RO_BATTLE_HUGEL
LEVEL_5201,5201,5110,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5201,,Battle_011,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5202,5202,5201,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5202,,Battle_011,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5203,5203,5202,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5203,,Battle_011,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5204,5204,5203,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5204,,Battle_011,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5205,5205,5204,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5205,,Battle_011,,,,ITEM_CRYSTAL,150,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5206,5206,5205,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5206,,Battle_011,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5207,5207,5206,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5207,,Battle_011,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5208,5208,5207,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5208,,Battle_011,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5209,5209,5208,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5209,,Battle_011,,,,,,FALSE,FALSE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
LEVEL_5210,5210,5209,,毁葛,,1023862,TRUE,100,TRUE,100,35,0,1137625,1,1,2,2,BGM_BATTLE,FALSE,story,999,0,224,103,55,700003#100000|710020#550,None,0,ITEM_GOLD,30000,1,ITEM_BATTLE_SOUL,5000,1,,,,,,,ITEM_KNIGHTS_EXP,6000,1,5210,,Battle_011,,,,ITEM_CRYSTAL,300,TRUE,TRUE,,Map_on-hook_1,BGM_RO_BATTLE_HUGEL
