_ID,_VALUE,#EffectComment:string,EffectNameLoc:loc[],EffectDesLoc:loc[],EffectDetailDesLoc:loc[],EffectIcon:string[],EffectRarity:string[],TargetTeam:string[],TargetTeamNum:int[],TargetUnitType:string[],TargetUnitNum:int[],EffectType:string[],EffectRoundType:string[],EffectRoundNumber:int[],FxPlayType:string[],Camp:string[],TriggerRound:int[],EffectBattle:bool[],EffectMVP:bool[],BuffType:string[],EffectAttackAnimation:string[],Delay:int[],FxPath:string[],FxDuration:int[],SFX:id[],#EffectPara1Name:string,EffectPara1:int[],#EffectPara2Name:string[],EffectPara2:int[],#EffectPara3Name:string,EffectPara3:int[],#EffectPara4Name:string,EffectPara4:int[],#EffectPara5Name:string,EffectPara5:int[],UPItem:id[],UPItemNumber:int[],ParaStr:string[]
DUNGEON_EFFECT_ABILITY_INFERNAL_20_018,20034,战斗中敌人魔法伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_MAGICDMG_1,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalDamageRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,2000,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_019,20035,战斗中技能伤害增加,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_019,LOC_NONE,,Normal,Enemy,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseSkillDamageRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,500,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_020,20036,战斗中MVP受到的行动限制效果的持续时间降低50%,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_020,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_021,20037,战斗中MVP受到的行动限制效果的持续时间降低99%,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_021,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_022,20038,战斗中MVP控制时间减免50%、免疫所有减益效果,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_022,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_023,20039,战斗中MVP控制时间减免99%、免疫所有减益效果,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_023,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_024,20040,提高在场其他怪物的魔法攻击,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_027,LOC_NONE,,Normal,Ally,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalAttackRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,200,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_028,20041,降低在场其他怪物的魔法防御,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_028,LOC_NONE,,Normal,Ally,99,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalArmorRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_025,20042,物理防御和魔法防御提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_024,LOC_NONE,,Rare,Self,1,,,BUFF,Battle,1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalMagicalArmorRule,Dungeon_Monster_Cast,500,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,350,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_026,20043,每3回合扣玩家血,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_025,LOC_NONE,,Normal,Player,1,Random,999,BUFF,Grid,-1,TeamChangeHPStart,None,3,FALSE,FALSE,HPAll,Dungeon_Monster_Attack,500,FX_Essence_Of_Fire,1500,SFX_DUNGEON_ITEM_ESSENCE_OF_FIRE,造成伤害X%,-30,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_027,20044,每3回合治疗伙伴5%血,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_026,LOC_NONE,,Normal,EnemyAlly,99,Random,999,BUFF,Grid,-1,TeamChangeHPStart,None,3,FALSE,FALSE,HPAll,Dungeon_Monster_Cast,500,FX_HP_Increase_PotionM,1500,SFX_DUNGEON_ITEM_HP_S,恢复百分比,50,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_INFERNAL_026,20045,每2回合扣玩家血,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_025,LOC_NONE,,Normal,Player,1,Random,999,BUFF,Grid,-1,TeamChangeHPStart,None,2,FALSE,FALSE,HPAll,Dungeon_Monster_Attack,500,FX_Essence_Of_Fire,1500,SFX_DUNGEON_ITEM_ESSENCE_OF_FIRE,造成伤害X%,-150,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_INFERNAL_027,20046,每2回合治疗伙伴6%血,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_026,LOC_NONE,,Normal,EnemyAlly,99,Random,999,BUFF,Grid,-1,TeamChangeHPStart,None,2,FALSE,FALSE,HPAll,Dungeon_Monster_Cast,500,FX_HP_Increase_PotionM,1500,SFX_DUNGEON_ITEM_HP_S,恢复百分比,60,,,,,,,,,None,0,
DUNGEON_EFFECT_ABILITY_029,20047,沙漠事件扣玩家血3%,LOC_NONE,LOC_DUNGEON_EFFECT_DES_ABILITY_029,LOC_NONE,,Normal,Player,1,Random,999,BUFF,Grid,0,TeamChangeHPStart,None,1,FALSE,FALSE,HPAll,,500,FX_Poison_Bottle,1500,SFX_DUNGEON_ITEM_ESSENCE_OF_FIRE,造成伤害X%,-30,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_001,20048,沙漠5层-每X回合扣玩家血,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_001,LOC_NONE,,Normal,Player,1,Random,999,BUFF,Grid,-1,TeamChangeHPStart,None,3,FALSE,FALSE,HPAll,Dungeon_Monster_Attack,500,Event/FX_Dungeon_Desert_CrossCut,1500,SFX_1054_SKILL_SECOND_SWORD_COMBO,造成伤害X%,-30,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_002,20049,沙漠10层-同伴死亡自己造成伤害增加,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_002,LOC_NONE,,Normal,Self,1,,,BUFF,AllyDead,-1,,None,1,TRUE,FALSE,IncreasePhysicalMagicalDamageRule,,0,,,,,2000,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_003,20050,沙漠10层-死亡后伙伴物理受伤减免下降,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_003,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,,None,1,TRUE,FALSE,IncreasePhysicalHurtRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_004,20051,沙漠10层-死亡后伙伴魔法受伤减免下降,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_004,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,,None,1,TRUE,FALSE,IncreaseMagicalHurtRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_005,20052,沙漠15层-BOSS死亡后会秒杀1个单位对BOSS也生效,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_005,LOC_NONE,,Normal,EnemyAlly,1,HeightHP,999,BUFF,SelfDead,-1,TeamChangeHPStart,None,1,FALSE,TRUE,HPAll,,500,Event/FX_Dungeon_Desert_CrossCut,1500,SFX_1054_SKILL_SECOND_SWORD_COMBO,造成伤害X%,-1000,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_006,20053,沙漠20层-死亡后伙伴物理受伤减免下降,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_006,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,,None,1,TRUE,FALSE,IncreasePhysicalHurtRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_007,20054,沙漠20层-死亡后伙伴物理受伤减免提升,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_007,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,,None,1,TRUE,FALSE,DecreasePhysicalHurtRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_008,20055,沙漠20层-死亡后伙伴魔法受伤减免下降,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_008,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,,None,1,TRUE,FALSE,IncreaseMagicalHurtRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_009,20056,沙漠20层-死亡后伙伴魔法受伤减免提升,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_009,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,,None,1,TRUE,FALSE,DecreaseMagicalHurtRule,,0,,,,,300,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_010,20057,沙漠20层-在场伙伴造成伤害增加,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_010,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,,None,1,TRUE,FALSE,IncreasePhysicalMagicalDamageRule,Dungeon_Monster_Cast,0,,,,,2000,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_002,20058,沙漠10层-同伴死亡自己造成伤害增加ADD,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_002,LOC_NONE,,Normal,Self,99,,,BUFF,AllyDead,-1,,None,1,FALSE,FALSE,AddEffect,,0,,,,ADD,20049,概率,1000,,,,,描述,2000,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_003,20059,沙漠10层-死亡后伙伴物理受伤减免下降ADD,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_003,LOC_NONE,,Normal,Ally,99,,,BUFF,SelfDead,-1,,None,1,FALSE,FALSE,AddEffect,,0,,,,ADD,20050,概率,1000,,,,,描述,300,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_004,20060,沙漠10层-死亡后伙伴魔法受伤减免下降ADD,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_004,LOC_NONE,,Normal,Ally,99,,,BUFF,SelfDead,-1,,None,1,FALSE,FALSE,AddEffect,,0,,,,ADD,20051,概率,1000,,,,,描述,300,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_006,20062,沙漠20层-死亡后伙伴物理受伤减免下降ADD,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_006,LOC_NONE,,Normal,Ally,99,,,BUFF,SelfDead,-1,,None,1,FALSE,FALSE,AddEffect,,0,,,,ADD,20053,概率,1000,,,,,描述,300,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_007,20063,沙漠20层-死亡后伙伴物理受伤减免提升ADD,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_007,LOC_NONE,,Normal,Ally,99,,,BUFF,SelfDead,-1,,None,1,FALSE,FALSE,AddEffect,,0,,,,ADD,20054,概率,1000,,,,,描述,300,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_008,20064,沙漠20层-死亡后伙伴魔法受伤减免下降ADD,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_008,LOC_NONE,,Normal,Ally,99,,,BUFF,SelfDead,-1,,None,1,FALSE,FALSE,AddEffect,,0,,,,ADD,20055,概率,1000,,,,,描述,300,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_009,20065,沙漠20层-死亡后伙伴魔法受伤减免提升ADD,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_009,LOC_NONE,,Normal,Ally,99,,,BUFF,SelfDead,-1,,None,1,FALSE,FALSE,AddEffect,,0,,,,ADD,20056,概率,1000,,,,,描述,300,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_010,20066,沙漠20层-在场伙伴造成伤害增加ADD,LOC_NONE,LOC_DUNGEON_DAMAGE_EFFECT_ABILITY_ADD_010,LOC_NONE,,Normal,Ally,99,,,BUFF,SelfDead,-1,,None,1,FALSE,FALSE,AddEffect,Dungeon_Monster_Cast,0,,,,ADD,20057,概率,1000,,,,,描述,2000,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_011,20067,沙之领主:免疫减益效果，受到的行动限制效果的持续时间降低99%，普通攻击会造成溅射伤害,LOC_NONE,LOC_DESERT_BOSS_SKILL_DES_1,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_012,20068,禁魔绷带:减少受到魔法伤害一段时间，期间火属性单位持续攻击可烧毁绷带，并提高其受到的魔法伤害一段时间,LOC_NONE,LOC_DESERT_BOSS_SKILL_DES_2,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_013,20069,流沙之躯:减少受到物理伤害一段时间，期间水属性单位持续攻击可清楚流沙，并提高其受到的物理伤害一段时间,LOC_NONE,LOC_DESERT_BOSS_SKILL_DES_3,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_014,20070,砂石吐息:对前方喷射砂石，攻击并石化敌人,LOC_NONE,LOC_DESERT_BOSS_SKILL_DES_4,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_015,20071,召唤木乃伊:战斗中会不断召唤和同伴共享生命的木乃伊,LOC_NONE,LOC_DESERT_BOSS_SKILL_DES_5,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_DAMAGE_EFFECT_ABILITY_016,20072,化身沙暴:召唤沙暴，协助自身和木乃伊攻击所有敌人,LOC_NONE,LOC_DESERT_BOSS_SKILL_DES_6,LOC_NONE,,Normal,Self,1,,,BUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,,0,Event/FX_Dungeon_PositiveEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,0,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SKILL_RECOVERY_1,30000,战斗中技能恢复变慢,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_SKILL_RECOVERY_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseSkillCooldownRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SP_OBTAIN_DECLINE_1,30001,战斗中SP点获取变慢,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_SP_OBTAIN_DECLINE_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseManaPointRecoverSpeed,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_ATK_1,30002,战斗中物理攻击下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_ATK_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalAttackRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MATK_1,30003,战斗中魔法攻击下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_MATK_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalAttackRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_DEF_1,30004,战斗中物理防御下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_DEF_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalArmorRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,70,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MDEF_1,30005,战斗中魔法防御下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_MDEF_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalArmorRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,70,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_PHYSDMG_1,30006,战斗中物理伤害下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_PHYSDMG_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreasePhysicalDamageRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_MAGICDMG_1,30007,战斗中魔法伤害下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_MAGICDMG_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseMagicalDamageRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGPHYSDMGREDUCE_1,30008,战斗中物理减伤下降-受伤提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_INCOMINGPHYSDMGREDUCE_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalHurtRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,60,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGMAGICDMGREDUCE_1,30009,战斗中魔法减伤下降-受伤提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_INCOMINGMAGICDMGREDUCE_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalHurtRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,60,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_INCOMINGDMGREDUCE_1,30010,战斗中受到伤害增加,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_INCOMINGDMGREDUCE_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalMagicalHurtRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,40,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_CRT_1,30011,战斗中暴击率下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_CRT_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseCriticalHitRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_CRTDMG_1,30012,战斗中暴击伤害下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_CRTDMG_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseCriticalDamageRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_HEALINGEFFECT_1,30013,战斗中治疗效果下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_HEALINGEFFECT_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseCuringSkillEffectRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_DECLINE_SKILLDMG_1,30014,战斗中技能伤害下降,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_DECLINE_SKILLDMG_1,LOC_NONE,,Normal,Friendly,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,DecreaseSkillDamageRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,100,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_ATK_1,31000,战斗中敌人物理攻击提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_ATK_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalAttackRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MATK_1,31001,战斗中敌人魔法攻击提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_MATK_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalAttackRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_DEF_1,31002,战斗中敌人物理防御提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_DEF_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalArmorRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,70,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MDEF_1,31003,战斗中敌人魔法防御提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_MDEF_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalArmorRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,70,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_PHYSDMG_1,31004,战斗中敌人物理伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_PHYSDMG_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreasePhysicalDamageRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MAGICDMG_1,31005,战斗中敌人魔法伤害提升,LOC_NONE,LOC_DUNGEON_EFFECT_DES_EVENT_NEGATIVE_UP_MAGICDMG_1,LOC_NONE,,Normal,Enemy,99,,,DEBUFF,Battle,-1,AddEffect,None,1,TRUE,FALSE,IncreaseMagicalDamageRule,,0,Event/FX_Dungeon_NegativeEvent,1500,SFX_DUNGEON_ITEM_UPG_DAGGER,,50,,,,,,,,,None,0,
