_ID,_VALUE,#MonsterLibComment:string,MonsterName:loc[],MonsterSprite:string[],MonsterSpriteWeight:int[],EliteMonsterId:id[],UsedEliteMonsterId:id[],EliteDisplayHeroId:id[],EliteMonsterLv:int[],UsedEliteMonsterLv:int[],EliteMonsterStation:int[],FixedMonsterId:id[],FixedScrollId:id[],Station:int[],RandomMonsterId:id[],RandomMonsterWeight:int[],RandomScrollId:id[],RandomScrollWeight:int[]
,,,,,,,,,,,,,,,HERO_SEYREN,10,SCROLL_CHARA_MISTRESS_S,1
,,,,,,,,,,,,,,,HERO_SHECI,10,SCROLL_CHARA_G_RANDGRIS_S,1
,,,,,,,,,,,,,,,HERO_OSIRIS,10,SCROLL_CHARA_GARM_S,1
,,,,,,,,,,,,,,,HERO_EDDGA,10,SCROLL_CHARA_OWL_BARON_S,1
,,,,,,,,,,,,,,,HERO_PHREEONI,10,None,0
,,,,,,,,,,,,,,,HERO_DRAKE,10,None,0
DUNGEON_MONSTER_GROUP_018,20018,SS月夜猫,LOC_MONSTER_NAME_MOONLIGHT_1,2D_Moonlight,5,None,None,None,0,0,0,HERO_MOONLIGHT,SCROLL_CHARA_ORC_LORD_S,1,HERO_G_EREMES,10,SCROLL_CHARA_ATROCE_S,1
,,SS巴基力,LOC_MONSTER_NAME_G_RANDGRIS_1,2D_G_Randgris,5,None,None,None,0,0,0,HERO_G_RANDGRIS,SCROLL_CHARA_MISTRESS_S,1,HERO_G_RANDEL,10,SCROLL_CHARA_BAPHOMET_S,1
,,,,,,,,,,,,,,,HERO_MAGALETA,10,SCROLL_CHARA_PHREEONI_S,1
,,,,,,,,,,,,,,,HERO_G_KATRINN,10,SCROLL_CHARA_BIGFOOT,1
,,,,,,,,,,,,,,,HERO_DARK_SNAKE_LORD,10,SCROLL_CHARA_WANDER_MAN_S,1
,,,,,,,,,,,,,,,HERO_KNIGHT_OF_WINDSTORM,10,SCROLL_CHARA_GRYPHON_S,1
,,,,,,,,,,,,,,,HERO_DRACULA_BARON,10,SCROLL_CHARA_EDDGA_S,1
,,,,,,,,,,,,,,,HERO_HARWORD,10,SCROLL_CHARA_ORC_LORD_S,1
,,,,,,,,,,,,,,,HERO_CELIA,10,SCROLL_CHARA_MISTRESS_S,1
,,,,,,,,,,,,,,,HERO_BACSOJIN,10,SCROLL_CHARA_G_RANDGRIS_S,1
,,,,,,,,,,,,,,,HERO_PHREEONI,10,SCROLL_CHARA_GARM_S,1
,,,,,,,,,,,,,,,HERO_DRAKE,10,SCROLL_CHARA_OWL_BARON_S,1
,,,,,,,,,,,,,,,HERO_DOPPELGANGER,10,None,0
DUNGEON_MONSTER_BOSS_01,30001,SS白素贞,LOC_HEROES_NAMECN_HERO_BACSOJIN,2D_Bacsojin,5,SEABED_RELIC_BACSOJIN_01,USED_SEABED_RELIC_BACSOJIN_01,HERO_BACSOJIN,90,180,12,HERO_MASTERING,SCROLL_CHARA_GARM_S,5,None,5,None,10
,,,,,,SEABED_RELIC_LOLI_RURI_01,USED_SEABED_RELIC_LOLI_RURI_01,HERO_LOLI_RURI,90,180,2,HERO_MASTERING,SCROLL_CHARA_OWL_BARON_S,9,,,,
DUNGEON_MONSTER_BOSS_02,30002,SS皮里恩,LOC_HEROES_NAMECN_HERO_PHREEONI,2D_Phreeoni,5,SEABED_RELIC_PHREEONI_02,USED_SEABED_RELIC_PHREEONI_02,HERO_PHREEONI,115,205,12,HERO_ORC_LORD,SCROLL_CHARA_PHREEONI_S,11,None,5,None,10
,,,,,,,,,,,,HERO_WANDER_MAN,SCROLL_CHARA_BIGFOOT,13,,,,
DUNGEON_MONSTER_BOSS_03,30003,SS海盗之王,LOC_HEROES_NAMECN_HERO_DRAKE,2D_Drake,5,SEABED_RELIC_DRAKE_03,USED_SEABED_RELIC_DRAKE_03,HERO_DRAKE,140,235,7,HERO_MAGALETA,SCROLL_CHARA_MISTRESS_S,0,None,5,None,10
,,,,,,,,,,,,HERO_G_KATRINN,SCROLL_CHARA_G_RANDGRIS_S,4,,,,
DUNGEON_MONSTER_BOSS_04,30004,SS乌龟将军,LOC_HEROES_NAMECN_HERO_TURTLE_GENERAL,2D_Turtle_General,5,SEABED_RELIC_TURTLE_GENERAL_04,USED_SEABED_RELIC_TURTLE_GENERAL_04,HERO_TURTLE_GENERAL,140,235,7,HERO_HARWORD,SCROLL_CHARA_WANDER_MAN_S,13,None,5,None,10
,,,,,,,,,,,,HERO_HARWORD,SCROLL_CHARA_GRYPHON_S,11,,,,
,,,,,,,,,,,,HERO_CELIA,SCROLL_CHARA_ORC_LORD_S,2,,,,
DUNGEON_MONSTER_BOSS_05,30005,SS月夜猫,LOC_MONSTER_NAME_MOONLIGHT_1,2D_Moonlight,5,SEABED_RELIC_MOONLIGHT_04,USED_SEABED_RELIC_MOONLIGHT_04,HERO_MOONLIGHT,180,300,12,HERO_EDDGA,SCROLL_CHARA_BAPHOMET_S,11,None,5,None,10
,,,,,,,,,,,,HERO_EDDGA,SCROLL_CHARA_EDDGA_S,13,,,,
,,,,,,,,,,,,HERO_VESPER,SCROLL_CHARA_ORC_LORD_S,2,,,,
DUNGEON_MONSTER_BOSS_11,30011,SS白素贞,LOC_HEROES_NAMECN_HERO_BACSOJIN,2D_Bacsojin,5,SEABED_RELIC_BACSOJIN_11,USED_SEABED_RELIC_BACSOJIN_11,HERO_BACSOJIN,180,180,12,HERO_MASTERING,SCROLL_CHARA_GARM_S,6,None,5,None,10
,,,,,,SEABED_RELIC_LOLI_RURI_11,USED_SEABED_RELIC_LOLI_RURI_11,HERO_LOLI_RURI,180,180,2,HERO_ANGELING,SCROLL_CHARA_OWL_BARON_S,9,,,,
,,,,,,,,,,,,HERO_DEVILING,SCROLL_CHARA_ATROCE_S,10,,,,
DUNGEON_MONSTER_BOSS_12,30012,SS皮里恩,LOC_HEROES_NAMECN_HERO_PHREEONI,2D_Phreeoni,5,SEABED_RELIC_PHREEONI_12,USED_SEABED_RELIC_PHREEONI_12,HERO_PHREEONI,205,205,12,HERO_ORC_LORD,SCROLL_CHARA_PHREEONI_S,11,None,5,None,10
,,,,,,,,,,,,HERO_WANDER_MAN,SCROLL_CHARA_BIGFOOT,13,,,,
,,,,,,,,,,,,HERO_SHECI,SCROLL_CHARA_ORC_LORD_S,1,,,,
,,,,,,,,,,,,HERO_SHECI,SCROLL_CHARA_ORK_WARRIOR,3,,,,
DUNGEON_MONSTER_BOSS_13,30013,SS海盗之王,LOC_HEROES_NAMECN_HERO_DRAKE,2D_Drake,5,SEABED_RELIC_DRAKE_13,USED_SEABED_RELIC_DRAKE_13,HERO_DRAKE,235,235,7,HERO_MAGALETA,SCROLL_CHARA_PHREEONI_S,0,None,5,None,10
,,,,,,,,,,,,HERO_G_KATRINN,SCROLL_CHARA_BIGFOOT,4,,,,
,,,,,,,,,,,,HERO_KNIGHT_OF_WINDSTORM,SCROLL_CHARA_WANDER_MAN_S,11,,,,
,,,,,,,,,,,,HERO_KNIGHT_OF_WINDSTORM,SCROLL_CHARA_GRYPHON_S,13,,,,
DUNGEON_MONSTER_BOSS_14,30014,SS乌龟将军,LOC_HEROES_NAMECN_HERO_TURTLE_GENERAL,2D_Turtle_General,5,SEABED_RELIC_TURTLE_GENERAL_14,USED_SEABED_RELIC_TURTLE_GENERAL_14,HERO_TURTLE_GENERAL,235,235,7,HERO_HARWORD,SCROLL_CHARA_WANDER_MAN_S,13,None,5,None,10
,,,,,,,,,,,,HERO_HARWORD,SCROLL_CHARA_GRYPHON_S,11,,,,
,,,,,,,,,,,,HERO_CELIA,SCROLL_CHARA_ORC_LORD_S,2,,,,
,,,,,,,,,,,,HERO_MOONLIGHT,SCROLL_CHARA_BAPHOMET_S,12,,,,
DUNGEON_MONSTER_BOSS_15,30015,SS月夜猫,LOC_MONSTER_NAME_MOONLIGHT_1,2D_Moonlight,5,SEABED_RELIC_MOONLIGHT_14,USED_SEABED_RELIC_MOONLIGHT_14,HERO_MOONLIGHT,300,300,2,HERO_SEYREN,SCROLL_CHARA_ATROCE_S,5,None,5,None,10
,,,,,,,,,,,,HERO_SEYREN,SCROLL_CHARA_BAPHOMET_S,9,,,,
,,,,,,,,,,,,HERO_VESPER,SCROLL_CHARA_EDDGA_S,11,,,,
,,,,,,,,,,,,HERO_VESPER,SCROLL_CHARA_G_RANDGRIS_S,13,,,,
DUNGEON_MONSTER_RANDOM_01,40001,海底-蓝紫,LOC_HEROES_NAMECN_HERO_MARC,2D_Marc,10,None,None,None,0,0,0,None,None,0,HERO_PETIT,1,SCROLL_CHARA_MUKA,1
,,,LOC_HEROES_NAMECN_HERO_ALICE,2D_Alice,10,,,,,,,,,,HERO_VAGABOND_WOLF,1,SCROLL_CHARA_WHISPER,1
,,,LOC_HEROES_NAMECN_HERO_ANGELING,2D_Angeling,10,,,,,,,,,,HERO_KOBOLD_LEADER,1,SCROLL_CHARA_GOBLIN_ARCHER,1
,,,LOC_HEROES_NAMECN_HERO_ATROCE,2D_Atroce,10,,,,,,,,,,HERO_CAT_O_NINE_TAIL,1,SCROLL_CHARA_MUNAK,1
,,,LOC_HEROES_NAMECN_HERO_DARK_ILLUSION,2D_Dark_Illusion,10,,,,,,,,,,HERO_MINOROUS,1,SCROLL_CHARA_ORK_WARRIOR,1
,,,LOC_HEROES_NAMECN_HERO_DELETER,2D_Deleter,10,,,,,,,,,,HERO_GOBLIN_LEADER,1,SCROLL_CHARA_ORC_BABY,1
,,,LOC_HEROES_NAMECN_HERO_DEVILING,2D_Deviling,10,,,,,,,,,,HERO_HIGH_ORC,1,SCROLL_CHARA_BLOOD_BUTTERFLY,1
,,,LOC_HEROES_NAMECN_HERO_GOLDEN_BUG,2D_Golden_Bug,10,,,,,,,,,,HERO_JAKK,1,SCROLL_CHARA_JAKK_S,1
,,,LOC_HEROES_NAMECN_HERO_GRYPHON,2D_Gryphon,10,,,,,,,,,,HERO_ANTONIO,1,SCROLL_CHARA_DESERT_WOLF,1
,,,LOC_HEROES_NAMECN_HERO_LEIB_OLMAI,2D_Leib_Olmai,10,,,,,,,,,,HERO_SOHEE,1,SCROLL_CHARA_NINE_TAIL,1
,,,LOC_HEROES_NAMECN_HERO_LOLI_RURI,2D_Loli_Ruri,10,,,,,,,,,,HERO_MASTERING,1,SCROLL_CHARA_EGGYRA,1
,,,LOC_HEROES_NAMECN_HERO_MINI_DEMON,2D_Mini_Demon,10,,,,,,,,,,HERO_MARC,1,SCROLL_CHARA_MD_MARSE,1
,,,LOC_HEROES_NAMECN_HERO_ORC_LORD,2D_Orc_Lord,10,,,,,,,,,,HERO_DEVIRUCHI,1,SCROLL_CHARA_WILOW,1
,,,LOC_HEROES_NAMECN_HERO_OWL_BARON,2D_Owl_Baron,10,,,,,,,,,,HERO_GHOSTRING,1,SCROLL_CHARA_SAVAGE,1
,,,LOC_HEROES_NAMECN_HERO_WANDER_MAN,2D_Wander_Man,10,,,,,,,,,,HERO_WHISPER_BOSS,1,SCROLL_CHARA_PICKY,1
,,,,,,,,,,,,,,,HERO_ISSUS,1,SCROLL_CHARA_SPORE,1
,,,,,,,,,,,,,,,HERO_VANESSA,1,SCROLL_CHARA_LUNATIC,1
,,,,,,,,,,,,,,,HERO_HAROLD,1,SCROLL_CHARA_PORING,1
,,,,,,,,,,,,,,,HERO_HELENA,1,SCROLL_CHARA_YOYO,1
,,,,,,,,,,,,,,,HERO_DALEME,1,None,0
,,,,,,,,,,,,,,,HERO_GIORGILI,1,None,0
,,,,,,,,,,,,,,,HERO_DARK_ILLUSION,1,None,0
,,,,,,,,,,,,,,,HERO_ATROCE,1,None,0
,,,,,,,,,,,,,,,HERO_LEIB_OLMAI,1,None,0
,,,,,,,,,,,,,,,HERO_GRYPHON,1,None,0
,,,,,,,,,,,,,,,HERO_NIGHTMARE_TERROR,1,None,0
,,,,,,,,,,,,,,,HERO_ORC_LORD,1,None,0
,,,,,,,,,,,,,,,HERO_WANDER_MAN,1,None,0
,,,,,,,,,,,,,,,HERO_ALICE,1,None,0
,,,,,,,,,,,,,,,HERO_LOLI_RURI,1,None,0
,,,,,,,,,,,,,,,HERO_OWL_BARON,1,None,0
,,,,,,,,,,,,,,,HERO_DEVILING,1,None,0
,,,,,,,,,,,,,,,HERO_MINI_DEMON,1,None,0
,,,,,,,,,,,,,,,HERO_GOLDEN_BUG,1,None,0
,,,,,,,,,,,,,,,HERO_DELETER,1,None,0
,,,,,,,,,,,,,,,HERO_ANGELING,1,None,0
DUNGEON_MONSTER_RANDOM_02,40002,海底-紫,LOC_HEROES_NAMECN_HERO_ALICE,2D_Alice,10,None,None,None,0,0,0,None,None,0,HERO_DARK_ILLUSION,1,SCROLL_CHARA_ATROCE_S,1
,,,LOC_HEROES_NAMECN_HERO_ANGELING,2D_Angeling,10,,,,,,,,,,HERO_ATROCE,1,SCROLL_CHARA_BAPHOMET_S,1
,,,LOC_HEROES_NAMECN_HERO_ATROCE,2D_Atroce,10,,,,,,,,,,HERO_LEIB_OLMAI,1,SCROLL_CHARA_PHREEONI_S,1
,,,LOC_HEROES_NAMECN_HERO_DARK_ILLUSION,2D_Dark_Illusion,10,,,,,,,,,,HERO_GRYPHON,1,SCROLL_CHARA_BIGFOOT,1
,,,LOC_HEROES_NAMECN_HERO_DELETER,2D_Deleter,10,,,,,,,,,,HERO_NIGHTMARE_TERROR,1,SCROLL_CHARA_WANDER_MAN_S,1
,,,LOC_HEROES_NAMECN_HERO_DEVILING,2D_Deviling,10,,,,,,,,,,HERO_ORC_LORD,1,SCROLL_CHARA_GRYPHON_S,1
,,,LOC_HEROES_NAMECN_HERO_GOLDEN_BUG,2D_Golden_Bug,10,,,,,,,,,,HERO_WANDER_MAN,1,SCROLL_CHARA_EDDGA_S,1
,,,LOC_HEROES_NAMECN_HERO_GRYPHON,2D_Gryphon,10,,,,,,,,,,HERO_ALICE,1,SCROLL_CHARA_ORC_LORD_S,1
,,,LOC_HEROES_NAMECN_HERO_LEIB_OLMAI,2D_Leib_Olmai,10,,,,,,,,,,HERO_LOLI_RURI,1,SCROLL_CHARA_MISTRESS_S,1
,,,LOC_HEROES_NAMECN_HERO_LOLI_RURI,2D_Loli_Ruri,10,,,,,,,,,,HERO_OWL_BARON,1,SCROLL_CHARA_G_RANDGRIS_S,1
,,,LOC_HEROES_NAMECN_HERO_MINI_DEMON,2D_Mini_Demon,10,,,,,,,,,,HERO_DEVILING,1,SCROLL_CHARA_GARM_S,1
,,,LOC_HEROES_NAMECN_HERO_ORC_LORD,2D_Orc_Lord,10,,,,,,,,,,HERO_MINI_DEMON,1,SCROLL_CHARA_OWL_BARON_S,1
,,,LOC_HEROES_NAMECN_HERO_OWL_BARON,2D_Owl_Baron,10,,,,,,,,,,HERO_GOLDEN_BUG,1,SCROLL_CHARA_MUKA,1
,,,LOC_HEROES_NAMECN_HERO_WANDER_MAN,2D_Wander_Man,10,,,,,,,,,,HERO_DELETER,1,SCROLL_CHARA_WHISPER,1
,,,,,,,,,,,,,,,HERO_ANGELING,1,SCROLL_CHARA_GOBLIN_ARCHER,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_MUNAK,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_ORK_WARRIOR,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_ORC_BABY,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_BLOOD_BUTTERFLY,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_JAKK_S,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_DESERT_WOLF,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_NINE_TAIL,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_EGGYRA,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_MD_MARSE,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_WILOW,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_SAVAGE,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_PICKY,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_SPORE,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_LUNATIC,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_PORING,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_YOYO,1
DUNGEON_MONSTER_RANDOM_03,40003,海底-紫橙,LOC_HEROES_NAMECN_HERO_ALICE,2D_Alice,10,None,None,None,0,0,0,None,None,0,HERO_DARK_ILLUSION,1,SCROLL_CHARA_ATROCE_S,1
,,,LOC_HEROES_NAMECN_HERO_ANGELING,2D_Angeling,10,,,,,,,,,,HERO_ATROCE,1,SCROLL_CHARA_BAPHOMET_S,1
,,,LOC_HEROES_NAMECN_HERO_ATROCE,2D_Atroce,10,,,,,,,,,,HERO_LEIB_OLMAI,1,SCROLL_CHARA_PHREEONI_S,1
,,,LOC_HEROES_NAMECN_HERO_DARK_ILLUSION,2D_Dark_Illusion,10,,,,,,,,,,HERO_GRYPHON,1,SCROLL_CHARA_BIGFOOT,1
,,,LOC_HEROES_NAMECN_HERO_DELETER,2D_Deleter,10,,,,,,,,,,HERO_NIGHTMARE_TERROR,1,SCROLL_CHARA_WANDER_MAN_S,1
,,,LOC_HEROES_NAMECN_HERO_DEVILING,2D_Deviling,10,,,,,,,,,,HERO_ORC_LORD,1,SCROLL_CHARA_GRYPHON_S,1
,,,LOC_HEROES_NAMECN_HERO_GOLDEN_BUG,2D_Golden_Bug,10,,,,,,,,,,HERO_WANDER_MAN,1,SCROLL_CHARA_EDDGA_S,1
,,,LOC_HEROES_NAMECN_HERO_GRYPHON,2D_Gryphon,10,,,,,,,,,,HERO_ALICE,1,SCROLL_CHARA_ORC_LORD_S,1
,,,LOC_HEROES_NAMECN_HERO_LEIB_OLMAI,2D_Leib_Olmai,10,,,,,,,,,,HERO_LOLI_RURI,1,SCROLL_CHARA_MISTRESS_S,1
,,,LOC_HEROES_NAMECN_HERO_LOLI_RURI,2D_Loli_Ruri,10,,,,,,,,,,HERO_OWL_BARON,1,SCROLL_CHARA_G_RANDGRIS_S,1
,,,LOC_HEROES_NAMECN_HERO_MINI_DEMON,2D_Mini_Demon,10,,,,,,,,,,HERO_DEVILING,1,SCROLL_CHARA_GARM_S,1
,,,LOC_HEROES_NAMECN_HERO_ORC_LORD,2D_Orc_Lord,10,,,,,,,,,,HERO_MINI_DEMON,1,SCROLL_CHARA_OWL_BARON_S,1
,,,LOC_HEROES_NAMECN_HERO_OWL_BARON,2D_Owl_Baron,10,,,,,,,,,,HERO_GOLDEN_BUG,1,SCROLL_CHARA_MUKA,1
,,,LOC_HEROES_NAMECN_HERO_WANDER_MAN,2D_Wander_Man,10,,,,,,,,,,HERO_DELETER,1,SCROLL_CHARA_WHISPER,1
,,,LOC_HEROES_NAMECN_HERO_ORK_HERO,2D_Orc_Hero,10,,,,,,,,,,HERO_ANGELING,1,SCROLL_CHARA_GOBLIN_ARCHER,1
,,,LOC_HEROES_NAMECN_HERO_MAYA,2D_Maya,10,,,,,,,,,,HERO_DARK_LORD,1,SCROLL_CHARA_MUNAK,1
,,,LOC_HEROES_NAMECN_HERO_BACSOJIN,2D_Bacsojin,10,,,,,,,,,,HERO_BAPHOMET,1,SCROLL_CHARA_ORK_WARRIOR,1
,,,LOC_HEROES_NAMECN_HERO_DRAKE,2D_Drake,10,,,,,,,,,,HERO_OSIRIS,1,SCROLL_CHARA_ORC_BABY,1
,,,LOC_HEROES_NAMECN_HERO_G_RANDGRIS,2D_G_Randgris,10,,,,,,,,,,HERO_EDDGA,1,SCROLL_CHARA_BLOOD_BUTTERFLY,1
,,,LOC_HEROES_NAMECN_HERO_GARM,2D_Garm,10,,,,,,,,,,HERO_PHREEONI,1,SCROLL_CHARA_JAKK_S,1
,,,LOC_HEROES_NAMECN_HERO_KNIGHT_OF_WINDSTORM,2D_Knight_Of_Windstorm,10,,,,,,,,,,HERO_DRAKE,1,SCROLL_CHARA_DESERT_WOLF,1
,,,LOC_HEROES_NAMECN_HERO_MOONLIGHT,2D_Moonlight,10,,,,,,,,,,HERO_DOPPELGANGER,1,SCROLL_CHARA_NINE_TAIL,1
,,,LOC_HEROES_NAMECN_HERO_OSIRIS,2D_Osiris,10,,,,,,,,,,HERO_TURTLE_GENERAL,1,SCROLL_CHARA_EGGYRA,1
,,,LOC_HEROES_NAMECN_HERO_PHREEONI,2D_Phreeoni,10,,,,,,,,,,HERO_ORK_HERO,1,SCROLL_CHARA_MD_MARSE,1
,,,LOC_HEROES_NAMECN_HERO_TAO_GUNKA,2D_Tao_Gunka,10,,,,,,,,,,HERO_MOONLIGHT,1,SCROLL_CHARA_WILOW,1
,,,LOC_HEROES_NAMECN_HERO_TURTLE_GENERAL,2D_Turtle_General,10,,,,,,,,,,HERO_GARM,1,SCROLL_CHARA_SAVAGE,1
,,,,,,,,,,,,,,,HERO_G_RANDGRIS,1,SCROLL_CHARA_PICKY,1
,,,,,,,,,,,,,,,HERO_TAO_GUNKA,1,SCROLL_CHARA_SPORE,1
,,,,,,,,,,,,,,,HERO_MAYA,1,SCROLL_CHARA_LUNATIC,1
,,,,,,,,,,,,,,,HERO_MISTRESS,1,SCROLL_CHARA_PORING,1
,,,,,,,,,,,,,,,HERO_SEYREN,1,SCROLL_CHARA_YOYO,1
,,,,,,,,,,,,,,,HERO_SHECI,1,None,0
,,,,,,,,,,,,,,,HERO_G_EREMES,1,None,0
,,,,,,,,,,,,,,,HERO_G_RANDEL,1,None,0
,,,,,,,,,,,,,,,HERO_MAGALETA,1,None,0
,,,,,,,,,,,,,,,HERO_G_KATRINN,1,None,0
,,,,,,,,,,,,,,,HERO_DARK_SNAKE_LORD,1,None,0
,,,,,,,,,,,,,,,HERO_KNIGHT_OF_WINDSTORM,1,None,0
,,,,,,,,,,,,,,,HERO_DRACULA_BARON,1,None,0
,,,,,,,,,,,,,,,HERO_HARWORD,1,None,0
,,,,,,,,,,,,,,,HERO_CELIA,1,None,0
,,,,,,,,,,,,,,,HERO_BACSOJIN,1,None,0
,,,,,,,,,,,,,,,HERO_VESPER,1,None,0
DUNGEON_MONSTER_RANDOM_04,40004,海底-橙,LOC_HEROES_NAMECN_HERO_ORK_HERO,2D_Orc_Hero,10,None,None,None,0,0,0,None,None,0,HERO_DARK_LORD,1,SCROLL_CHARA_ATROCE_S,1
,,,LOC_HEROES_NAMECN_HERO_MAYA,2D_Maya,10,,,,,,,,,,HERO_BAPHOMET,1,SCROLL_CHARA_BAPHOMET_S,1
,,,LOC_HEROES_NAMECN_HERO_BACSOJIN,2D_Bacsojin,10,,,,,,,,,,HERO_OSIRIS,1,SCROLL_CHARA_PHREEONI_S,1
,,,LOC_HEROES_NAMECN_HERO_DRAKE,2D_Drake,10,,,,,,,,,,HERO_EDDGA,1,SCROLL_CHARA_BIGFOOT,1
,,,LOC_HEROES_NAMECN_HERO_G_RANDGRIS,2D_G_Randgris,10,,,,,,,,,,HERO_PHREEONI,1,SCROLL_CHARA_WANDER_MAN_S,1
,,,LOC_HEROES_NAMECN_HERO_GARM,2D_Garm,10,,,,,,,,,,HERO_DRAKE,1,SCROLL_CHARA_GRYPHON_S,1
,,,LOC_HEROES_NAMECN_HERO_KNIGHT_OF_WINDSTORM,2D_Knight_Of_Windstorm,10,,,,,,,,,,HERO_DOPPELGANGER,1,SCROLL_CHARA_EDDGA_S,1
,,,LOC_HEROES_NAMECN_HERO_MOONLIGHT,2D_Moonlight,10,,,,,,,,,,HERO_TURTLE_GENERAL,1,SCROLL_CHARA_ORC_LORD_S,1
,,,LOC_HEROES_NAMECN_HERO_OSIRIS,2D_Osiris,10,,,,,,,,,,HERO_ORK_HERO,1,SCROLL_CHARA_MISTRESS_S,1
,,,LOC_HEROES_NAMECN_HERO_PHREEONI,2D_Phreeoni,10,,,,,,,,,,HERO_MOONLIGHT,1,SCROLL_CHARA_G_RANDGRIS_S,1
,,,LOC_HEROES_NAMECN_HERO_TAO_GUNKA,2D_Tao_Gunka,10,,,,,,,,,,HERO_GARM,1,SCROLL_CHARA_GARM_S,1
,,,LOC_HEROES_NAMECN_HERO_TURTLE_GENERAL,2D_Turtle_General,10,,,,,,,,,,HERO_G_RANDGRIS,1,SCROLL_CHARA_OWL_BARON_S,1
,,,,,,,,,,,,,,,HERO_TAO_GUNKA,1,SCROLL_CHARA_MUKA,1
,,,,,,,,,,,,,,,HERO_MAYA,1,SCROLL_CHARA_WHISPER,1
,,,,,,,,,,,,,,,HERO_MISTRESS,1,SCROLL_CHARA_GOBLIN_ARCHER,1
,,,,,,,,,,,,,,,HERO_SEYREN,1,SCROLL_CHARA_MUNAK,1
,,,,,,,,,,,,,,,HERO_SHECI,1,SCROLL_CHARA_ORK_WARRIOR,1
,,,,,,,,,,,,,,,HERO_G_EREMES,1,SCROLL_CHARA_ORC_BABY,1
,,,,,,,,,,,,,,,HERO_G_RANDEL,1,SCROLL_CHARA_BLOOD_BUTTERFLY,1
,,,,,,,,,,,,,,,HERO_MAGALETA,1,SCROLL_CHARA_JAKK_S,1
,,,,,,,,,,,,,,,HERO_G_KATRINN,1,SCROLL_CHARA_DESERT_WOLF,1
,,,,,,,,,,,,,,,HERO_DARK_SNAKE_LORD,1,SCROLL_CHARA_NINE_TAIL,1
,,,,,,,,,,,,,,,HERO_KNIGHT_OF_WINDSTORM,1,SCROLL_CHARA_EGGYRA,1
,,,,,,,,,,,,,,,HERO_DRACULA_BARON,1,SCROLL_CHARA_MD_MARSE,1
,,,,,,,,,,,,,,,HERO_HARWORD,1,SCROLL_CHARA_WILOW,1
,,,,,,,,,,,,,,,HERO_CELIA,1,SCROLL_CHARA_SAVAGE,1
,,,,,,,,,,,,,,,HERO_BACSOJIN,1,SCROLL_CHARA_PICKY,1
,,,,,,,,,,,,,,,HERO_VESPER,1,SCROLL_CHARA_SPORE,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_LUNATIC,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_PORING,1
,,,,,,,,,,,,,,,None,0,SCROLL_CHARA_YOYO,1
DUNGEON_MONSTER_RANDOM_05,40005,海底-绿蓝紫橙,LOC_HEROES_NAMECN_HERO_OBEAUNE,2D_Obeaune,10,None,None,None,0,0,0,None,None,0,HERO_OBEAUNE,1,SCROLL_CHARA_ATROCE_S,1
,,,LOC_HEROES_NAMECN_HERO_MARC,2D_Marc,10,,,,,,,,,,HERO_PETIT,3,SCROLL_CHARA_BAPHOMET_S,1
,,,LOC_HEROES_NAMECN_HERO_ALICE,2D_Alice,10,,,,,,,,,,HERO_VAGABOND_WOLF,3,SCROLL_CHARA_PHREEONI_S,1
,,,LOC_HEROES_NAMECN_HERO_ANGELING,2D_Angeling,10,,,,,,,,,,HERO_KOBOLD_LEADER,3,SCROLL_CHARA_BIGFOOT,1
,,,LOC_HEROES_NAMECN_HERO_ATROCE,2D_Atroce,10,,,,,,,,,,HERO_CAT_O_NINE_TAIL,3,SCROLL_CHARA_WANDER_MAN_S,1
,,,LOC_HEROES_NAMECN_HERO_DARK_ILLUSION,2D_Dark_Illusion,10,,,,,,,,,,HERO_MINOROUS,3,SCROLL_CHARA_GRYPHON_S,1
,,,LOC_HEROES_NAMECN_HERO_DELETER,2D_Deleter,10,,,,,,,,,,HERO_GOBLIN_LEADER,3,SCROLL_CHARA_EDDGA_S,1
,,,LOC_HEROES_NAMECN_HERO_DEVILING,2D_Deviling,10,,,,,,,,,,HERO_HIGH_ORC,3,SCROLL_CHARA_ORC_LORD_S,1
,,,LOC_HEROES_NAMECN_HERO_GOLDEN_BUG,2D_Golden_Bug,10,,,,,,,,,,HERO_JAKK,3,SCROLL_CHARA_MISTRESS_S,1
