Name:string,_ID,_VALUE,LiveTime:float,Prefab:string,DestoryDelay:float,StartDelay:float,Sfx:id,SfxDelay:float,IsPlayOutOfCamera:bool,MinCount:int,MaxCount:int,HasDirection:bool,PreLoad:bool
投掷石头子弹,EFFECT_STONE_THROW_BULLET,10149,0,Monster/FX_Kobold_ThrowingStones_Bullet,0,0,SFX_1051_SKILL_STONE_THROW_THROW,,TRUE,1,200,FALSE,FALSE
投掷石头受击,EFFECT_STONE_THROW_HIT,10150,2,Monster/FX_Kobold_ThrowingStones_Hit,0,0,SFX_1052_SKILL_STONE_THROW_HIT,,TRUE,1,200,FALSE,FALSE
被动心魔,EFFECT_PASSIVE_HEART_DEMON,10151,0,Monster/FX_DarkLord_PassiveSkillA_FireHunting,1,0,SFX_1010_SKILL_LIGHT_COUNTER_GUARD,,TRUE,1,200,FALSE,FALSE
被动湮灭_击中,EFFECT_PASSIVE_ANNIHILATION_HIT,10152,3,Monster/FX_DarkLord_PassiveSkillB_HuntingForFire_Hit,0,0,SFX_1026_SKILL_FIREBALL_HIT,,TRUE,1,200,FALSE,FALSE
被动湮灭_子弹,EFFECT_PASSIVE_ANNIHILATION_BULLET,10153,0,Monster/FX_DarkLord_PassiveSkillB_HuntingForFire_Bullet,1,0,SFX_1025_SKILL_FIREBALL_SHOOT,,TRUE,1,200,FALSE,FALSE
狂野之镰,EFFECT_WILD_SICKLE,10154,2,Monster/FX_Baphomet_Talent_WildSickle,0,0,,,TRUE,1,200,FALSE,FALSE
被动雷爆,EFFECT_PASSIVE_THUNDER_BLAST,10155,3,Monster/FX_Baphomet_PassiveSkillB_AngryThunder,0,0.2,SFX_1042_SKILL_GANBANTEIN,,TRUE,1,200,FALSE,FALSE
暗黑怨念,EFFECT_DARK_RESENTMENT,10156,0,Monster/FX_Osiris_Talent_DarkResentment,1,0,,,TRUE,1,200,FALSE,FALSE
石化照射,EFFECT_PETRIFICATION_LIGHT,10157,3,Monster/FX_Osiris_PassiveSkillB_Petrochemical,0,0,SFX_6009_PETRIFICATION_HIT,,TRUE,1,200,FALSE,FALSE
石化术,EFFECT_PETRIFICATION_HIT,10158,2,Monster/FX_Osiris_PassiveSkillB_Petrochemical_Hit,0,0,,,TRUE,1,200,FALSE,FALSE
天赋野兽之力,EFFECT_THE_POWER_OF_BEAST,10159,0,Monster/FX_Eddga_Talent_BeastPower,1,0,,,TRUE,1,200,FALSE,FALSE
金刚不坏,EFFECT_ADAMANTINE_HARDNESS,10160,0,Monster/FX_Eddga_PassiveSkillA_KingKong,1,0,SFX_1010_SKILL_LIGHT_COUNTER_GUARD,,TRUE,1,200,FALSE,FALSE
被动狂兽血性,EFFECT_PASSIVE_BEAST_BLOOD,10161,2,Monster/FX_Eddga_PassiveSkillB_Angry,0,0,SFX_1039_SKILL_GROUND_SLAM_EX,,TRUE,1,200,FALSE,FALSE
长舌怪,EFFECT_TALENT_LONGTONGUE,10162,0,Monster/FX_Phreeoni_Talent_LongTongue,1,0,SFX_6004_TALENT_DEATH_CONTRACT,,TRUE,1,200,FALSE,FALSE
被动肚皮舞,EFFECT_PASSIVE_BELLY_DANCE,10163,2,Monster/FX_Phreeoni_PassiveSkillB_Healing,0,0,SFX_1032_SKILL_EMERGENCY_TREAT,,TRUE,1,200,FALSE,FALSE
苍鹰之眼1,EFFECT_TALENT_EAGLEEYE_1,10164,0,Monster/FX_Drake_Talent_EagleEye_1,0,0,SFX_1015_SKILL_SACRIFICE,,TRUE,1,200,FALSE,FALSE
苍鹰之眼2,EFFECT_TALENT_EAGLEEYE_2,10165,0,Monster/FX_Drake_Talent_EagleEye_2,0,0,SFX_1015_SKILL_SACRIFICE,,TRUE,1,200,FALSE,FALSE
苍鹰之眼3,EFFECT_TALENT_EAGLEEYE_3,10166,0,Monster/FX_Drake_Talent_EagleEye_3,0,0,SFX_1015_SKILL_SACRIFICE,,TRUE,1,200,FALSE,FALSE
猎鹰突击,EFFECT_PASSIVE_FALCONASSAULT,10167,3,Monster/FX_Drake_PassiveSkillB_FalconAssault,0,0,SFX_6011_PASSIVE_FALCONASSAULT,0.2,TRUE,1,200,FALSE,FALSE
双手剑攻击速度增加,EFFECT_PASSIVE_ATTACKSPEED_UP,10168,0,Monster/FX_Doppelganger_PassiveSkillB_AttackSpeed,1,0,SFX_6005_PASSIVE_ATTACKSPEED_UP,,TRUE,1,200,FALSE,FALSE
光之盾,EFFECT_PASSIVE_LIGHT_SHIELD,10169,0,Monster/FX_Grandel_PassiveSkillB_ShieldLight,1,0,SFX_1010_SKILL_LIGHT_COUNTER_GUARD,,TRUE,1,200,FALSE,FALSE
地之盾,EFFECT_PASSIVE_EARTH_SHIELD,10170,0,Monster/FX_Grandel_PassiveSkillA_ShieldEarth,1,0,SFX_1024_SKILL_DOUBLE_HANDS_PARRING,,TRUE,1,200,FALSE,FALSE
水元素领域,EFFECT_PASSIVE_WATERFIELD,10171,0,Monster/FX_TurtleGeneral_PassiveSkillB_WaterElementField,1,0,SFX_1041_SKILL_WATERBALL_BULLET,,TRUE,1,200,FALSE,FALSE
霜冻之术,EFFECT_PASSIVE_FROSTSHOCKS,10172,2,Monster/FX_Garm_PassiveSkillA_FrostTechnique,0,0,SFX_6007_PASSIVE_FROSTSHOCKS,,TRUE,1,200,FALSE,FALSE
冰箭术,EFFECT_PASSIVE_ICEARROW,10173,2,Monster/FX_Garm_PassiveSkillB_IceArchery,0,0,SFX_6008_PASSIVE_ICEARROW,,TRUE,1,200,FALSE,FALSE
痊愈术,EFFECT_PASSIVE_MOONLIGHT_HEALING,10174,0,Monster/FX_MoonLight_PassiveSkillB_Healing,0,0,SFX_1034_SKILL_TREAT,,TRUE,1,200,FALSE,FALSE
暗影追踪,EFFECT_PASSIVE_SHADOW_PURSUIT,10175,0,Monster/FX_Grandgris_PassiveSkillA_ShadowTracking,1,0,SFX_6005_PASSIVE_ATTACKSPEED_UP,,TRUE,1,200,FALSE,FALSE
潜击,EFFECT_PASSIVE_LUCK_ATTACK,10176,2,Monster/FX_Grandgris_PassiveSkillB_Blowing,0,0,SFX_1065_SKILL_SHAUT,,TRUE,1,200,FALSE,FALSE
靡靡之音,EFFECT_TALENT_DECADENT_MUSIC,10177,0,Monster/FX_TaoGunka_Silence_Continued,1,0,SFX_6003_PASSIVE_WALL_OF_FOG,,TRUE,1,200,FALSE,FALSE
重力原野,EFFECT_PASSIVE_GRAVITY_FIELD,10178,0,Monster/FX_TaoGunka_PassiveSkillB_Gravity field_Continued,1,0,SFX_1012_SKILL_DARKNESS_MOMENT,,TRUE,1,200,FALSE,FALSE
不屈意志,EFFECT_TALENT_INDOMITABLE_WILL,10179,3,Monster/FX_OrkHero_Talent_UnyieldingWill,0,0,SFX_1004_SKILL_LIGHT_TWINKLE_PARADISE,,TRUE,1,200,FALSE,FALSE
螺旋击刺,EFFECT_PASSIVE_SPIRAL_PIERCE,10180,2,Monster/FX_OrkHero_PassiveSkillB_SpiralStab,0,0,SFX_6006_PASSIVE_SPIRAL_PIERCE,,TRUE,1,200,FALSE,FALSE
心灵爆破,EFFECT_PASSIVE_MIND_BLAST,10181,2,Monster/FX_GKatrinn_PassiveSkillB_MindBlasting,0,0,SFX_1006_SKILL_LEER_HIT,,TRUE,1,200,FALSE,FALSE
救赎,EFFECT_PASSIVE_REDEMPTION,10182,3,Monster/FX_Magaleta_PassiveSkillB_Redemption,0,0,SFX_1034_SKILL_TREAT,,TRUE,1,200,FALSE,FALSE
复活术,EFFECT_PASSIVE_RESURGENCE,10183,2,Monster/FX_Magaleta_PassiveSkillA_Resurrection,0,0,SFX_1004_SKILL_LIGHT_TWINKLE_PARADISE,,TRUE,1,200,FALSE,FALSE
圣洁的神官,EFFECT_TALENT_HOLY_CLERGYMAN,10184,2,Monster/FX_Magaleta_Talent_HolyPriest,0,0,SFX_1034_SKILL_TREAT,,TRUE,1,200,FALSE,FALSE
秘技暗袭,EFFECT_PASSIVE_SHADOW_ASSAULT,10185,2,Monster/FX_Germes_PassiveSkillB_ShadowlessTooth,0,0,SFX_1054_SKILL_SECOND_SWORD_COMBO,,TRUE,1,200,FALSE,FALSE
瞬时爆发,EFFECT_PASSIVE_PROMPT_EXPLOSION,10186,0,Monster/FX_Germes_PassiveSkillA_InstantaneousBurst_Continued,1,0,SFX_1013_SKILL_SPEED_MOTIVATE,,TRUE,1,200,FALSE,FALSE
鲜血君王,EFFECT_TALENT_BLOOD_KING,10187,0,Monster/FX_Germes_Talent_BloodKing,1,0,SFX_6005_PASSIVE_ATTACKSPEED_UP,,TRUE,1,200,FALSE,FALSE
破魔之箭,EFFECT_PASSIVE_CRACK_MAGIC_ARROW,10188,0,Monster/FX_Sheci_PassiveSkillB_Erlian_Bullet,1,0,SFX_1062_SKILL_DOUBLE_STRAFING_BULLET,,TRUE,1,200,FALSE,FALSE
疾如狂风,EFFECT_TALENT_LIKE_GALE,10189,0,Monster/FX_Sheci_Talent_LikeAWind,1,0,SFX_6004_TALENT_DEATH_CONTRACT,,TRUE,1,200,FALSE,FALSE
碎裂之刃Low,EFFECT_PASSIVE_BROKEN_BLADE_LOW,10190,2,Monster/FX_Seyren_PassiveSkillB_ReikiSword_Low,0,0,SFX_1065_SKILL_SHAUT,,TRUE,1,200,FALSE,FALSE
碎裂之刃High,EFFECT_PASSIVE_BROKEN_BLADE_HIGH,10191,2,Monster/FX_Seyren_PassiveSkillB_ReikiSword_High,0,0,SFX_1044_SKILL_SHAUT_EX,,TRUE,1,200,FALSE,FALSE
集中攻击,EFFECT_PASSIVE_CONCENTRATION,10192,2,Monster/FX_Seyren_PassiveSkillA_ConcentratedAttack,0,0,SFX_6005_PASSIVE_ATTACKSPEED_UP,,TRUE,1,200,FALSE,FALSE
集中攻击buff,EFFECT_PASSIVE_CONCENTRATION_BUFF,10193,0,Monster/FX_Seyren_PassiveSkillA_Continued,1,0,,,TRUE,1,200,FALSE,FALSE
药水投掷,EFFECT_PASSIVE_POTION_THROW,10194,2,Monster/FX_Mistress_PassiveSkillB_ThrowingPotion,0,0,SFX_1032_SKILL_EMERGENCY_TREAT,,TRUE,1,200,FALSE,FALSE
爱的声援,EFFECT_TALENT_THE_SOLIDARITY_OF_LOVE,10195,0,Monster/FX_Mistress_Talent_LoveOfLove,1,0,SFX_6005_PASSIVE_ATTACKSPEED_UP,,TRUE,1,200,FALSE,FALSE
致命涂毒,EFFECT_PASSIVE_ENCHANT_DEADLY_POISON,10196,2,Monster/FX_Maya_PassiveSkillB_DeadlyPoisoning,0,0,SFX_1006_SKILL_LEER_HIT,,TRUE,1,200,FALSE,FALSE
毒素buff,EFFECT_LITTLE_POISONING_BUFF,10197,0,Monster/FX_Maya_PassiveSkillA_Toxic,1,0,,,TRUE,1,200,FALSE,FALSE
染毒的双刃,EFFECT_TALENT_DOUBLEEDGED_POISONING,10198,0,Monster/FX_Maya_Talent_DoubleEdged,1,0,SFX_6002_TALENT_DARK_MOON,,TRUE,1,200,FALSE,FALSE
被动火球子弹,EFFECT_PASSIVE_FIRE_BALL_BULLET,10199,0,Monster/FX_DarkLord_PassiveSkillB_HuntingForFire_Bullet,1,0,SFX_1025_SKILL_FIREBALL_SHOOT,,TRUE,1,200,FALSE,FALSE
被动火球击中,EFFECT_PASSIVE_FIRE_BALL_HIT,10200,2,Monster/FX_DarkLord_PassiveSkillB_HuntingForFire_Hit,0,0,SFX_1026_SKILL_FIREBALL_HIT,,TRUE,1,200,FALSE,FALSE
狼人意志,EFFECT_TALENT_WEREWOLF_WILL,10201,0,Monster/FX_Atroce_DesperateAttack_Continued,1,0,SFX_1042_SKILL_GANBANTEIN,,TRUE,1,200,FALSE,FALSE
被动血战,EFFECT_PASSIVE_BLOODY_BATTLE,10202,0,Monster/FX_LeibOlmai_PassiveSkillB_Continued,1,0,,,TRUE,1,200,FALSE,FALSE
雷暴术,EFFECT_PASSIVE_THUNDER_STORM,10203,2,Monster/FX_LionBeast_PassiveSkillA_Thunderstorm,0,0,SFX_6001_PASSIVE_THUNDER_STORM,,TRUE,1,200,FALSE,FALSE
连环全身掌,EFFECT_PASSIVE_WHOLE_BODY_PALM,10204,2,Monster/FX_Orclord_PassiveSkillA_SerialBodyPalm,0,0,SFX_6010_PASSIVE_WHOLE_BODY_PALM,,TRUE,1,200,FALSE,FALSE
被动反击,EFFECT_PASSIVE_COUNTER_ATTACK,10205,2,Monster/FX_WanderMan_PassiveSkillA_Counterattack,0,0,SFX_1044_SKILL_SHAUT_EX,,TRUE,1,200,FALSE,FALSE
被动及时治疗,EFFECT_PASSIVE_CURE_IN_TIME,10206,2,Monster/FX_Alice_PassiveSkillA_Healing,0,0,SFX_1032_SKILL_EMERGENCY_TREAT,,TRUE,1,200,FALSE,FALSE
暗月,EFFECT_TALENT_DARK_MOON,10207,2,Monster/FX_LoliRuri_Talent_DarkMoon,0,0,SFX_6002_TALENT_DARK_MOON,,TRUE,1,200,FALSE,FALSE
被动进化之书,EFFECT_PASSIVE_BOOK_OF_EVOLUTION,10208,0,Monster/FX_OwlBaron_PassiveSkillB,1.5,0,SFX_1036_SKILL_MAGIC_DISPELL,,TRUE,1,200,FALSE,FALSE
被动薄雾墙,EFFECT_PASSIVE_WALL_OF_FOG,10209,3,Monster/FX_Deviling_PassiveSkillB_MistyWall,0,0,SFX_6003_PASSIVE_WALL_OF_FOG,,TRUE,1,200,FALSE,FALSE
死亡契约,EFFECT_TALENT_DEATH_CONTRACT,10210,0,Monster/FX_MiniDemon_Talent,1,0,SFX_6004_TALENT_DEATH_CONTRACT,,TRUE,1,200,FALSE,FALSE
自动念咒,EFFECT_PASSIVE_AUTO_SPELL,10211,5,Monster/FX_Deleter_EarthQuake,0,0,SFX_1060_SKILL_EARTH_SHOCK,,TRUE,1,200,FALSE,FALSE
天使之击,EFFECT_PASSIVE_ANGEL_STRIKE,10212,2,Monster/FX_Angeling_PassiveSkillA_AngelStrike,0,0,SFX_1009_SKILL_GUARDIAN_ANGEL,,TRUE,1,200,FALSE,FALSE
迅即之风,EFFECT_RESONANCE_1,10213,3,Element/FX_Element_QuickWind,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
狂怒飓风,EFFECT_RESONANCE_2,10214,3,Element/FX_Element_FuriousHurricane,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
疾风火焰,EFFECT_RESONANCE_3,10215,3,Element/FX_Element_BlastFlame,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
聚能烈焰,EFFECT_RESONANCE_4,10216,3,Element/FX_Element_GatheringFlame,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
森林之歌,EFFECT_RESONANCE_5,10217,3,Element/FX_Element_ToughRock,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
大地之盾,EFFECT_RESONANCE_6,10218,3,Element/FX_Element_EarthShield,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
生命之泉,EFFECT_RESONANCE_7,10219,3,Element/FX_Element_FountainOfLife,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
治愈海潮,EFFECT_RESONANCE_8,10220,3,Element/FX_Element_HealingTide,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
死亡旋律,EFFECT_RESONANCE_9,10221,3,Element/FX_Element_DeathMelody,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
暗夜凋零,EFFECT_RESONANCE_10,10222,4,Element/FX_Element_DarkNight,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
光华环绕,EFFECT_RESONANCE_11,10223,3,Element/FX_Element_GuanghuaSurround,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
神圣祈祷,EFFECT_RESONANCE_12,10224,4,Element/FX_Element_HolyPrayer,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
末日审判,EFFECT_RESONANCE_13,10225,4,Element/FX_Element_DoomsdayTrial,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
禁术漩涡,EFFECT_RESONANCE_14,10226,4,Element/FX_Element_ForbiddenVortex,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
天降神力,EFFECT_RESONANCE_15,10227,3,Element/FX_Element_HeavenlyPower,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
初心者元素,EFFECT_RESONANCE_16,10228,2,Element/FX_Element_RingOfProtection,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
大尺寸箭,EFFECT_ARROW_ATTLACK_1,10229,0,Monster/FX_KoboldArcher_Bullet,0,0,SFX_5008_LONG_RANGE_UNIT_SHOOT,,TRUE,1,200,FALSE,FALSE
小尺寸箭,EFFECT_ARROW_ATTLACK_2,10230,0,Monster/FX_KoboldArcher_Bullet,0,0,SFX_5008_LONG_RANGE_UNIT_SHOOT,,TRUE,1,200,FALSE,FALSE
蓝箭,EFFECT_ARROW_ATTLACK_3,10231,0,Monster/FX_Sheci_Bullet,0,0,SFX_5008_LONG_RANGE_UNIT_SHOOT,,TRUE,1,200,FALSE,FALSE
石头子弹,EFFECT_BULLET_STONE,10232,0,Monster/FX_TaoGunka_Bullet,0,0,SFX_5008_LONG_RANGE_UNIT_SHOOT,,TRUE,1,200,FALSE,FALSE
石头爆炸,EFFECT_EXPLOSION_STONE,10233,1,Monster/FX_TaoGunka_Attack_Hit,0,0,SFX_RO_ENEMY_HIT_2,,TRUE,1,200,FALSE,FALSE
光球子弹,EFFECT_BULLET_LIGHT_BALL,10234,0,Monster/FX_GKatrinn_Bullet,1,0,SFX_5008_LONG_RANGE_UNIT_SHOOT,,TRUE,1,200,FALSE,FALSE
光球爆炸,EFFECT_EXPLOSION_LIGHT_BALL,10235,1,Monster/FX_GKatrinn_Attack_Hit,0,0,SFX_RO_ENEMY_HIT_2,,TRUE,1,200,FALSE,FALSE
半月光子弹,EFFECT_BULLET_LIGHT_KNIFE,10236,0,Monster/FX_Giorgili_Bullet,1,0,SFX_5008_LONG_RANGE_UNIT_SHOOT,,TRUE,1,200,FALSE,FALSE
护盾buff,EFFECT_SHEILD,10237,0,Element/FX_Element_Sheild,1,0,,,TRUE,1,200,FALSE,FALSE
护盾buff–宠物,EFFECT_SHEILD_SMALL,10238,0,Element/FX_Element_Sheild_Small,1,0,,,TRUE,1,200,FALSE,FALSE
灼烧buff,EFFECT_CAUTERIZE_BUFF,10239,0,Monster/FX_DarkIllusion_SkillContinued,1,0,,,TRUE,1,200,FALSE,FALSE
新英雄死亡,EFFECT_NEW_HERO_DEAD,10240,1,Battlefeild/FX_BattleFeild_Hero_Dead,0,0,SFX_5009_UNIT_DIE_EFFECT,,TRUE,1,200,FALSE,FALSE
新宠物死亡,EFFECT_NEW_PET_DEAD,10241,1,Battlefeild/FX_BattleFeild_Pet_Dead,0,0,SFX_5009_UNIT_DIE_EFFECT,,TRUE,1,200,FALSE,FALSE
英雄死亡,EFFECT_HERO_DEAD,10242,2,Hero/FX_Hero_Death,0,0,,,TRUE,1,200,FALSE,FALSE
被动触发特效,EFFECT_CAST_SKILL_LITTLE_RING,10243,2,Hero/FX_Hero_SkillActiveRing_Small,0,0,,,TRUE,1,200,FALSE,FALSE
被动猛龙夸强,EFFECT_PASSIVE_RAGING_THRUST,10244,2,Monster/FX_Orclord_PassiveSkillB_Raptors,0,0,SFX_6012_PASSIVE_RAGING_THRUST,,TRUE,1,200,FALSE,FALSE
BOSS随声特效强,EFFECT_MVP_HIGH,10245,0,Battlefeild/FX_MVP_Effect_High,0,0,,,TRUE,1,200,FALSE,FALSE
BOSS随声特效弱,EFFECT_MVP_LOW,10246,0,Battlefeild/FX_MVP_Effect_Low,0,0,,,TRUE,1,200,FALSE,FALSE
暴风雪-魔物战斗专用,EFFECT_GARM_SNOWSTORM,10247,10,Monster/FX_Garm_Snowstorm,0,0,SFX_1000_SKILL_SNOW_STORM,,TRUE,1,200,FALSE,FALSE
投兵蓝色,EFFECT_DROP_UNIT_BLUE,10248,1,Battlefeild/FX_Battlefeild_Appearance_Blue,0,0,SFX_3032_PUT_IN_TEAM,,TRUE,1,200,FALSE,FALSE
投兵红色,EFFECT_DROP_UNIT_RED,10249,1,Battlefeild/FX_Battlefeild_Appearance_Red,0,0,SFX_3032_PUT_IN_TEAM,,TRUE,1,200,FALSE,FALSE
陨石迅击,EFFECT_SUMMONER_METEOR_STORM,10250,3,SummonerSkills/FX_SummonerSkills_MeteorStrike,0,0,SFX_1001_SKILL_FIRE_METOR,,TRUE,1,200,FALSE,FALSE
金币怪物受击,EFFECT_GOLDCOINS,10251,3,Monster/FX_Mimic_Goldcoins,0,0,,,TRUE,1,200,FALSE,FALSE
雷霆猛击,EFFECT_SUMMONER_GROUND_SLAM,10252,3,SummonerSkills/FX_SummonerSkills_ThunderStrike,0,0,SFX_1039_SKILL_GROUND_SLAM_EX,0.15,TRUE,1,200,FALSE,FALSE
圣光普照,EFFECT_SUMMONER_LIGHT_TWINKLE_PARADISE,10253,5,SummonerSkills/FX_SummonerSkills_HolyLight,0,0,SFX_1004_SKILL_LIGHT_TWINKLE_PARADISE,,TRUE,1,200,FALSE,FALSE
神圣壁障,EFFECT_SUMMONER_LIGHT_COUNTER_GUARD,10254,0,SummonerSkills/FX_SummonerSkills_HolyCounterguard,0,0,SFX_1010_SKILL_LIGHT_COUNTER_GUARD,,TRUE,1,200,FALSE,FALSE
神圣壁障Broken,EFFECT_SUMMONER_LIGHT_COUNTER_GUARD_BROKEN,10255,3,SummonerSkills/FX_SummonerSkills_HolyCounterguard_Broken,0,0,SFX_1010_SKILL_LIGHT_COUNTER_GUARD_BROKEN,,TRUE,1,200,FALSE,FALSE
幻影疾风,EFFECT_SUMMONER_SHADOW_WIND,10256,0,SummonerSkills/FX_SummonerSkills_ShadowWind,0,0,SFX_1038_SKILL_WAR_DRUM,,TRUE,1,200,FALSE,FALSE
元神爆裂,EFFECT_SUMMONER_SPIRIT_EXPLODE,10257,5,SummonerSkills/FX_SummonerSkills_SpiritExplode,0,0,SFX_1012_SKILL_DARKNESS_MOMENT,,TRUE,1,200,FALSE,FALSE
受Debuff降攻击,EFFECT_BOSS_DEBUFF_DOWN_ATK,10258,3,BossSkill/FX_BOSS_Garm_HeartOfFire,0,0,,,TRUE,1,200,FALSE,FALSE
boss龙溅射,EFFECT_BOSS_DRAGON_ATK,10259,5,BossSkill/FX_BOSS_Garm_ClawOfFire,0,0,SFX_1052_SKILL_STONE_THROW_HIT,,TRUE,1,200,FALSE,FALSE
BOSS龙范围人数限制,EFFECT_BOSS_DRAGON_ENEMY_NUM,10260,5,BossSkill/FX_BOSS_Garm_HellOfFire,0,0,SFX_5900_NORMAL_ATTACK_FIRE_BALL_BULLET,,TRUE,1,200,FALSE,FALSE
BOSS龙惩罚技能,EFFECT_BOSS_DRAGON_ENEMY_SKILL,10261,5,BossSkill/FX_BOSS_Garm_HeavenOfFire,0,0.01,SFX_1001_SKILL_FIRE_METOR,,TRUE,1,200,FALSE,FALSE
BOSS龙攻击,EFFECT_BOSS_DRAGON_ATK_NEAR,10262,5,BossSkill/FX_BOSS_Garm_EarthOfFire,0,0,SFX_1021_SKILL_FIRE_PILLAR_ATTACK,0.4,TRUE,1,200,FALSE,FALSE
熊狂暴化,EFFECT_BOSS_BEAR_WILD,10263,0,BossSkill/FX_BOSS_Orc_BloodOfOrc,0,0,SFX_1046_SKILL_DIE_HARD_ATTACK,,TRUE,1,200,FALSE,FALSE
生命连环,EFFECT_BOSS_BEAR_TWIN_REBIRTH,10264,5,BossSkill/FX_BOSS_Orc_Commensalism,0,0,SFX_1009_SKILL_GUARDIAN_ANGEL,,TRUE,1,200,FALSE,FALSE
熊boss震地-子弹,EFFECT_BOSS_BEAR_RANGE_ATK_BULLET,10265,5,BossSkill/FX_BOSS_Orc_EnergyWave_Bullet,0,0,SFX_1066_SKILL_CHARGE_ATTACK,,TRUE,1,200,FALSE,FALSE
熊boss震地-击中,EFFECT_BOSS_BEAR_RANGE_ATK_HIT,10266,5,BossSkill/FX_BOSS_Orc_EnergyWave_Hit,0,0,SFX_RO_ENEMY_HIT_1,,TRUE,1,200,FALSE,FALSE
白熊全体恢复,EFFECT_BOSS_BEAR_WHITE_CURE,10267,5,BossSkill/FX_BOSS_Orc_LoveOfOrc,0,0,SFX_1034_SKILL_TREAT,,TRUE,1,200,FALSE,FALSE
黑熊范围降攻,EFFECT_BOSS_BEAR_BLACK_DOWN,10268,5,BossSkill/FX_BOSS_Orc_HateOfOrc,0,0,SFX_1049_SKILL_BRUTAL_FIERCE_CATCH,,TRUE,1,200,FALSE,FALSE
禁疗和扣血,EFFECT_BOSS_NO_CURE,10269,0,BossSkill/FX_BOSS_Maya_Tyrant,0,0,,,TRUE,1,200,FALSE,FALSE
狼Boss攻击1,EFFECT_BOSS_WOLF_ATK_1,10270,5,BossSkill/FX_BOSS_Maya_BladeOfCross,0,0,SFX_1054_SKILL_SECOND_SWORD_COMBO,,TRUE,1,200,FALSE,FALSE
狼Boss攻击2,EFFECT_BOSS_WOLF_ATK_2,10271,5,BossSkill/FX_BOSS_Maya_BladeOfBreakage,0,0,SFX_1065_SKILL_SHAUT,,TRUE,1,200,FALSE,FALSE
狼Boss攻击3,EFFECT_BOSS_WOLF_ATK_3,10272,5,BossSkill/FX_BOSS_Maya_BladeOfExtreme,0,0,SFX_1049_SKILL_BRUTAL_FIERCE_CATCH,,TRUE,1,200,FALSE,FALSE
牛boss技能倒计时,EFFECT_BOSS_CATTLE_SKILL_CD,10273,0,BossSkill/FX_BOSS_Randgris_Clock,0,0,SFX_1016_SKILL_PROVOCATION,,TRUE,1,200,FALSE,FALSE
牛boss技能倒计时持续中,EFFECT_BOSS_CATTLE_SKILL_STAY,10274,0,BossSkill/FX_BOSS_Randgris_BrokenMoon,0,0,,,TRUE,1,200,FALSE,FALSE
牛boss技能倒计时爆发,EFFECT_BOSS_CATTLE_SKILL_CD_EXPLODE,10275,5,BossSkill/FX_BOSS_Randgris_BrokenMoon_Boom,0,0,SFX_1045_SKILL_ARROW_RAIN,,TRUE,1,200,FALSE,FALSE
牛boss全屏攻击,EFFECT_BOSS_CATTLE_ATK,10276,5,BossSkill/FX_BOSS_Randgris_RingMoon,0,0,SFX_1058_SKILL_ANGER_BURST,,TRUE,1,200,FALSE,FALSE
牛boss召唤小弟,EFFECT_BOSS_CATTLE_SUMMON,10277,5,BossSkill/FX_BOSS_Randgris_SpiritMoon,0,0,SFX_5005_AURA_ACTIVATE,,TRUE,1,200,FALSE,FALSE
牛boss小弟治疗,EFFECT_BOSS_CATTLE_CURE,10278,5,BossSkill/FX_BOSS_Randgris_Pray,0,0,,,TRUE,1,200,FALSE,FALSE
牛boss溅射,EFFECT_BOSS_CATTLE_NORMAL_ATK,10279,5,BossSkill/FX_BOSS_Randgris_EfreetSword,0,0,SFX_1065_SKILL_SHAUT,,TRUE,1,200,FALSE,FALSE
狼 Boss 沉默特效,EFFECT_BOSS_WOLF_SLINCE,10280,0,BossSkill/FX_BOSS_Maya_Slince,0,0,,,TRUE,1,200,FALSE,FALSE
释放技能-敌方,EFFECT_CAST_SKILL_RING_ENEMY,10281,2,Hero/FX_Hero_SkillActiveRing_Enemy,0,0,SFX_SKILL_LAUNCH,,TRUE,1,200,FALSE,FALSE
剧毒压制_自身,EFFECT_SKILL_VENOM_PRESSURE_SELF,10282,0,Monster/NewAdded/FX_DarkSnakeLord_VenomPressure_Self,0,0,,,TRUE,1,200,FALSE,FALSE
